time,temperature_2m_mean,precipitation_sum
2023-01-01,11.4,7.8
2023-01-02,9.5,4.5
2023-01-03,7.1,0.0
2023-01-04,6.5,0.0
2023-01-05,7.1,0.0
2023-01-06,6.0,0.0
2023-01-07,9.0,18.2
2023-01-08,12.9,14.1
2023-01-09,12.0,0.0
2023-01-10,8.9,0.0
2023-01-11,11.1,2.2
2023-01-12,8.0,0.0
2023-01-13,6.4,0.0
2023-01-14,7.2,0.0
2023-01-15,8.4,0.2
2023-01-16,9.1,0.2
2023-01-17,9.7,1.0
2023-01-18,5.6,0.2
2023-01-19,5.7,0.0
2023-01-20,11.5,0.2
2023-01-21,10.5,0.0
2023-01-22,4.9,0.0
2023-01-23,4.1,0.0
2023-01-24,3.0,0.0
2023-01-25,3.4,0.0
2023-01-26,4.3,0.0
2023-01-27,5.1,0.0
2023-01-28,5.2,0.0
2023-01-29,3.4,0.0
2023-01-30,3.3,0.0
2023-01-31,5.1,0.0
2023-02-01,4.9,0.0
2023-02-02,5.7,0.0
2023-02-03,7.5,0.0
2023-02-04,8.2,0.0
2023-02-05,7.2,0.0
2023-02-06,7.1,0.0
2023-02-07,6.8,0.0
2023-02-08,7.1,1.6
2023-02-09,7.6,0.0
2023-02-10,6.5,0.0
2023-02-11,6.7,0.0
2023-02-12,7.0,0.0
2023-02-13,8.0,0.0
2023-02-14,8.9,0.0
2023-02-15,9.2,0.0
2023-02-16,9.2,0.0
2023-02-17,9.7,0.0
2023-02-18,10.5,0.3
2023-02-19,11.8,0.0
2023-02-20,12.7,0.2
2023-02-21,11.5,9.7
2023-02-22,10.9,0.0
2023-02-23,7.9,0.0
2023-02-24,5.3,0.0
2023-02-25,5.1,0.3
2023-02-26,7.3,0.0
2023-02-27,5.6,0.0
2023-02-28,4.6,0.0
2023-03-01,4.3,0.0
2023-03-02,6.5,0.0
2023-03-03,7.4,0.0
2023-03-04,8.6,0.0
2023-03-05,7.8,6.3
2023-03-06,9.2,9.3
2023-03-07,11.7,2.3
2023-03-08,14.4,2.5
2023-03-09,14.5,4.9
2023-03-10,13.5,0.0
2023-03-11,15.0,0.0
2023-03-12,14.6,0.0
2023-03-13,13.5,0.0
2023-03-14,11.1,0.0
2023-03-15,13.2,0.0
2023-03-16,15.3,0.0
2023-03-17,13.0,0.7
2023-03-18,11.6,0.2
2023-03-19,13.2,0.0
2023-03-20,14.2,0.0
2023-03-21,15.1,0.0
2023-03-22,15.0,0.0
2023-03-23,14.4,0.0
2023-03-24,13.6,1.0
2023-03-25,14.1,0.0
2023-03-26,14.6,0.0
2023-03-27,14.6,0.0
2023-03-28,17.5,0.0
2023-03-29,19.3,0.0
2023-03-30,16.4,0.0
2023-03-31,16.4,0.4
2023-04-01,14.3,0.0
2023-04-02,14.5,0.0
2023-04-03,14.6,0.0
2023-04-04,16.5,0.0
2023-04-05,15.7,0.0
2023-04-06,17.3,0.0
2023-04-07,18.2,0.0
2023-04-08,19.8,0.0
2023-04-09,21.1,0.0
2023-04-10,19.9,0.0
2023-04-11,19.5,0.0
2023-04-12,14.4,0.1
2023-04-13,12.5,0.0
2023-04-14,14.6,0.0
2023-04-15,17.9,0.0
2023-04-16,19.2,0.0
2023-04-17,19.8,0.0
2023-04-18,19.1,0.0
2023-04-19,19.8,0.0
2023-04-20,20.4,0.0
2023-04-21,17.5,4.6
2023-04-22,14.8,0.2
2023-04-23,16.8,0.0
2023-04-24,19.1,0.0
2023-04-25,21.3,0.0
2023-04-26,22.8,0.0
2023-04-27,25.5,0.0
2023-04-28,25.1,0.0
2023-04-29,22.3,0.6
2023-04-30,21.5,0.0
2023-05-01,22.2,0.0
2023-05-02,23.8,0.0
2023-05-03,23.8,0.0
2023-05-04,19.6,0.0
2023-05-05,19.9,0.0
2023-05-06,19.9,0.5
2023-05-07,22.1,0.0
2023-05-08,24.1,0.0
2023-05-09,22.8,0.0
2023-05-10,21.3,0.0
2023-05-11,19.7,0.0
2023-05-12,17.3,0.1
2023-05-13,16.6,0.0
2023-05-14,18.8,0.0
2023-05-15,19.9,0.0
2023-05-16,19.1,0.0
2023-05-17,19.4,0.0
2023-05-18,18.2,0.0
2023-05-19,18.3,0.0
2023-05-20,17.5,0.0
2023-05-21,17.6,2.0
2023-05-22,18.5,2.9
2023-05-23,18.9,0.3
2023-05-24,19.3,0.5
2023-05-25,22.0,0.0
2023-05-26,17.4,13.8
2023-05-27,16.4,8.0
2023-05-28,15.9,9.8
2023-05-29,16.0,12.0
2023-05-30,16.2,14.4
2023-05-31,17.8,3.7
2023-06-01,19.4,0.8
2023-06-02,18.5,0.8
2023-06-03,19.2,1.7
2023-06-04,20.5,5.3
2023-06-05,21.7,1.4
2023-06-06,23.3,0.0
2023-06-07,19.9,7.8
2023-06-08,18.7,13.9
2023-06-09,18.6,4.5
2023-06-10,20.2,0.0
2023-06-11,21.2,0.0
2023-06-12,21.5,2.4
2023-06-13,19.9,0.1
2023-06-14,22.9,0.0
2023-06-15,24.9,0.0
2023-06-16,27.3,0.0
2023-06-17,27.7,0.0
2023-06-18,24.1,0.0
2023-06-19,24.3,0.1
2023-06-20,21.8,2.5
2023-06-21,21.5,2.7
2023-06-22,23.3,0.0
2023-06-23,27.2,0.0
2023-06-24,30.1,0.0
2023-06-25,31.9,0.0
2023-06-26,31.6,0.0
2023-06-27,30.9,0.0
2023-06-28,30.5,0.0
2023-06-29,29.1,0.0
2023-06-30,26.2,0.0
2023-07-01,27.6,0.0
2023-07-02,30.0,0.0
2023-07-03,30.8,0.0
2023-07-04,28.3,0.0
2023-07-05,27.9,0.0
2023-07-06,27.4,0.0
2023-07-07,27.2,0.0
2023-07-08,24.1,0.0
2023-07-09,26.0,0.0
2023-07-10,29.9,0.0
2023-07-11,30.1,0.0
2023-07-12,26.9,0.0
2023-07-13,28.8,0.0
2023-07-14,28.6,0.0
2023-07-15,24.7,0.0
2023-07-16,25.2,0.0
2023-07-17,29.5,0.0
2023-07-18,31.0,0.0
2023-07-19,30.2,0.0
2023-07-20,26.9,0.0
2023-07-21,25.2,0.0
2023-07-22,25.5,0.0
2023-07-23,27.0,0.0
2023-07-24,24.0,0.0
2023-07-25,25.0,0.0
2023-07-26,28.0,0.0
2023-07-27,26.6,0.0
2023-07-28,25.5,0.0
2023-07-29,27.7,0.0
2023-07-30,29.1,0.0
2023-07-31,29.1,0.0
2023-08-01,28.5,0.0
2023-08-02,27.2,0.0
2023-08-03,25.4,0.0
2023-08-04,24.3,0.0
2023-08-05,27.2,0.0
2023-08-06,30.4,0.0
2023-08-07,31.1,0.0
2023-08-08,32.7,0.0
2023-08-09,31.6,0.0
2023-08-10,29.3,0.0
2023-08-11,31.5,0.0
2023-08-12,31.1,0.0
2023-08-13,27.6,0.0
2023-08-14,26.7,0.0
2023-08-15,27.2,0.0
2023-08-16,26.9,0.0
2023-08-17,27.2,0.0
2023-08-18,25.8,0.0
2023-08-19,28.4,0.0
2023-08-20,30.6,0.0
2023-08-21,32.5,0.0
2023-08-22,33.9,0.0
2023-08-23,33.8,0.0
2023-08-24,32.3,0.0
2023-08-25,31.2,0.0
2023-08-26,26.2,0.0
2023-08-27,22.2,0.0
2023-08-28,23.7,0.0
2023-08-29,24.7,0.0
2023-08-30,24.9,0.0
2023-08-31,26.4,0.0
2023-09-01,25.9,0.0
2023-09-02,20.4,9.6
2023-09-03,18.9,16.4
2023-09-04,20.5,3.4
2023-09-05,21.0,0.0
2023-09-06,23.5,0.0
2023-09-07,23.7,0.2
2023-09-08,24.1,0.0
2023-09-09,21.1,7.1
2023-09-10,22.4,0.2
2023-09-11,21.1,1.1
2023-09-12,21.7,0.0
2023-09-13,23.5,0.0
2023-09-14,24.0,8.6
2023-09-15,21.5,3.7
2023-09-16,17.9,17.7
2023-09-17,18.2,0.7
2023-09-18,17.6,1.4
2023-09-19,19.0,0.1
2023-09-20,19.1,0.0
2023-09-21,17.7,5.3
2023-09-22,16.4,0.0
2023-09-23,17.5,0.0
2023-09-24,20.0,0.0
2023-09-25,21.7,0.0
2023-09-26,22.7,0.0
2023-09-27,23.1,0.0
2023-09-28,23.1,0.0
2023-09-29,24.3,0.0
2023-09-30,25.9,0.0
2023-10-01,26.1,0.0
2023-10-02,25.4,0.0
2023-10-03,24.9,0.0
2023-10-04,24.7,0.0
2023-10-05,25.0,0.0
2023-10-06,25.6,0.0
2023-10-07,25.1,0.0
2023-10-08,25.0,0.0
2023-10-09,24.1,0.0
2023-10-10,24.0,0.0
2023-10-11,23.6,0.0
2023-10-12,23.3,0.0
2023-10-13,21.4,3.5
2023-10-14,18.5,2.6
2023-10-15,17.8,1.9
2023-10-16,17.4,0.7
2023-10-17,18.9,22.6
2023-10-18,17.9,4.3
2023-10-19,16.4,67.9
2023-10-20,13.9,0.3
2023-10-21,12.8,0.1
2023-10-22,13.0,13.6
2023-10-23,11.5,3.2
2023-10-24,12.1,6.1
2023-10-25,16.4,0.7
2023-10-26,17.1,3.9
2023-10-27,13.8,1.0
2023-10-28,14.8,3.2
2023-10-29,14.9,27.7
2023-10-30,13.1,8.0
2023-10-31,12.1,0.5
2023-11-01,14.6,4.6
2023-11-02,14.3,17.7
2023-11-03,12.2,0.1
2023-11-04,13.8,5.5
2023-11-05,12.1,0.3
2023-11-06,9.8,0.4
2023-11-07,9.0,0.2
2023-11-08,10.4,1.2
2023-11-09,13.1,2.2
2023-11-10,12.1,0.6
2023-11-11,16.0,0.3
2023-11-12,16.7,0.7
2023-11-13,15.6,0.1
2023-11-14,14.1,0.0
2023-11-15,13.7,0.0
2023-11-16,14.5,0.0
2023-11-17,13.8,0.0
2023-11-18,13.3,0.0
2023-11-19,14.0,0.0
2023-11-20,14.1,0.0
2023-11-21,11.4,0.0
2023-11-22,9.5,0.0
2023-11-23,8.2,0.0
2023-11-24,7.8,0.0
2023-11-25,9.5,0.0
2023-11-26,9.3,0.0
2023-11-27,8.6,0.0
2023-11-28,12.0,1.1
2023-11-29,14.0,3.6
2023-11-30,14.5,46.1
2023-12-01,8.9,6.7
2023-12-02,7.0,0.0
2023-12-03,6.6,1.3
2023-12-04,9.3,5.4
2023-12-05,7.5,1.1
2023-12-06,8.0,0.0
2023-12-07,9.9,13.6
2023-12-08,10.9,0.2
2023-12-09,11.7,1.1
2023-12-10,12.7,0.3
2023-12-11,11.2,0.0
2023-12-12,12.1,3.5
2023-12-13,10.4,0.0
2023-12-14,7.7,0.0
2023-12-15,7.5,0.0
2023-12-16,7.0,0.0
2023-12-17,6.7,0.0
2023-12-18,7.2,0.0
2023-12-19,6.7,0.0
2023-12-20,7.3,1.2
2023-12-21,6.3,0.0
2023-12-22,7.1,0.0
2023-12-23,7.1,0.0
2023-12-24,6.3,0.0
2023-12-25,5.1,0.0
2023-12-26,3.9,0.0
2023-12-27,4.1,0.0
2023-12-28,5.5,0.0
2023-12-29,6.2,0.3
2023-12-30,5.7,0.0
2023-12-31,9.1,0.2
2024-01-01,6.6,0.0
