time,temperature_2m_mean,precipitation_sum
2023-01-01,11.2,0.0
2023-01-02,11.9,0.1
2023-01-03,12.6,0.3
2023-01-04,12.0,0.0
2023-01-05,9.9,0.0
2023-01-06,9.6,0.0
2023-01-07,10.0,0.0
2023-01-08,13.6,0.1
2023-01-09,17.1,0.0
2023-01-10,13.4,0.0
2023-01-11,13.4,0.0
2023-01-12,12.9,0.0
2023-01-13,11.3,0.0
2023-01-14,10.3,0.0
2023-01-15,12.2,0.0
2023-01-16,11.5,0.0
2023-01-17,15.6,0.0
2023-01-18,10.2,0.0
2023-01-19,9.7,0.0
2023-01-20,13.4,0.0
2023-01-21,10.4,0.0
2023-01-22,7.3,0.0
2023-01-23,7.1,0.1
2023-01-24,5.2,0.9
2023-01-25,6.7,0.0
2023-01-26,8.2,0.0
2023-01-27,7.9,0.0
2023-01-28,7.4,0.0
2023-01-29,6.1,0.1
2023-01-30,7.1,0.0
2023-01-31,8.2,0.0
2023-02-01,7.9,0.0
2023-02-02,9.3,0.0
2023-02-03,9.1,0.0
2023-02-04,11.1,0.0
2023-02-05,10.9,0.0
2023-02-06,7.3,4.7
2023-02-07,8.4,3.4
2023-02-08,9.5,0.0
2023-02-09,9.1,1.0
2023-02-10,7.2,0.3
2023-02-11,7.3,9.5
2023-02-12,8.1,0.9
2023-02-13,8.5,0.0
2023-02-14,10.1,0.8
2023-02-15,10.5,0.0
2023-02-16,10.3,0.0
2023-02-17,10.4,0.0
2023-02-18,11.0,1.0
2023-02-19,11.4,0.1
2023-02-20,11.3,0.0
2023-02-21,12.5,1.2
2023-02-22,13.8,0.0
2023-02-23,11.6,0.0
2023-02-24,9.6,0.0
2023-02-25,8.0,2.5
2023-02-26,8.9,0.0
2023-02-27,6.9,0.0
2023-02-28,7.7,0.0
2023-03-01,7.5,2.9
2023-03-02,7.4,0.0
2023-03-03,8.6,0.0
2023-03-04,9.1,0.0
2023-03-05,10.6,0.1
2023-03-06,12.2,2.3
2023-03-07,15.3,0.0
2023-03-08,17.1,0.0
2023-03-09,17.0,0.0
2023-03-10,17.7,0.0
2023-03-11,20.0,0.0
2023-03-12,21.1,0.0
2023-03-13,19.5,0.0
2023-03-14,18.1,0.0
2023-03-15,16.8,0.0
2023-03-16,14.7,0.0
2023-03-17,14.3,0.0
2023-03-18,14.6,0.4
2023-03-19,15.3,0.1
2023-03-20,14.8,0.0
2023-03-21,15.1,0.0
2023-03-22,16.0,0.0
2023-03-23,16.7,0.0
2023-03-24,18.8,0.0
2023-03-25,19.6,0.0
2023-03-26,21.3,0.0
2023-03-27,17.8,0.0
2023-03-28,14.5,0.0
2023-03-29,15.8,0.0
2023-03-30,19.6,0.0
2023-03-31,23.4,0.0
2023-04-01,20.9,0.0
2023-04-02,18.8,0.0
2023-04-03,15.5,0.0
2023-04-04,14.5,0.0
2023-04-05,13.6,0.0
2023-04-06,13.5,0.0
2023-04-07,14.4,0.0
2023-04-08,17.6,0.0
2023-04-09,17.5,0.0
2023-04-10,20.6,0.0
2023-04-11,18.5,0.0
2023-04-12,22.4,0.0
2023-04-13,19.5,0.2
2023-04-14,19.3,0.0
2023-04-15,22.5,0.0
2023-04-16,18.1,0.0
2023-04-17,15.7,0.0
2023-04-18,15.3,0.0
2023-04-19,15.7,0.0
2023-04-20,18.5,0.0
2023-04-21,18.1,0.0
2023-04-22,18.4,0.0
2023-04-23,21.2,0.0
2023-04-24,21.8,0.0
2023-04-25,23.4,0.0
2023-04-26,23.5,0.0
2023-04-27,21.7,0.0
2023-04-28,22.3,0.0
2023-04-29,24.6,1.5
2023-04-30,22.7,0.4
2023-05-01,21.4,0.0
2023-05-02,21.2,0.0
2023-05-03,20.0,0.1
2023-05-04,20.9,0.0
2023-05-05,21.5,0.0
2023-05-06,20.9,0.0
2023-05-07,21.3,0.9
2023-05-08,21.6,0.0
2023-05-09,22.9,0.0
2023-05-10,21.4,0.0
2023-05-11,20.2,0.2
2023-05-12,17.0,10.6
2023-05-13,15.2,4.1
2023-05-14,17.2,0.1
2023-05-15,19.6,0.0
2023-05-16,19.0,0.0
2023-05-17,17.9,0.0
2023-05-18,16.9,3.6
2023-05-19,15.5,13.1
2023-05-20,16.1,2.3
2023-05-21,16.9,0.7
2023-05-22,16.5,30.8
2023-05-23,15.3,51.4
2023-05-24,15.7,13.2
2023-05-25,18.0,1.9
2023-05-26,18.1,3.7
2023-05-27,18.6,1.8
2023-05-28,17.7,15.0
2023-05-29,18.7,1.0
2023-05-30,18.3,5.5
2023-05-31,18.8,3.5
2023-06-01,18.4,1.2
2023-06-02,17.9,11.1
2023-06-03,18.1,4.3
2023-06-04,19.5,4.3
2023-06-05,19.6,0.9
2023-06-06,20.4,0.0
2023-06-07,18.6,4.2
2023-06-08,20.2,0.8
2023-06-09,22.1,0.7
2023-06-10,24.1,0.0
2023-06-11,23.6,0.0
2023-06-12,23.4,0.5
2023-06-13,22.9,1.8
2023-06-14,23.5,0.0
2023-06-15,24.2,0.0
2023-06-16,24.8,0.0
2023-06-17,25.2,0.0
2023-06-18,23.4,0.7
2023-06-19,25.5,0.0
2023-06-20,25.9,0.0
2023-06-21,24.9,2.4
2023-06-22,25.8,0.1
2023-06-23,25.6,0.0
2023-06-24,25.7,0.0
2023-06-25,27.4,0.0
2023-06-26,27.9,0.0
2023-06-27,27.9,0.0
2023-06-28,27.6,0.0
2023-06-29,27.1,0.0
2023-06-30,25.6,1.0
2023-07-01,26.4,0.0
2023-07-02,27.0,0.0
2023-07-03,27.4,0.0
2023-07-04,28.2,0.0
2023-07-05,26.8,0.0
2023-07-06,27.0,0.1
2023-07-07,27.5,0.0
2023-07-08,28.8,0.0
2023-07-09,29.5,0.0
2023-07-10,29.3,0.0
2023-07-11,31.9,0.0
2023-07-12,32.2,0.0
2023-07-13,28.5,0.0
2023-07-14,28.7,0.0
2023-07-15,29.9,0.0
2023-07-16,29.1,0.0
2023-07-17,29.1,0.0
2023-07-18,31.3,0.0
2023-07-19,33.5,0.0
2023-07-20,31.1,0.1
2023-07-21,30.2,0.1
2023-07-22,28.0,0.0
2023-07-23,29.7,0.0
2023-07-24,32.0,0.0
2023-07-25,30.4,0.0
2023-07-26,27.1,2.0
2023-07-27,28.0,0.2
2023-07-28,28.7,0.0
