id_pais,id_municipio,id_municipio_parcial,id_provincia,id_ccaa,nombre,provincia_nombre,ccaa_nombre,id_isla,isla,gid_municipio,gid_provincia,gid_ccaa
ES,01110099,110099,11,01,Benaocaz,cádiz,Andalucía,,,ES-01110099,ES-11,ES-01
ES,01110103,110103,11,01,Bornos,cádiz,Andalucía,,,ES-01110103,ES-11,ES-01
ES,01110110,110110,11,01,"Bosque, El",cádiz,Andalucía,,,ES-01110110,ES-11,ES-01
ES,01110125,110125,11,01,Cádiz,cádiz,Andalucía,,,ES-01110125,ES-11,ES-01
ES,01110131,110131,11,01,Castellar de la Frontera,cádiz,Andalucía,,,ES-01110131,ES-11,ES-01
ES,01110159,110159,11,01,Chiclana de la Frontera,cádiz,Andalucía,,,ES-01110159,ES-11,ES-01
ES,01110162,110162,11,01,Chipiona,cádiz,Andalucía,,,ES-01110162,ES-11,ES-01
ES,01110146,110146,11,01,Conil de la Frontera,cádiz,Andalucía,,,ES-01110146,ES-11,ES-01
ES,01110178,110178,11,01,Espera,cádiz,Andalucía,,,ES-01110178,ES-11,ES-01
ES,01110184,110184,11,01,"Gastor, El",cádiz,Andalucía,,,ES-01110184,ES-11,ES-01
ES,01110197,110197,11,01,Grazalema,cádiz,Andalucía,,,ES-01110197,ES-11,ES-01
ES,01110201,110201,11,01,Jerez de la Frontera,cádiz,Andalucía,,,ES-01110201,ES-11,ES-01
ES,01110218,110218,11,01,Jimena de la Frontera,cádiz,Andalucía,,,ES-01110218,ES-11,ES-01
ES,01110223,110223,11,01,"Línea de la Concepción, La",cádiz,Andalucía,,,ES-01110223,ES-11,ES-01
ES,01110239,110239,11,01,Medina Sidonia,cádiz,Andalucía,,,ES-01110239,ES-11,ES-01
ES,01110244,110244,11,01,Olvera,cádiz,Andalucía,,,ES-01110244,ES-11,ES-01
ES,01110257,110257,11,01,Paterna de Rivera,cádiz,Andalucía,,,ES-01110257,ES-11,ES-01
ES,01110260,110260,11,01,Prado del Rey,cádiz,Andalucía,,,ES-01110260,ES-11,ES-01
ES,01110276,110276,11,01,"Puerto de Santa María, El",cádiz,Andalucía,,,ES-01110276,ES-11,ES-01
ES,01110282,110282,11,01,Puerto Real,cádiz,Andalucía,,,ES-01110282,ES-11,ES-01
ES,01110295,110295,11,01,Puerto Serrano,cádiz,Andalucía,,,ES-01110295,ES-11,ES-01
ES,01110309,110309,11,01,Rota,cádiz,Andalucía,,,ES-01110309,ES-11,ES-01
ES,01110316,110316,11,01,San Fernando,cádiz,Andalucía,,,ES-01110316,ES-11,ES-01
ES,01119028,119028,11,01,San José del Valle,cádiz,Andalucía,,,ES-01119028,ES-11,ES-01
ES,01119034,119034,11,01,San Martín del Tesorillo,cádiz,Andalucía,,,ES-01119034,ES-11,ES-01
ES,01110337,110337,11,01,San Roque,cádiz,Andalucía,,,ES-01110337,ES-11,ES-01
ES,01110321,110321,11,01,Sanlúcar de Barrameda,cádiz,Andalucía,,,ES-01110321,ES-11,ES-01
ES,01110342,110342,11,01,Setenil de las Bodegas,cádiz,Andalucía,,,ES-01110342,ES-11,ES-01
ES,01110355,110355,11,01,Tarifa,cádiz,Andalucía,,,ES-01110355,ES-11,ES-01
ES,01110368,110368,11,01,Torre Alháquime,cádiz,Andalucía,,,ES-01110368,ES-11,ES-01
ES,01110374,110374,11,01,Trebujena,cádiz,Andalucía,,,ES-01110374,ES-11,ES-01
ES,01110380,110380,11,01,Ubrique,cádiz,Andalucía,,,ES-01110380,ES-11,ES-01
ES,01110393,110393,11,01,Vejer de la Frontera,cádiz,Andalucía,,,ES-01110393,ES-11,ES-01
ES,01110407,110407,11,01,Villaluenga del Rosario,cádiz,Andalucía,,,ES-01110407,ES-11,ES-01
ES,01110414,110414,11,01,Villamartín,cádiz,Andalucía,,,ES-01110414,ES-11,ES-01
ES,01110429,110429,11,01,Zahara,cádiz,Andalucía,,,ES-01110429,ES-11,ES-01
ES,10120022,120022,12,10,Aín,castellón/castelló,Comunitat Valenciana,,,ES-10120022,ES-12,ES-10
ES,10120038,120038,12,10,Albocàsser,castellón/castelló,Comunitat Valenciana,,,ES-10120038,ES-12,ES-10
ES,10120043,120043,12,10,Alcalà de Xivert,castellón/castelló,Comunitat Valenciana,,,ES-10120043,ES-12,ES-10
ES,10120056,120056,12,10,"Alcora, l'",castellón/castelló,Comunitat Valenciana,,,ES-10120056,ES-12,ES-10
ES,10120069,120069,12,10,Alcudia de Veo,castellón/castelló,Comunitat Valenciana,,,ES-10120069,ES-12,ES-10
ES,10120075,120075,12,10,Alfondeguilla,castellón/castelló,Comunitat Valenciana,,,ES-10120075,ES-12,ES-10
ES,10120081,120081,12,10,Algimia de Almonacid,castellón/castelló,Comunitat Valenciana,,,ES-10120081,ES-12,ES-10
ES,10120094,120094,12,10,Almassora,castellón/castelló,Comunitat Valenciana,,,ES-10120094,ES-12,ES-10
ES,10120108,120108,12,10,Almedíjar,castellón/castelló,Comunitat Valenciana,,,ES-10120108,ES-12,ES-10
ES,10120115,120115,12,10,Almenara,castellón/castelló,Comunitat Valenciana,,,ES-10120115,ES-12,ES-10
ES,10129018,129018,12,10,"Alqueries, les/Alquerías del Niño Perdido",castellón/castelló,Comunitat Valenciana,,,ES-10129018,ES-12,ES-10
ES,10120120,120120,12,10,Altura,castellón/castelló,Comunitat Valenciana,,,ES-10120120,ES-12,ES-10
ES,10120136,120136,12,10,Arañuel,castellón/castelló,Comunitat Valenciana,,,ES-10120136,ES-12,ES-10
ES,10120141,120141,12,10,Ares del Maestrat,castellón/castelló,Comunitat Valenciana,,,ES-10120141,ES-12,ES-10
ES,10120154,120154,12,10,Argelita,castellón/castelló,Comunitat Valenciana,,,ES-10120154,ES-12,ES-10
ES,10120167,120167,12,10,Artana,castellón/castelló,Comunitat Valenciana,,,ES-10120167,ES-12,ES-10
ES,10120017,120017,12,10,Atzeneta del Maestrat,castellón/castelló,Comunitat Valenciana,,,ES-10120017,ES-12,ES-10
ES,10120173,120173,12,10,Ayódar,castellón/castelló,Comunitat Valenciana,,,ES-10120173,ES-12,ES-10
ES,10120189,120189,12,10,Azuébar,castellón/castelló,Comunitat Valenciana,,,ES-10120189,ES-12,ES-10
ES,10120206,120206,12,10,Barracas,castellón/castelló,Comunitat Valenciana,,,ES-10120206,ES-12,ES-10
ES,10120228,120228,12,10,Bejís,castellón/castelló,Comunitat Valenciana,,,ES-10120228,ES-12,ES-10
ES,10120249,120249,12,10,Benafer,castellón/castelló,Comunitat Valenciana,,,ES-10120249,ES-12,ES-10
ES,10120252,120252,12,10,Benafigos,castellón/castelló,Comunitat Valenciana,,,ES-10120252,ES-12,ES-10
ES,10120265,120265,12,10,Benassal,castellón/castelló,Comunitat Valenciana,,,ES-10120265,ES-12,ES-10
ES,10120271,120271,12,10,Benicarló,castellón/castelló,Comunitat Valenciana,,,ES-10120271,ES-12,ES-10
ES,10120287,120287,12,10,Benicàssim/Benicasim,castellón/castelló,Comunitat Valenciana,,,ES-10120287,ES-12,ES-10
ES,10120290,120290,12,10,Benlloc,castellón/castelló,Comunitat Valenciana,,,ES-10120290,ES-12,ES-10
ES,10120213,120213,12,10,Betxí,castellón/castelló,Comunitat Valenciana,,,ES-10120213,ES-12,ES-10
ES,10120326,120326,12,10,Borriana/Burriana,castellón/castelló,Comunitat Valenciana,,,ES-10120326,ES-12,ES-10
ES,10120311,120311,12,10,Borriol,castellón/castelló,Comunitat Valenciana,,,ES-10120311,ES-12,ES-10
ES,10120332,120332,12,10,Cabanes,castellón/castelló,Comunitat Valenciana,,,ES-10120332,ES-12,ES-10
ES,10120347,120347,12,10,Càlig,castellón/castelló,Comunitat Valenciana,,,ES-10120347,ES-12,ES-10
ES,10120363,120363,12,10,Canet lo Roig,castellón/castelló,Comunitat Valenciana,,,ES-10120363,ES-12,ES-10
ES,10120379,120379,12,10,Castell de Cabres,castellón/castelló,Comunitat Valenciana,,,ES-10120379,ES-12,ES-10
ES,10120385,120385,12,10,Castellfort,castellón/castelló,Comunitat Valenciana,,,ES-10120385,ES-12,ES-10
ES,10120398,120398,12,10,Castellnovo,castellón/castelló,Comunitat Valenciana,,,ES-10120398,ES-12,ES-10
ES,10120402,120402,12,10,Castelló de la Plana/Castellón de la Plana,castellón/castelló,Comunitat Valenciana,,,ES-10120402,ES-12,ES-10
ES,10120419,120419,12,10,Castillo de Villamalefa,castellón/castelló,Comunitat Valenciana,,,ES-10120419,ES-12,ES-10
ES,10120424,120424,12,10,Catí,castellón/castelló,Comunitat Valenciana,,,ES-10120424,ES-12,ES-10
ES,10120430,120430,12,10,Caudiel,castellón/castelló,Comunitat Valenciana,,,ES-10120430,ES-12,ES-10
ES,10120445,120445,12,10,Cervera del Maestre,castellón/castelló,Comunitat Valenciana,,,ES-10120445,ES-12,ES-10
ES,10120537,120537,12,10,Chilches/Xilxes,castellón/castelló,Comunitat Valenciana,,,ES-10120537,ES-12,ES-10
ES,10120568,120568,12,10,Chóvar,castellón/castelló,Comunitat Valenciana,,,ES-10120568,ES-12,ES-10
ES,10120458,120458,12,10,Cinctorres,castellón/castelló,Comunitat Valenciana,,,ES-10120458,ES-12,ES-10
ES,10120461,120461,12,10,Cirat,castellón/castelló,Comunitat Valenciana,,,ES-10120461,ES-12,ES-10
ES,10120483,120483,12,10,Cortes de Arenoso,castellón/castelló,Comunitat Valenciana,,,ES-10120483,ES-12,ES-10
ES,10120496,120496,12,10,Costur,castellón/castelló,Comunitat Valenciana,,,ES-10120496,ES-12,ES-10
ES,10120509,120509,12,10,"Coves de Vinromà, les",castellón/castelló,Comunitat Valenciana,,,ES-10120509,ES-12,ES-10
ES,10120516,120516,12,10,Culla,castellón/castelló,Comunitat Valenciana,,,ES-10120516,ES-12,ES-10
ES,10120574,120574,12,10,Eslida,castellón/castelló,Comunitat Valenciana,,,ES-10120574,ES-12,ES-10
ES,10120580,120580,12,10,Espadilla,castellón/castelló,Comunitat Valenciana,,,ES-10120580,ES-12,ES-10
ES,10120593,120593,12,10,Fanzara,castellón/castelló,Comunitat Valenciana,,,ES-10120593,ES-12,ES-10
ES,10120607,120607,12,10,Figueroles,castellón/castelló,Comunitat Valenciana,,,ES-10120607,ES-12,ES-10
ES,10120614,120614,12,10,Forcall,castellón/castelló,Comunitat Valenciana,,,ES-10120614,ES-12,ES-10
ES,10120635,120635,12,10,Fuente la Reina,castellón/castelló,Comunitat Valenciana,,,ES-10120635,ES-12,ES-10
ES,10120640,120640,12,10,Fuentes de Ayódar,castellón/castelló,Comunitat Valenciana,,,ES-10120640,ES-12,ES-10
ES,10120653,120653,12,10,Gaibiel,castellón/castelló,Comunitat Valenciana,,,ES-10120653,ES-12,ES-10
ES,10120672,120672,12,10,Geldo,castellón/castelló,Comunitat Valenciana,,,ES-10120672,ES-12,ES-10
ES,10120688,120688,12,10,Herbers,castellón/castelló,Comunitat Valenciana,,,ES-10120688,ES-12,ES-10
ES,10120691,120691,12,10,Higueras,castellón/castelló,Comunitat Valenciana,,,ES-10120691,ES-12,ES-10
ES,10120705,120705,12,10,"Jana, la",castellón/castelló,Comunitat Valenciana,,,ES-10120705,ES-12,ES-10
ES,10120712,120712,12,10,Jérica,castellón/castelló,Comunitat Valenciana,,,ES-10120712,ES-12,ES-10
ES,10120748,120748,12,10,"Llosa, la",castellón/castelló,Comunitat Valenciana,,,ES-10120748,ES-12,ES-10
ES,10120727,120727,12,10,Llucena/Lucena del Cid,castellón/castelló,Comunitat Valenciana,,,ES-10120727,ES-12,ES-10
ES,10120733,120733,12,10,Ludiente,castellón/castelló,Comunitat Valenciana,,,ES-10120733,ES-12,ES-10
ES,10120751,120751,12,10,"Mata de Morella, la",castellón/castelló,Comunitat Valenciana,,,ES-10120751,ES-12,ES-10
ES,10120764,120764,12,10,Matet,castellón/castelló,Comunitat Valenciana,,,ES-10120764,ES-12,ES-10
ES,10120770,120770,12,10,Moncofa,castellón/castelló,Comunitat Valenciana,,,ES-10120770,ES-12,ES-10
ES,10120786,120786,12,10,Montán,castellón/castelló,Comunitat Valenciana,,,ES-10120786,ES-12,ES-10
ES,10120799,120799,12,10,Montanejos,castellón/castelló,Comunitat Valenciana,,,ES-10120799,ES-12,ES-10
ES,10120803,120803,12,10,Morella,castellón/castelló,Comunitat Valenciana,,,ES-10120803,ES-12,ES-10
ES,10120810,120810,12,10,Navajas,castellón/castelló,Comunitat Valenciana,,,ES-10120810,ES-12,ES-10
ES,10120825,120825,12,10,Nules,castellón/castelló,Comunitat Valenciana,,,ES-10120825,ES-12,ES-10
ES,10120831,120831,12,10,Olocau del Rey,castellón/castelló,Comunitat Valenciana,,,ES-10120831,ES-12,ES-10
ES,10120846,120846,12,10,Onda,castellón/castelló,Comunitat Valenciana,,,ES-10120846,ES-12,ES-10
ES,10120859,120859,12,10,Orpesa/Oropesa del Mar,castellón/castelló,Comunitat Valenciana,,,ES-10120859,ES-12,ES-10
ES,10120878,120878,12,10,Palanques,castellón/castelló,Comunitat Valenciana,,,ES-10120878,ES-12,ES-10
ES,10120884,120884,12,10,Pavías,castellón/castelló,Comunitat Valenciana,,,ES-10120884,ES-12,ES-10
ES,10120897,120897,12,10,Peníscola/Peñíscola,castellón/castelló,Comunitat Valenciana,,,ES-10120897,ES-12,ES-10
ES,10120901,120901,12,10,Pina de Montalgrao,castellón/castelló,Comunitat Valenciana,,,ES-10120901,ES-12,ES-10
ES,10120939,120939,12,10,"Pobla de Benifassà, la",castellón/castelló,Comunitat Valenciana,,,ES-10120939,ES-12,ES-10
ES,10120944,120944,12,10,"Pobla Tornesa, la",castellón/castelló,Comunitat Valenciana,,,ES-10120944,ES-12,ES-10
ES,10120918,120918,12,10,Portell de Morella,castellón/castelló,Comunitat Valenciana,,,ES-10120918,ES-12,ES-10
ES,10120923,120923,12,10,Puebla de Arenoso,castellón/castelló,Comunitat Valenciana,,,ES-10120923,ES-12,ES-10
ES,10120957,120957,12,10,Ribesalbes,castellón/castelló,Comunitat Valenciana,,,ES-10120957,ES-12,ES-10
ES,10120960,120960,12,10,Rossell,castellón/castelló,Comunitat Valenciana,,,ES-10120960,ES-12,ES-10
ES,10120976,120976,12,10,Sacañet,castellón/castelló,Comunitat Valenciana,,,ES-10120976,ES-12,ES-10
ES,10120982,120982,12,10,"Salzadella, la",castellón/castelló,Comunitat Valenciana,,,ES-10120982,ES-12,ES-10
ES,10121016,121016,12,10,San Rafael del Río,castellón/castelló,Comunitat Valenciana,,,ES-10121016,ES-12,ES-10
ES,10129023,129023,12,10,Sant Joan de Moró,castellón/castelló,Comunitat Valenciana,,,ES-10129023,ES-12,ES-10
ES,10120995,120995,12,10,Sant Jordi/San Jorge,castellón/castelló,Comunitat Valenciana,,,ES-10120995,ES-12,ES-10
ES,10121009,121009,12,10,Sant Mateu,castellón/castelló,Comunitat Valenciana,,,ES-10121009,ES-12,ES-10
ES,10121021,121021,12,10,Santa Magdalena de Pulpis,castellón/castelló,Comunitat Valenciana,,,ES-10121021,ES-12,ES-10
ES,10121042,121042,12,10,Segorbe,castellón/castelló,Comunitat Valenciana,,,ES-10121042,ES-12,ES-10
ES,10121037,121037,12,10,"Serratella, la",castellón/castelló,Comunitat Valenciana,,,ES-10121037,ES-12,ES-10
ES,10121055,121055,12,10,Sierra Engarcerán,castellón/castelló,Comunitat Valenciana,,,ES-10121055,ES-12,ES-10
ES,10121068,121068,12,10,Soneja,castellón/castelló,Comunitat Valenciana,,,ES-10121068,ES-12,ES-10
ES,10121074,121074,12,10,Sot de Ferrer,castellón/castelló,Comunitat Valenciana,,,ES-10121074,ES-12,ES-10
ES,10121080,121080,12,10,Suera/Sueras,castellón/castelló,Comunitat Valenciana,,,ES-10121080,ES-12,ES-10
ES,10121093,121093,12,10,Tales,castellón/castelló,Comunitat Valenciana,,,ES-10121093,ES-12,ES-10
ES,10121107,121107,12,10,Teresa,castellón/castelló,Comunitat Valenciana,,,ES-10121107,ES-12,ES-10
ES,10121114,121114,12,10,Tírig,castellón/castelló,Comunitat Valenciana,,,ES-10121114,ES-12,ES-10
ES,10121129,121129,12,10,Todolella,castellón/castelló,Comunitat Valenciana,,,ES-10121129,ES-12,ES-10
ES,10121135,121135,12,10,Toga,castellón/castelló,Comunitat Valenciana,,,ES-10121135,ES-12,ES-10
ES,10121140,121140,12,10,Torás,castellón/castelló,Comunitat Valenciana,,,ES-10121140,ES-12,ES-10
ES,10121153,121153,12,10,"Toro, El",castellón/castelló,Comunitat Valenciana,,,ES-10121153,ES-12,ES-10
ES,10121166,121166,12,10,Torralba del Pinar,castellón/castelló,Comunitat Valenciana,,,ES-10121166,ES-12,ES-10
ES,10121191,121191,12,10,"Torre d'en Besora, la",castellón/castelló,Comunitat Valenciana,,,ES-10121191,ES-12,ES-10
ES,10121205,121205,12,10,"Torre d'en Doménec, la",castellón/castelló,Comunitat Valenciana,,,ES-10121205,ES-12,ES-10
ES,10121172,121172,12,10,Torreblanca,castellón/castelló,Comunitat Valenciana,,,ES-10121172,ES-12,ES-10
ES,10121188,121188,12,10,Torrechiva,castellón/castelló,Comunitat Valenciana,,,ES-10121188,ES-12,ES-10
ES,10121212,121212,12,10,Traiguera,castellón/castelló,Comunitat Valenciana,,,ES-10121212,ES-12,ES-10
ES,10121227,121227,12,10,"Useres, les/Useras",castellón/castelló,Comunitat Valenciana,,,ES-10121227,ES-12,ES-10
ES,10121248,121248,12,10,Vall d'Alba,castellón/castelló,Comunitat Valenciana,,,ES-10121248,ES-12,ES-10
ES,10121251,121251,12,10,Vall de Almonacid,castellón/castelló,Comunitat Valenciana,,,ES-10121251,ES-12,ES-10
ES,10121264,121264,12,10,"Vall d'Uixó, la",castellón/castelló,Comunitat Valenciana,,,ES-10121264,ES-12,ES-10
ES,10121233,121233,12,10,Vallat,castellón/castelló,Comunitat Valenciana,,,ES-10121233,ES-12,ES-10
ES,10121270,121270,12,10,Vallibona,castellón/castelló,Comunitat Valenciana,,,ES-10121270,ES-12,ES-10
ES,10121286,121286,12,10,Vilafamés,castellón/castelló,Comunitat Valenciana,,,ES-10121286,ES-12,ES-10
ES,10121299,121299,12,10,Vilafranca/Villafranca del Cid,castellón/castelló,Comunitat Valenciana,,,ES-10121299,ES-12,ES-10
ES,10121325,121325,12,10,Vilanova d'Alcolea,castellón/castelló,Comunitat Valenciana,,,ES-10121325,ES-12,ES-10
ES,10121346,121346,12,10,Vilar de Canes,castellón/castelló,Comunitat Valenciana,,,ES-10121346,ES-12,ES-10
ES,10121359,121359,12,10,Vila-real,castellón/castelló,Comunitat Valenciana,,,ES-10121359,ES-12,ES-10
ES,10121362,121362,12,10,"Vilavella, la",castellón/castelló,Comunitat Valenciana,,,ES-10121362,ES-12,ES-10
ES,10121303,121303,12,10,Villahermosa del Río,castellón/castelló,Comunitat Valenciana,,,ES-10121303,ES-12,ES-10
ES,10121310,121310,12,10,Villamalur,castellón/castelló,Comunitat Valenciana,,,ES-10121310,ES-12,ES-10
ES,10121331,121331,12,10,Villanueva de Viver,castellón/castelló,Comunitat Valenciana,,,ES-10121331,ES-12,ES-10
ES,10121378,121378,12,10,Villores,castellón/castelló,Comunitat Valenciana,,,ES-10121378,ES-12,ES-10
ES,10121384,121384,12,10,Vinaròs,castellón/castelló,Comunitat Valenciana,,,ES-10121384,ES-12,ES-10
ES,10121397,121397,12,10,Vistabella del Maestrat,castellón/castelló,Comunitat Valenciana,,,ES-10121397,ES-12,ES-10
ES,10121401,121401,12,10,Viver,castellón/castelló,Comunitat Valenciana,,,ES-10121401,ES-12,ES-10
ES,10120521,120521,12,10,Xert,castellón/castelló,Comunitat Valenciana,,,ES-10120521,ES-12,ES-10
ES,10120555,120555,12,10,Xodos/Chodos,castellón/castelló,Comunitat Valenciana,,,ES-10120555,ES-12,ES-10
ES,10121418,121418,12,10,Zorita del Maestrazgo,castellón/castelló,Comunitat Valenciana,,,ES-10121418,ES-12,ES-10
ES,10121423,121423,12,10,Zucaina,castellón/castelló,Comunitat Valenciana,,,ES-10121423,ES-12,ES-10
ES,08130013,130013,13,08,Abenójar,ciudad real,Castilla - La Mancha,,,ES-08130013,ES-13,ES-08
ES,08130028,130028,13,08,Agudo,ciudad real,Castilla - La Mancha,,,ES-08130028,ES-13,ES-08
ES,08130034,130034,13,08,Alamillo,ciudad real,Castilla - La Mancha,,,ES-08130034,ES-13,ES-08
ES,08130049,130049,13,08,Albaladejo,ciudad real,Castilla - La Mancha,,,ES-08130049,ES-13,ES-08
ES,08130052,130052,13,08,Alcázar de San Juan,ciudad real,Castilla - La Mancha,,,ES-08130052,ES-13,ES-08
ES,08130065,130065,13,08,Alcoba,ciudad real,Castilla - La Mancha,,,ES-08130065,ES-13,ES-08
ES,08130071,130071,13,08,Alcolea de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130071,ES-13,ES-08
ES,08130087,130087,13,08,Alcubillas,ciudad real,Castilla - La Mancha,,,ES-08130087,ES-13,ES-08
ES,08130090,130090,13,08,Aldea del Rey,ciudad real,Castilla - La Mancha,,,ES-08130090,ES-13,ES-08
ES,08130104,130104,13,08,Alhambra,ciudad real,Castilla - La Mancha,,,ES-08130104,ES-13,ES-08
ES,08130111,130111,13,08,Almadén,ciudad real,Castilla - La Mancha,,,ES-08130111,ES-13,ES-08
ES,08130126,130126,13,08,Almadenejos,ciudad real,Castilla - La Mancha,,,ES-08130126,ES-13,ES-08
ES,08130132,130132,13,08,Almagro,ciudad real,Castilla - La Mancha,,,ES-08130132,ES-13,ES-08
ES,08130147,130147,13,08,Almedina,ciudad real,Castilla - La Mancha,,,ES-08130147,ES-13,ES-08
ES,08130150,130150,13,08,Almodóvar del Campo,ciudad real,Castilla - La Mancha,,,ES-08130150,ES-13,ES-08
ES,08130163,130163,13,08,Almuradiel,ciudad real,Castilla - La Mancha,,,ES-08130163,ES-13,ES-08
ES,08130179,130179,13,08,Anchuras,ciudad real,Castilla - La Mancha,,,ES-08130179,ES-13,ES-08
ES,08139035,139035,13,08,Arenales de San Gregorio,ciudad real,Castilla - La Mancha,,,ES-08139035,ES-13,ES-08
ES,08130185,130185,13,08,Arenas de San Juan,ciudad real,Castilla - La Mancha,,,ES-08130185,ES-13,ES-08
ES,08130198,130198,13,08,Argamasilla de Alba,ciudad real,Castilla - La Mancha,,,ES-08130198,ES-13,ES-08
ES,08130202,130202,13,08,Argamasilla de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130202,ES-13,ES-08
ES,08130219,130219,13,08,Arroba de los Montes,ciudad real,Castilla - La Mancha,,,ES-08130219,ES-13,ES-08
ES,08130224,130224,13,08,Ballesteros de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130224,ES-13,ES-08
ES,08130230,130230,13,08,Bolaños de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130230,ES-13,ES-08
ES,08130245,130245,13,08,Brazatortas,ciudad real,Castilla - La Mancha,,,ES-08130245,ES-13,ES-08
ES,08130258,130258,13,08,Cabezarados,ciudad real,Castilla - La Mancha,,,ES-08130258,ES-13,ES-08
ES,08130261,130261,13,08,Cabezarrubias del Puerto,ciudad real,Castilla - La Mancha,,,ES-08130261,ES-13,ES-08
ES,08130277,130277,13,08,Calzada de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130277,ES-13,ES-08
ES,08130283,130283,13,08,Campo de Criptana,ciudad real,Castilla - La Mancha,,,ES-08130283,ES-13,ES-08
ES,08130296,130296,13,08,Cañada de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130296,ES-13,ES-08
ES,08130300,130300,13,08,Caracuel de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130300,ES-13,ES-08
ES,08130317,130317,13,08,Carrión de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130317,ES-13,ES-08
ES,08130322,130322,13,08,Carrizosa,ciudad real,Castilla - La Mancha,,,ES-08130322,ES-13,ES-08
ES,08130338,130338,13,08,Castellar de Santiago,ciudad real,Castilla - La Mancha,,,ES-08130338,ES-13,ES-08
ES,08130381,130381,13,08,Chillón,ciudad real,Castilla - La Mancha,,,ES-08130381,ES-13,ES-08
ES,08130343,130343,13,08,Ciudad Real,ciudad real,Castilla - La Mancha,,,ES-08130343,ES-13,ES-08
ES,08130356,130356,13,08,Corral de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130356,ES-13,ES-08
ES,08130369,130369,13,08,"Cortijos, Los",ciudad real,Castilla - La Mancha,,,ES-08130369,ES-13,ES-08
ES,08130375,130375,13,08,Cózar,ciudad real,Castilla - La Mancha,,,ES-08130375,ES-13,ES-08
ES,08130394,130394,13,08,Daimiel,ciudad real,Castilla - La Mancha,,,ES-08130394,ES-13,ES-08
ES,08130408,130408,13,08,Fernán Caballero,ciudad real,Castilla - La Mancha,,,ES-08130408,ES-13,ES-08
ES,08130415,130415,13,08,Fontanarejo,ciudad real,Castilla - La Mancha,,,ES-08130415,ES-13,ES-08
ES,08130420,130420,13,08,Fuencaliente,ciudad real,Castilla - La Mancha,,,ES-08130420,ES-13,ES-08
ES,08130436,130436,13,08,Fuenllana,ciudad real,Castilla - La Mancha,,,ES-08130436,ES-13,ES-08
ES,08130441,130441,13,08,Fuente el Fresno,ciudad real,Castilla - La Mancha,,,ES-08130441,ES-13,ES-08
ES,08130454,130454,13,08,Granátula de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130454,ES-13,ES-08
ES,08130467,130467,13,08,Guadalmez,ciudad real,Castilla - La Mancha,,,ES-08130467,ES-13,ES-08
ES,08130473,130473,13,08,Herencia,ciudad real,Castilla - La Mancha,,,ES-08130473,ES-13,ES-08
ES,08130489,130489,13,08,Hinojosas de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130489,ES-13,ES-08
ES,08130492,130492,13,08,Horcajo de los Montes,ciudad real,Castilla - La Mancha,,,ES-08130492,ES-13,ES-08
ES,08130505,130505,13,08,"Labores, Las",ciudad real,Castilla - La Mancha,,,ES-08130505,ES-13,ES-08
ES,08139040,139040,13,08,Llanos del Caudillo,ciudad real,Castilla - La Mancha,,,ES-08139040,ES-13,ES-08
ES,08130512,130512,13,08,Luciana,ciudad real,Castilla - La Mancha,,,ES-08130512,ES-13,ES-08
ES,08130527,130527,13,08,Malagón,ciudad real,Castilla - La Mancha,,,ES-08130527,ES-13,ES-08
ES,08130533,130533,13,08,Manzanares,ciudad real,Castilla - La Mancha,,,ES-08130533,ES-13,ES-08
ES,08130548,130548,13,08,Membrilla,ciudad real,Castilla - La Mancha,,,ES-08130548,ES-13,ES-08
ES,08130551,130551,13,08,Mestanza,ciudad real,Castilla - La Mancha,,,ES-08130551,ES-13,ES-08
ES,08130564,130564,13,08,Miguelturra,ciudad real,Castilla - La Mancha,,,ES-08130564,ES-13,ES-08
ES,08130570,130570,13,08,Montiel,ciudad real,Castilla - La Mancha,,,ES-08130570,ES-13,ES-08
ES,08130586,130586,13,08,Moral de Calatrava,ciudad real,Castilla - La Mancha,,,ES-08130586,ES-13,ES-08
ES,08130599,130599,13,08,Navalpino,ciudad real,Castilla - La Mancha,,,ES-08130599,ES-13,ES-08
ES,08130603,130603,13,08,Navas de Estena,ciudad real,Castilla - La Mancha,,,ES-08130603,ES-13,ES-08
ES,08130610,130610,13,08,Pedro Muñoz,ciudad real,Castilla - La Mancha,,,ES-08130610,ES-13,ES-08
ES,08130625,130625,13,08,Picón,ciudad real,Castilla - La Mancha,,,ES-08130625,ES-13,ES-08
ES,08130631,130631,13,08,Piedrabuena,ciudad real,Castilla - La Mancha,,,ES-08130631,ES-13,ES-08
ES,08130646,130646,13,08,Poblete,ciudad real,Castilla - La Mancha,,,ES-08130646,ES-13,ES-08
ES,08130659,130659,13,08,Porzuna,ciudad real,Castilla - La Mancha,,,ES-08130659,ES-13,ES-08
