id_municipio,lat,lon,osm_id,osm_type,osm_query_usada,osm_pass
16010513,42.8492823,-2.3890592,340918,relation,"Agurain/Salvatierra, araba/álava, País Vasco, España",pass_1
16010014,42.8415190,-2.5120525,348226,relation,"Alegría-Dulantzi, araba/álava, País Vasco, España",pass_1
16010029,43.0510034,-2.9997847,400902178,node,"Amurrio, araba/álava, País Vasco, España",pass_1
16010493,42.8021497,-2.9864169,339906,relation,"Añana, araba/álava, País Vasco, España",pass_1
16010035,43.0352061,-2.5857615,348225,relation,"Aramaio, araba/álava, País Vasco, España",pass_1
16010066,42.7225870,-2.8722115,348222,relation,"Armiñón, araba/álava, País Vasco, España",pass_1
16010376,42.7402633,-2.4475475,344034,relation,"Arraia-Maeztu, araba/álava, País Vasco, España",pass_1
16010088,42.9182352,-2.5906525,348220,relation,"Arratzua-Ubarrundia, araba/álava, País Vasco, España",pass_1
16010040,43.1210566,-3.1286742,348223,relation,"Artziniega, araba/álava, País Vasco, España",pass_1
16010091,42.8862514,-2.2855075,348221,relation,"Asparrena, araba/álava, País Vasco, España",pass_1
16010105,43.0761006,-3.0790858,343702,relation,"Ayala/Aiara, araba/álava, País Vasco, España",pass_1
16010112,42.5295829,-2.6789897,343701,relation,"Baños de Ebro/Mañueta, araba/álava, País Vasco, España",pass_1
16010133,42.9148432,-2.5027644,343703,relation,"Barrundia, araba/álava, País Vasco, España",pass_1
16010148,42.6828520,-2.8589445,343698,relation,"Berantevilla, araba/álava, País Vasco, España",pass_1
16010164,42.6267187,-2.4980928,343700,relation,"Bernedo, araba/álava, País Vasco, España",pass_1
16010170,42.6691469,-2.3520513,343699,relation,"Campezo/Kanpezu, araba/álava, País Vasco, España",pass_1
16010210,42.8495927,-2.5448025,339582,relation,"Elburgo/Burgelu, araba/álava, País Vasco, España",pass_1
16010225,42.5153808,-2.6181739,339583,relation,"Elciego, araba/álava, País Vasco, España",pass_1
16010231,42.5704082,-2.5451889,339995,relation,"Elvillar/Bilar, araba/álava, País Vasco, España",pass_1
16010468,42.7979968,-2.9040573,339903,relation,"Erriberagoitia/Ribera Alta, araba/álava, País Vasco, España",pass_1
16010565,42.7567197,-2.3207100,347807,relation,"Harana/Valle de Arana, araba/álava, País Vasco, España",pass_1
16019015,42.8246442,-2.8206006,342086,relation,"Iruña Oka/Iruña de Oca, araba/álava, País Vasco, España",pass_1
16010278,42.8311960,-2.4296490,343551,relation,"Iruraiz-Gauna, araba/álava, País Vasco, España",pass_1
16010199,42.5919931,-2.5153878,343696,relation,"Kripan, araba/álava, País Vasco, España",pass_1
16010203,42.8863727,-2.9401423,339581,relation,"Kuartango, araba/álava, País Vasco, España",pass_1
16010284,42.5903817,-2.7928698,343621,relation,"Labastida/Bastida, araba/álava, País Vasco, España",pass_1
16010301,42.6255515,-2.5836433,344033,relation,"Lagrán, araba/álava, País Vasco, España",pass_1
16010318,42.5535011,-2.5850848,344032,relation,"Laguardia, araba/álava, País Vasco, España",pass_1
16010323,42.5625294,-2.5125875,344031,relation,"Lanciego/Lantziego, araba/álava, País Vasco, España",pass_1
16019020,42.7478260,-2.9942274,342085,relation,"Lantarón, araba/álava, País Vasco, España",pass_1
16010339,42.4934805,-2.5755974,344030,relation,"Lapuebla de Labarca, araba/álava, País Vasco, España",pass_1
16010360,43.1417601,-2.9622358,400897517,node,"Laudio/Llodio, araba/álava, País Vasco, España",pass_1
16010587,42.9780816,-2.6430832,344338,relation,"Legutio, araba/álava, País Vasco, España",pass_1
16010344,42.5655553,-2.6342866,344036,relation,"Leza, araba/álava, País Vasco, España",pass_1
16010395,42.5246992,-2.4085108,344029,relation,"Moreda de Álava/Moreda Araba, araba/álava, País Vasco, España",pass_1
16010416,42.5451728,-2.6247534,339902,relation,"Navaridas, araba/álava, País Vasco, España",pass_1
16010421,43.1563569,-3.0267954,339900,relation,"Okondo, araba/álava, País Vasco, España",pass_1
16010437,42.5065530,-2.4357886,339901,relation,"Oyón-Oion, araba/álava, País Vasco, España",pass_1
16010442,42.6441334,-2.7136577,339905,relation,"Peñacerrada-Urizaharra, araba/álava, País Vasco, España",pass_1
16010474,42.7255641,-2.9076507,339904,relation,"Ribera Baja/Erriberabeitia, araba/álava, País Vasco, España",pass_1
16010528,42.5682299,-2.6790583,344332,relation,"Samaniego, araba/álava, País Vasco, España",pass_1
16010534,42.8798718,-2.3909783,344331,relation,"San Millán/Donemiliaga, araba/álava, País Vasco, España",pass_1
16010549,42.9709057,-2.9186291,344334,relation,"Urkabustaiz, araba/álava, País Vasco, España",pass_1
16010552,42.8555874,-3.0610155,344333,relation,"Valdegovía/Gaubea, araba/álava, País Vasco, España",pass_1
16010571,42.5470187,-2.6654370,344335,relation,"Villabuena de Álava/Eskuernaga, araba/álava, País Vasco, España",pass_1
16010590,42.8465088,-2.6724025,344337,relation,"Vitoria-Gasteiz, araba/álava, País Vasco, España",pass_1
16010604,42.5678349,-2.4704011,340212,relation,"Yécora/Iekora, araba/álava, País Vasco, España",pass_1
16010611,42.8856900,-2.3473180,340213,relation,"Zalduondo, araba/álava, País Vasco, España",pass_1
16010626,42.6611191,-2.8793698,340214,relation,"Zambrana, araba/álava, País Vasco, España",pass_1
16010186,42.9568048,-2.7350578,343697,relation,"Zigoitia, araba/álava, País Vasco, España",pass_1
16010632,42.9817199,-2.8319393,340215,relation,"Zuia, araba/álava, País Vasco, España",pass_1
08020019,39.2089284,-1.5420192,346319,relation,"Abengibre, albacete, Castilla - La Mancha, España",pass_1
08020024,39.0955185,-1.3610539,346318,relation,"Alatoz, albacete, Castilla - La Mancha, España",pass_1
08020030,38.9950921,-1.8559154,346317,relation,"Albacete, albacete, Castilla - La Mancha, España",pass_1
08020045,38.5709891,-1.5226396,346323,relation,"Albatana, albacete, Castilla - La Mancha, España",pass_1
08020058,39.2790903,-1.3960986,346322,relation,"Alborea, albacete, Castilla - La Mancha, España",pass_1
08020061,38.6488936,-1.9803910,345123,relation,"Alcadozo, albacete, Castilla - La Mancha, España",pass_1
08020077,39.1928901,-1.4289945,346320,relation,"Alcalá del Júcar, albacete, Castilla - La Mancha, España",pass_1
08020083,38.6647483,-2.4910801,346326,relation,"Alcaraz, albacete, Castilla - La Mancha, España",pass_1
08020096,38.8682065,-1.0978627,346325,relation,"Almansa, albacete, Castilla - La Mancha, España",pass_1
08020100,38.9596638,-1.2308857,342129,relation,"Alpera, albacete, Castilla - La Mancha, España",pass_1
08020117,38.5532769,-2.0715082,342130,relation,"Ayna, albacete, Castilla - La Mancha, España",pass_1
08020122,38.8850397,-2.1525166,342131,relation,"Balazote, albacete, Castilla - La Mancha, España",pass_1
08020143,38.9471033,-2.5367113,568529930,way,"Ballestero, El, albacete, Castilla - La Mancha, España",pass_1
08020138,39.2641614,-1.1954173,342132,relation,"Balsa de Ves, albacete, Castilla - La Mancha, España",pass_1
08020156,39.0460357,-2.2004126,342126,relation,"Barrax, albacete, Castilla - La Mancha, España",pass_1
08020169,38.5155914,-2.6113209,342127,relation,"Bienservida, albacete, Castilla - La Mancha, España",pass_1
08020175,38.5815065,-2.2129227,342128,relation,"Bogarra, albacete, Castilla - La Mancha, España",pass_1
08020181,38.8703082,-1.3486771,346022,relation,"Bonete, albacete, Castilla - La Mancha, España",pass_1
08020194,38.9776541,-2.5483971,165330910,way,"Bonillo, El, albacete, Castilla - La Mancha, España",pass_1
08020208,39.1020272,-1.3086548,346060,relation,"Carcelén, albacete, Castilla - La Mancha, España",pass_1
08020215,39.1019705,-1.5577523,346059,relation,"Casas de Juan Núñez, albacete, Castilla - La Mancha, España",pass_1
08020220,38.7706580,-2.2400615,346062,relation,"Casas de Lázaro, albacete, Castilla - La Mancha, España",pass_1
08020236,39.2588234,-1.3328623,346061,relation,"Casas de Ves, albacete, Castilla - La Mancha, España",pass_1
08020241,39.2869161,-1.4706566,346056,relation,"Casas-Ibáñez, albacete, Castilla - La Mancha, España",pass_1
08020254,38.7063356,-0.9867523,346055,relation,"Caudete, albacete, Castilla - La Mancha, España",pass_1
08020267,39.3036546,-1.6613917,346058,relation,"Cenizate, albacete, Castilla - La Mancha, España",pass_1
08020292,38.8539601,-1.4018796,1241899161,node,Chinchilla de Monte-Aragón,pass_1
08020273,38.8353147,-1.4607877,255465863,way,"Corral-Rubio, albacete, Castilla - La Mancha, España",pass_1
08020289,38.4313285,-2.5072776,346064,relation,"Cotillas, albacete, Castilla - La Mancha, España",pass_1
08020306,38.4483634,-2.0489954,341798,relation,"Elche de la Sierra, albacete, Castilla - La Mancha, España",pass_1
08020313,38.3559199,-2.0094135,341799,relation,"Férez, albacete, Castilla - La Mancha, España",pass_1
08020328,39.2446271,-2.0684708,341796,relation,"Fuensanta, albacete, Castilla - La Mancha, España",pass_1
08020334,38.6930768,-1.4311203,2265913567,node,"Fuente-Álamo, albacete, Castilla - La Mancha, España",pass_1
08020349,39.2673015,-1.5492105,341794,relation,"Fuentealbilla, albacete, Castilla - La Mancha, España",pass_1
08020352,39.1152257,-1.9962065,342424,relation,"Gineta, La, albacete, Castilla - La Mancha, España",pass_1
08020365,39.2393335,-1.6368540,341792,relation,"Golosalvo, albacete, Castilla - La Mancha, España",pass_1
08020371,38.5106649,-1.6995137,341793,relation,"Hellín, albacete, Castilla - La Mancha, España",pass_1
08020387,38.9628919,-2.1267892,341800,relation,"Herrera, La, albacete, Castilla - La Mancha, España",pass_1
08020390,38.9643114,-1.4443612,344263,relation,"Higueruela, albacete, Castilla - La Mancha, España",pass_1
08020404,38.9577553,-1.5560966,339899,relation,"Hoya-Gonzalo, albacete, Castilla - La Mancha, España",pass_1
08020411,39.1749446,-1.5203717,341277,relation,"Jorquera, albacete, Castilla - La Mancha, España",pass_1
08020426,38.3661429,-2.1009119,339889,relation,"Letur, albacete, Castilla - La Mancha, España",pass_1
08020432,38.9491417,-2.3539771,339882,relation,"Lezuza, albacete, Castilla - La Mancha, España",pass_1
08020447,38.5422805,-1.9558065,341118,relation,"Liétor, albacete, Castilla - La Mancha, España",pass_1
08020450,39.2370979,-1.8001238,346970,relation,"Madrigueras, albacete, Castilla - La Mancha, España",pass_1
08020463,39.2133470,-1.7243828,339872,relation,"Mahora, albacete, Castilla - La Mancha, España",pass_1
08020479,38.7180307,-2.3158435,339871,relation,"Masegoso, albacete, Castilla - La Mancha, España",pass_1
08020485,39.2698449,-2.3212493,346979,relation,"Minaya, albacete, Castilla - La Mancha, España",pass_1
08020498,38.4665026,-2.2405552,346977,relation,"Molinicos, albacete, Castilla - La Mancha, España",pass_1
08020501,39.1670809,-2.0271089,341167,relation,"Montalvos, albacete, Castilla - La Mancha, España",pass_1
08020518,38.7872296,-1.3255651,341168,relation,"Montealegre del Castillo, albacete, Castilla - La Mancha, España",pass_1
08020523,39.1804849,-1.7907731,340857,relation,"Motilleja, albacete, Castilla - La Mancha, España",pass_1
08020539,39.0417625,-2.4800931,340860,relation,"Munera, albacete, Castilla - La Mancha, España",pass_1
08020544,39.2799099,-1.7184266,340861,relation,"Navas de Jorquera, albacete, Castilla - La Mancha, España",pass_1
08020557,38.1482489,-2.3014306,342806,relation,"Nerpio, albacete, Castilla - La Mancha, España",pass_1
08020560,38.6146429,-1.4984397,340863,relation,"Ontur, albacete, Castilla - La Mancha, España",pass_1
08020576,38.9625266,-2.7453748,341262,relation,"Ossa de Montiel, albacete, Castilla - La Mancha, España",pass_1
08020582,38.5973677,-2.3458477,342809,relation,"Paterna del Madera, albacete, Castilla - La Mancha, España",pass_1
08020609,38.7266169,-2.0019637,346673,relation,"Peñas de San Pedro, albacete, Castilla - La Mancha, España",pass_1
08020595,38.6723904,-2.4097367,342810,relation,"Peñascosa, albacete, Castilla - La Mancha, España",pass_1
08020616,38.8255844,-1.5564427,346672,relation,"Pétrola, albacete, Castilla - La Mancha, España",pass_1
08020621,38.7003661,-2.6032915,346675,relation,"Povedilla, albacete, Castilla - La Mancha, España",pass_1
08029010,38.8028984,-1.7346942,342084,relation,"Pozo Cañada, albacete, Castilla - La Mancha, España",pass_1
08020637,38.7207030,-1.9117449,346946,relation,"Pozohondo, albacete, Castilla - La Mancha, España",pass_1
08020642,39.0767840,-1.5064382,346677,relation,"Pozo-Lorente, albacete, Castilla - La Mancha, España",pass_1
08020655,38.8093497,-2.1014560,346676,relation,"Pozuelo, albacete, Castilla - La Mancha, España",pass_1
08020668,39.1752416,-1.4913592,346679,relation,"Recueja, La, albacete, Castilla - La Mancha, España",pass_1
08020674,38.4988481,-2.4175978,346678,relation,"Riópar, albacete, Castilla - La Mancha, España",pass_1
08020680,38.7582919,-2.4492291,346666,relation,"Robledo, albacete, Castilla - La Mancha, España",pass_1
08020693,39.2070200,-2.1581637,346665,relation,"Roda, La, albacete, Castilla - La Mancha, España",pass_1
08020707,38.5922615,-2.5495740,342483,relation,"Salobre, albacete, Castilla - La Mancha, España",pass_1
08020714,38.8267126,-2.1860141,347973,relation,"San Pedro, albacete, Castilla - La Mancha, España",pass_1
08020729,38.3336350,-1.9836294,342481,relation,"Socovos, albacete, Castilla - La Mancha, España",pass_1
08020735,39.2628034,-1.9111552,342482,relation,"Tarazona de la Mancha, albacete, Castilla - La Mancha, España",pass_1
08020740,38.5942277,-1.6886969,342487,relation,"Tobarra, albacete, Castilla - La Mancha, España",pass_1
08020753,39.1357484,-1.6770233,341788,relation,"Valdeganga, albacete, Castilla - La Mancha, España",pass_1
08020766,38.6328160,-2.5007956,342485,relation,"Vianos, albacete, Castilla - La Mancha, España",pass_1
08020772,39.2225954,-1.2602649,342486,relation,"Villa de Ves, albacete, Castilla - La Mancha, España",pass_1
08020788,39.2970238,-2.0631959,342479,relation,"Villalgordo del Júcar, albacete, Castilla - La Mancha, España",pass_1
08020791,39.3623057,-1.5991795,347959,relation,"Villamalea, albacete, Castilla - La Mancha, España",pass_1
08020805,38.5746053,-2.6351176,343799,relation,"Villapalacios, albacete, Castilla - La Mancha, España",pass_1
08020812,39.2681742,-2.6042132,347705,relation,"Villarrobledo, albacete, Castilla - La Mancha, España",pass_1
08020827,39.3339660,-1.3387842,343797,relation,"Villatoya, albacete, Castilla - La Mancha, España",pass_1
08020833,39.1261764,-1.4578117,343796,relation,"Villavaliente, albacete, Castilla - La Mancha, España",pass_1
08020848,38.4558554,-2.5181364,347711,relation,"Villaverde de Guadalimar, albacete, Castilla - La Mancha, España",pass_1
08020851,38.7732420,-2.5755598,343801,relation,"Viveros, albacete, Castilla - La Mancha, España",pass_1
08020864,38.3669265,-2.3190394,347709,relation,"Yeste, albacete, Castilla - La Mancha, España",pass_1
10030020,38.4369060,-0.6396687,347421,relation,"Agost, alicante/alacant, Comunitat Valenciana, España",pass_1
10030036,38.7799007,-0.5157278,347422,relation,"Agres, alicante/alacant, Comunitat Valenciana, España",pass_1
10030041,38.5002650,-0.3634258,347416,relation,"Aigües, alicante/alacant, Comunitat Valenciana, España",pass_1
10030149,38.3436365,-0.4881708,342792,relation,"Alacant/Alicante, alicante/alacant, Comunitat Valenciana, España",pass_1
10030054,38.1786069,-0.8695616,347417,relation,"Albatera, alicante/alacant, Comunitat Valenciana, España",pass_1
10030067,38.7496486,-0.0414327,347418,relation,"Alcalalí, alicante/alacant, Comunitat Valenciana, España",pass_1
10030092,38.6982348,-0.4747619,347424,relation,"Alcoi/Alcoy, alicante/alacant, Comunitat Valenciana, España",pass_1
10030089,38.6755861,-0.3311342,347423,relation,"Alcoleja, alicante/alacant, Comunitat Valenciana, España",pass_1
10030073,38.7950003,-0.4021309,347419,relation,"Alcosser, alicante/alacant, Comunitat Valenciana, España",pass_1
10030106,38.7732651,-0.5545591,340552,relation,"Alfafara, alicante/alacant, Comunitat Valenciana, España",pass_1
10030113,38.5676462,-0.0929643,9552249206,node,"Alfàs del Pi, l', alicante/alacant, Comunitat Valenciana, España",pass_1
10030128,38.0862119,-0.7961520,342785,relation,"Algorfa, alicante/alacant, Comunitat Valenciana, España",pass_1
10030134,38.3380526,-1.0030284,342784,relation,"Algueña, alicante/alacant, Comunitat Valenciana, España",pass_1
10030152,38.1096615,-0.7919322,342790,relation,"Almoradí, alicante/alacant, Comunitat Valenciana, España",pass_1
10030165,38.7607488,-0.3541583,342789,relation,"Almudaina, alicante/alacant, Comunitat Valenciana, España",pass_1
10030171,38.7729993,-0.4266435,1138307789,way,"Alqueria d'Asnar, l', alicante/alacant, Comunitat Valenciana, España",pass_1
10030187,38.6028245,-0.0472059,340528,relation,"Altea, alicante/alacant, Comunitat Valenciana, España",pass_1
10030190,38.3459902,-0.7692125,340523,relation,"Aspe, alicante/alacant, Comunitat Valenciana, España",pass_1
10030015,38.8473119,-0.1546553,206964998,way,"Atzúbia, l', alicante/alacant, Comunitat Valenciana, España",pass_1
10030204,38.7366221,-0.3424811,346943,relation,"Balones, alicante/alacant, Comunitat Valenciana, España",pass_1
10030211,38.7156535,-0.6577745,346944,relation,"Banyeres de Mariola, alicante/alacant, Comunitat Valenciana, España",pass_1
10030226,38.6903361,-0.3433038,346941,relation,"Benasau, alicante/alacant, Comunitat Valenciana, España",pass_1
10030232,38.7008815,-0.7641359,346942,relation,"Beneixama, alicante/alacant, Comunitat Valenciana, España",pass_1
10030247,38.0766016,-0.8392077,346939,relation,"Benejúzar, alicante/alacant, Comunitat Valenciana, España",pass_1
10030250,38.1406587,-0.9628468,346940,relation,"Benferri, alicante/alacant, Comunitat Valenciana, España",pass_1
10030263,38.8221689,-0.0018612,339577,relation,"Beniarbeig, alicante/alacant, Comunitat Valenciana, España",pass_1
10030279,38.6835501,-0.2163624,339584,relation,"Beniardà, alicante/alacant, Comunitat Valenciana, España",pass_1
10030285,38.8203655,-0.3789225,339568,relation,"Beniarrés, alicante/alacant, Comunitat Valenciana, España",pass_1
10030302,38.7917542,-0.0319129,346265,relation,"Benidoleig, alicante/alacant, Comunitat Valenciana, España",pass_1
10030319,38.5406255,-0.1290929,341148,relation,"Benidorm, alicante/alacant, Comunitat Valenciana, España",pass_1
10030324,38.6627706,-0.3998880,342423,relation,"Benifallim, alicante/alacant, Comunitat Valenciana, España",pass_1
10030330,38.6733441,-0.2293991,342422,relation,"Benifato, alicante/alacant, Comunitat Valenciana, España",pass_1
10030298,38.7540842,-0.1097443,345448,relation,"Benigembla, alicante/alacant, Comunitat Valenciana, España",pass_1
10030345,38.0789755,-0.7384165,342417,relation,"Benijófar, alicante/alacant, Comunitat Valenciana, España",pass_1
10030358,38.7002290,-0.3898506,342416,relation,"Benilloba, alicante/alacant, Comunitat Valenciana, España",pass_1
10030361,38.7535607,-0.3788159,342419,relation,"Benillup, alicante/alacant, Comunitat Valenciana, España",pass_1
10030377,38.6760377,-0.2100878,342418,relation,"Benimantell, alicante/alacant, Comunitat Valenciana, España",pass_1
10030383,38.7757908,-0.3912015,347657,relation,"Benimarfull, alicante/alacant, Comunitat Valenciana, España",pass_1
10030396,38.7491212,-0.2923244,347656,relation,"Benimassot, alicante/alacant, Comunitat Valenciana, España",pass_1
10030400,38.8228522,-0.0418836,345267,relation,"Benimeli, alicante/alacant, Comunitat Valenciana, España",pass_1
10030417,38.7163735,0.0534016,345268,relation,"Benissa, alicante/alacant, Comunitat Valenciana, España",pass_1
10030438,38.6305367,-0.7646666,345272,relation,"Biar, alicante/alacant, Comunitat Valenciana, España",pass_1
10030443,38.0628171,-0.8996755,344417,relation,"Bigastro, alicante/alacant, Comunitat Valenciana, España",pass_1
10030456,38.6766014,-0.1122080,345282,relation,"Bolulla, alicante/alacant, Comunitat Valenciana, España",pass_1
10030469,38.4848359,-0.4172110,345284,relation,"Busot, alicante/alacant, Comunitat Valenciana, España",pass_1
10030494,38.1251825,-0.8778548,347947,relation,"Callosa de Segura, alicante/alacant, Comunitat Valenciana, España",pass_1
10030481,38.6513893,-0.1225274,347946,relation,"Callosa d'en Sarrià, alicante/alacant, Comunitat Valenciana, España",pass_1
10030475,38.6443252,0.0460120,344437,relation,"Calp, alicante/alacant, Comunitat Valenciana, España",pass_1
10030514,38.6851578,-0.7782213,1215423746,way,"Camp de Mirra, el/Campo de Mirra, alicante/alacant, Comunitat Valenciana, España",pass_1
10030507,38.4274160,-0.3983685,340030,relation,"Campello, el, alicante/alacant, Comunitat Valenciana, España",pass_1
10030529,38.6752399,-0.8099623,343409,relation,"Cañada, alicante/alacant, Comunitat Valenciana, España",pass_1
10030535,38.5957233,-0.6702617,344404,relation,"Castalla, alicante/alacant, Comunitat Valenciana, España",pass_1
10030540,38.7250325,-0.1939985,344403,relation,"Castell de Castells, alicante/alacant, Comunitat Valenciana, España",pass_1
10030759,38.6771235,-0.1971821,1427774020,way,"Castell de Guadalest, el, alicante/alacant, Comunitat Valenciana, España",pass_1
10030553,38.1602989,-0.8014035,344400,relation,"Catral, alicante/alacant, Comunitat Valenciana, España",pass_1
10030566,38.7441580,-0.4400707,344394,relation,"Cocentaina, alicante/alacant, Comunitat Valenciana, España",pass_1
10030572,38.6833155,-0.2684296,344392,relation,"Confrides, alicante/alacant, Comunitat Valenciana, España",pass_1
10030588,38.1413164,-0.8871616,343399,relation,"Cox, alicante/alacant, Comunitat Valenciana, España",pass_1
10030591,38.2493099,-0.8111359,343398,relation,"Crevillent, alicante/alacant, Comunitat Valenciana, España",pass_1
10030612,38.1138879,-0.7609301,347680,relation,"Daya Nueva, alicante/alacant, Comunitat Valenciana, España",pass_1
10030627,38.1051140,-0.7380602,347677,relation,"Daya Vieja, alicante/alacant, Comunitat Valenciana, España",pass_1
10030633,38.8408382,0.1061105,347678,relation,"Dénia, alicante/alacant, Comunitat Valenciana, España",pass_1
10030648,38.1392436,-0.7693180,347683,relation,"Dolores, alicante/alacant, Comunitat Valenciana, España",pass_1
10030664,38.4789671,-0.7956759,347681,relation,"Elda, alicante/alacant, Comunitat Valenciana, España",pass_1
10030651,38.2653307,-0.6988391,347684,relation,"Elx/Elche, alicante/alacant, Comunitat Valenciana, España",pass_1
10030670,38.7348122,-0.2681449,347682,relation,"Fageca, alicante/alacant, Comunitat Valenciana, España",pass_1
10030686,38.7316986,-0.2464923,347685,relation,"Famorca, alicante/alacant, Comunitat Valenciana, España",pass_1
10030699,38.5679236,-0.2122319,347686,relation,"Finestrat, alicante/alacant, Comunitat Valenciana, España",pass_1
10030778,38.3027991,-0.8635862,447251686,way,"Fondó de les Neus, el/Hondón de las Nieves, alicante/alacant, Comunitat Valenciana, España",pass_1
10030703,38.0851143,-0.7459956,343118,relation,"Formentera del Segura, alicante/alacant, Comunitat Valenciana, España",pass_1
10030725,38.8132891,-0.4078273,342454,relation,"Gaianes, alicante/alacant, Comunitat Valenciana, España",pass_1
10030710,38.7733594,0.0841004,343117,relation,"Gata de Gorgos, alicante/alacant, Comunitat Valenciana, España",pass_1
10030731,38.7192734,-0.3562046,343119,relation,"Gorga, alicante/alacant, Comunitat Valenciana, España",pass_1
10030746,38.1506475,-0.8899808,343122,relation,"Granja de Rocamora, alicante/alacant, Comunitat Valenciana, España",pass_1
10030762,38.0899985,-0.6538100,343124,relation,"Guardamar del Segura, alicante/alacant, Comunitat Valenciana, España",pass_1
10030784,38.2757919,-0.9299943,343126,relation,"Hondón de los Frailes, alicante/alacant, Comunitat Valenciana, España",pass_1
10030797,38.6232880,-0.5730513,343125,relation,"Ibi, alicante/alacant, Comunitat Valenciana, España",pass_1
10030801,38.0613450,-0.8680849,346029,relation,"Jacarilla, alicante/alacant, Comunitat Valenciana, España",pass_1
10030857,38.7429774,0.0061079,346027,relation,"Llíber, alicante/alacant, Comunitat Valenciana, España",pass_1
10030860,38.7305669,-0.3638185,346028,relation,"Millena, alicante/alacant, Comunitat Valenciana, España",pass_1
10030882,38.3791541,-0.7290459,346024,relation,"Monforte del Cid, alicante/alacant, Comunitat Valenciana, España",pass_1
10030895,38.4387815,-0.8396316,346025,relation,"Monòver/Monóvar, alicante/alacant, Comunitat Valenciana, España",pass_1
10039037,38.0133181,-0.7605727,16206004,relation,"Montesinos, Los, alicante/alacant, Comunitat Valenciana, España",pass_1
10030916,38.7601227,-0.0826912,341446,relation,"Murla, alicante/alacant, Comunitat Valenciana, España",pass_1
10030921,38.7806171,-0.4358479,341981,relation,"Muro de Alcoy, alicante/alacant, Comunitat Valenciana, España",pass_1
10030909,38.4136518,-0.4444710,341447,relation,"Mutxamel, alicante/alacant, Comunitat Valenciana, España",pass_1
10030937,38.3842144,-0.7674146,341444,relation,"Novelda, alicante/alacant, Comunitat Valenciana, España",pass_1
10030942,38.6133727,-0.1257319,341996,relation,"Nucia, la, alicante/alacant, Comunitat Valenciana, España",pass_1
10030955,38.8277759,0.0170054,341450,relation,"Ondara, alicante/alacant, Comunitat Valenciana, España",pass_1
10030968,38.6298061,-0.6740951,341449,relation,"Onil, alicante/alacant, Comunitat Valenciana, España",pass_1
10030974,38.7803753,-0.0638798,341448,relation,"Orba, alicante/alacant, Comunitat Valenciana, España",pass_1
10030993,38.0856891,-0.9448805,341472,relation,"Orihuela, alicante/alacant, Comunitat Valenciana, España",pass_1
10030844,38.8525823,-0.3233970,249338957,way,"Orxa, l'/Lorcha, alicante/alacant, Comunitat Valenciana, España",pass_1
10030980,38.5634477,-0.2614226,341473,relation,"Orxeta, alicante/alacant, Comunitat Valenciana, España",pass_1
10031007,38.7452557,-0.0653423,345290,relation,"Parcent, alicante/alacant, Comunitat Valenciana, España",pass_1
10031014,38.7938437,0.0343336,345289,relation,"Pedreguer, alicante/alacant, Comunitat Valenciana, España",pass_1
10031029,38.8421876,-0.1178782,345292,relation,"Pego, alicante/alacant, Comunitat Valenciana, España",pass_1
10031035,38.6794181,-0.3590426,345291,relation,"Penàguila, alicante/alacant, Comunitat Valenciana, España",pass_1
10031040,38.4850080,-0.7703987,345286,relation,"Petrer, alicante/alacant, Comunitat Valenciana, España",pass_1
10039021,37.8675489,-0.7925673,344926,relation,"Pilar de la Horadada, alicante/alacant, Comunitat Valenciana, España",pass_1
10031053,38.3874339,-1.0409736,721628259,way,"Pinós, el/Pinoso, alicante/alacant, Comunitat Valenciana, España",pass_1
10031066,38.7851609,-0.3435236,345288,relation,"Planes, alicante/alacant, Comunitat Valenciana, España",pass_1
10030422,38.7387813,0.1522308,1077206877,way,"Poble Nou de Benitatxell, el/Benitachell, alicante/alacant, Comunitat Valenciana, España",pass_1
10039016,38.8495928,0.0118118,1039210876,way,"Poblets, els, alicante/alacant, Comunitat Valenciana, España",pass_1
10031072,38.6226795,-0.1275385,345287,relation,"Polop, alicante/alacant, Comunitat Valenciana, España",pass_1
10030605,38.7236217,-0.3166374,347679,relation,"Quatretondeta, alicante/alacant, Comunitat Valenciana, España",pass_1
10031091,38.1036225,-0.8499366,345283,relation,"Rafal, alicante/alacant, Comunitat Valenciana, España",pass_1
10031105,38.8585000,0.0030116,504362447,way,"Ràfol d'Almúnia, el, alicante/alacant, Comunitat Valenciana, España",pass_1
10031112,38.1151709,-0.9069281,340936,relation,"Redován, alicante/alacant, Comunitat Valenciana, España",pass_1
10031127,38.5874435,-0.3111354,340933,relation,"Relleu, alicante/alacant, Comunitat Valenciana, España",pass_1
10031133,38.0871747,-0.7228213,340934,relation,"Rojales, alicante/alacant, Comunitat Valenciana, España",pass_1
10031148,38.5103250,-0.2221612,551898074,way,"Romana, la, alicante/alacant, Comunitat Valenciana, España",pass_1
10031151,38.8113178,-0.0649407,340932,relation,"Sagra, alicante/alacant, Comunitat Valenciana, España",pass_1
10031164,37.9769051,-0.7890649,345600,relation,"Salinas, alicante/alacant, Comunitat Valenciana, España",pass_1
10031186,38.1120067,-0.7188823,340927,relation,"San Fulgencio, alicante/alacant, Comunitat Valenciana, España",pass_1
10039042,38.1707587,-0.8387399,340365,relation,"San Isidro, alicante/alacant, Comunitat Valenciana, España",pass_1
10031203,37.9769051,-0.7890649,345600,relation,"San Miguel de Salinas, alicante/alacant, Comunitat Valenciana, España",pass_1
