id_actividad,id_pais,id_ccaa,id_provincia,año,mes,categoria,producto,subcategoria,comunidad_autonoma,provincia,gasto_total_promedio,precio_medio_entrada_promedio,valoracion_por_categoria_promedio,valoracion_general_promedio,total_opiniones_categoria_promedio,hay_valoracion
900,ES,09,08,2023,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,barcelona,173745.82,557.64,4.13,4.05,200444,True
901,ES,09,17,2023,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,girona,27462.0,983.5,4.38,4.24,61683,True
902,ES,09,43,2023,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,tarragona,42004.5,2085.5,4.26,4.2,33701,True
903,ES,13,28,2023,11,paisaje naturaleza,actividades,actividades infantiles,comunidad de madrid,madrid,122834.4,591.1,4.19,4.1,121795,True
904,ES,15,31,2023,11,paisaje naturaleza,actividades,actividades infantiles,comunidad foral de navarra,navarra,4818.0,146.0,4.33,4.23,7007,True
905,ES,10,03,2023,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,alicante/alacant,90200.0,827.25,4.36,4.28,82424,True
906,ES,10,12,2023,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,castellon/castello,447848.0,1258.0,4.22,4.2,6934,True
907,ES,10,46,2023,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,valencia/valencia,2281296.67,1290.0,4.23,4.15,90776,True
908,ES,11,06,2023,11,paisaje naturaleza,actividades,actividades infantiles,extremadura,badajoz,46993.67,1076.0,4.4,4.29,1116,True
909,ES,11,10,2023,11,paisaje naturaleza,actividades,actividades infantiles,extremadura,caceres,3504.67,1620.67,4.5,4.33,5814,True
910,ES,12,15,2023,11,paisaje naturaleza,actividades,actividades infantiles,galicia,a coruna,92202.0,726.0,4.39,4.21,18974,True
911,ES,12,27,2023,11,paisaje naturaleza,actividades,actividades infantiles,galicia,lugo,75478.0,1618.5,4.57,4.28,8089,True
912,ES,04,07,2023,11,paisaje naturaleza,actividades,actividades infantiles,illes balears,illes balears,172787.29,847.57,4.42,4.33,203636,True
913,ES,17,26,2023,11,paisaje naturaleza,actividades,actividades infantiles,la rioja,la rioja,20273.0,97.0,4.4,4.31,18300,True
914,ES,16,01,2023,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,araba/alava,173190.5,362.0,4.66,4.41,11468,True
915,ES,16,48,2023,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,bizkaia,255594.0,1532.0,4.38,4.31,7925,True
916,ES,16,20,2023,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,gipuzkoa,281650.0,386.0,4.61,4.41,26976,True
917,ES,03,33,2023,11,paisaje naturaleza,actividades,actividades infantiles,principado de asturias,asturias,11987.33,159.33,4.42,4.35,44006,True
918,ES,14,30,2023,11,paisaje naturaleza,actividades,actividades infantiles,region de murcia,murcia,18920.0,1034.5,4.4,4.2,2633,True
919,ES,01,11,2023,11,servicios,actividades,cursos,andalucia,cadiz,1200.0,1200.0,4.74,4.26,39,True
920,ES,01,18,2023,11,servicios,actividades,cursos,andalucia,granada,720.0,120.0,4.47,4.37,1868,True
921,ES,01,29,2023,11,servicios,actividades,cursos,andalucia,malaga,13138.67,1020.0,4.62,4.43,51898,True
922,ES,05,35,2023,11,servicios,actividades,cursos,canarias,las palmas,110.0,110.0,3.72,4.28,2863,True
923,ES,05,38,2023,11,servicios,actividades,cursos,canarias,santa cruz de tenerife,15776.0,986.0,3.86,4.26,3753,True
924,ES,06,39,2023,11,servicios,actividades,cursos,cantabria,cantabria,5000.0,1250.0,3.94,4.27,4877,True
925,ES,08,45,2023,11,servicios,actividades,cursos,castilla - la mancha,toledo,130.0,130.0,3.33,4.18,29,True
926,ES,07,47,2023,11,servicios,actividades,cursos,castilla y leon,valladolid,136928.0,3112.0,2.7,4.06,292,True
927,ES,09,08,2023,11,servicios,actividades,cursos,cataluna,barcelona,259989.0,4423.0,4.03,4.05,159935,True
928,ES,09,17,2023,11,servicios,actividades,cursos,cataluna,girona,4525.0,1215.0,3.82,4.24,1146,True
929,ES,09,43,2023,11,servicios,actividades,cursos,cataluna,tarragona,4722.5,587.5,3.44,4.2,9269,True
930,ES,13,28,2023,11,servicios,actividades,cursos,comunidad de madrid,madrid,1009648.5,2756.0,3.92,4.1,42370,True
931,ES,15,31,2023,11,servicios,actividades,cursos,comunidad foral de navarra,navarra,520.0,104.0,1.93,4.23,108,True
932,ES,10,03,2023,11,servicios,actividades,cursos,comunitat valenciana,alicante/alacant,48204.0,4017.0,3.73,4.28,29657,True
933,ES,10,46,2023,11,servicios,actividades,cursos,comunitat valenciana,valencia/valencia,2910.0,970.0,4.56,4.15,7124,True
934,ES,11,10,2023,11,servicios,actividades,cursos,extremadura,caceres,500.0,100.0,4.99,4.33,60,True
935,ES,12,15,2023,11,servicios,actividades,cursos,galicia,a coruna,54649.0,7807.0,4.04,4.21,605,True
936,ES,04,07,2023,11,servicios,actividades,cursos,illes balears,illes balears,262942.8,2071.8,4.23,4.33,46354,True
937,ES,16,01,2023,11,servicios,actividades,cursos,pais vasco,araba/alava,750.0,30.0,5.0,4.41,18,True
938,ES,16,48,2023,11,servicios,actividades,cursos,pais vasco,bizkaia,6135.0,382.0,4.03,4.31,13509,True
939,ES,16,20,2023,11,servicios,actividades,cursos,pais vasco,gipuzkoa,150.0,150.0,3.84,4.41,140,True
940,ES,03,33,2023,11,servicios,actividades,cursos,principado de asturias,asturias,450.0,225.0,3.91,4.35,2389,True
941,ES,01,04,2023,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,almeria,4653.0,517.0,4.32,4.19,23376,True
942,ES,01,11,2023,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,cadiz,6698.0,197.0,4.27,4.26,12350,True
943,ES,01,18,2023,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,granada,600.0,200.0,4.52,4.37,18492,True
944,ES,01,29,2023,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,malaga,11890.0,290.0,4.44,4.43,109648,True
945,ES,01,41,2023,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,sevilla,9135.0,523.0,4.47,4.34,21476,True
946,ES,02,50,2023,11,paisaje naturaleza,actividades,deportes y aventuras,aragon,zaragoza,26168.0,6542.0,4.36,4.21,5888,True
947,ES,05,35,2023,11,paisaje naturaleza,actividades,deportes y aventuras,canarias,las palmas,18137.0,259.67,4.34,4.28,200378,True
948,ES,05,38,2023,11,paisaje naturaleza,actividades,deportes y aventuras,canarias,santa cruz de tenerife,43934.0,1997.0,4.31,4.26,190067,True
949,ES,08,13,2023,11,paisaje naturaleza,actividades,deportes y aventuras,castilla - la mancha,ciudad real,738.0,1845.0,4.36,4.29,3026,True
950,ES,07,24,2023,11,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,leon,108768.0,2266.0,4.52,4.21,4506,True
951,ES,09,08,2023,11,paisaje naturaleza,actividades,deportes y aventuras,cataluna,barcelona,259280.5,1797.5,4.13,4.05,200444,True
952,ES,09,17,2023,11,paisaje naturaleza,actividades,deportes y aventuras,cataluna,girona,45261.0,423.0,4.38,4.24,61683,True
953,ES,09,43,2023,11,paisaje naturaleza,actividades,deportes y aventuras,cataluna,tarragona,59202.0,4554.0,4.26,4.2,33701,True
954,ES,13,28,2023,11,paisaje naturaleza,actividades,deportes y aventuras,comunidad de madrid,madrid,147024.0,2042.0,4.19,4.1,121795,True
955,ES,15,31,2023,11,paisaje naturaleza,actividades,deportes y aventuras,comunidad foral de navarra,navarra,240396.0,1541.0,4.33,4.23,7007,True
956,ES,10,03,2023,11,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,alicante/alacant,190826.0,2347.0,4.36,4.28,82424,True
957,ES,10,12,2023,11,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,castellon/castello,19854.0,1103.0,4.22,4.2,6934,True
958,ES,10,46,2023,11,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,valencia/valencia,60537.0,1187.0,4.23,4.15,90776,True
959,ES,11,06,2023,11,paisaje naturaleza,actividades,deportes y aventuras,extremadura,badajoz,22089.0,1556.5,4.4,4.29,1116,True
960,ES,11,10,2023,11,paisaje naturaleza,actividades,deportes y aventuras,extremadura,caceres,73404.0,2156.0,4.5,4.33,5814,True
961,ES,12,27,2023,11,paisaje naturaleza,actividades,deportes y aventuras,galicia,lugo,242128.0,6544.0,4.57,4.28,8089,True
962,ES,04,07,2023,11,paisaje naturaleza,actividades,deportes y aventuras,illes balears,illes balears,22750.0,650.0,4.42,4.33,203636,True
963,ES,16,48,2023,11,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,bizkaia,2212608.0,2144.0,4.38,4.31,7925,True
964,ES,14,30,2023,11,paisaje naturaleza,actividades,deportes y aventuras,region de murcia,murcia,19124.0,4781.0,4.4,4.2,2633,True
965,ES,01,29,2023,11,comida y bebida,actividades,gastronomia,andalucia,malaga,336918.0,1446.0,4.84,4.43,1395,True
966,ES,02,50,2023,11,comida y bebida,actividades,gastronomia,aragon,zaragoza,144375.0,1155.0,4.03,4.21,35,True
967,ES,05,35,2023,11,comida y bebida,actividades,gastronomia,canarias,las palmas,51136.0,799.0,3.71,4.28,443,True
968,ES,09,08,2023,11,comida y bebida,actividades,gastronomia,cataluna,barcelona,174026.67,950.33,4.67,4.05,3911,True
969,ES,09,17,2023,11,comida y bebida,actividades,gastronomia,cataluna,girona,7200.0,1200.0,4.57,4.24,183,True
970,ES,13,28,2023,11,comida y bebida,actividades,gastronomia,comunidad de madrid,madrid,40345.5,1774.5,4.71,4.1,5856,True
971,ES,15,31,2023,11,comida y bebida,actividades,gastronomia,comunidad foral de navarra,navarra,520.0,104.0,4.63,4.23,135,True
972,ES,10,03,2023,11,comida y bebida,actividades,gastronomia,comunitat valenciana,alicante/alacant,119592.0,1661.0,4.52,4.28,760,True
973,ES,10,46,2023,11,comida y bebida,actividades,gastronomia,comunitat valenciana,valencia/valencia,86924.0,1561.67,4.79,4.15,369,True
974,ES,04,07,2023,11,comida y bebida,actividades,gastronomia,illes balears,illes balears,673354.0,2651.0,4.86,4.33,2196,True
975,ES,16,01,2023,11,comida y bebida,actividades,gastronomia,pais vasco,araba/alava,750.0,30.0,4.37,4.41,303,True
976,ES,14,30,2023,11,comida y bebida,actividades,gastronomia,region de murcia,murcia,35992.0,818.0,3.99,4.2,320,True
977,ES,01,41,2023,11,vida nocturna,espectaculos,cine,andalucia,sevilla,116907.0,399.0,4.05,4.34,39053,True
978,ES,02,44,2023,11,vida nocturna,espectaculos,cine,aragon,teruel,315.0,45.0,4.35,4.28,950,True
979,ES,02,50,2023,11,vida nocturna,espectaculos,cine,aragon,zaragoza,11220.0,55.0,3.75,4.21,1614,True
980,ES,05,35,2023,11,vida nocturna,espectaculos,cine,canarias,las palmas,450.0,50.0,4.24,4.28,129544,True
981,ES,08,02,2023,11,vida nocturna,espectaculos,cine,castilla - la mancha,albacete,10574.0,311.0,4.21,4.15,573,True
982,ES,08,16,2023,11,vida nocturna,espectaculos,cine,castilla - la mancha,cuenca,450.0,50.0,3.91,4.19,760,True
983,ES,07,40,2023,11,vida nocturna,espectaculos,cine,castilla y leon,segovia,300.0,30.0,3.91,4.07,263,True
984,ES,09,08,2023,11,vida nocturna,espectaculos,cine,cataluna,barcelona,16562.0,637.0,3.95,4.05,119743,True
985,ES,09,17,2023,11,vida nocturna,espectaculos,cine,cataluna,girona,90.0,45.0,3.8,4.24,12856,True
986,ES,13,28,2023,11,vida nocturna,espectaculos,cine,comunidad de madrid,madrid,817.0,817.0,3.85,4.1,100430,True
987,ES,10,03,2023,11,vida nocturna,espectaculos,cine,comunitat valenciana,alicante/alacant,1150.0,50.0,4.03,4.28,84389,True
988,ES,12,15,2023,11,vida nocturna,espectaculos,cine,galicia,a coruna,14735.0,2947.0,3.74,4.21,5653,True
989,ES,04,07,2023,11,vida nocturna,espectaculos,cine,illes balears,illes balears,10204.67,502.33,4.12,4.33,122452,True
990,ES,16,01,2023,11,vida nocturna,espectaculos,cine,pais vasco,araba/alava,369977.0,419.0,3.82,4.41,1138,True
991,ES,16,20,2023,11,vida nocturna,espectaculos,cine,pais vasco,gipuzkoa,16291.0,329.0,4.14,4.41,5503,True
992,ES,01,11,2023,11,otros,espectaculos,conferencias,andalucia,cadiz,874832.0,2044.0,4.12,4.26,284,True
993,ES,02,50,2023,11,otros,espectaculos,conferencias,aragon,zaragoza,80500.0,500.0,3.75,4.21,158,True
994,ES,05,35,2023,11,otros,espectaculos,conferencias,canarias,las palmas,2700.0,50.0,4.32,4.28,176,True
995,ES,08,13,2023,11,otros,espectaculos,conferencias,castilla - la mancha,ciudad real,14400.0,600.0,4.21,4.29,156,True
996,ES,09,08,2023,11,otros,espectaculos,conferencias,cataluna,barcelona,194481.0,1323.0,3.9,4.05,2019,True
997,ES,13,28,2023,11,otros,espectaculos,conferencias,comunidad de madrid,madrid,103582.33,4931.0,3.97,4.1,1624,True
998,ES,15,31,2023,11,otros,espectaculos,conferencias,comunidad foral de navarra,navarra,15504.0,3876.0,4.27,4.23,500,True
999,ES,12,32,2023,11,otros,espectaculos,conferencias,galicia,ourense,1000.0,100.0,4.73,4.15,26,True
1000,ES,12,36,2023,11,otros,espectaculos,conferencias,galicia,pontevedra,80352.0,1296.0,4.43,4.17,119,True
1001,ES,04,07,2023,11,otros,espectaculos,conferencias,illes balears,illes balears,900.0,450.0,4.21,4.33,296,True
1002,ES,01,04,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,almeria,299621.75,926.75,4.25,4.19,14318,True
1003,ES,01,11,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cadiz,43935.0,990.0,4.35,4.26,8809,True
1004,ES,01,14,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cordoba,1874125.0,1375.0,4.3,4.29,93962,True
1005,ES,01,18,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,granada,189082.33,977.67,4.35,4.37,153042,True
1006,ES,01,21,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,huelva,292023.0,457.0,4.23,4.11,9984,True
1007,ES,01,23,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,jaen,53878.0,682.0,4.3,4.33,16236,True
1008,ES,01,29,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,malaga,164323.5,807.0,4.43,4.43,158253,True
1009,ES,01,41,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,sevilla,613714.0,780.25,4.41,4.34,218279,True
1010,ES,02,50,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,zaragoza,162220.0,696.5,4.34,4.21,41352,True
1011,ES,05,35,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,las palmas,272971.5,596.0,4.27,4.28,51395,True
1012,ES,05,38,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,santa cruz de tenerife,149085.0,1500.0,4.28,4.26,66584,True
1013,ES,06,39,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cantabria,cantabria,524888.0,824.0,4.28,4.27,27507,True
1014,ES,08,02,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,albacete,233392.0,1006.0,4.09,4.15,3663,True
1015,ES,08,13,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,ciudad real,44336.0,652.0,4.33,4.29,7266,True
1016,ES,08,16,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,cuenca,3888.0,1296.0,4.27,4.19,13771,True
1017,ES,08,45,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,toledo,35565.0,827.67,4.19,4.18,55769,True
1018,ES,07,09,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,burgos,8398.0,1105.0,4.35,4.28,19776,True
1019,ES,07,37,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,salamanca,55722.5,634.0,4.24,4.17,31972,True
1020,ES,07,42,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,soria,4508.0,1127.0,4.17,3.97,6300,True
1021,ES,07,47,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,valladolid,112065.83,701.83,4.14,4.06,13695,True
1022,ES,09,08,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,barcelona,341788.89,890.05,4.07,4.05,732080,True
1023,ES,09,17,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,girona,22721.5,1161.5,4.24,4.24,50915,True
1024,ES,09,43,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,tarragona,63974.67,1201.67,4.23,4.2,53439,True
1025,ES,13,28,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad de madrid,madrid,105153.69,472.77,4.15,4.1,458466,True
1026,ES,10,03,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,alicante/alacant,157552.86,1011.71,4.28,4.28,67888,True
1027,ES,10,12,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,castellon/castello,306925.0,1494.0,4.14,4.2,13212,True
1028,ES,10,46,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,valencia/valencia,1316073.5,947.5,4.25,4.15,114505,True
1029,ES,11,06,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,badajoz,75878.0,1158.67,4.26,4.29,18348,True
1030,ES,11,10,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,caceres,118733.5,1460.5,4.31,4.33,23514,True
1031,ES,12,15,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,a coruna,92202.0,726.0,4.26,4.21,50198,True
1032,ES,12,27,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,lugo,75478.0,1618.5,4.33,4.28,8872,True
1033,ES,12,36,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,pontevedra,261124.0,673.0,4.07,4.17,15892,True
1034,ES,04,07,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",illes balears,illes balears,185663.06,802.65,4.21,4.33,107418,True
1035,ES,17,26,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",la rioja,la rioja,919704.5,1500.5,4.29,4.31,11493,True
1036,ES,16,01,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,araba/alava,137271.67,570.33,4.46,4.41,7811,True
1037,ES,16,48,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,bizkaia,155857.5,965.0,4.38,4.31,56425,True
1038,ES,16,20,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,gipuzkoa,114598.8,509.0,4.43,4.41,26949,True
1039,ES,03,33,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",principado de asturias,asturias,13729.67,409.0,4.37,4.35,40762,True
1040,ES,14,30,2023,11,paisaje urbano,espectaculos,"cultura, teatro y danza",region de murcia,murcia,52823.0,792.0,4.32,4.2,9308,True
1041,ES,01,11,2023,11,compras,espectaculos,ferias,andalucia,cadiz,874832.0,2044.0,4.16,4.26,1319,True
1042,ES,02,50,2023,11,compras,espectaculos,ferias,aragon,zaragoza,63500.0,500.0,4.41,4.21,3119,True
1043,ES,05,35,2023,11,compras,espectaculos,ferias,canarias,las palmas,2700.0,50.0,3.9,4.28,20086,True
1044,ES,13,28,2023,11,compras,espectaculos,ferias,comunidad de madrid,madrid,154096.5,6119.5,3.83,4.1,89796,True
1045,ES,01,21,2023,11,paisaje urbano,espectaculos,museo y exposiciones,andalucia,huelva,292023.0,457.0,4.23,4.11,9984,True
1046,ES,01,41,2023,11,paisaje urbano,espectaculos,museo y exposiciones,andalucia,sevilla,17859.5,1139.5,4.41,4.34,218279,True
1047,ES,02,50,2023,11,paisaje urbano,espectaculos,museo y exposiciones,aragon,zaragoza,39785.0,365.0,4.34,4.21,41352,True
1048,ES,08,45,2023,11,paisaje urbano,espectaculos,museo y exposiciones,castilla - la mancha,toledo,39294.0,666.0,4.19,4.18,55769,True
1049,ES,09,08,2023,11,paisaje urbano,espectaculos,museo y exposiciones,cataluna,barcelona,6871.5,815.0,4.07,4.05,732080,True
1050,ES,09,43,2023,11,paisaje urbano,espectaculos,museo y exposiciones,cataluna,tarragona,5912.0,1478.0,4.23,4.2,53439,True
1051,ES,10,46,2023,11,paisaje urbano,espectaculos,museo y exposiciones,comunitat valenciana,valencia/valencia,3367.0,1295.0,4.25,4.15,114505,True
1052,ES,04,07,2023,11,paisaje urbano,espectaculos,museo y exposiciones,illes balears,illes balears,3625.0,633.0,4.21,4.33,107418,True
1053,ES,16,48,2023,11,paisaje urbano,espectaculos,museo y exposiciones,pais vasco,bizkaia,228114.0,874.0,4.38,4.31,56425,True
1054,ES,01,04,2023,11,vida nocturna,espectaculos,musica,andalucia,almeria,927366.4,1711.4,3.72,4.19,5362,True
1055,ES,01,11,2023,11,vida nocturna,espectaculos,musica,andalucia,cadiz,130803.62,965.75,4.08,4.26,2343,True
1056,ES,01,14,2023,11,vida nocturna,espectaculos,musica,andalucia,cordoba,44299.0,705.5,4.3,4.29,1908,True
1057,ES,01,18,2023,11,vida nocturna,espectaculos,musica,andalucia,granada,322796.0,1273.5,3.92,4.37,10900,True
1058,ES,01,21,2023,11,vida nocturna,espectaculos,musica,andalucia,huelva,11099.0,1009.0,4.03,4.11,1623,True
1059,ES,01,23,2023,11,vida nocturna,espectaculos,musica,andalucia,jaen,24572.2,771.0,4.0,4.33,992,True
1060,ES,01,29,2023,11,vida nocturna,espectaculos,musica,andalucia,malaga,423073.43,1250.86,4.3,4.43,56036,True
1061,ES,01,41,2023,11,vida nocturna,espectaculos,musica,andalucia,sevilla,466687.78,1208.56,4.05,4.34,39053,True
1062,ES,02,22,2023,11,vida nocturna,espectaculos,musica,aragon,huesca,143668.25,877.5,3.85,4.25,1293,True
1063,ES,02,44,2023,11,vida nocturna,espectaculos,musica,aragon,teruel,1423557.0,2593.0,4.35,4.28,950,True
1064,ES,02,50,2023,11,vida nocturna,espectaculos,musica,aragon,zaragoza,220345.67,344.33,3.75,4.21,1614,True
1065,ES,05,35,2023,11,vida nocturna,espectaculos,musica,canarias,las palmas,403310.64,1511.55,4.24,4.28,129544,True
1066,ES,05,38,2023,11,vida nocturna,espectaculos,musica,canarias,santa cruz de tenerife,340712.5,1288.75,4.06,4.26,62671,True
1067,ES,06,39,2023,11,vida nocturna,espectaculos,musica,cantabria,cantabria,322335.0,1235.0,4.02,4.27,5819,True
1068,ES,08,02,2023,11,vida nocturna,espectaculos,musica,castilla - la mancha,albacete,668664.0,1332.0,4.21,4.15,573,True
1069,ES,08,13,2023,11,vida nocturna,espectaculos,musica,castilla - la mancha,ciudad real,19418.5,878.25,4.17,4.29,385,True
1070,ES,08,16,2023,11,vida nocturna,espectaculos,musica,castilla - la mancha,cuenca,3378.0,1126.0,3.91,4.19,760,True
1071,ES,08,19,2023,11,vida nocturna,espectaculos,musica,castilla - la mancha,guadalajara,309191.0,1327.0,3.23,4.04,447,True
1072,ES,08,45,2023,11,vida nocturna,espectaculos,musica,castilla - la mancha,toledo,185405.33,2794.33,3.99,4.18,434,True
1073,ES,07,05,2023,11,vida nocturna,espectaculos,musica,castilla y leon,avila,89907.0,1303.0,4.04,4.23,397,True
1074,ES,07,09,2023,11,vida nocturna,espectaculos,musica,castilla y leon,burgos,113611.33,1671.67,3.95,4.28,970,True
1075,ES,07,24,2023,11,vida nocturna,espectaculos,musica,castilla y leon,leon,214396.0,1225.0,3.97,4.21,1480,True
1076,ES,07,34,2023,11,vida nocturna,espectaculos,musica,castilla y leon,palencia,112258.0,1517.0,4.23,4.35,379,True
1077,ES,07,37,2023,11,vida nocturna,espectaculos,musica,castilla y leon,salamanca,86640.0,120.0,3.66,4.17,3701,True
1078,ES,07,40,2023,11,vida nocturna,espectaculos,musica,castilla y leon,segovia,89192.5,785.0,3.91,4.07,263,True
1079,ES,07,42,2023,11,vida nocturna,espectaculos,musica,castilla y leon,soria,569562.0,1337.0,4.2,3.97,154,True
1080,ES,07,47,2023,11,vida nocturna,espectaculos,musica,castilla y leon,valladolid,1617567.0,1379.0,4.01,4.06,1293,True
1081,ES,07,49,2023,11,vida nocturna,espectaculos,musica,castilla y leon,zamora,456088.0,1213.0,4.27,4.17,462,True
1082,ES,09,08,2023,11,vida nocturna,espectaculos,musica,cataluna,barcelona,742263.13,1336.5,3.95,4.05,119743,True
1083,ES,09,17,2023,11,vida nocturna,espectaculos,musica,cataluna,girona,148111.92,1069.0,3.8,4.24,12856,True
1084,ES,09,25,2023,11,vida nocturna,espectaculos,musica,cataluna,lleida,151773.4,670.6,3.84,4.27,1184,True
1085,ES,09,43,2023,11,vida nocturna,espectaculos,musica,cataluna,tarragona,280235.0,1668.31,4.1,4.2,22730,True
1086,ES,18,51,2023,11,vida nocturna,espectaculos,musica,ceuta,ceuta,133532.0,1004.0,0.0,0.0,0,False
1087,ES,13,28,2023,11,vida nocturna,espectaculos,musica,comunidad de madrid,madrid,2916663.53,1376.12,3.85,4.1,100430,True
1088,ES,15,31,2023,11,vida nocturna,espectaculos,musica,comunidad foral de navarra,navarra,3129667.0,1508.0,3.72,4.23,2565,True
1089,ES,10,03,2023,11,vida nocturna,espectaculos,musica,comunitat valenciana,alicante/alacant,139955.62,1265.38,4.03,4.28,84389,True
1090,ES,10,12,2023,11,vida nocturna,espectaculos,musica,comunitat valenciana,castellon/castello,61666.5,678.0,3.88,4.2,2406,True
1091,ES,10,46,2023,11,vida nocturna,espectaculos,musica,comunitat valenciana,valencia/valencia,575137.43,1198.57,3.72,4.15,9307,True
1092,ES,11,06,2023,11,vida nocturna,espectaculos,musica,extremadura,badajoz,90233.0,939.2,4.31,4.29,2109,True
1093,ES,11,10,2023,11,vida nocturna,espectaculos,musica,extremadura,caceres,20644.4,956.6,3.95,4.33,1377,True
1094,ES,12,15,2023,11,vida nocturna,espectaculos,musica,galicia,a coruna,499134.0,1249.4,3.74,4.21,5653,True
1095,ES,12,27,2023,11,vida nocturna,espectaculos,musica,galicia,lugo,135998.0,1283.0,4.18,4.28,502,True
1096,ES,12,32,2023,11,vida nocturna,espectaculos,musica,galicia,ourense,196427.0,1818.5,3.7,4.15,660,True
1097,ES,12,36,2023,11,vida nocturna,espectaculos,musica,galicia,pontevedra,416061.0,1101.5,4.0,4.17,3092,True
1098,ES,04,07,2023,11,vida nocturna,espectaculos,musica,illes balears,illes balears,803680.27,1051.42,4.12,4.33,122452,True
1099,ES,17,26,2023,11,vida nocturna,espectaculos,musica,la rioja,la rioja,204993.25,1031.75,3.69,4.31,1866,True
1100,ES,16,01,2023,11,vida nocturna,espectaculos,musica,pais vasco,araba/alava,103900.5,754.5,3.82,4.41,1138,True
1101,ES,16,48,2023,11,vida nocturna,espectaculos,musica,pais vasco,bizkaia,802245.17,1111.83,4.21,4.31,5615,True
1102,ES,16,20,2023,11,vida nocturna,espectaculos,musica,pais vasco,gipuzkoa,397471.29,532.86,4.14,4.41,5503,True
1103,ES,03,33,2023,11,vida nocturna,espectaculos,musica,principado de asturias,asturias,288026.0,1635.8,4.18,4.35,9626,True
1104,ES,14,30,2023,11,vida nocturna,espectaculos,musica,region de murcia,murcia,699120.0,1156.5,3.62,4.2,1488,True
1105,ES,01,11,2023,11,vida nocturna,espectaculos,musicales,andalucia,cadiz,24426.0,1357.0,4.08,4.26,2343,True
1106,ES,01,14,2023,11,vida nocturna,espectaculos,musicales,andalucia,cordoba,879416.0,2971.0,4.3,4.29,1908,True
