id_actividad,id_pais,id_ccaa,id_provincia,año,mes,categoria,producto,subcategoria,comunidad_autonoma,provincia,gasto_total_promedio,precio_medio_entrada_promedio,valoracion_por_categoria_promedio,valoracion_general_promedio,total_opiniones_categoria_promedio,hay_valoracion
6584,ES,11,10,2025,10,vida nocturna,espectaculos,musicales,extremadura,caceres,8316.0,198.0,3.95,4.33,1377,True
6585,ES,12,15,2025,10,vida nocturna,espectaculos,musicales,galicia,a coruna,59286.0,723.0,3.74,4.21,5653,True
6586,ES,04,07,2025,10,vida nocturna,espectaculos,musicales,illes balears,illes balears,211551.14,1455.43,4.12,4.33,122452,True
6587,ES,17,26,2025,10,vida nocturna,espectaculos,musicales,la rioja,la rioja,1650.0,50.0,3.69,4.31,1866,True
6588,ES,16,01,2025,10,vida nocturna,espectaculos,musicales,pais vasco,araba/alava,1224.0,612.0,3.82,4.41,1138,True
6589,ES,16,20,2025,10,vida nocturna,espectaculos,musicales,pais vasco,gipuzkoa,200724.0,1167.0,4.14,4.41,5503,True
6590,ES,14,30,2025,10,vida nocturna,espectaculos,musicales,region de murcia,murcia,107844.0,946.0,3.62,4.2,1488,True
6591,ES,01,23,2025,10,paisaje naturaleza,espectaculos,parques tematicos,andalucia,jaen,1767.0,2945.0,4.44,4.33,4366,True
6592,ES,09,08,2025,10,paisaje naturaleza,espectaculos,parques tematicos,cataluna,barcelona,967672.0,776.0,4.13,4.05,200444,True
6593,ES,01,04,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,almeria,1046.5,829.5,4.32,4.19,23376,True
6594,ES,01,11,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,cadiz,56976.0,919.0,4.27,4.26,12350,True
6595,ES,01,14,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,cordoba,273776.0,964.0,4.32,4.29,3767,True
6596,ES,01,18,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,granada,241754.0,1043.0,4.52,4.37,18492,True
6597,ES,01,21,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,huelva,47237.67,661.33,4.12,4.11,8396,True
6598,ES,01,23,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,jaen,1200.0,150.0,4.44,4.33,4366,True
6599,ES,01,29,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,malaga,64602.0,666.0,4.44,4.43,109648,True
6600,ES,01,41,2025,11,paisaje naturaleza,actividades,actividades infantiles,andalucia,sevilla,58447.75,1467.5,4.47,4.34,21476,True
6601,ES,02,22,2025,11,paisaje naturaleza,actividades,actividades infantiles,aragon,huesca,82414.0,463.0,4.56,4.25,17445,True
6602,ES,02,50,2025,11,paisaje naturaleza,actividades,actividades infantiles,aragon,zaragoza,78346.0,43.0,4.36,4.21,5888,True
6603,ES,05,35,2025,11,paisaje naturaleza,actividades,actividades infantiles,canarias,las palmas,4840.0,110.0,4.34,4.28,200378,True
6604,ES,05,38,2025,11,paisaje naturaleza,actividades,actividades infantiles,canarias,santa cruz de tenerife,11020.33,134.33,4.31,4.26,190067,True
6605,ES,06,39,2025,11,paisaje naturaleza,actividades,actividades infantiles,cantabria,cantabria,5460.0,70.0,4.36,4.27,37946,True
6606,ES,08,45,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,toledo,76780.0,2467.0,4.16,4.18,1715,True
6607,ES,07,05,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,avila,204552.0,1894.0,4.56,4.23,1874,True
6608,ES,07,24,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,leon,18500.0,148.0,4.52,4.21,4506,True
6609,ES,07,37,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,salamanca,122976.0,1952.0,4.39,4.17,3319,True
6610,ES,07,42,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,soria,156.0,156.0,4.14,3.97,2792,True
6611,ES,07,47,2025,11,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,valladolid,159496.17,736.83,4.18,4.06,8696,True
6612,ES,09,08,2025,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,barcelona,592286.33,1598.33,4.13,4.05,200444,True
6613,ES,09,17,2025,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,girona,1120.0,160.0,4.38,4.24,61683,True
6614,ES,09,25,2025,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,lleida,202016.0,1888.0,4.38,4.27,9898,True
6615,ES,09,43,2025,11,paisaje naturaleza,actividades,actividades infantiles,cataluna,tarragona,28907.5,1079.0,4.26,4.2,33701,True
6616,ES,13,28,2025,11,paisaje naturaleza,actividades,actividades infantiles,comunidad de madrid,madrid,397727.5,1027.83,4.19,4.1,121795,True
6617,ES,15,31,2025,11,paisaje naturaleza,actividades,actividades infantiles,comunidad foral de navarra,navarra,52536.0,597.0,4.33,4.23,7007,True
6618,ES,10,03,2025,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,alicante/alacant,11436.0,1049.88,4.36,4.28,82424,True
6619,ES,10,12,2025,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,castellon/castello,431067.0,1579.0,4.22,4.2,6934,True
6620,ES,10,46,2025,11,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,valencia/valencia,962470.4,2093.2,4.23,4.15,90776,True
6621,ES,11,06,2025,11,paisaje naturaleza,actividades,actividades infantiles,extremadura,badajoz,94714.5,306.0,4.4,4.29,1116,True
6622,ES,11,10,2025,11,paisaje naturaleza,actividades,actividades infantiles,extremadura,caceres,72765.0,842.0,4.5,4.33,5814,True
6623,ES,12,15,2025,11,paisaje naturaleza,actividades,actividades infantiles,galicia,a coruna,57069.5,468.5,4.39,4.21,18974,True
6624,ES,12,36,2025,11,paisaje naturaleza,actividades,actividades infantiles,galicia,pontevedra,63827.0,769.0,4.29,4.17,15699,True
6625,ES,04,07,2025,11,paisaje naturaleza,actividades,actividades infantiles,illes balears,illes balears,119561.09,1439.36,4.42,4.33,203636,True
6626,ES,16,01,2025,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,araba/alava,1592.0,340.67,4.66,4.41,11468,True
6627,ES,16,48,2025,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,bizkaia,40352.0,560.5,4.38,4.31,7925,True
6628,ES,16,20,2025,11,paisaje naturaleza,actividades,actividades infantiles,pais vasco,gipuzkoa,106048.0,437.0,4.61,4.41,26976,True
6629,ES,03,33,2025,11,paisaje naturaleza,actividades,actividades infantiles,principado de asturias,asturias,14126.33,424.0,4.42,4.35,44006,True
6630,ES,14,30,2025,11,paisaje naturaleza,actividades,actividades infantiles,region de murcia,murcia,301749.0,446.5,4.4,4.2,2633,True
6631,ES,01,18,2025,11,servicios,actividades,cursos,andalucia,granada,9440.0,590.0,4.47,4.37,1868,True
6632,ES,01,29,2025,11,servicios,actividades,cursos,andalucia,malaga,493941.33,2592.0,4.62,4.43,51898,True
6633,ES,01,41,2025,11,servicios,actividades,cursos,andalucia,sevilla,1500.0,100.0,4.06,4.34,4859,True
6634,ES,02,22,2025,11,servicios,actividades,cursos,aragon,huesca,704.0,88.0,4.88,4.25,533,True
6635,ES,02,50,2025,11,servicios,actividades,cursos,aragon,zaragoza,54614.0,1162.0,4.05,4.21,61,True
6636,ES,05,35,2025,11,servicios,actividades,cursos,canarias,las palmas,30456.0,423.0,3.72,4.28,2863,True
6637,ES,05,38,2025,11,servicios,actividades,cursos,canarias,santa cruz de tenerife,10962.0,1218.0,3.86,4.26,3753,True
6638,ES,06,39,2025,11,servicios,actividades,cursos,cantabria,cantabria,750.0,50.0,3.94,4.27,4877,True
6639,ES,07,24,2025,11,servicios,actividades,cursos,castilla y leon,leon,1500.0,100.0,3.51,4.21,307,True
6640,ES,07,37,2025,11,servicios,actividades,cursos,castilla y leon,salamanca,1200.0,600.0,3.87,4.17,1337,True
6641,ES,07,47,2025,11,servicios,actividades,cursos,castilla y leon,valladolid,5250.0,375.0,2.7,4.06,292,True
6642,ES,09,08,2025,11,servicios,actividades,cursos,cataluna,barcelona,332293.5,3476.0,4.03,4.05,159935,True
6643,ES,13,28,2025,11,servicios,actividades,cursos,comunidad de madrid,madrid,500916.0,1850.5,3.92,4.1,42370,True
6644,ES,10,03,2025,11,servicios,actividades,cursos,comunitat valenciana,alicante/alacant,76478.67,5141.33,3.73,4.28,29657,True
6645,ES,10,46,2025,11,servicios,actividades,cursos,comunitat valenciana,valencia/valencia,7632.0,477.0,4.56,4.15,7124,True
6646,ES,12,15,2025,11,servicios,actividades,cursos,galicia,a coruna,29336.0,3667.0,4.04,4.21,605,True
6647,ES,12,36,2025,11,servicios,actividades,cursos,galicia,pontevedra,83317.0,4901.0,4.14,4.17,1424,True
6648,ES,04,07,2025,11,servicios,actividades,cursos,illes balears,illes balears,179238.75,1871.25,4.23,4.33,46354,True
6649,ES,17,26,2025,11,servicios,actividades,cursos,la rioja,la rioja,8001.0,381.0,4.81,4.31,10,True
6650,ES,16,01,2025,11,servicios,actividades,cursos,pais vasco,araba/alava,14298.5,576.5,5.0,4.41,18,True
6651,ES,16,48,2025,11,servicios,actividades,cursos,pais vasco,bizkaia,493804.0,12044.0,4.03,4.31,13509,True
6652,ES,16,20,2025,11,servicios,actividades,cursos,pais vasco,gipuzkoa,22002.0,3667.0,3.84,4.41,140,True
6653,ES,03,33,2025,11,servicios,actividades,cursos,principado de asturias,asturias,1200.0,300.0,3.91,4.35,2389,True
6654,ES,14,30,2025,11,servicios,actividades,cursos,region de murcia,murcia,46648.0,6664.0,2.83,4.2,6,True
6655,ES,01,18,2025,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,granada,11775.0,2355.0,4.52,4.37,18492,True
6656,ES,01,29,2025,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,malaga,8027.33,882.67,4.44,4.43,109648,True
6657,ES,01,41,2025,11,paisaje naturaleza,actividades,deportes y aventuras,andalucia,sevilla,6247.0,577.0,4.47,4.34,21476,True
6658,ES,02,50,2025,11,paisaje naturaleza,actividades,deportes y aventuras,aragon,zaragoza,45269.0,203.0,4.36,4.21,5888,True
6659,ES,05,35,2025,11,paisaje naturaleza,actividades,deportes y aventuras,canarias,las palmas,9750.0,30.0,4.34,4.28,200378,True
6660,ES,05,38,2025,11,paisaje naturaleza,actividades,deportes y aventuras,canarias,santa cruz de tenerife,3020.0,85.0,4.31,4.26,190067,True
6661,ES,06,39,2025,11,paisaje naturaleza,actividades,deportes y aventuras,cantabria,cantabria,2294.0,62.0,4.36,4.27,37946,True
6662,ES,08,16,2025,11,paisaje naturaleza,actividades,deportes y aventuras,castilla - la mancha,cuenca,9750.0,30.0,4.42,4.19,3251,True
6663,ES,08,45,2025,11,paisaje naturaleza,actividades,deportes y aventuras,castilla - la mancha,toledo,11372.0,2843.0,4.16,4.18,1715,True
6664,ES,07,37,2025,11,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,salamanca,660.0,60.0,4.39,4.17,3319,True
6665,ES,07,47,2025,11,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,valladolid,7760.0,526.0,4.18,4.06,8696,True
6666,ES,09,08,2025,11,paisaje naturaleza,actividades,deportes y aventuras,cataluna,barcelona,257773.33,2543.22,4.13,4.05,200444,True
6667,ES,09,43,2025,11,paisaje naturaleza,actividades,deportes y aventuras,cataluna,tarragona,975.0,792.5,4.26,4.2,33701,True
6668,ES,13,28,2025,11,paisaje naturaleza,actividades,deportes y aventuras,comunidad de madrid,madrid,901341.0,1197.0,4.19,4.1,121795,True
6669,ES,15,31,2025,11,paisaje naturaleza,actividades,deportes y aventuras,comunidad foral de navarra,navarra,82360.0,2059.0,4.33,4.23,7007,True
6670,ES,10,03,2025,11,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,alicante/alacant,25705.8,1615.4,4.36,4.28,82424,True
6671,ES,10,46,2025,11,paisaje naturaleza,actividades,deportes y aventuras,comunitat valenciana,valencia/valencia,161152.0,2914.25,4.23,4.15,90776,True
6672,ES,11,06,2025,11,paisaje naturaleza,actividades,deportes y aventuras,extremadura,badajoz,23121.67,171.67,4.4,4.29,1116,True
6673,ES,11,10,2025,11,paisaje naturaleza,actividades,deportes y aventuras,extremadura,caceres,378012.0,1308.0,4.5,4.33,5814,True
6674,ES,04,07,2025,11,paisaje naturaleza,actividades,deportes y aventuras,illes balears,illes balears,42646.67,1660.0,4.42,4.33,203636,True
6675,ES,16,48,2025,11,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,bizkaia,915110.67,1007.67,4.38,4.31,7925,True
6676,ES,16,20,2025,11,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,gipuzkoa,340369.5,2317.5,4.61,4.41,26976,True
6677,ES,03,33,2025,11,paisaje naturaleza,actividades,deportes y aventuras,principado de asturias,asturias,18664.0,9332.0,4.42,4.35,44006,True
6678,ES,14,30,2025,11,paisaje naturaleza,actividades,deportes y aventuras,region de murcia,murcia,9232.5,265.5,4.4,4.2,2633,True
6679,ES,01,18,2025,11,comida y bebida,actividades,gastronomia,andalucia,granada,1430.0,55.0,4.81,4.37,771,True
6680,ES,01,29,2025,11,comida y bebida,actividades,gastronomia,andalucia,malaga,1675.0,470.0,4.84,4.43,1395,True
6681,ES,01,41,2025,11,comida y bebida,actividades,gastronomia,andalucia,sevilla,74074.0,814.0,4.76,4.34,8170,True
6682,ES,02,50,2025,11,comida y bebida,actividades,gastronomia,aragon,zaragoza,846708.0,1907.0,4.03,4.21,35,True
6683,ES,05,35,2025,11,comida y bebida,actividades,gastronomia,canarias,las palmas,133864.0,1154.0,3.71,4.28,443,True
6684,ES,08,02,2025,11,comida y bebida,actividades,gastronomia,castilla - la mancha,albacete,99792.0,1008.0,4.88,4.15,33,True
6685,ES,09,08,2025,11,comida y bebida,actividades,gastronomia,cataluna,barcelona,155514.67,851.33,4.67,4.05,3911,True
6686,ES,09,17,2025,11,comida y bebida,actividades,gastronomia,cataluna,girona,46547.5,1157.5,4.57,4.24,183,True
6687,ES,13,28,2025,11,comida y bebida,actividades,gastronomia,comunidad de madrid,madrid,4290.0,752.5,4.71,4.1,5856,True
6688,ES,10,03,2025,11,comida y bebida,actividades,gastronomia,comunitat valenciana,alicante/alacant,36259.0,3319.0,4.52,4.28,760,True
6689,ES,10,46,2025,11,comida y bebida,actividades,gastronomia,comunitat valenciana,valencia/valencia,208193.5,967.0,4.79,4.15,369,True
6690,ES,11,06,2025,11,comida y bebida,actividades,gastronomia,extremadura,badajoz,922.5,102.5,0.0,0.0,0,False
6691,ES,11,10,2025,11,comida y bebida,actividades,gastronomia,extremadura,caceres,33388.0,491.0,4.5,4.33,6,True
6692,ES,04,07,2025,11,comida y bebida,actividades,gastronomia,illes balears,illes balears,350300.5,2943.5,4.86,4.33,2196,True
6693,ES,16,01,2025,11,comida y bebida,actividades,gastronomia,pais vasco,araba/alava,1270.0,325.0,4.37,4.41,303,True
6694,ES,01,04,2025,11,vida nocturna,espectaculos,cine,andalucia,almeria,1265.0,575.0,3.72,4.19,5362,True
6695,ES,01,11,2025,11,vida nocturna,espectaculos,cine,andalucia,cadiz,475.0,25.0,4.08,4.26,2343,True
6696,ES,01,29,2025,11,vida nocturna,espectaculos,cine,andalucia,malaga,57933.0,1845.0,4.3,4.43,56036,True
6697,ES,01,41,2025,11,vida nocturna,espectaculos,cine,andalucia,sevilla,116021.0,641.0,4.05,4.34,39053,True
6698,ES,02,50,2025,11,vida nocturna,espectaculos,cine,aragon,zaragoza,32065.0,583.0,3.75,4.21,1614,True
6699,ES,05,35,2025,11,vida nocturna,espectaculos,cine,canarias,las palmas,6520.0,40.0,4.24,4.28,129544,True
6700,ES,05,38,2025,11,vida nocturna,espectaculos,cine,canarias,santa cruz de tenerife,43780.0,110.0,4.06,4.26,62671,True
6701,ES,06,39,2025,11,vida nocturna,espectaculos,cine,cantabria,cantabria,4560.0,80.0,4.02,4.27,5819,True
6702,ES,08,02,2025,11,vida nocturna,espectaculos,cine,castilla - la mancha,albacete,100.0,100.0,4.21,4.15,573,True
6703,ES,08,45,2025,11,vida nocturna,espectaculos,cine,castilla - la mancha,toledo,2312.0,578.0,3.99,4.18,434,True
6704,ES,07,47,2025,11,vida nocturna,espectaculos,cine,castilla y leon,valladolid,492.0,615.0,4.01,4.06,1293,True
6705,ES,09,08,2025,11,vida nocturna,espectaculos,cine,cataluna,barcelona,246075.0,453.25,3.95,4.05,119743,True
6706,ES,09,17,2025,11,vida nocturna,espectaculos,cine,cataluna,girona,45.0,45.0,3.8,4.24,12856,True
6707,ES,09,43,2025,11,vida nocturna,espectaculos,cine,cataluna,tarragona,2288.0,286.0,4.1,4.2,22730,True
6708,ES,13,28,2025,11,vida nocturna,espectaculos,cine,comunidad de madrid,madrid,26228.0,509.0,3.85,4.1,100430,True
6709,ES,10,03,2025,11,vida nocturna,espectaculos,cine,comunitat valenciana,alicante/alacant,481052.5,919.5,4.03,4.28,84389,True
6710,ES,10,46,2025,11,vida nocturna,espectaculos,cine,comunitat valenciana,valencia/valencia,210.0,525.0,3.72,4.15,9307,True
6711,ES,04,07,2025,11,vida nocturna,espectaculos,cine,illes balears,illes balears,242.0,605.0,4.12,4.33,122452,True
6712,ES,16,01,2025,11,vida nocturna,espectaculos,cine,pais vasco,araba/alava,341404.0,356.0,3.82,4.41,1138,True
6713,ES,16,20,2025,11,vida nocturna,espectaculos,cine,pais vasco,gipuzkoa,1008.0,43.0,4.14,4.41,5503,True
6714,ES,03,33,2025,11,vida nocturna,espectaculos,cine,principado de asturias,asturias,61332.0,807.0,4.18,4.35,9626,True
6715,ES,01,29,2025,11,otros,espectaculos,conferencias,andalucia,malaga,11625.0,300.0,4.25,4.43,1156,True
6716,ES,02,22,2025,11,otros,espectaculos,conferencias,aragon,huesca,13320.0,2220.0,4.26,4.25,61,True
6717,ES,02,50,2025,11,otros,espectaculos,conferencias,aragon,zaragoza,13420.0,220.0,3.75,4.21,158,True
6718,ES,05,35,2025,11,otros,espectaculos,conferencias,canarias,las palmas,103875.0,4155.0,4.32,4.28,176,True
6719,ES,05,38,2025,11,otros,espectaculos,conferencias,canarias,santa cruz de tenerife,1980.0,198.0,4.6,4.26,927,True
6720,ES,08,13,2025,11,otros,espectaculos,conferencias,castilla - la mancha,ciudad real,3157.0,451.0,4.21,4.29,156,True
6721,ES,07,05,2025,11,otros,espectaculos,conferencias,castilla y leon,avila,3098.0,7745.0,3.61,4.23,173,True
6722,ES,09,08,2025,11,otros,espectaculos,conferencias,cataluna,barcelona,65752.5,2277.75,3.9,4.05,2019,True
6723,ES,09,43,2025,11,otros,espectaculos,conferencias,cataluna,tarragona,31188.0,524.5,4.01,4.2,1769,True
6724,ES,13,28,2025,11,otros,espectaculos,conferencias,comunidad de madrid,madrid,150252.0,2043.5,3.97,4.1,1624,True
6725,ES,10,03,2025,11,otros,espectaculos,conferencias,comunitat valenciana,alicante/alacant,190355.5,2047.5,4.26,4.28,392,True
6726,ES,10,46,2025,11,otros,espectaculos,conferencias,comunitat valenciana,valencia/valencia,74497.5,5593.0,4.49,4.15,621,True
6727,ES,12,36,2025,11,otros,espectaculos,conferencias,galicia,pontevedra,2673.0,1215.0,4.43,4.17,119,True
6728,ES,04,07,2025,11,otros,espectaculos,conferencias,illes balears,illes balears,2125.0,375.0,4.21,4.33,296,True
6729,ES,03,33,2025,11,otros,espectaculos,conferencias,principado de asturias,asturias,9120.0,380.0,4.4,4.35,92,True
6730,ES,01,04,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,almeria,280776.33,1269.0,4.25,4.19,14318,True
6731,ES,01,11,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cadiz,35868.5,508.75,4.35,4.26,8809,True
6732,ES,01,14,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cordoba,1432781.0,1379.0,4.3,4.29,93962,True
6733,ES,01,18,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,granada,336401.25,748.0,4.35,4.37,153042,True
6734,ES,01,21,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,huelva,47237.67,661.33,4.23,4.11,9984,True
6735,ES,01,23,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,jaen,3150.0,70.0,4.3,4.33,16236,True
6736,ES,01,29,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,malaga,229087.8,1440.8,4.43,4.43,158253,True
6737,ES,01,41,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,sevilla,1885104.0,912.0,4.41,4.34,218279,True
6738,ES,02,22,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,huesca,93334.5,994.0,4.12,4.25,10916,True
6739,ES,02,50,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,zaragoza,1101794.5,530.5,4.34,4.21,41352,True
6740,ES,05,35,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,las palmas,289826.0,1354.5,4.27,4.28,51395,True
6741,ES,05,38,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,santa cruz de tenerife,241795.83,1081.67,4.28,4.26,66584,True
6742,ES,06,39,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cantabria,cantabria,86832.0,804.0,4.28,4.27,27507,True
6743,ES,08,02,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,albacete,152547.67,952.67,4.09,4.15,3663,True
6744,ES,08,19,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,guadalajara,43500.0,174.0,4.18,4.04,6159,True
6745,ES,08,45,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,toledo,71827.67,1217.67,4.19,4.18,55769,True
6746,ES,07,09,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,burgos,240.0,120.0,4.35,4.28,19776,True
6747,ES,07,34,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,palencia,22765.0,785.0,4.45,4.35,4984,True
6748,ES,07,37,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,salamanca,451610.0,777.33,4.24,4.17,31972,True
6749,ES,07,42,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,soria,156.0,156.0,4.17,3.97,6300,True
6750,ES,07,47,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,valladolid,310527.12,785.62,4.14,4.06,13695,True
6751,ES,07,49,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,zamora,550.0,50.0,4.19,4.17,5872,True
6752,ES,09,08,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,barcelona,736419.55,741.09,4.07,4.05,732080,True
6753,ES,09,17,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,girona,952.0,129.0,4.24,4.24,50915,True
6754,ES,09,43,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,tarragona,281334.0,431.0,4.23,4.2,53439,True
6755,ES,18,51,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",ceuta,ceuta,1520.0,80.0,0.0,0.0,0,False
6756,ES,13,28,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad de madrid,madrid,1972503.8,729.8,4.15,4.1,458466,True
6757,ES,10,03,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,alicante/alacant,200299.0,1820.17,4.28,4.28,67888,True
6758,ES,10,12,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,castellon/castello,314560.0,1966.67,4.14,4.2,13212,True
6759,ES,10,46,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,valencia/valencia,1154212.75,1257.25,4.25,4.15,114505,True
6760,ES,11,06,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,badajoz,24096.0,119.5,4.26,4.29,18348,True
6761,ES,11,10,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,caceres,8690.5,592.5,4.31,4.33,23514,True
6762,ES,12,15,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,a coruna,94292.25,667.75,4.26,4.21,50198,True
6763,ES,12,36,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,pontevedra,116561.0,476.0,4.07,4.17,15892,True
6764,ES,04,07,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",illes balears,illes balears,108663.77,972.86,4.21,4.33,107418,True
6765,ES,17,26,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",la rioja,la rioja,1652105.0,1963.0,4.29,4.31,11493,True
6766,ES,16,01,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,araba/alava,138113.33,377.33,4.46,4.41,7811,True
6767,ES,16,48,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,bizkaia,77728.33,1143.0,4.38,4.31,56425,True
6768,ES,16,20,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,gipuzkoa,243260.62,1013.62,4.43,4.41,26949,True
6769,ES,03,33,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",principado de asturias,asturias,46730.0,726.0,4.37,4.35,40762,True
6770,ES,14,30,2025,11,paisaje urbano,espectaculos,"cultura, teatro y danza",region de murcia,murcia,107166.0,512.2,4.32,4.2,9308,True
6771,ES,02,22,2025,11,compras,espectaculos,ferias,aragon,huesca,3940.0,1970.0,4.25,4.25,279,True
6772,ES,05,35,2025,11,compras,espectaculos,ferias,canarias,las palmas,24696.0,1029.0,3.9,4.28,20086,True
6773,ES,08,13,2025,11,compras,espectaculos,ferias,castilla - la mancha,ciudad real,3157.0,451.0,4.64,4.29,147,True
6774,ES,09,08,2025,11,compras,espectaculos,ferias,cataluna,barcelona,15540.0,1295.0,3.75,4.05,95381,True
6775,ES,13,28,2025,11,compras,espectaculos,ferias,comunidad de madrid,madrid,289824.0,3019.0,3.83,4.1,89796,True
6776,ES,10,03,2025,11,compras,espectaculos,ferias,comunitat valenciana,alicante/alacant,49408.0,3088.0,4.22,4.28,12577,True
6777,ES,10,46,2025,11,compras,espectaculos,ferias,comunitat valenciana,valencia/valencia,334593.0,47799.0,3.72,4.15,81279,True
6778,ES,03,33,2025,11,compras,espectaculos,ferias,principado de asturias,asturias,9120.0,380.0,4.23,4.35,2445,True
6779,ES,01,21,2025,11,paisaje urbano,espectaculos,museo y exposiciones,andalucia,huelva,47802.0,465.0,4.23,4.11,9984,True
6780,ES,02,50,2025,11,paisaje urbano,espectaculos,museo y exposiciones,aragon,zaragoza,35145.0,355.0,4.34,4.21,41352,True
6781,ES,08,45,2025,11,paisaje urbano,espectaculos,museo y exposiciones,castilla - la mancha,toledo,46848.0,732.0,4.19,4.18,55769,True
6782,ES,07,37,2025,11,paisaje urbano,espectaculos,museo y exposiciones,castilla y leon,salamanca,72885.0,215.0,4.24,4.17,31972,True
6783,ES,07,47,2025,11,paisaje urbano,espectaculos,museo y exposiciones,castilla y leon,valladolid,1786.0,47.0,4.14,4.06,13695,True
6784,ES,09,08,2025,11,paisaje urbano,espectaculos,museo y exposiciones,cataluna,barcelona,10512.0,146.0,4.07,4.05,732080,True
6785,ES,09,17,2025,11,paisaje urbano,espectaculos,museo y exposiciones,cataluna,girona,1120.0,160.0,4.24,4.24,50915,True
6786,ES,10,03,2025,11,paisaje urbano,espectaculos,museo y exposiciones,comunitat valenciana,alicante/alacant,84294.0,6021.0,4.28,4.28,67888,True
