id_pais,id_ccaa,id_provincia,ccaa,ccaa_key,provincia,año,mes,categoria_alojamiento,valoraciones
ES,01,04,andalucia,andalucia,almeria,2023,1,hotel 3 estrellas,84.06
ES,01,04,andalucia,andalucia,almeria,2023,1,hotel 4 estrellas,80.36
ES,01,04,andalucia,andalucia,almeria,2023,1,hotel 5 estrellas,76.77
ES,01,04,andalucia,andalucia,almeria,2023,1,total,80.75
ES,01,11,andalucia,andalucia,cadiz,2023,1,hotel 3 estrellas,75.03
ES,01,11,andalucia,andalucia,cadiz,2023,1,hotel 4 estrellas,71.74
ES,01,11,andalucia,andalucia,cadiz,2023,1,hotel 5 estrellas,72.69
ES,01,11,andalucia,andalucia,cadiz,2023,1,total,75.86
ES,01,14,andalucia,andalucia,cordoba,2023,1,hotel 3 estrellas,85.99
ES,01,14,andalucia,andalucia,cordoba,2023,1,hotel 4 estrellas,83.1
ES,01,14,andalucia,andalucia,cordoba,2023,1,hotel 5 estrellas,89.71
ES,01,14,andalucia,andalucia,cordoba,2023,1,total,83.2
ES,01,18,andalucia,andalucia,granada,2023,1,hotel 3 estrellas,66.03
ES,01,18,andalucia,andalucia,granada,2023,1,hotel 4 estrellas,71.11
ES,01,18,andalucia,andalucia,granada,2023,1,hotel 5 estrellas,84.08
ES,01,18,andalucia,andalucia,granada,2023,1,total,72.29
ES,01,21,andalucia,andalucia,huelva,2023,1,hotel 3 estrellas,74.89
ES,01,21,andalucia,andalucia,huelva,2023,1,hotel 4 estrellas,69.44
ES,01,21,andalucia,andalucia,huelva,2023,1,hotel 5 estrellas,76.77
ES,01,21,andalucia,andalucia,huelva,2023,1,total,75.54
ES,01,23,andalucia,andalucia,jaen,2023,1,hotel 3 estrellas,70.61
ES,01,23,andalucia,andalucia,jaen,2023,1,hotel 4 estrellas,77.25
ES,01,23,andalucia,andalucia,jaen,2023,1,hotel 5 estrellas,43.72
ES,01,23,andalucia,andalucia,jaen,2023,1,total,64.42
ES,01,29,andalucia,andalucia,malaga,2023,1,hotel 3 estrellas,73.26
ES,01,29,andalucia,andalucia,malaga,2023,1,hotel 4 estrellas,81.73
ES,01,29,andalucia,andalucia,malaga,2023,1,hotel 5 estrellas,85.29
ES,01,29,andalucia,andalucia,malaga,2023,1,total,78.22
ES,01,41,andalucia,andalucia,sevilla,2023,1,hotel 3 estrellas,80.45
ES,01,41,andalucia,andalucia,sevilla,2023,1,hotel 4 estrellas,85.29
ES,01,41,andalucia,andalucia,sevilla,2023,1,hotel 5 estrellas,85.15
ES,01,41,andalucia,andalucia,sevilla,2023,1,total,83.93
ES,02,22,aragon,aragon,huesca,2023,1,hotel 3 estrellas,75.66
ES,02,22,aragon,aragon,huesca,2023,1,hotel 4 estrellas,90.59
ES,02,22,aragon,aragon,huesca,2023,1,hotel 5 estrellas,99.13
ES,02,22,aragon,aragon,huesca,2023,1,total,73.4
ES,02,44,aragon,aragon,teruel,2023,1,hotel 3 estrellas,72.24
ES,02,44,aragon,aragon,teruel,2023,1,hotel 4 estrellas,79.5
ES,02,44,aragon,aragon,teruel,2023,1,hotel 5 estrellas,99.13
ES,02,44,aragon,aragon,teruel,2023,1,total,75.58
ES,02,50,aragon,aragon,zaragoza,2023,1,hotel 3 estrellas,87.7
ES,02,50,aragon,aragon,zaragoza,2023,1,hotel 4 estrellas,86.18
ES,02,50,aragon,aragon,zaragoza,2023,1,hotel 5 estrellas,99.13
ES,02,50,aragon,aragon,zaragoza,2023,1,total,87.11
ES,03,33,"asturias, principado de",asturias,asturias,2023,1,hotel 3 estrellas,84.41
ES,03,33,"asturias, principado de",asturias,asturias,2023,1,hotel 4 estrellas,78.01
ES,03,33,"asturias, principado de",asturias,asturias,2023,1,hotel 5 estrellas,89.06
ES,03,33,"asturias, principado de",asturias,asturias,2023,1,total,82.66
ES,04,07,"balears, illes",balears,illes balears,2023,1,hotel 3 estrellas,67.04
ES,04,07,"balears, illes",balears,illes balears,2023,1,hotel 4 estrellas,78.28
ES,04,07,"balears, illes",balears,illes balears,2023,1,hotel 5 estrellas,84.56
ES,04,07,"balears, illes",balears,illes balears,2023,1,total,77.28
ES,05,35,canarias,canarias,las palmas,2023,1,hotel 3 estrellas,61.77
ES,05,35,canarias,canarias,las palmas,2023,1,hotel 4 estrellas,61.39
ES,05,35,canarias,canarias,las palmas,2023,1,hotel 5 estrellas,80.4
ES,05,35,canarias,canarias,las palmas,2023,1,total,64.51
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,1,hotel 3 estrellas,60.3
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,1,hotel 4 estrellas,59.17
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,1,hotel 5 estrellas,72.28
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,1,total,60.73
ES,06,39,cantabria,cantabria,cantabria,2023,1,hotel 3 estrellas,80.92
ES,06,39,cantabria,cantabria,cantabria,2023,1,hotel 4 estrellas,90.31
ES,06,39,cantabria,cantabria,cantabria,2023,1,hotel 5 estrellas,94.41
ES,06,39,cantabria,cantabria,cantabria,2023,1,total,86.73
ES,07,05,castilla y leon,castilla y leon,avila,2023,1,hotel 3 estrellas,88.96
ES,07,05,castilla y leon,castilla y leon,avila,2023,1,hotel 4 estrellas,83.98
ES,07,05,castilla y leon,castilla y leon,avila,2023,1,hotel 5 estrellas,99.3
ES,07,05,castilla y leon,castilla y leon,avila,2023,1,total,86.38
ES,07,09,castilla y leon,castilla y leon,burgos,2023,1,hotel 3 estrellas,74.81
ES,07,09,castilla y leon,castilla y leon,burgos,2023,1,hotel 4 estrellas,90.55
ES,07,09,castilla y leon,castilla y leon,burgos,2023,1,hotel 5 estrellas,96.18
ES,07,09,castilla y leon,castilla y leon,burgos,2023,1,total,78.45
ES,07,24,castilla y leon,castilla y leon,leon,2023,1,hotel 3 estrellas,91.51
ES,07,24,castilla y leon,castilla y leon,leon,2023,1,hotel 4 estrellas,87.91
ES,07,24,castilla y leon,castilla y leon,leon,2023,1,hotel 5 estrellas,92.15
ES,07,24,castilla y leon,castilla y leon,leon,2023,1,total,90.14
ES,07,34,castilla y leon,castilla y leon,palencia,2023,1,hotel 3 estrellas,83.75
ES,07,34,castilla y leon,castilla y leon,palencia,2023,1,hotel 4 estrellas,88.28
ES,07,34,castilla y leon,castilla y leon,palencia,2023,1,hotel 5 estrellas,92.15
ES,07,34,castilla y leon,castilla y leon,palencia,2023,1,total,85.67
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,1,hotel 3 estrellas,80.38
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,1,hotel 4 estrellas,70.9
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,1,hotel 5 estrellas,83.29
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,1,total,80.6
ES,07,40,castilla y leon,castilla y leon,segovia,2023,1,hotel 3 estrellas,84.76
ES,07,40,castilla y leon,castilla y leon,segovia,2023,1,hotel 4 estrellas,84.56
ES,07,40,castilla y leon,castilla y leon,segovia,2023,1,hotel 5 estrellas,87.82
ES,07,40,castilla y leon,castilla y leon,segovia,2023,1,total,81.05
ES,07,42,castilla y leon,castilla y leon,soria,2023,1,hotel 3 estrellas,86.58
ES,07,42,castilla y leon,castilla y leon,soria,2023,1,hotel 4 estrellas,82.82
ES,07,42,castilla y leon,castilla y leon,soria,2023,1,hotel 5 estrellas,92.15
ES,07,42,castilla y leon,castilla y leon,soria,2023,1,total,89.02
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,1,hotel 3 estrellas,92.64
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,1,hotel 4 estrellas,73.32
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,1,hotel 5 estrellas,98.68
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,1,total,81.94
ES,07,49,castilla y leon,castilla y leon,zamora,2023,1,hotel 3 estrellas,83.45
ES,07,49,castilla y leon,castilla y leon,zamora,2023,1,hotel 4 estrellas,77.07
ES,07,49,castilla y leon,castilla y leon,zamora,2023,1,hotel 5 estrellas,87.6
ES,07,49,castilla y leon,castilla y leon,zamora,2023,1,total,70.49
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,1,hotel 3 estrellas,60.45
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,1,hotel 4 estrellas,77.25
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,1,hotel 5 estrellas,78.7
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,1,total,66.39
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,1,hotel 3 estrellas,83.37
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,1,hotel 4 estrellas,91.24
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,1,hotel 5 estrellas,96.1
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,1,total,87.36
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,1,hotel 3 estrellas,70.19
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,1,hotel 4 estrellas,92.23
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,1,hotel 5 estrellas,78.7
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,1,total,89.36
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,1,hotel 3 estrellas,76.4
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,1,hotel 4 estrellas,73.22
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,1,hotel 5 estrellas,78.7
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,1,total,73.98
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,1,hotel 3 estrellas,75.13
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,1,hotel 4 estrellas,61.44
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,1,hotel 5 estrellas,61.3
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,1,total,69.02
ES,09,08,cataluna,cataluna,barcelona,2023,1,hotel 3 estrellas,76.76
ES,09,08,cataluna,cataluna,barcelona,2023,1,hotel 4 estrellas,75.04
ES,09,08,cataluna,cataluna,barcelona,2023,1,hotel 5 estrellas,83.99
ES,09,08,cataluna,cataluna,barcelona,2023,1,total,76.02
ES,09,17,cataluna,cataluna,girona,2023,1,hotel 3 estrellas,77.56
ES,09,17,cataluna,cataluna,girona,2023,1,hotel 4 estrellas,79.1
ES,09,17,cataluna,cataluna,girona,2023,1,hotel 5 estrellas,74.18
ES,09,17,cataluna,cataluna,girona,2023,1,total,79.71
ES,09,25,cataluna,cataluna,lleida,2023,1,hotel 3 estrellas,87.82
ES,09,25,cataluna,cataluna,lleida,2023,1,hotel 4 estrellas,60.92
ES,09,25,cataluna,cataluna,lleida,2023,1,hotel 5 estrellas,84.57
ES,09,25,cataluna,cataluna,lleida,2023,1,total,79.31
ES,09,43,cataluna,cataluna,tarragona,2023,1,hotel 3 estrellas,78.5
ES,09,43,cataluna,cataluna,tarragona,2023,1,hotel 4 estrellas,67.25
ES,09,43,cataluna,cataluna,tarragona,2023,1,hotel 5 estrellas,85.74
ES,09,43,cataluna,cataluna,tarragona,2023,1,total,72.33
ES,10,03,comunitat valenciana,comunitat valenciana,alicante/alacant,2023,1,hotel 3 estrellas,76.25
ES,10,03,comunitat valenciana,comunitat valenciana,alicante/alacant,2023,1,hotel 4 estrellas,69.66
ES,10,03,comunitat valenciana,comunitat valenciana,alicante/alacant,2023,1,hotel 5 estrellas,61.15
ES,10,03,comunitat valenciana,comunitat valenciana,alicante/alacant,2023,1,total,69.46
ES,10,12,comunitat valenciana,comunitat valenciana,castellon/castello,2023,1,hotel 3 estrellas,69.14
ES,10,12,comunitat valenciana,comunitat valenciana,castellon/castello,2023,1,hotel 4 estrellas,67.88
ES,10,12,comunitat valenciana,comunitat valenciana,castellon/castello,2023,1,hotel 5 estrellas,71.73
ES,10,12,comunitat valenciana,comunitat valenciana,castellon/castello,2023,1,total,63.89
ES,10,46,comunitat valenciana,comunitat valenciana,valencia/valencia,2023,1,hotel 3 estrellas,81.07
ES,10,46,comunitat valenciana,comunitat valenciana,valencia/valencia,2023,1,hotel 4 estrellas,75.1
ES,10,46,comunitat valenciana,comunitat valenciana,valencia/valencia,2023,1,hotel 5 estrellas,82.32
ES,10,46,comunitat valenciana,comunitat valenciana,valencia/valencia,2023,1,total,79.87
ES,11,06,extremadura,extremadura,badajoz,2023,1,hotel 3 estrellas,68.61
ES,11,06,extremadura,extremadura,badajoz,2023,1,hotel 4 estrellas,73.76
ES,11,06,extremadura,extremadura,badajoz,2023,1,hotel 5 estrellas,90.57
ES,11,06,extremadura,extremadura,badajoz,2023,1,total,72.96
ES,11,10,extremadura,extremadura,caceres,2023,1,hotel 3 estrellas,70.18
ES,11,10,extremadura,extremadura,caceres,2023,1,hotel 4 estrellas,65.44
ES,11,10,extremadura,extremadura,caceres,2023,1,hotel 5 estrellas,84.44
ES,11,10,extremadura,extremadura,caceres,2023,1,total,70.76
ES,12,15,galicia,galicia,a coruna,2023,1,hotel 3 estrellas,79.72
ES,12,15,galicia,galicia,a coruna,2023,1,hotel 4 estrellas,95.59
ES,12,15,galicia,galicia,a coruna,2023,1,hotel 5 estrellas,74.74
ES,12,15,galicia,galicia,a coruna,2023,1,total,84.7
ES,12,27,galicia,galicia,lugo,2023,1,hotel 3 estrellas,82.96
ES,12,27,galicia,galicia,lugo,2023,1,hotel 4 estrellas,62.67
ES,12,27,galicia,galicia,lugo,2023,1,hotel 5 estrellas,79.48
ES,12,27,galicia,galicia,lugo,2023,1,total,74.39
ES,12,32,galicia,galicia,ourense,2023,1,hotel 3 estrellas,78.06
ES,12,32,galicia,galicia,ourense,2023,1,hotel 4 estrellas,80.85
ES,12,32,galicia,galicia,ourense,2023,1,hotel 5 estrellas,79.48
ES,12,32,galicia,galicia,ourense,2023,1,total,79.91
ES,12,36,galicia,galicia,pontevedra,2023,1,hotel 3 estrellas,71.5
ES,12,36,galicia,galicia,pontevedra,2023,1,hotel 4 estrellas,84.28
ES,12,36,galicia,galicia,pontevedra,2023,1,hotel 5 estrellas,84.23
ES,12,36,galicia,galicia,pontevedra,2023,1,total,80.63
ES,13,28,"madrid, comunidad de",madrid,madrid,2023,1,hotel 3 estrellas,71.36
ES,13,28,"madrid, comunidad de",madrid,madrid,2023,1,hotel 4 estrellas,78.76
ES,13,28,"madrid, comunidad de",madrid,madrid,2023,1,hotel 5 estrellas,80.92
ES,13,28,"madrid, comunidad de",madrid,madrid,2023,1,total,77.27
ES,14,30,"murcia, region de",murcia,murcia,2023,1,hotel 3 estrellas,71.95
ES,14,30,"murcia, region de",murcia,murcia,2023,1,hotel 4 estrellas,75.29
ES,14,30,"murcia, region de",murcia,murcia,2023,1,hotel 5 estrellas,83.51
ES,14,30,"murcia, region de",murcia,murcia,2023,1,total,76.58
ES,15,31,"navarra, comunidad foral de",navarra,navarra,2023,1,hotel 3 estrellas,88.9
ES,15,31,"navarra, comunidad foral de",navarra,navarra,2023,1,hotel 4 estrellas,77.37
ES,15,31,"navarra, comunidad foral de",navarra,navarra,2023,1,hotel 5 estrellas,98.05
ES,15,31,"navarra, comunidad foral de",navarra,navarra,2023,1,total,82.87
ES,16,01,pais vasco,pais vasco,araba/alava,2023,1,hotel 3 estrellas,91.28
ES,16,01,pais vasco,pais vasco,araba/alava,2023,1,hotel 4 estrellas,71.51
ES,16,01,pais vasco,pais vasco,araba/alava,2023,1,hotel 5 estrellas,60.78
ES,16,01,pais vasco,pais vasco,araba/alava,2023,1,total,78.06
ES,16,48,pais vasco,pais vasco,bizkaia,2023,1,hotel 3 estrellas,71.21
ES,16,48,pais vasco,pais vasco,bizkaia,2023,1,hotel 4 estrellas,91.11
ES,16,48,pais vasco,pais vasco,bizkaia,2023,1,hotel 5 estrellas,80.92
ES,16,48,pais vasco,pais vasco,bizkaia,2023,1,total,85.8
ES,16,20,pais vasco,pais vasco,gipuzkoa,2023,1,hotel 3 estrellas,71.67
ES,16,20,pais vasco,pais vasco,gipuzkoa,2023,1,hotel 4 estrellas,79.44
ES,16,20,pais vasco,pais vasco,gipuzkoa,2023,1,hotel 5 estrellas,95.65
ES,16,20,pais vasco,pais vasco,gipuzkoa,2023,1,total,78.18
ES,17,26,"rioja, la",rioja,la rioja,2023,1,hotel 3 estrellas,82.01
ES,17,26,"rioja, la",rioja,la rioja,2023,1,hotel 4 estrellas,84.74
ES,17,26,"rioja, la",rioja,la rioja,2023,1,hotel 5 estrellas,83.9
ES,17,26,"rioja, la",rioja,la rioja,2023,1,total,87.35
ES,01,04,andalucia,andalucia,almeria,2023,2,hotel 3 estrellas,66.5
ES,01,04,andalucia,andalucia,almeria,2023,2,hotel 4 estrellas,73.83
ES,01,04,andalucia,andalucia,almeria,2023,2,hotel 5 estrellas,85.31
ES,01,04,andalucia,andalucia,almeria,2023,2,total,69.79
ES,01,11,andalucia,andalucia,cadiz,2023,2,hotel 3 estrellas,70.12
ES,01,11,andalucia,andalucia,cadiz,2023,2,hotel 4 estrellas,73.94
ES,01,11,andalucia,andalucia,cadiz,2023,2,hotel 5 estrellas,95.29
ES,01,11,andalucia,andalucia,cadiz,2023,2,total,71.51
ES,01,14,andalucia,andalucia,cordoba,2023,2,hotel 3 estrellas,78.78
ES,01,14,andalucia,andalucia,cordoba,2023,2,hotel 4 estrellas,83.07
ES,01,14,andalucia,andalucia,cordoba,2023,2,hotel 5 estrellas,90.17
ES,01,14,andalucia,andalucia,cordoba,2023,2,total,81.27
ES,01,18,andalucia,andalucia,granada,2023,2,hotel 3 estrellas,72.13
ES,01,18,andalucia,andalucia,granada,2023,2,hotel 4 estrellas,71.8
ES,01,18,andalucia,andalucia,granada,2023,2,hotel 5 estrellas,80.21
ES,01,18,andalucia,andalucia,granada,2023,2,total,73.59
ES,01,21,andalucia,andalucia,huelva,2023,2,hotel 3 estrellas,81.91
ES,01,21,andalucia,andalucia,huelva,2023,2,hotel 4 estrellas,59.57
ES,01,21,andalucia,andalucia,huelva,2023,2,hotel 5 estrellas,85.31
ES,01,21,andalucia,andalucia,huelva,2023,2,total,74.53
ES,01,23,andalucia,andalucia,jaen,2023,2,hotel 3 estrellas,84.96
ES,01,23,andalucia,andalucia,jaen,2023,2,hotel 4 estrellas,76.68
ES,01,23,andalucia,andalucia,jaen,2023,2,hotel 5 estrellas,78.05
ES,01,23,andalucia,andalucia,jaen,2023,2,total,74.71
ES,01,29,andalucia,andalucia,malaga,2023,2,hotel 3 estrellas,72.44
ES,01,29,andalucia,andalucia,malaga,2023,2,hotel 4 estrellas,79.23
ES,01,29,andalucia,andalucia,malaga,2023,2,hotel 5 estrellas,86.9
ES,01,29,andalucia,andalucia,malaga,2023,2,total,77.17
ES,01,41,andalucia,andalucia,sevilla,2023,2,hotel 3 estrellas,68.46
ES,01,41,andalucia,andalucia,sevilla,2023,2,hotel 4 estrellas,79.18
ES,01,41,andalucia,andalucia,sevilla,2023,2,hotel 5 estrellas,81.22
ES,01,41,andalucia,andalucia,sevilla,2023,2,total,76.69
ES,02,22,aragon,aragon,huesca,2023,2,hotel 3 estrellas,71.16
ES,02,22,aragon,aragon,huesca,2023,2,hotel 4 estrellas,83.33
ES,02,22,aragon,aragon,huesca,2023,2,hotel 5 estrellas,84.76
ES,02,22,aragon,aragon,huesca,2023,2,total,72.41
ES,02,44,aragon,aragon,teruel,2023,2,hotel 3 estrellas,86.08
ES,02,44,aragon,aragon,teruel,2023,2,hotel 4 estrellas,71.58
ES,02,44,aragon,aragon,teruel,2023,2,hotel 5 estrellas,84.76
ES,02,44,aragon,aragon,teruel,2023,2,total,81.33
ES,02,50,aragon,aragon,zaragoza,2023,2,hotel 3 estrellas,71.57
ES,02,50,aragon,aragon,zaragoza,2023,2,hotel 4 estrellas,69.92
ES,02,50,aragon,aragon,zaragoza,2023,2,hotel 5 estrellas,84.76
ES,02,50,aragon,aragon,zaragoza,2023,2,total,71.6
ES,03,33,"asturias, principado de",asturias,asturias,2023,2,hotel 3 estrellas,86.14
ES,03,33,"asturias, principado de",asturias,asturias,2023,2,hotel 4 estrellas,82.18
ES,03,33,"asturias, principado de",asturias,asturias,2023,2,hotel 5 estrellas,77.56
ES,03,33,"asturias, principado de",asturias,asturias,2023,2,total,86.93
ES,04,07,"balears, illes",balears,illes balears,2023,2,hotel 3 estrellas,75.15
ES,04,07,"balears, illes",balears,illes balears,2023,2,hotel 4 estrellas,79.24
ES,04,07,"balears, illes",balears,illes balears,2023,2,hotel 5 estrellas,86.8
ES,04,07,"balears, illes",balears,illes balears,2023,2,total,79.18
ES,05,35,canarias,canarias,las palmas,2023,2,hotel 3 estrellas,63.03
ES,05,35,canarias,canarias,las palmas,2023,2,hotel 4 estrellas,65.09
ES,05,35,canarias,canarias,las palmas,2023,2,hotel 5 estrellas,74.23
ES,05,35,canarias,canarias,las palmas,2023,2,total,65.53
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,2,hotel 3 estrellas,57.15
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,2,hotel 4 estrellas,65.38
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,2,hotel 5 estrellas,69.14
ES,05,38,canarias,canarias,santa cruz de tenerife,2023,2,total,62.99
ES,06,39,cantabria,cantabria,cantabria,2023,2,hotel 3 estrellas,88.94
ES,06,39,cantabria,cantabria,cantabria,2023,2,hotel 4 estrellas,86.48
ES,06,39,cantabria,cantabria,cantabria,2023,2,hotel 5 estrellas,98.44
ES,06,39,cantabria,cantabria,cantabria,2023,2,total,88.45
ES,07,05,castilla y leon,castilla y leon,avila,2023,2,hotel 3 estrellas,93.12
ES,07,05,castilla y leon,castilla y leon,avila,2023,2,hotel 4 estrellas,69.84
ES,07,05,castilla y leon,castilla y leon,avila,2023,2,hotel 5 estrellas,74.48
ES,07,05,castilla y leon,castilla y leon,avila,2023,2,total,75.37
ES,07,09,castilla y leon,castilla y leon,burgos,2023,2,hotel 3 estrellas,76.68
ES,07,09,castilla y leon,castilla y leon,burgos,2023,2,hotel 4 estrellas,88.18
ES,07,09,castilla y leon,castilla y leon,burgos,2023,2,hotel 5 estrellas,79.85
ES,07,09,castilla y leon,castilla y leon,burgos,2023,2,total,78.52
ES,07,24,castilla y leon,castilla y leon,leon,2023,2,hotel 3 estrellas,85.0
ES,07,24,castilla y leon,castilla y leon,leon,2023,2,hotel 4 estrellas,86.85
ES,07,24,castilla y leon,castilla y leon,leon,2023,2,hotel 5 estrellas,68.51
ES,07,24,castilla y leon,castilla y leon,leon,2023,2,total,86.18
ES,07,34,castilla y leon,castilla y leon,palencia,2023,2,hotel 3 estrellas,78.24
ES,07,34,castilla y leon,castilla y leon,palencia,2023,2,hotel 4 estrellas,77.77
ES,07,34,castilla y leon,castilla y leon,palencia,2023,2,hotel 5 estrellas,83.86
ES,07,34,castilla y leon,castilla y leon,palencia,2023,2,total,70.2
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,2,hotel 3 estrellas,75.38
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,2,hotel 4 estrellas,64.94
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,2,hotel 5 estrellas,90.48
ES,07,37,castilla y leon,castilla y leon,salamanca,2023,2,total,79.19
ES,07,40,castilla y leon,castilla y leon,segovia,2023,2,hotel 3 estrellas,84.53
ES,07,40,castilla y leon,castilla y leon,segovia,2023,2,hotel 4 estrellas,74.47
ES,07,40,castilla y leon,castilla y leon,segovia,2023,2,hotel 5 estrellas,93.4
ES,07,40,castilla y leon,castilla y leon,segovia,2023,2,total,85.48
ES,07,42,castilla y leon,castilla y leon,soria,2023,2,hotel 3 estrellas,85.28
ES,07,42,castilla y leon,castilla y leon,soria,2023,2,hotel 4 estrellas,86.02
ES,07,42,castilla y leon,castilla y leon,soria,2023,2,hotel 5 estrellas,83.86
ES,07,42,castilla y leon,castilla y leon,soria,2023,2,total,85.72
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,2,hotel 3 estrellas,78.59
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,2,hotel 4 estrellas,82.74
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,2,hotel 5 estrellas,80.28
ES,07,47,castilla y leon,castilla y leon,valladolid,2023,2,total,80.61
ES,07,49,castilla y leon,castilla y leon,zamora,2023,2,hotel 3 estrellas,72.72
ES,07,49,castilla y leon,castilla y leon,zamora,2023,2,hotel 4 estrellas,84.62
ES,07,49,castilla y leon,castilla y leon,zamora,2023,2,hotel 5 estrellas,100.0
ES,07,49,castilla y leon,castilla y leon,zamora,2023,2,total,81.5
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,2,hotel 3 estrellas,66.57
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,2,hotel 4 estrellas,69.04
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,2,hotel 5 estrellas,95.7
ES,08,02,castilla-la mancha,castilla-la mancha,albacete,2023,2,total,77.42
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,2,hotel 3 estrellas,92.17
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,2,hotel 4 estrellas,68.37
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,2,hotel 5 estrellas,100.0
ES,08,13,castilla-la mancha,castilla-la mancha,ciudad real,2023,2,total,84.92
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,2,hotel 3 estrellas,46.6
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,2,hotel 4 estrellas,76.0
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,2,hotel 5 estrellas,95.7
ES,08,16,castilla-la mancha,castilla-la mancha,cuenca,2023,2,total,69.68
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,2,hotel 3 estrellas,84.63
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,2,hotel 4 estrellas,90.37
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,2,hotel 5 estrellas,95.7
ES,08,19,castilla-la mancha,castilla-la mancha,guadalajara,2023,2,total,90.07
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,2,hotel 3 estrellas,73.74
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,2,hotel 4 estrellas,76.26
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,2,hotel 5 estrellas,91.39
ES,08,45,castilla-la mancha,castilla-la mancha,toledo,2023,2,total,78.29
ES,09,08,cataluna,cataluna,barcelona,2023,2,hotel 3 estrellas,75.45
ES,09,08,cataluna,cataluna,barcelona,2023,2,hotel 4 estrellas,75.58
ES,09,08,cataluna,cataluna,barcelona,2023,2,hotel 5 estrellas,79.83
ES,09,08,cataluna,cataluna,barcelona,2023,2,total,75.91
ES,09,17,cataluna,cataluna,girona,2023,2,hotel 3 estrellas,72.21
ES,09,17,cataluna,cataluna,girona,2023,2,hotel 4 estrellas,74.67
ES,09,17,cataluna,cataluna,girona,2023,2,hotel 5 estrellas,77.09
ES,09,17,cataluna,cataluna,girona,2023,2,total,73.61
ES,09,25,cataluna,cataluna,lleida,2023,2,hotel 3 estrellas,78.59
ES,09,25,cataluna,cataluna,lleida,2023,2,hotel 4 estrellas,66.28
ES,09,25,cataluna,cataluna,lleida,2023,2,hotel 5 estrellas,73.05
ES,09,25,cataluna,cataluna,lleida,2023,2,total,67.87
ES,09,43,cataluna,cataluna,tarragona,2023,2,hotel 3 estrellas,60.21
ES,09,43,cataluna,cataluna,tarragona,2023,2,hotel 4 estrellas,53.05
ES,09,43,cataluna,cataluna,tarragona,2023,2,hotel 5 estrellas,76.65
