año,mes,pais_origen,tipo_origen,ciudad_destino,pasajeros
2023,1,albania,internacional,barcelona,3654
2023,1,albania,internacional,madrid,1614
2023,1,alemania,internacional,alacant/alicante,15223
2023,1,alemania,internacional,barcelona,99463
2023,1,alemania,internacional,bilbao,17076
2023,1,alemania,internacional,fuerteventura,50939
2023,1,alemania,internacional,ibiza,447
2023,1,alemania,internacional,jerez de la frontera,687
2023,1,alemania,internacional,lanzarote,23749
2023,1,alemania,internacional,madrid,94126
2023,1,alemania,internacional,mallorca,83138
2023,1,alemania,internacional,malaga,28806
2023,1,alemania,internacional,oviedo,1670
2023,1,alemania,internacional,"palmas de gran canaria, las",70509
2023,1,alemania,internacional,santa cruz de la palma,3910
2023,1,alemania,internacional,santiago de compostela,1503
2023,1,alemania,internacional,sevilla,7430
2023,1,alemania,internacional,tenerife,73085
2023,1,alemania,internacional,valencia,18324
2023,1,angola,internacional,madrid,2739
2023,1,arabia saudi,internacional,barcelona,1647
2023,1,arabia saudi,internacional,madrid,3773
2023,1,argelia,internacional,barcelona,4173
2023,1,argelia,internacional,madrid,822
2023,1,argentina,internacional,barcelona,7371
2023,1,argentina,internacional,madrid,33830
2023,1,austria,internacional,alacant/alicante,2321
2023,1,austria,internacional,barcelona,19534
2023,1,austria,internacional,fuerteventura,2182
2023,1,austria,internacional,lanzarote,831
2023,1,austria,internacional,madrid,17879
2023,1,austria,internacional,mallorca,6907
2023,1,austria,internacional,malaga,6590
2023,1,austria,internacional,"palmas de gran canaria, las",3642
2023,1,austria,internacional,santander,1413
2023,1,austria,internacional,sevilla,1446
2023,1,austria,internacional,tenerife,7888
2023,1,austria,internacional,valencia,2604
2023,1,austria,internacional,zaragoza,1413
2023,1,bolivia,internacional,madrid,6164
2023,1,brasil,internacional,barcelona,2745
2023,1,brasil,internacional,madrid,30050
2023,1,bulgaria,internacional,alacant/alicante,1601
2023,1,bulgaria,internacional,barcelona,7152
2023,1,bulgaria,internacional,madrid,6029
2023,1,bulgaria,internacional,mallorca,434
2023,1,bulgaria,internacional,malaga,1801
2023,1,bulgaria,internacional,valencia,2289
2023,1,belgica,internacional,alacant/alicante,27777
2023,1,belgica,internacional,barcelona,26987
2023,1,belgica,internacional,bilbao,2184
2023,1,belgica,internacional,castello de la plana,1485
2023,1,belgica,internacional,fuerteventura,1626
2023,1,belgica,internacional,lanzarote,4711
2023,1,belgica,internacional,madrid,40191
2023,1,belgica,internacional,mallorca,2767
2023,1,belgica,internacional,murcia,538
2023,1,belgica,internacional,malaga,22493
2023,1,belgica,internacional,oviedo,1690
2023,1,belgica,internacional,"palmas de gran canaria, las",10099
2023,1,belgica,internacional,santa cruz de la palma,460
2023,1,belgica,internacional,santander,2172
2023,1,belgica,internacional,santiago de compostela,1336
2023,1,belgica,internacional,sevilla,4483
2023,1,belgica,internacional,tenerife,21042
2023,1,belgica,internacional,valencia,10890
2023,1,belgica,internacional,vitoria-gasteiz,1336
2023,1,belgica,internacional,zaragoza,1204
2023,1,cabo verde,internacional,"palmas de gran canaria, las",2887
2023,1,canada,internacional,malaga,1423
2023,1,chile,internacional,barcelona,3354
2023,1,chile,internacional,madrid,16209
2023,1,china,internacional,madrid,3156
2023,1,colombia,internacional,barcelona,5829
2023,1,colombia,internacional,madrid,57236
2023,1,corea,internacional,barcelona,4628
2023,1,costa rica,internacional,madrid,10520
2023,1,croacia,internacional,barcelona,429
2023,1,croacia,internacional,malaga,1503
2023,1,cuba,internacional,madrid,18498
2023,1,dinamarca,internacional,alacant/alicante,8638
2023,1,dinamarca,internacional,barcelona,13235
2023,1,dinamarca,internacional,bilbao,1823
2023,1,dinamarca,internacional,fuerteventura,732
2023,1,dinamarca,internacional,lanzarote,532
2023,1,dinamarca,internacional,madrid,11035
2023,1,dinamarca,internacional,mallorca,864
2023,1,dinamarca,internacional,malaga,19531
2023,1,dinamarca,internacional,"palmas de gran canaria, las",14849
2023,1,dinamarca,internacional,sevilla,1557
2023,1,dinamarca,internacional,tenerife,9809
2023,1,ecuador,internacional,madrid,15442
2023,1,egipto,internacional,badajoz,57
2023,1,egipto,internacional,barcelona,4178
2023,1,egipto,internacional,bilbao,394
2023,1,egipto,internacional,madrid,4255
2023,1,egipto,internacional,mallorca,79
2023,1,egipto,internacional,murcia,98
2023,1,egipto,internacional,malaga,755
2023,1,egipto,internacional,"palmas de gran canaria, las",118
2023,1,egipto,internacional,santiago de compostela,73
2023,1,egipto,internacional,sevilla,85
2023,1,egipto,internacional,valladolid,116
2023,1,egipto,internacional,valencia,695
2023,1,egipto,internacional,vitoria-gasteiz,73
2023,1,el salvador,internacional,madrid,7547
2023,1,emiratos arabes unidos,internacional,barcelona,21992
2023,1,emiratos arabes unidos,internacional,madrid,19993
2023,1,espana,nacional,alacant/alicante,72540
2023,1,espana,nacional,almeria,12300
2023,1,espana,nacional,badajoz,3443
2023,1,espana,nacional,barcelona,515100
2023,1,espana,nacional,bilbao,121172
2023,1,espana,nacional,castello de la plana,528
2023,1,espana,nacional,"coruna, a",40791
2023,1,espana,nacional,donostia/san sebastian,15609
2023,1,espana,nacional,fuerteventura,82572
2023,1,espana,nacional,girona,39
2023,1,espana,nacional,granada,36339
2023,1,espana,nacional,ibiza,110125
2023,1,espana,nacional,jerez de la frontera,21148
2023,1,espana,nacional,lanzarote,119802
2023,1,espana,nacional,leon,1374
2023,1,espana,nacional,lleida,798
2023,1,espana,nacional,logrono,406
2023,1,espana,nacional,madrid,686813
2023,1,espana,nacional,mallorca,316474
2023,1,espana,nacional,melilla,20791
2023,1,espana,nacional,menorca,47958
2023,1,espana,nacional,murcia,1399
2023,1,espana,nacional,malaga,133517
2023,1,espana,nacional,oviedo,46967
2023,1,espana,nacional,"palmas de gran canaria, las",282369
2023,1,espana,nacional,pamplona/iruna,8510
2023,1,espana,nacional,san sebastian de la gomera,3786
2023,1,espana,nacional,santa cruz de la palma,42951
2023,1,espana,nacional,santander,20407
2023,1,espana,nacional,santiago de compostela,90631
2023,1,espana,nacional,"seu d'urgell, la",414
2023,1,espana,nacional,sevilla,151925
2023,1,espana,nacional,tenerife,286370
2023,1,espana,nacional,valladolid,6353
2023,1,espana,nacional,valverde,9019
2023,1,espana,nacional,valencia,96690
2023,1,espana,nacional,vigo,42139
2023,1,espana,nacional,vitoria-gasteiz,6752
2023,1,espana,nacional,zaragoza,7200
2023,1,estados unidos de america,internacional,barcelona,34831
2023,1,estados unidos de america,internacional,madrid,97418
2023,1,estonia,internacional,barcelona,1539
2023,1,estonia,internacional,tenerife,636
2023,1,finlandia,internacional,alacant/alicante,5204
2023,1,finlandia,internacional,barcelona,6068
2023,1,finlandia,internacional,fuerteventura,760
2023,1,finlandia,internacional,lanzarote,560
2023,1,finlandia,internacional,madrid,4836
2023,1,finlandia,internacional,malaga,11774
2023,1,finlandia,internacional,"palmas de gran canaria, las",12810
2023,1,finlandia,internacional,tenerife,9722
2023,1,francia,internacional,alacant/alicante,14409
2023,1,francia,internacional,barcelona,109621
2023,1,francia,internacional,bilbao,8288
2023,1,francia,internacional,"coruna, a",1602
2023,1,francia,internacional,fuerteventura,9490
2023,1,francia,internacional,granada,1480
2023,1,francia,internacional,ibiza,855
2023,1,francia,internacional,lanzarote,11041
2023,1,francia,internacional,madrid,147655
2023,1,francia,internacional,mallorca,6343
2023,1,francia,internacional,menorca,2145
2023,1,francia,internacional,malaga,25235
2023,1,francia,internacional,oviedo,1692
2023,1,francia,internacional,"palmas de gran canaria, las",10485
2023,1,francia,internacional,santander,1360
2023,1,francia,internacional,santiago de compostela,5660
2023,1,francia,internacional,sevilla,27126
2023,1,francia,internacional,tenerife,21425
2023,1,francia,internacional,valencia,21280
2023,1,francia,internacional,zaragoza,2142
2023,1,gambia,internacional,barcelona,1910
2023,1,georgia,internacional,barcelona,900
2023,1,grecia,internacional,barcelona,10167
2023,1,grecia,internacional,madrid,8308
2023,1,guinea ecuatorial,internacional,madrid,2771
2023,1,honduras,internacional,madrid,4128
2023,1,hungria,internacional,alacant/alicante,1860
2023,1,hungria,internacional,barcelona,13211
2023,1,hungria,internacional,fuerteventura,1090
2023,1,hungria,internacional,lanzarote,907
2023,1,hungria,internacional,madrid,11089
2023,1,hungria,internacional,malaga,4594
2023,1,hungria,internacional,"palmas de gran canaria, las",912
2023,1,hungria,internacional,sevilla,1557
2023,1,hungria,internacional,tenerife,2134
2023,1,hungria,internacional,valencia,1376
2023,1,india,internacional,teruel,1640
2023,1,irlanda,internacional,alacant/alicante,9347
2023,1,irlanda,internacional,barcelona,21691
2023,1,irlanda,internacional,bilbao,324
2023,1,irlanda,internacional,castello de la plana,1457
2023,1,irlanda,internacional,fuerteventura,4644
2023,1,irlanda,internacional,lanzarote,21976
2023,1,irlanda,internacional,madrid,23259
2023,1,irlanda,internacional,murcia,1517
2023,1,irlanda,internacional,malaga,20277
2023,1,irlanda,internacional,oviedo,1542
2023,1,irlanda,internacional,"palmas de gran canaria, las",10024
2023,1,irlanda,internacional,santander,2132
2023,1,irlanda,internacional,santiago de compostela,1658
2023,1,irlanda,internacional,sevilla,3208
2023,1,irlanda,internacional,tenerife,14379
2023,1,irlanda,internacional,valencia,6137
2023,1,iran,internacional,barcelona,1404
2023,1,islandia,internacional,alacant/alicante,1386
2023,1,islandia,internacional,barcelona,2371
2023,1,islandia,internacional,madrid,1266
2023,1,islandia,internacional,"palmas de gran canaria, las",1632
2023,1,islandia,internacional,tenerife,7480
2023,1,israel,internacional,barcelona,12632
2023,1,israel,internacional,madrid,18153
2023,1,italia,internacional,alacant/alicante,6538
2023,1,italia,internacional,barcelona,163885
2023,1,italia,internacional,bilbao,573
2023,1,italia,internacional,fuerteventura,10550
2023,1,italia,internacional,girona,2436
2023,1,italia,internacional,lanzarote,9348
2023,1,italia,internacional,madrid,178376
2023,1,italia,internacional,mallorca,6587
2023,1,italia,internacional,malaga,26331
2023,1,italia,internacional,oviedo,1539
2023,1,italia,internacional,"palmas de gran canaria, las",11537
2023,1,italia,internacional,santander,4936
2023,1,italia,internacional,santiago de compostela,3701
2023,1,italia,internacional,sevilla,30954
2023,1,italia,internacional,tenerife,29581
2023,1,italia,internacional,valencia,45933
2023,1,italia,internacional,vitoria-gasteiz,1526
2023,1,italia,internacional,zaragoza,4086
2023,1,jordania,internacional,barcelona,1551
2023,1,jordania,internacional,madrid,2127
2023,1,kuwait,internacional,madrid,1183
2023,1,letonia,internacional,barcelona,2689
2023,1,letonia,internacional,madrid,691
2023,1,letonia,internacional,malaga,2480
2023,1,letonia,internacional,"palmas de gran canaria, las",984
2023,1,letonia,internacional,tenerife,3258
2023,1,lituania,internacional,alacant/alicante,1602
2023,1,lituania,internacional,barcelona,2882
2023,1,lituania,internacional,madrid,1400
2023,1,lituania,internacional,malaga,1424
2023,1,lituania,internacional,tenerife,680
2023,1,luxemburgo,internacional,barcelona,4404
2023,1,luxemburgo,internacional,fuerteventura,663
2023,1,luxemburgo,internacional,lanzarote,1153
2023,1,luxemburgo,internacional,madrid,5366
2023,1,luxemburgo,internacional,mallorca,482
2023,1,luxemburgo,internacional,malaga,1665
2023,1,luxemburgo,internacional,"palmas de gran canaria, las",2266
2023,1,luxemburgo,internacional,tenerife,2660
2023,1,libano,internacional,barcelona,748
2023,1,libano,internacional,madrid,806
2023,1,malta,internacional,barcelona,3957
2023,1,malta,internacional,madrid,5395
2023,1,marruecos,internacional,alacant/alicante,4021
2023,1,marruecos,internacional,barcelona,35378
2023,1,marruecos,internacional,bilbao,774
2023,1,marruecos,internacional,madrid,46255
2023,1,marruecos,internacional,mallorca,570
2023,1,marruecos,internacional,murcia,1701
2023,1,marruecos,internacional,malaga,17018
2023,1,marruecos,internacional,"palmas de gran canaria, las",5891
2023,1,marruecos,internacional,santander,1521
2023,1,marruecos,internacional,sevilla,9504
2023,1,marruecos,internacional,tenerife,1986
2023,1,marruecos,internacional,valencia,8966
2023,1,marruecos,internacional,zaragoza,1539
2023,1,mauritania,internacional,"palmas de gran canaria, las",2691
2023,1,moldavia,internacional,barcelona,1363
2023,1,montenegro,internacional,barcelona,1539
2023,1,mexico,internacional,barcelona,7254
2023,1,mexico,internacional,madrid,60881
2023,1,noruega,internacional,alacant/alicante,18254
2023,1,noruega,internacional,barcelona,3435
2023,1,noruega,internacional,lanzarote,539
2023,1,noruega,internacional,madrid,2286
2023,1,noruega,internacional,malaga,12352
2023,1,noruega,internacional,"palmas de gran canaria, las",20894
2023,1,noruega,internacional,tenerife,7104
2023,1,panama,internacional,madrid,12405
2023,1,paraguay,internacional,madrid,4852
2023,1,paises bajos,internacional,alacant/alicante,34366
2023,1,paises bajos,internacional,barcelona,60659
2023,1,paises bajos,internacional,bilbao,5887
2023,1,paises bajos,internacional,fuerteventura,5532
2023,1,paises bajos,internacional,ibiza,4245
2023,1,paises bajos,internacional,lanzarote,6351
2023,1,paises bajos,internacional,madrid,46405
2023,1,paises bajos,internacional,mallorca,3246
2023,1,paises bajos,internacional,malaga,40169
2023,1,paises bajos,internacional,oviedo,1440
2023,1,paises bajos,internacional,"palmas de gran canaria, las",19901
2023,1,paises bajos,internacional,santa cruz de la palma,624
2023,1,paises bajos,internacional,santiago de compostela,1383
2023,1,paises bajos,internacional,sevilla,10609
2023,1,paises bajos,internacional,tenerife,18464
2023,1,paises bajos,internacional,valencia,18955
2023,1,peru,internacional,madrid,24389
2023,1,polonia,internacional,alacant/alicante,15091
2023,1,polonia,internacional,barcelona,24142
2023,1,polonia,internacional,fuerteventura,5559
2023,1,polonia,internacional,girona,1581
2023,1,polonia,internacional,lanzarote,460
2023,1,polonia,internacional,madrid,11979
2023,1,polonia,internacional,malaga,12487
2023,1,polonia,internacional,"palmas de gran canaria, las",2450
2023,1,polonia,internacional,sevilla,1566
2023,1,polonia,internacional,tenerife,8766
2023,1,polonia,internacional,valencia,5037
2023,1,portugal,internacional,alacant/alicante,6285
2023,1,portugal,internacional,barcelona,72392
2023,1,portugal,internacional,bilbao,11112
2023,1,portugal,internacional,fuerteventura,1871
2023,1,portugal,internacional,madrid,128902
2023,1,portugal,internacional,malaga,9790
2023,1,portugal,internacional,"palmas de gran canaria, las",5819
2023,1,portugal,internacional,sevilla,10752
2023,1,portugal,internacional,tenerife,7869
2023,1,portugal,internacional,valencia,13588
2023,1,portugal,internacional,vitoria-gasteiz,46
2023,1,portugal,internacional,zaragoza,1796
2023,1,qatar,internacional,barcelona,14417
2023,1,qatar,internacional,madrid,17565
2023,1,reino unido,internacional,alacant/alicante,127573
2023,1,reino unido,internacional,almeria,1093
2023,1,reino unido,internacional,barcelona,133747
2023,1,reino unido,internacional,bilbao,12493
2023,1,reino unido,internacional,castello de la plana,1208
2023,1,reino unido,internacional,"coruna, a",2460
2023,1,reino unido,internacional,fuerteventura,56452
2023,1,reino unido,internacional,girona,1413
2023,1,reino unido,internacional,granada,973
2023,1,reino unido,internacional,ibiza,1078
2023,1,reino unido,internacional,lanzarote,115346
2023,1,reino unido,internacional,madrid,135892
2023,1,reino unido,internacional,mallorca,23657
2023,1,reino unido,internacional,menorca,810
2023,1,reino unido,internacional,murcia,6130
2023,1,reino unido,internacional,malaga,112228
2023,1,reino unido,internacional,oviedo,4744
2023,1,reino unido,internacional,"palmas de gran canaria, las",68669
2023,1,reino unido,internacional,santa cruz de la palma,636
2023,1,reino unido,internacional,santander,7549
2023,1,reino unido,internacional,santiago de compostela,6943
2023,1,reino unido,internacional,sevilla,20374
2023,1,reino unido,internacional,tenerife,202792
2023,1,reino unido,internacional,valencia,25937
2023,1,reino unido,internacional,zaragoza,3630
2023,1,republica checa,internacional,barcelona,11394
2023,1,republica checa,internacional,lanzarote,158
2023,1,republica checa,internacional,madrid,7719
2023,1,republica checa,internacional,mallorca,401
2023,1,republica checa,internacional,malaga,2563
2023,1,republica checa,internacional,"palmas de gran canaria, las",672
2023,1,republica checa,internacional,tenerife,2289
2023,1,republica dominicana,internacional,madrid,31159
2023,1,republica eslovaca,internacional,barcelona,548
2023,1,republica eslovaca,internacional,lanzarote,880
2023,1,rumania,internacional,alacant/alicante,4055
2023,1,rumania,internacional,barcelona,17278
2023,1,rumania,internacional,castello de la plana,1821
2023,1,rumania,internacional,madrid,22873
2023,1,rumania,internacional,malaga,4025
2023,1,rumania,internacional,"palmas de gran canaria, las",892
2023,1,rumania,internacional,santander,1829
2023,1,rumania,internacional,sevilla,1918
2023,1,rumania,internacional,tenerife,2025
2023,1,rumania,internacional,valencia,7787
2023,1,rumania,internacional,zaragoza,4259
2023,1,senegal,internacional,barcelona,2218
2023,1,senegal,internacional,madrid,6318
2023,1,senegal,internacional,"palmas de gran canaria, las",1708
2023,1,serbia,internacional,barcelona,3726
2023,1,serbia,internacional,madrid,792
2023,1,serbia,internacional,malaga,972
2023,1,serbia,internacional,valencia,785
2023,1,suecia,internacional,alacant/alicante,12346
2023,1,suecia,internacional,barcelona,10701
2023,1,suecia,internacional,lanzarote,1562
2023,1,suecia,internacional,madrid,3905
2023,1,suecia,internacional,mallorca,1176
2023,1,suecia,internacional,malaga,17630
2023,1,suecia,internacional,"palmas de gran canaria, las",19402
2023,1,suecia,internacional,tenerife,9389
2023,1,suecia,internacional,valencia,1183
2023,1,suiza,internacional,alacant/alicante,8499
2023,1,suiza,internacional,barcelona,46177
2023,1,suiza,internacional,bilbao,80
2023,1,suiza,internacional,fuerteventura,2503
2023,1,suiza,internacional,ibiza,126
2023,1,suiza,internacional,lanzarote,2172
2023,1,suiza,internacional,madrid,49205
2023,1,suiza,internacional,mallorca,9873
2023,1,suiza,internacional,malaga,13485
2023,1,suiza,internacional,"palmas de gran canaria, las",7278
2023,1,suiza,internacional,santa cruz de la palma,486
2023,1,suiza,internacional,santiago de compostela,3844
2023,1,suiza,internacional,sevilla,2239
2023,1,suiza,internacional,tenerife,8726
2023,1,suiza,internacional,valencia,4181
2023,1,turquia,internacional,barcelona,21722
2023,1,turquia,internacional,bilbao,1615
2023,1,turquia,internacional,madrid,23219
2023,1,turquia,internacional,malaga,9013
2023,1,turquia,internacional,valencia,5525
2023,1,turquia,internacional,vitoria-gasteiz,130
2023,1,tunez,internacional,barcelona,766
2023,1,tunez,internacional,madrid,1192
2023,1,uruguay,internacional,madrid,11735
2023,1,venezuela,internacional,madrid,10735
2023,1,venezuela,internacional,tenerife,542
2023,2,albania,internacional,barcelona,3092
2023,2,albania,internacional,madrid,1475
2023,2,alemania,internacional,alacant/alicante,13723
2023,2,alemania,internacional,barcelona,100307
2023,2,alemania,internacional,bilbao,14819
2023,2,alemania,internacional,fuerteventura,47904
2023,2,alemania,internacional,ibiza,705
2023,2,alemania,internacional,jerez de la frontera,1133
2023,2,alemania,internacional,lanzarote,21941
2023,2,alemania,internacional,madrid,89655
2023,2,alemania,internacional,mallorca,103127
2023,2,alemania,internacional,malaga,28317
2023,2,alemania,internacional,oviedo,1376
2023,2,alemania,internacional,"palmas de gran canaria, las",64269
2023,2,alemania,internacional,santa cruz de la palma,2819
2023,2,alemania,internacional,santiago de compostela,1360
2023,2,alemania,internacional,sevilla,7334
2023,2,alemania,internacional,tenerife,71983
2023,2,alemania,internacional,valencia,17171
2023,2,angola,internacional,madrid,2758
2023,2,arabia saudi,internacional,barcelona,1616
2023,2,arabia saudi,internacional,madrid,3625
2023,2,argelia,internacional,barcelona,4451
2023,2,argelia,internacional,madrid,837
2023,2,argentina,internacional,barcelona,7476
2023,2,argentina,internacional,madrid,31373
2023,2,austria,internacional,alacant/alicante,2020
2023,2,austria,internacional,barcelona,19673
2023,2,austria,internacional,fuerteventura,1892
2023,2,austria,internacional,lanzarote,679
2023,2,austria,internacional,madrid,16470
2023,2,austria,internacional,mallorca,6698
2023,2,austria,internacional,malaga,6326
2023,2,austria,internacional,"palmas de gran canaria, las",3410
2023,2,austria,internacional,santander,1169
2023,2,austria,internacional,sevilla,1165
2023,2,austria,internacional,tenerife,7222
2023,2,austria,internacional,valencia,2304
2023,2,austria,internacional,zaragoza,1320
2023,2,bolivia,internacional,madrid,6001
2023,2,brasil,internacional,barcelona,2448
2023,2,brasil,internacional,madrid,27796
2023,2,bulgaria,internacional,alacant/alicante,1334
2023,2,bulgaria,internacional,barcelona,6152
2023,2,bulgaria,internacional,madrid,5061
2023,2,bulgaria,internacional,mallorca,185
2023,2,bulgaria,internacional,malaga,1590
2023,2,bulgaria,internacional,valencia,1476
2023,2,belgica,internacional,alacant/alicante,27432
2023,2,belgica,internacional,barcelona,29235
2023,2,belgica,internacional,bilbao,2057
2023,2,belgica,internacional,castello de la plana,1336
2023,2,belgica,internacional,fuerteventura,1472
2023,2,belgica,internacional,lanzarote,4744
2023,2,belgica,internacional,madrid,39862
2023,2,belgica,internacional,mallorca,2696
2023,2,belgica,internacional,malaga,20845
2023,2,belgica,internacional,oviedo,1384
2023,2,belgica,internacional,"palmas de gran canaria, las",9158
2023,2,belgica,internacional,santa cruz de la palma,468
2023,2,belgica,internacional,santander,2060
2023,2,belgica,internacional,santiago de compostela,1352
2023,2,belgica,internacional,sevilla,4200
2023,2,belgica,internacional,tenerife,18827
2023,2,belgica,internacional,valencia,10207
2023,2,belgica,internacional,vitoria-gasteiz,1336
2023,2,belgica,internacional,zaragoza,1408
2023,2,cabo verde,internacional,"palmas de gran canaria, las",2976
2023,2,cabo verde,internacional,tenerife,736
2023,2,canada,internacional,malaga,2132
2023,2,chile,internacional,barcelona,4144
2023,2,chile,internacional,madrid,14887
2023,2,china,internacional,madrid,3806
2023,2,chipre,internacional,fuerteventura,252
2023,2,colombia,internacional,barcelona,4564
2023,2,colombia,internacional,madrid,51820
2023,2,corea,internacional,barcelona,4754
2023,2,costa rica,internacional,madrid,9386
2023,2,croacia,internacional,barcelona,455
2023,2,croacia,internacional,malaga,1352
2023,2,cuba,internacional,madrid,17268
2023,2,dinamarca,internacional,alacant/alicante,9329
2023,2,dinamarca,internacional,barcelona,13172
2023,2,dinamarca,internacional,bilbao,1125
2023,2,dinamarca,internacional,fuerteventura,3181
2023,2,dinamarca,internacional,lanzarote,804
2023,2,dinamarca,internacional,madrid,8788
2023,2,dinamarca,internacional,mallorca,1374
2023,2,dinamarca,internacional,malaga,21265
2023,2,dinamarca,internacional,"palmas de gran canaria, las",15295
2023,2,dinamarca,internacional,santa cruz de la palma,154
2023,2,dinamarca,internacional,sevilla,1384
2023,2,dinamarca,internacional,tenerife,9668
2023,2,ecuador,internacional,madrid,14184
2023,2,egipto,internacional,almeria,173
2023,2,egipto,internacional,barcelona,3933
2023,2,egipto,internacional,bilbao,459
2023,2,egipto,internacional,logrono,97
2023,2,egipto,internacional,madrid,3740
2023,2,egipto,internacional,mallorca,174
2023,2,egipto,internacional,malaga,489
2023,2,egipto,internacional,pamplona/iruna,79
2023,2,egipto,internacional,valencia,408
2023,2,egipto,internacional,vitoria-gasteiz,86
2023,2,egipto,internacional,zaragoza,101
2023,2,el salvador,internacional,madrid,6788
2023,2,emiratos arabes unidos,internacional,barcelona,20334
2023,2,emiratos arabes unidos,internacional,madrid,17194
2023,2,eslovenia,internacional,barcelona,68
2023,2,espana,nacional,alacant/alicante,73625
2023,2,espana,nacional,almeria,11733
2023,2,espana,nacional,badajoz,3392
2023,2,espana,nacional,barcelona,505888
2023,2,espana,nacional,bilbao,125228
2023,2,espana,nacional,burgos,213
2023,2,espana,nacional,castello de la plana,663
2023,2,espana,nacional,"coruna, a",42029
2023,2,espana,nacional,donostia/san sebastian,14394
2023,2,espana,nacional,fuerteventura,79912
2023,2,espana,nacional,girona,60
2023,2,espana,nacional,granada,35728
2023,2,espana,nacional,ibiza,104992
2023,2,espana,nacional,jerez de la frontera,19862
2023,2,espana,nacional,lanzarote,113169
2023,2,espana,nacional,leon,1075
2023,2,espana,nacional,lleida,780
2023,2,espana,nacional,logrono,572
2023,2,espana,nacional,madrid,641139
2023,2,espana,nacional,mallorca,300551
2023,2,espana,nacional,melilla,20232
2023,2,espana,nacional,menorca,48093
2023,2,espana,nacional,murcia,1195
2023,2,espana,nacional,malaga,134069
2023,2,espana,nacional,oviedo,47041
2023,2,espana,nacional,"palmas de gran canaria, las",275677
2023,2,espana,nacional,pamplona/iruna,8066
2023,2,espana,nacional,san sebastian de la gomera,3892
2023,2,espana,nacional,santa cruz de la palma,45753
2023,2,espana,nacional,santander,18716
2023,2,espana,nacional,santiago de compostela,81065
2023,2,espana,nacional,"seu d'urgell, la",440
2023,2,espana,nacional,sevilla,145396
2023,2,espana,nacional,tenerife,272846
2023,2,espana,nacional,valladolid,4896
2023,2,espana,nacional,valverde,8985
2023,2,espana,nacional,valencia,91850
2023,2,espana,nacional,vigo,40694
2023,2,espana,nacional,vitoria-gasteiz,6048
2023,2,espana,nacional,zaragoza,6988
2023,2,estados unidos de america,internacional,barcelona,34986
2023,2,estados unidos de america,internacional,madrid,87032
2023,2,estonia,internacional,barcelona,1384
2023,2,estonia,internacional,tenerife,831
2023,2,finlandia,internacional,alacant/alicante,5021
2023,2,finlandia,internacional,barcelona,5532
2023,2,finlandia,internacional,fuerteventura,636
2023,2,finlandia,internacional,lanzarote,604
2023,2,finlandia,internacional,madrid,4676
2023,2,finlandia,internacional,malaga,11431
2023,2,finlandia,internacional,"palmas de gran canaria, las",12399
2023,2,finlandia,internacional,tenerife,9494
2023,2,francia,internacional,alacant/alicante,12862
2023,2,francia,internacional,barcelona,112987
2023,2,francia,internacional,bilbao,6907
2023,2,francia,internacional,"coruna, a",1464
2023,2,francia,internacional,fuerteventura,10144
2023,2,francia,internacional,granada,1528
2023,2,francia,internacional,ibiza,860
2023,2,francia,internacional,lanzarote,13498
2023,2,francia,internacional,madrid,143930
2023,2,francia,internacional,mallorca,6344
2023,2,francia,internacional,menorca,1870
2023,2,francia,internacional,malaga,23936
2023,2,francia,internacional,oviedo,1520
2023,2,francia,internacional,"palmas de gran canaria, las",10518
2023,2,francia,internacional,santander,1225
2023,2,francia,internacional,santiago de compostela,5174
2023,2,francia,internacional,sevilla,28805
2023,2,francia,internacional,tenerife,22905
2023,2,francia,internacional,valencia,20420
2023,2,francia,internacional,zaragoza,1416
2023,2,gambia,internacional,barcelona,1866
2023,2,georgia,internacional,barcelona,644
2023,2,grecia,internacional,barcelona,10135
2023,2,grecia,internacional,madrid,7859
2023,2,grecia,internacional,tenerife,490
2023,2,grecia,internacional,valencia,68
2023,2,guinea ecuatorial,internacional,madrid,3024
2023,2,honduras,internacional,madrid,4582
2023,2,hungria,internacional,alacant/alicante,1751
2023,2,hungria,internacional,barcelona,12440
2023,2,hungria,internacional,fuerteventura,900
2023,2,hungria,internacional,lanzarote,736
2023,2,hungria,internacional,madrid,10054
2023,2,hungria,internacional,malaga,3952
2023,2,hungria,internacional,"palmas de gran canaria, las",744
2023,2,hungria,internacional,sevilla,1408
2023,2,hungria,internacional,tenerife,1800
2023,2,hungria,internacional,valencia,1392
2023,2,india,internacional,teruel,1931
2023,2,irlanda,internacional,alacant/alicante,7612
2023,2,irlanda,internacional,barcelona,20867
2023,2,irlanda,internacional,bilbao,339
2023,2,irlanda,internacional,castello de la plana,1336
2023,2,irlanda,internacional,fuerteventura,3952
2023,2,irlanda,internacional,lanzarote,19697
2023,2,irlanda,internacional,madrid,20475
2023,2,irlanda,internacional,murcia,1384
2023,2,irlanda,internacional,malaga,19310
2023,2,irlanda,internacional,oviedo,1376
2023,2,irlanda,internacional,"palmas de gran canaria, las",8934
2023,2,irlanda,internacional,santander,2016
2023,2,irlanda,internacional,santiago de compostela,1344
2023,2,irlanda,internacional,sevilla,2736
2023,2,irlanda,internacional,tenerife,12686
2023,2,irlanda,internacional,valencia,5428
2023,2,iran,internacional,barcelona,1560
2023,2,islandia,internacional,alacant/alicante,1480
2023,2,islandia,internacional,barcelona,2074
2023,2,islandia,internacional,madrid,1168
