id_pais,id_ccaa,ccaa,ccaa_key,mes,categoria_alojamiento,valoraciones,precio_checkin_entre_semana,precio_checkin_fin_semana,periodo_antelacion
ES,18,ceuta,ceuta,10,habitacion privada,4.23,59.94,59.94,1 mes
ES,13,comunidad de madrid,madrid,10,alternativo,3.99,164.8,164.8,1 mes
ES,13,comunidad de madrid,madrid,10,apartamento,4.59,274.76,274.76,1 mes
ES,13,comunidad de madrid,madrid,10,casa entera,4.57,212.76,212.76,1 mes
ES,13,comunidad de madrid,madrid,10,habitacion compartida,4.15,82.3,82.3,1 mes
ES,13,comunidad de madrid,madrid,10,habitacion privada,4.49,125.26,125.26,1 mes
ES,15,comunidad foral de navarra,navarra,10,alternativo,4.59,216.99,216.99,1 mes
ES,15,comunidad foral de navarra,navarra,10,apartamento,4.62,172.66,172.66,1 mes
ES,15,comunidad foral de navarra,navarra,10,casa entera,4.63,250.37,250.37,1 mes
ES,15,comunidad foral de navarra,navarra,10,habitacion compartida,4.25,192.64,192.64,1 mes
ES,15,comunidad foral de navarra,navarra,10,habitacion privada,4.43,150.2,150.2,1 mes
ES,10,comunitat valenciana,comunitat valenciana,10,alternativo,4.26,199.16,199.16,1 mes
ES,10,comunitat valenciana,comunitat valenciana,10,apartamento,4.66,136.23,136.23,1 mes
ES,10,comunitat valenciana,comunitat valenciana,10,casa entera,4.64,218.63,218.63,1 mes
ES,10,comunitat valenciana,comunitat valenciana,10,habitacion compartida,3.65,66.06,66.06,1 mes
ES,10,comunitat valenciana,comunitat valenciana,10,habitacion privada,4.48,108.55,108.55,1 mes
ES,11,extremadura,extremadura,10,alternativo,4.05,173.03,173.03,1 mes
ES,11,extremadura,extremadura,10,apartamento,4.58,125.92,125.92,1 mes
ES,11,extremadura,extremadura,10,casa entera,4.57,184.72,184.72,1 mes
ES,11,extremadura,extremadura,10,habitacion compartida,3.67,77.6,77.6,1 mes
ES,11,extremadura,extremadura,10,habitacion privada,4.11,138.47,138.47,1 mes
ES,12,galicia,galicia,10,alternativo,4.48,168.79,168.79,1 mes
ES,12,galicia,galicia,10,apartamento,4.64,137.51,137.51,1 mes
ES,12,galicia,galicia,10,casa entera,4.73,179.64,179.64,1 mes
ES,12,galicia,galicia,10,habitacion compartida,4.46,61.1,61.1,1 mes
ES,12,galicia,galicia,10,habitacion privada,4.31,138.99,138.99,1 mes
ES,04,illes balears,balears,10,alternativo,4.47,460.68,460.68,1 mes
ES,04,illes balears,balears,10,apartamento,4.63,369.72,369.72,1 mes
ES,04,illes balears,balears,10,casa entera,4.69,597.05,597.05,1 mes
ES,04,illes balears,balears,10,habitacion compartida,3.12,1165.8,1165.8,1 mes
ES,04,illes balears,balears,10,habitacion privada,4.59,421.77,421.77,1 mes
ES,17,la rioja,rioja,10,alternativo,4.55,188.23,188.23,1 mes
ES,17,la rioja,rioja,10,apartamento,4.75,126.96,126.96,1 mes
ES,17,la rioja,rioja,10,casa entera,4.65,168.05,168.05,1 mes
ES,17,la rioja,rioja,10,habitacion compartida,0.67,80.33,80.33,1 mes
ES,17,la rioja,rioja,10,habitacion privada,4.48,113.31,113.31,1 mes
ES,19,melilla,melilla,10,alternativo,4.94,93.0,93.0,1 mes
ES,19,melilla,melilla,10,apartamento,4.89,93.28,93.28,1 mes
ES,19,melilla,melilla,10,casa entera,4.31,102.54,102.54,1 mes
ES,19,melilla,melilla,10,habitacion privada,3.79,62.78,62.78,1 mes
ES,16,pais vasco,pais vasco,10,alternativo,4.48,217.86,217.86,1 mes
ES,16,pais vasco,pais vasco,10,apartamento,4.69,152.72,152.72,1 mes
ES,16,pais vasco,pais vasco,10,casa entera,4.68,221.44,221.44,1 mes
ES,16,pais vasco,pais vasco,10,habitacion compartida,4.15,72.46,72.46,1 mes
ES,16,pais vasco,pais vasco,10,habitacion privada,4.55,134.99,134.99,1 mes
ES,03,principado de asturias,asturias,10,alternativo,4.53,163.21,163.21,1 mes
ES,03,principado de asturias,asturias,10,apartamento,4.62,129.75,129.75,1 mes
ES,03,principado de asturias,asturias,10,casa entera,4.71,191.11,191.11,1 mes
ES,03,principado de asturias,asturias,10,habitacion compartida,4.46,120.59,120.59,1 mes
ES,03,principado de asturias,asturias,10,habitacion privada,4.47,117.29,117.29,1 mes
ES,14,region de murcia,murcia,10,alternativo,4.35,200.88,200.88,1 mes
ES,14,region de murcia,murcia,10,apartamento,4.66,159.03,159.03,1 mes
ES,14,region de murcia,murcia,10,casa entera,4.64,238.44,238.44,1 mes
ES,14,region de murcia,murcia,10,habitacion compartida,3.81,67.98,67.98,1 mes
ES,14,region de murcia,murcia,10,habitacion privada,4.31,101.49,101.49,1 mes
ES,01,andalucia,andalucia,11,alternativo,4.48,268.22,268.22,1 mes
ES,01,andalucia,andalucia,11,apartamento,4.66,140.3,140.3,1 mes
ES,01,andalucia,andalucia,11,casa entera,4.68,254.83,254.83,1 mes
ES,01,andalucia,andalucia,11,habitacion compartida,4.14,52.96,52.96,1 mes
ES,01,andalucia,andalucia,11,habitacion privada,4.52,122.03,122.03,1 mes
ES,02,aragon,aragon,11,alternativo,4.44,164.8,164.8,1 mes
ES,02,aragon,aragon,11,apartamento,4.65,144.95,144.95,1 mes
ES,02,aragon,aragon,11,casa entera,4.65,198.94,198.94,1 mes
ES,02,aragon,aragon,11,habitacion compartida,3.64,66.9,66.9,1 mes
ES,02,aragon,aragon,11,habitacion privada,4.3,93.72,93.72,1 mes
ES,05,canarias,canarias,11,alternativo,4.62,115.15,115.15,1 mes
ES,05,canarias,canarias,11,apartamento,4.7,136.75,136.75,1 mes
ES,05,canarias,canarias,11,casa entera,4.72,224.72,224.72,1 mes
ES,05,canarias,canarias,11,habitacion compartida,4.57,43.09,43.09,1 mes
ES,05,canarias,canarias,11,habitacion privada,4.61,138.28,138.28,1 mes
ES,06,cantabria,cantabria,11,alternativo,4.64,208.62,208.62,1 mes
ES,06,cantabria,cantabria,11,apartamento,4.68,1753.37,1753.37,1 mes
ES,06,cantabria,cantabria,11,casa entera,4.7,250.48,250.48,1 mes
ES,06,cantabria,cantabria,11,habitacion compartida,4.08,52.31,52.31,1 mes
ES,06,cantabria,cantabria,11,habitacion privada,4.59,136.42,136.42,1 mes
ES,08,castilla - la mancha,castilla - la mancha,11,alternativo,4.38,207.19,207.19,1 mes
ES,08,castilla - la mancha,castilla - la mancha,11,apartamento,4.68,144.71,144.71,1 mes
ES,08,castilla - la mancha,castilla - la mancha,11,casa entera,4.57,226.87,226.87,1 mes
ES,08,castilla - la mancha,castilla - la mancha,11,habitacion compartida,3.1,77.64,77.64,1 mes
ES,08,castilla - la mancha,castilla - la mancha,11,habitacion privada,4.21,149.46,149.46,1 mes
ES,07,castilla y leon,castilla y leon,11,alternativo,4.51,180.13,180.13,1 mes
ES,07,castilla y leon,castilla y leon,11,apartamento,4.62,111.02,111.02,1 mes
ES,07,castilla y leon,castilla y leon,11,casa entera,4.63,211.78,211.78,1 mes
ES,07,castilla y leon,castilla y leon,11,habitacion compartida,3.87,56.39,56.39,1 mes
ES,07,castilla y leon,castilla y leon,11,habitacion privada,4.32,84.47,84.47,1 mes
ES,09,cataluna,cataluna,11,alternativo,4.39,208.88,208.88,1 mes
ES,09,cataluna,cataluna,11,apartamento,4.65,171.04,171.04,1 mes
ES,09,cataluna,cataluna,11,casa entera,4.61,281.64,281.64,1 mes
ES,09,cataluna,cataluna,11,habitacion compartida,4.14,45.74,45.74,1 mes
ES,09,cataluna,cataluna,11,habitacion privada,4.49,109.14,109.14,1 mes
ES,18,ceuta,ceuta,11,alternativo,4.12,62.83,62.83,1 mes
ES,18,ceuta,ceuta,11,casa entera,3.76,445.25,445.25,1 mes
ES,18,ceuta,ceuta,11,habitacion privada,4.26,58.78,58.78,1 mes
ES,13,comunidad de madrid,madrid,11,alternativo,4.03,163.14,163.14,1 mes
ES,13,comunidad de madrid,madrid,11,apartamento,4.61,278.0,278.0,1 mes
ES,13,comunidad de madrid,madrid,11,casa entera,4.57,211.92,211.92,1 mes
ES,13,comunidad de madrid,madrid,11,habitacion compartida,4.09,57.89,57.89,1 mes
ES,13,comunidad de madrid,madrid,11,habitacion privada,4.48,106.47,106.47,1 mes
ES,15,comunidad foral de navarra,navarra,11,alternativo,4.61,209.98,209.98,1 mes
ES,15,comunidad foral de navarra,navarra,11,apartamento,4.63,150.4,150.4,1 mes
ES,15,comunidad foral de navarra,navarra,11,casa entera,4.63,244.88,244.88,1 mes
ES,15,comunidad foral de navarra,navarra,11,habitacion compartida,4.16,197.44,197.44,1 mes
ES,15,comunidad foral de navarra,navarra,11,habitacion privada,4.42,128.48,128.48,1 mes
ES,10,comunitat valenciana,comunitat valenciana,11,alternativo,4.24,184.36,184.36,1 mes
ES,10,comunitat valenciana,comunitat valenciana,11,apartamento,4.66,119.82,119.82,1 mes
ES,10,comunitat valenciana,comunitat valenciana,11,casa entera,4.64,215.02,215.02,1 mes
ES,10,comunitat valenciana,comunitat valenciana,11,habitacion compartida,3.59,48.71,48.71,1 mes
ES,10,comunitat valenciana,comunitat valenciana,11,habitacion privada,4.47,85.71,85.71,1 mes
ES,11,extremadura,extremadura,11,alternativo,3.99,131.52,131.52,1 mes
ES,11,extremadura,extremadura,11,apartamento,4.6,117.15,117.15,1 mes
ES,11,extremadura,extremadura,11,casa entera,4.57,178.12,178.12,1 mes
ES,11,extremadura,extremadura,11,habitacion compartida,3.44,57.58,57.58,1 mes
ES,11,extremadura,extremadura,11,habitacion privada,4.04,148.64,148.64,1 mes
ES,12,galicia,galicia,11,alternativo,4.5,159.07,159.07,1 mes
ES,12,galicia,galicia,11,apartamento,4.65,133.63,133.63,1 mes
ES,12,galicia,galicia,11,casa entera,4.74,181.16,181.16,1 mes
ES,12,galicia,galicia,11,habitacion compartida,4.48,33.55,33.55,1 mes
ES,12,galicia,galicia,11,habitacion privada,4.27,113.82,113.82,1 mes
ES,04,illes balears,balears,11,alternativo,4.43,400.74,400.74,1 mes
ES,04,illes balears,balears,11,apartamento,4.56,428.95,428.95,1 mes
ES,04,illes balears,balears,11,casa entera,4.69,606.36,606.36,1 mes
ES,04,illes balears,balears,11,habitacion compartida,2.64,1080.62,1080.62,1 mes
ES,04,illes balears,balears,11,habitacion privada,4.58,398.03,398.03,1 mes
ES,17,la rioja,rioja,11,alternativo,4.37,201.63,201.63,1 mes
ES,17,la rioja,rioja,11,apartamento,4.77,116.52,116.52,1 mes
ES,17,la rioja,rioja,11,casa entera,4.64,168.03,168.03,1 mes
ES,17,la rioja,rioja,11,habitacion compartida,1.0,40.0,40.0,1 mes
ES,17,la rioja,rioja,11,habitacion privada,4.5,92.03,92.03,1 mes
ES,19,melilla,melilla,11,alternativo,4.94,83.0,83.0,1 mes
ES,19,melilla,melilla,11,apartamento,4.88,90.78,90.78,1 mes
ES,19,melilla,melilla,11,casa entera,4.15,100.5,100.5,1 mes
ES,19,melilla,melilla,11,habitacion privada,3.63,41.68,41.68,1 mes
ES,16,pais vasco,pais vasco,11,alternativo,4.44,230.02,230.02,1 mes
ES,16,pais vasco,pais vasco,11,apartamento,4.74,139.3,139.3,1 mes
ES,16,pais vasco,pais vasco,11,casa entera,4.69,220.96,220.96,1 mes
ES,16,pais vasco,pais vasco,11,habitacion compartida,4.12,38.72,38.72,1 mes
ES,16,pais vasco,pais vasco,11,habitacion privada,4.56,113.06,113.06,1 mes
ES,03,principado de asturias,asturias,11,alternativo,4.51,157.18,157.18,1 mes
ES,03,principado de asturias,asturias,11,apartamento,4.67,116.46,116.46,1 mes
ES,03,principado de asturias,asturias,11,casa entera,4.72,186.89,186.89,1 mes
ES,03,principado de asturias,asturias,11,habitacion compartida,4.4,38.74,38.74,1 mes
ES,03,principado de asturias,asturias,11,habitacion privada,4.43,126.25,126.25,1 mes
ES,14,region de murcia,murcia,11,alternativo,4.36,167.95,167.95,1 mes
ES,14,region de murcia,murcia,11,apartamento,4.66,131.45,131.45,1 mes
ES,14,region de murcia,murcia,11,casa entera,4.64,236.14,236.14,1 mes
ES,14,region de murcia,murcia,11,habitacion compartida,3.94,35.64,35.64,1 mes
ES,14,region de murcia,murcia,11,habitacion privada,4.37,82.9,82.9,1 mes
ES,01,andalucia,andalucia,12,alternativo,4.49,353.0,353.0,2-3 meses
ES,01,andalucia,andalucia,12,apartamento,4.66,160.84,160.84,2-3 meses
ES,01,andalucia,andalucia,12,casa entera,4.68,293.09,293.09,2-3 meses
ES,01,andalucia,andalucia,12,habitacion compartida,4.17,46.27,46.27,2-3 meses
ES,01,andalucia,andalucia,12,habitacion privada,4.52,125.68,125.68,2-3 meses
ES,02,aragon,aragon,12,alternativo,4.41,181.71,181.71,2-3 meses
ES,02,aragon,aragon,12,apartamento,4.66,151.59,151.59,2-3 meses
ES,02,aragon,aragon,12,casa entera,4.66,210.56,210.56,2-3 meses
ES,02,aragon,aragon,12,habitacion compartida,3.63,78.5,78.5,2-3 meses
ES,02,aragon,aragon,12,habitacion privada,4.28,93.65,93.65,2-3 meses
ES,05,canarias,canarias,12,alternativo,4.62,123.08,123.08,2-3 meses
ES,05,canarias,canarias,12,apartamento,4.72,144.5,144.5,2-3 meses
ES,05,canarias,canarias,12,casa entera,4.72,207.19,207.19,2-3 meses
ES,05,canarias,canarias,12,habitacion compartida,4.5,48.61,48.61,2-3 meses
ES,05,canarias,canarias,12,habitacion privada,4.62,110.14,110.14,2-3 meses
ES,06,cantabria,cantabria,12,alternativo,4.64,244.56,244.56,2-3 meses
ES,06,cantabria,cantabria,12,apartamento,4.69,573.72,573.72,2-3 meses
ES,06,cantabria,cantabria,12,casa entera,4.7,246.16,246.16,2-3 meses
ES,06,cantabria,cantabria,12,habitacion compartida,4.29,55.29,55.29,2-3 meses
ES,06,cantabria,cantabria,12,habitacion privada,4.57,111.58,111.58,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,12,alternativo,4.42,210.17,210.17,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,12,apartamento,4.68,149.62,149.62,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,12,casa entera,4.57,236.3,236.3,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,12,habitacion compartida,3.19,83.96,83.96,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,12,habitacion privada,4.19,135.92,135.92,2-3 meses
ES,07,castilla y leon,castilla y leon,12,alternativo,4.51,188.56,188.56,2-3 meses
ES,07,castilla y leon,castilla y leon,12,apartamento,4.64,115.89,115.89,2-3 meses
ES,07,castilla y leon,castilla y leon,12,casa entera,4.63,207.61,207.61,2-3 meses
ES,07,castilla y leon,castilla y leon,12,habitacion compartida,3.78,64.38,64.38,2-3 meses
ES,07,castilla y leon,castilla y leon,12,habitacion privada,4.3,87.94,87.94,2-3 meses
ES,09,cataluna,cataluna,12,alternativo,4.38,214.73,214.73,2-3 meses
ES,09,cataluna,cataluna,12,apartamento,4.65,177.75,177.75,2-3 meses
ES,09,cataluna,cataluna,12,casa entera,4.61,281.78,281.78,2-3 meses
ES,09,cataluna,cataluna,12,habitacion compartida,4.14,46.91,46.91,2-3 meses
ES,09,cataluna,cataluna,12,habitacion privada,4.5,110.52,110.52,2-3 meses
ES,18,ceuta,ceuta,12,alternativo,4.12,61.33,61.33,2-3 meses
ES,18,ceuta,ceuta,12,casa entera,3.76,424.83,424.83,2-3 meses
ES,18,ceuta,ceuta,12,habitacion privada,4.27,57.11,57.11,2-3 meses
ES,13,comunidad de madrid,madrid,12,alternativo,4.08,146.14,146.14,2-3 meses
ES,13,comunidad de madrid,madrid,12,apartamento,4.61,298.79,298.79,2-3 meses
ES,13,comunidad de madrid,madrid,12,casa entera,4.57,221.09,221.09,2-3 meses
ES,13,comunidad de madrid,madrid,12,habitacion compartida,4.17,56.63,56.63,2-3 meses
ES,13,comunidad de madrid,madrid,12,habitacion privada,4.48,113.1,113.1,2-3 meses
ES,15,comunidad foral de navarra,navarra,12,alternativo,4.58,236.79,236.79,2-3 meses
ES,15,comunidad foral de navarra,navarra,12,apartamento,4.55,184.51,184.51,2-3 meses
ES,15,comunidad foral de navarra,navarra,12,casa entera,4.62,258.28,258.28,2-3 meses
ES,15,comunidad foral de navarra,navarra,12,habitacion compartida,4.22,208.09,208.09,2-3 meses
ES,15,comunidad foral de navarra,navarra,12,habitacion privada,4.39,133.65,133.65,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,12,alternativo,4.22,193.86,193.86,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,12,apartamento,4.66,125.03,125.03,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,12,casa entera,4.64,216.34,216.34,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,12,habitacion compartida,3.35,91.26,91.26,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,12,habitacion privada,4.46,89.47,89.47,2-3 meses
ES,11,extremadura,extremadura,12,alternativo,3.95,136.29,136.29,2-3 meses
ES,11,extremadura,extremadura,12,apartamento,4.58,124.03,124.03,2-3 meses
ES,11,extremadura,extremadura,12,casa entera,4.56,185.76,185.76,2-3 meses
ES,11,extremadura,extremadura,12,habitacion compartida,3.0,63.07,63.07,2-3 meses
ES,11,extremadura,extremadura,12,habitacion privada,4.12,157.75,157.75,2-3 meses
ES,12,galicia,galicia,12,alternativo,4.49,171.25,171.25,2-3 meses
ES,12,galicia,galicia,12,apartamento,4.64,131.53,131.53,2-3 meses
ES,12,galicia,galicia,12,casa entera,4.74,178.58,178.58,2-3 meses
ES,12,galicia,galicia,12,habitacion compartida,4.19,83.71,83.71,2-3 meses
ES,12,galicia,galicia,12,habitacion privada,4.27,146.41,146.41,2-3 meses
ES,04,illes balears,balears,12,alternativo,4.48,493.48,493.48,2-3 meses
ES,04,illes balears,balears,12,apartamento,4.48,291.4,291.4,2-3 meses
ES,04,illes balears,balears,12,casa entera,4.69,549.2,549.2,2-3 meses
ES,04,illes balears,balears,12,habitacion compartida,2.44,1084.99,1084.99,2-3 meses
ES,04,illes balears,balears,12,habitacion privada,4.57,422.84,422.84,2-3 meses
ES,17,la rioja,rioja,12,alternativo,4.36,196.75,196.75,2-3 meses
ES,17,la rioja,rioja,12,apartamento,4.77,126.98,126.98,2-3 meses
ES,17,la rioja,rioja,12,casa entera,4.64,172.24,172.24,2-3 meses
ES,17,la rioja,rioja,12,habitacion compartida,0.5,134.0,134.0,2-3 meses
ES,17,la rioja,rioja,12,habitacion privada,4.44,95.91,95.91,2-3 meses
ES,19,melilla,melilla,12,alternativo,4.96,75.0,75.0,2-3 meses
ES,19,melilla,melilla,12,apartamento,4.88,99.61,99.61,2-3 meses
ES,19,melilla,melilla,12,casa entera,4.2,105.44,105.44,2-3 meses
ES,19,melilla,melilla,12,habitacion privada,3.69,42.66,42.66,2-3 meses
ES,16,pais vasco,pais vasco,12,alternativo,4.34,215.33,215.33,2-3 meses
ES,16,pais vasco,pais vasco,12,apartamento,4.57,148.22,148.22,2-3 meses
ES,16,pais vasco,pais vasco,12,casa entera,4.68,228.83,228.83,2-3 meses
ES,16,pais vasco,pais vasco,12,habitacion compartida,4.08,51.26,51.26,2-3 meses
ES,16,pais vasco,pais vasco,12,habitacion privada,4.54,109.86,109.86,2-3 meses
ES,03,principado de asturias,asturias,12,alternativo,4.51,186.89,186.89,2-3 meses
ES,03,principado de asturias,asturias,12,apartamento,4.66,117.2,117.2,2-3 meses
ES,03,principado de asturias,asturias,12,casa entera,4.72,182.19,182.19,2-3 meses
ES,03,principado de asturias,asturias,12,habitacion compartida,4.5,40.72,40.72,2-3 meses
ES,03,principado de asturias,asturias,12,habitacion privada,4.44,104.98,104.98,2-3 meses
ES,14,region de murcia,murcia,12,alternativo,4.31,171.57,171.57,2-3 meses
ES,14,region de murcia,murcia,12,apartamento,4.63,134.93,134.93,2-3 meses
ES,14,region de murcia,murcia,12,casa entera,4.65,212.57,212.57,2-3 meses
ES,14,region de murcia,murcia,12,habitacion compartida,3.79,31.2,31.2,2-3 meses
ES,14,region de murcia,murcia,12,habitacion privada,4.38,87.13,87.13,2-3 meses
