id_municipio,id_municipio_parcial,id_provincia,id_ccaa,nombre
07051472,051472,05,07,Narros del Castillo
07051488,051488,05,07,Narros del Puerto
07051526,051526,05,07,Nava de Arévalo
07051532,051532,05,07,Nava del Barco
07051511,051511,05,07,Navacepedilla de Corneja
07051547,051547,05,07,Navadijos
07051550,051550,05,07,Navaescurial
07051563,051563,05,07,Navahondilla
07051579,051579,05,07,Navalacruz
07051585,051585,05,07,Navalmoral
07051598,051598,05,07,Navalonguilla
07051602,051602,05,07,Navalosa
07051619,051619,05,07,Navalperal de Pinares
07051624,051624,05,07,Navalperal de Tormes
07051630,051630,05,07,Navaluenga
07051645,051645,05,07,Navaquesera
07051658,051658,05,07,Navarredonda de Gredos
07051661,051661,05,07,Navarredondilla
07051677,051677,05,07,Navarrevisca
07051683,051683,05,07,"Navas del Marqués, Las"
07051696,051696,05,07,Navatalgordo
07051700,051700,05,07,Navatejares
07051717,051717,05,07,Neila de San Miguel
07051722,051722,05,07,Niharra
07051738,051738,05,07,Ojos-Albos
07051743,051743,05,07,Orbita
07051756,051756,05,07,"Oso, El"
07051769,051769,05,07,Padiernos
07051775,051775,05,07,Pajares de Adaja
07051781,051781,05,07,Palacios de Goda
07051794,051794,05,07,Papatrigo
07051808,051808,05,07,"Parral, El"
07051815,051815,05,07,Pascualcobo
07051820,051820,05,07,Pedro Bernardo
07051836,051836,05,07,Pedro-Rodríguez
07051841,051841,05,07,Peguerinos
07051854,051854,05,07,Peñalba de Ávila
07051867,051867,05,07,Piedrahíta
07051873,051873,05,07,Piedralaves
07051889,051889,05,07,Poveda
07051892,051892,05,07,Poyales del Hoyo
07051906,051906,05,07,Pozanco
07051913,051913,05,07,Pradosegar
07051928,051928,05,07,Puerto Castilla
07051934,051934,05,07,Rasueros
07051949,051949,05,07,Riocabado
07051952,051952,05,07,Riofrío
07051965,051965,05,07,Rivilla de Barajas
07051971,051971,05,07,Salobral
07051987,051987,05,07,Salvadiós
07051990,051990,05,07,San Bartolomé de Béjar
07052004,052004,05,07,San Bartolomé de Corneja
07052011,052011,05,07,San Bartolomé de Pinares
07052063,052063,05,07,San Esteban de los Patos
07052085,052085,05,07,San Esteban de Zapardiel
07052079,052079,05,07,San Esteban del Valle
07052098,052098,05,07,San García de Ingelmos
07059014,059014,05,07,San Juan de Gredos
07052102,052102,05,07,San Juan de la Encinilla
07052119,052119,05,07,San Juan de la Nava
07052124,052124,05,07,San Juan del Molinillo
07052130,052130,05,07,San Juan del Olmo
07052145,052145,05,07,San Lorenzo de Tormes
07052158,052158,05,07,San Martín de la Vega del Alberche
07052161,052161,05,07,San Martín del Pimpollar
07052177,052177,05,07,San Miguel de Corneja
07052183,052183,05,07,San Miguel de Serrezuela
07052196,052196,05,07,San Pascual
07052200,052200,05,07,San Pedro del Arroyo
07052315,052315,05,07,San Vicente de Arévalo
07052047,052047,05,07,Sanchidrián
07052050,052050,05,07,Sanchorreja
07052222,052222,05,07,Santa Cruz de Pinares
07052217,052217,05,07,Santa Cruz del Valle
07052269,052269,05,07,Santa María de los Caballeros
07052243,052243,05,07,Santa María del Arroyo
07052256,052256,05,07,Santa María del Berrocal
07059029,059029,05,07,Santa María del Cubillo
07052275,052275,05,07,Santa María del Tiétar
07052281,052281,05,07,Santiago del Collado
07059040,059040,05,07,Santiago del Tormes
07052294,052294,05,07,Santo Domingo de las Posadas
07052308,052308,05,07,Santo Tomé de Zabarcos
07052320,052320,05,07,"Serrada, La"
07052336,052336,05,07,Serranillos
07052341,052341,05,07,Sigeres
07052354,052354,05,07,Sinlabajos
07052367,052367,05,07,Solana de Ávila
07052373,052373,05,07,Solana de Rioalmar
07052389,052389,05,07,Solosancho
07052392,052392,05,07,Sotalbo
07052406,052406,05,07,Sotillo de la Adrada
07052413,052413,05,07,"Tiemblo, El"
07052428,052428,05,07,Tiñosillos
07052434,052434,05,07,Tolbaños
07052449,052449,05,07,Tormellas
07052452,052452,05,07,Tornadizos de Ávila
07052471,052471,05,07,"Torre, La"
07052465,052465,05,07,Tórtoles
07052490,052490,05,07,Umbrías
07052510,052510,05,07,Vadillo de la Sierra
07052525,052525,05,07,Valdecasa
07052531,052531,05,07,Vega de Santa María
07052546,052546,05,07,Velayos
