AÑO;MES;CCAA;TIPO_VIVIENDA;VIVIENDAS_TURISTICAS;PLAZAS;VALORACIONES;PLAZAS_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;PRECIO
2025;6;Principado de Asturias;No aplica;0;0;;;0,0;
2025;6;Región de Murcia;Alternativo;97;415;3,74;4,28;0,01;196,66
2025;6;Región de Murcia;Apartamento;80;302;4,55;3,78;0,01;141,18
2025;6;Región de Murcia;Casa entera;6795;35734;4,68;5,26;0,8;189,2
2025;6;Región de Murcia;Habitación compartida;11;92;4,4;8,36;0,0;37,82
2025;6;Región de Murcia;Habitación privada;619;1422;4,2;2,3;0,07;94,05
2025;6;Región de Murcia;No aplica;0;0;;;0,0;
2025;6;Total Nacional;Alternativo;5672;23598;4,23;4,16;0,02;217,88
2025;6;Total Nacional;Apartamento;8986;32098;4,64;3,57;0,03;218,26
2025;6;Total Nacional;Casa entera;329733;1700400;4,67;5,16;1,25;280,01
2025;6;Total Nacional;Habitación compartida;814;2825;4,19;3,47;0,0;66,67
2025;6;Total Nacional;Habitación privada;46670;103444;4,38;2,22;0,18;141,04
2025;6;Total Nacional;No aplica;0;0;;;0,0;
2025;6;Total Nacional;Otros;76;108;1,52;1,42;0,0;195,97
2025;7;Andalucía;Alternativo;1275;5496;4,38;4,31;0,03;98,01
2025;7;Andalucía;Apartamento;1887;6705;4,64;3,55;0,04;64,63
2025;7;Andalucía;Casa entera;78202;403231;4,7;5,16;1,67;253,54
2025;7;Andalucía;Habitación compartida;66;237;4,06;3,59;0,0;29,06
2025;7;Andalucía;Habitación privada;6582;15689;4,38;2,38;0,14;72,6
2025;7;Andalucía;No aplica;0;0;;;0,0;
2025;7;Andalucía;Otros;11074;22;0,01;0,0;0,24;173,21
2025;7;Aragón;Alternativo;103;460;4,38;4,47;0,01;33,76
2025;7;Aragón;Apartamento;147;576;4,68;3,92;0,02;97,53
2025;7;Aragón;Casa entera;4283;24564;4,69;5,74;0,53;141,76
2025;7;Aragón;Habitación compartida;7;29;3,46;4,14;0,0;13,86
2025;7;Aragón;Habitación privada;818;2278;4,28;2,78;0,1;34,64
2025;7;Aragón;No aplica;0;0;;;0,0;
2025;7;Aragón;Otros;4;0;;0,0;0,0;32,25
2025;7;Canarias;Alternativo;821;2663;4,57;3,24;0,08;53,17
2025;7;Canarias;Apartamento;880;2699;4,68;3,07;0,08;63,42
2025;7;Canarias;Casa entera;41214;171502;4,72;4,16;3,79;151,43
2025;7;Canarias;Habitación compartida;232;614;4,33;2,65;0,02;11,66
2025;7;Canarias;Habitación privada;3104;6722;4,52;2,17;0,29;47,99
2025;7;Canarias;No aplica;0;0;;;0,0;
2025;7;Canarias;Otros;1346;15;0,01;0,01;0,12;170,09
2025;7;Cantabria;Alternativo;183;899;4,47;4,91;0,05;139,8
2025;7;Cantabria;Apartamento;155;568;4,63;3,66;0,04;54,3
2025;7;Cantabria;Casa entera;6695;36078;4,7;5,39;1,75;195,26
2025;7;Cantabria;Habitación compartida;10;61;4,0;6,1;0,0;
2025;7;Cantabria;Habitación privada;852;2249;4,45;2,64;0,22;60,96
2025;7;Cantabria;No aplica;0;0;;;0,0;
2025;7;Cantabria;Otros;12;0;;0,0;0,0;65,5
2025;7;Castilla - La Mancha;Alternativo;206;1019;4,2;4,95;0,02;88,73
2025;7;Castilla - La Mancha;Apartamento;141;512;4,7;3,63;0,01;23,82
2025;7;Castilla - La Mancha;Casa entera;3609;25045;4,65;6,94;0,28;127,56
2025;7;Castilla - La Mancha;Habitación compartida;15;40;2,73;2,67;0,0;
2025;7;Castilla - La Mancha;Habitación privada;1044;2707;4,03;2,59;0,08;78,11
2025;7;Castilla - La Mancha;No aplica;0;0;;;0,0;
2025;7;Castilla - La Mancha;Otros;9;4;0,56;0,44;0,0;28,89
2025;7;Castilla y León;Alternativo;199;924;4,33;4,64;0,01;55,21
2025;7;Castilla y León;Apartamento;215;781;4,56;3,63;0,01;20,29
2025;7;Castilla y León;Casa entera;7179;45149;4,68;6,29;0,41;108,77
2025;7;Castilla y León;Habitación compartida;20;87;2,83;4,35;0,0;2,75
2025;7;Castilla y León;Habitación privada;1538;4037;4,13;2,62;0,09;22,64
2025;7;Castilla y León;No aplica;0;0;;;0,0;
2025;7;Castilla y León;Otros;16;11;1,32;0,69;0,0;2,06
2025;7;Cataluña;Alternativo;814;3811;4,24;4,68;0,02;74,02
2025;7;Cataluña;Apartamento;1332;5096;4,65;3,83;0,03;87,49
2025;7;Cataluña;Casa entera;48080;268571;4,6;5,59;1,23;235,14
2025;7;Cataluña;Habitación compartida;110;340;4,08;3,09;0,0;13,95
2025;7;Cataluña;Habitación privada;9042;19143;4,44;2,12;0,23;73,04
2025;7;Cataluña;No aplica;0;0;;;0,0;
2025;7;Cataluña;Otros;178;8;0,1;0,04;0,0;27,98
2025;7;Ceuta;Alternativo;4;30;4,72;7,5;0,01;
2025;7;Ceuta;Casa entera;26;104;4,31;4,0;0,09;13,0
2025;7;Ceuta;Habitación privada;16;39;4,44;2,44;0,06;
2025;7;Ceuta;No aplica;0;0;;;0,0;
2025;7;Comunidad Foral de Navarra;Alternativo;46;233;4,21;5,07;0,01;82,67
2025;7;Comunidad Foral de Navarra;Apartamento;53;219;4,27;4,13;0,02;33,81
2025;7;Comunidad Foral de Navarra;Casa entera;1389;8978;4,67;6,46;0,42;96,03
2025;7;Comunidad Foral de Navarra;Habitación compartida;17;108;4,31;6,35;0,01;
2025;7;Comunidad Foral de Navarra;Habitación privada;638;1555;4,31;2,44;0,19;40,39
2025;7;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2025;7;Comunidad Foral de Navarra;Otros;22;0;;0,0;0,01;32,95
2025;7;Comunidad de Madrid;Alternativo;141;541;3,75;3,84;0,0;45,67
2025;7;Comunidad de Madrid;Apartamento;743;2625;4,62;3,53;0,03;59,69
2025;7;Comunidad de Madrid;Casa entera;14557;60936;4,58;4,19;0,49;91,34
2025;7;Comunidad de Madrid;Habitación compartida;152;384;4,07;2,53;0,01;2,43
2025;7;Comunidad de Madrid;Habitación privada;7274;13335;4,41;1,83;0,25;38,5
2025;7;Comunidad de Madrid;No aplica;0;0;;;0,0;
2025;7;Comunidad de Madrid;Otros;492;17;0,2;0,03;0,02;70,76
2025;7;Comunitat Valenciana;Alternativo;508;2060;3,92;4,06;0,02;95,93
2025;7;Comunitat Valenciana;Apartamento;1297;4908;4,67;3,78;0,04;79,75
2025;7;Comunitat Valenciana;Casa entera;52420;272684;4,65;5,2;1,6;208,48
2025;7;Comunitat Valenciana;Habitación compartida;51;226;3,62;4,43;0,0;19,96
2025;7;Comunitat Valenciana;Habitación privada;5926;12675;4,36;2,14;0,18;36,35
2025;7;Comunitat Valenciana;No aplica;0;0;;;0,0;
2025;7;Comunitat Valenciana;Otros;204;12;0,02;0,06;0,01;42,12
2025;7;Extremadura;Alternativo;61;223;3,87;3,66;0,01;159,1
2025;7;Extremadura;Apartamento;115;412;4,48;3,58;0,02;49,54
2025;7;Extremadura;Casa entera;1571;8523;4,62;5,43;0,23;78,41
2025;7;Extremadura;Habitación compartida;3;5;4,83;1,67;0,0;
2025;7;Extremadura;Habitación privada;359;1006;3,92;2,8;0,05;43,27
2025;7;Extremadura;No aplica;0;0;;;0,0;
2025;7;Extremadura;Otros;2;0;;0,0;0,0;
2025;7;Galicia;Alternativo;413;1631;4,12;3,95;0,02;61,96
2025;7;Galicia;Apartamento;392;1392;4,59;3,55;0,02;34,41
2025;7;Galicia;Casa entera;15885;86060;4,74;5,42;0,9;134,93
2025;7;Galicia;Habitación compartida;43;266;4,31;6,19;0,0;2,12
2025;7;Galicia;Habitación privada;1914;4732;4,0;2,47;0,11;39,22
2025;7;Galicia;No aplica;0;0;;;0,0;
2025;7;Galicia;Otros;84;2;0,06;0,02;0,0;26,21
2025;7;Illes Balears;Alternativo;304;1337;3,92;4,4;0,05;107,34
2025;7;Illes Balears;Apartamento;500;1708;4,59;3,42;0,08;147,94
2025;7;Illes Balears;Casa entera;20710;126197;4,68;6,09;3,18;584,6
2025;7;Illes Balears;Habitación compartida;3;12;3,09;4,0;0,0;
2025;7;Illes Balears;Habitación privada;2017;4570;4,59;2,27;0,31;159,73
2025;7;Illes Balears;No aplica;0;0;;;0,0;
2025;7;Illes Balears;Otros;62;0;;0,0;0,01;111,35
2025;7;La Rioja;Alternativo;17;119;4,24;7,0;0,01;8,82
2025;7;La Rioja;Apartamento;56;221;4,76;3,95;0,03;55,48
2025;7;La Rioja;Casa entera;1124;6653;4,73;5,92;0,55;82,2
2025;7;La Rioja;Habitación compartida;4;27;4,52;6,75;0,0;
2025;7;La Rioja;Habitación privada;133;367;4,53;2,76;0,06;19,91
2025;7;La Rioja;No aplica;0;0;;;0,0;
2025;7;La Rioja;Otros;2;0;;0,0;0,0;
2025;7;Melilla;Alternativo;1;2;5,0;2,0;0,0;77,0
2025;7;Melilla;Apartamento;4;21;4,91;5,25;0,01;34,25
2025;7;Melilla;Casa entera;26;125;4,59;4,81;0,09;44,31
2025;7;Melilla;Habitación privada;4;8;3,7;2,0;0,01;19,25
2025;7;Melilla;No aplica;0;0;;;0,0;
2025;7;Melilla;Otros;1;0;;0,0;0,0;
2025;7;País Vasco;Alternativo;103;508;4,32;4,93;0,01;50,71
2025;7;País Vasco;Apartamento;100;352;4,74;3,52;0,01;26,48
2025;7;País Vasco;Casa entera;4268;20139;4,72;4,72;0,4;129,16
2025;7;País Vasco;Habitación compartida;42;111;4,58;2,64;0,0;5,83
2025;7;País Vasco;Habitación privada;1765;4094;4,45;2,32;0,16;46,06
2025;7;País Vasco;No aplica;0;0;;;0,0;
2025;7;País Vasco;Otros;10;4;0,49;0,4;0,0;
2025;7;Principado de Asturias;Alternativo;111;443;4,34;3,99;0,02;79,22
2025;7;Principado de Asturias;Apartamento;183;594;4,62;3,25;0,03;49,91
2025;7;Principado de Asturias;Casa entera;7504;37964;4,73;5,06;1,11;161,08
2025;7;Principado de Asturias;Habitación compartida;15;49;4,35;3,27;0,0;1,93
2025;7;Principado de Asturias;Habitación privada;755;1902;4,25;2,52;0,11;48,07
2025;7;Principado de Asturias;No aplica;0;0;;;0,0;
2025;7;Principado de Asturias;Otros;18;0;;0,0;0,0;58,11
2025;7;Región de Murcia;Alternativo;89;378;3,83;4,25;0,01;35,96
2025;7;Región de Murcia;Apartamento;78;288;4,6;3,69;0,01;36,45
2025;7;Región de Murcia;Casa entera;6628;34895;4,67;5,26;0,79;153,28
2025;7;Región de Murcia;Habitación compartida;11;77;4,4;7,0;0,0;6,18
2025;7;Región de Murcia;Habitación privada;598;1362;4,18;2,28;0,07;25,49
2025;7;Región de Murcia;No aplica;0;0;;;0,0;
2025;7;Región de Murcia;Otros;8;0;;0,0;0,0;32,0
2025;7;Total Nacional;Alternativo;5399;22777;4,26;4,22;0,02;79,93
2025;7;Total Nacional;Apartamento;8278;29677;4,64;3,59;0,03;70,72
2025;7;Total Nacional;Casa entera;315370;1637398;4,67;5,19;1,19;222,48
2025;7;Total Nacional;Habitación compartida;801;2673;4,11;3,34;0,0;10,15
2025;7;Total Nacional;Habitación privada;44379;98470;4,37;2,22;0,17;57,54
2025;7;Total Nacional;No aplica;0;0;;;0,0;
2025;7;Total Nacional;Otros;13544;95;0,02;0,01;0,05;163,01
2025;8;Andalucía;Alternativo;1283;5551;4,42;4,33;0,03;254,69
2025;8;Andalucía;Apartamento;2314;8161;4,67;3,53;0,05;271,77
2025;8;Andalucía;Casa entera;85922;432208;4,7;5,03;1,84;321,13
2025;8;Andalucía;Habitación compartida;84;286;4,15;3,4;0,0;80,58
2025;8;Andalucía;Habitación privada;7231;17140;4,43;2,37;0,15;191,43
2025;8;Andalucía;No aplica;0;0;;;0,0;
2025;8;Andalucía;Otros;772;36;0,04;0,05;0,02;451,27
2025;8;Aragón;Alternativo;99;444;4,42;4,48;0,01;206,04
2025;8;Aragón;Apartamento;127;498;4,74;3,92;0,02;173,16
2025;8;Aragón;Casa entera;3908;22445;4,71;5,74;0,48;219,36
2025;8;Aragón;Habitación compartida;9;41;3,25;4,56;0,0;157,56
2025;8;Aragón;Habitación privada;794;2206;4,3;2,78;0,1;143,69
2025;8;Aragón;No aplica;0;0;;;0,0;
2025;8;Aragón;Otros;27;0;;0,0;0,0;153,85
2025;8;Canarias;Alternativo;791;2572;4,54;3,25;0,07;128,46
2025;8;Canarias;Apartamento;781;2404;4,71;3,08;0,07;140,97
2025;8;Canarias;Casa entera;39446;165168;4,72;4,19;3,62;244,73
2025;8;Canarias;Habitación compartida;232;675;4,51;2,91;0,02;70,44
2025;8;Canarias;Habitación privada;3071;6692;4,53;2,18;0,28;109,3
2025;8;Canarias;No aplica;0;0;;;0,0;
2025;8;Canarias;Otros;241;16;0,13;0,07;0,02;426,71
2025;8;Cantabria;Alternativo;163;795;4,65;4,88;0,04;237,53
2025;8;Cantabria;Apartamento;134;501;4,64;3,74;0,03;161,99
2025;8;Cantabria;Casa entera;5705;30991;4,7;5,43;1,49;259,46
2025;8;Cantabria;Habitación compartida;13;89;4,15;6,85;0,0;78,46
2025;8;Cantabria;Habitación privada;803;2100;4,53;2,62;0,21;133,23
2025;8;Cantabria;No aplica;0;0;;;0,0;
2025;8;Cantabria;Otros;114;0;;0,0;0,03;295,18
2025;8;Castilla - La Mancha;Alternativo;203;1001;4,22;4,93;0,02;226,6
2025;8;Castilla - La Mancha;Apartamento;124;471;4,69;3,8;0,01;146,92
2025;8;Castilla - La Mancha;Casa entera;3202;22721;4,66;7,1;0,24;275,86
2025;8;Castilla - La Mancha;Habitación compartida;13;33;2,79;2,54;0,0;71,62
2025;8;Castilla - La Mancha;Habitación privada;1001;2565;4,07;2,56;0,08;201,33
2025;8;Castilla - La Mancha;No aplica;0;0;;;0,0;
2025;8;Castilla - La Mancha;Otros;19;4;0,26;0,21;0,0;183,68
2025;8;Castilla y León;Alternativo;195;915;4,48;4,69;0,01;205,81
2025;8;Castilla y León;Apartamento;188;670;4,61;3,56;0,01;131,87
2025;8;Castilla y León;Casa entera;6518;41334;4,69;6,34;0,37;261,64
2025;8;Castilla y León;Habitación compartida;22;89;2,74;4,05;0,0;99,55
2025;8;Castilla y León;Habitación privada;1459;3857;4,22;2,64;0,08;90,84
2025;8;Castilla y León;No aplica;0;0;;;0,0;
2025;8;Castilla y León;Otros;83;9;0,21;0,11;0,0;175,11
2025;8;Cataluña;Alternativo;776;3590;4,27;4,63;0,02;258,52
2025;8;Cataluña;Apartamento;1307;4985;4,66;3,81;0,03;301,46
2025;8;Cataluña;Casa entera;46822;261570;4,6;5,59;1,2;329,84
2025;8;Cataluña;Habitación compartida;126;333;4,18;2,64;0,0;86,2
2025;8;Cataluña;Habitación privada;8907;18818;4,43;2,11;0,23;149,13
2025;8;Cataluña;No aplica;0;0;;;0,0;
2025;8;Cataluña;Otros;578;10;0,04;0,02;0,01;228,2
2025;8;Ceuta;Alternativo;4;30;4,78;7,5;0,01;62,25
2025;8;Ceuta;Casa entera;21;82;4,2;3,9;0,07;117,95
2025;8;Ceuta;Habitación privada;15;37;4,47;2,47;0,05;63,87
2025;8;Ceuta;No aplica;0;0;;;0,0;
2025;8;Ceuta;Otros;1;0;;0,0;0,0;136,0
2025;8;Comunidad Foral de Navarra;Alternativo;43;219;4,28;5,09;0,01;274,35
2025;8;Comunidad Foral de Navarra;Apartamento;54;223;4,53;4,13;0,02;198,76
2025;8;Comunidad Foral de Navarra;Casa entera;1236;8108;4,72;6,56;0,38;281,92
2025;8;Comunidad Foral de Navarra;Habitación compartida;17;108;4,3;6,35;0,01;178,12
2025;8;Comunidad Foral de Navarra;Habitación privada;573;1385;4,33;2,42;0,17;153,4
2025;8;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2025;8;Comunidad Foral de Navarra;Otros;27;4;0,19;0,15;0,01;158,67
2025;8;Comunidad de Madrid;Alternativo;123;471;3,69;3,83;0,0;184,27
2025;8;Comunidad de Madrid;Apartamento;713;2522;4,65;3,54;0,02;281,48
2025;8;Comunidad de Madrid;Casa entera;14551;60924;4,58;4,19;0,49;223,61
2025;8;Comunidad de Madrid;Habitación compartida;150;446;4,15;2,97;0,01;57,53
2025;8;Comunidad de Madrid;Habitación privada;6854;12735;4,39;1,86;0,23;122,32
2025;8;Comunidad de Madrid;No aplica;0;0;;;0,0;
2025;8;Comunidad de Madrid;Otros;211;13;0,14;0,06;0,01;121,87
2025;8;Comunitat Valenciana;Alternativo;485;1954;4,01;4,03;0,01;198,89
2025;8;Comunitat Valenciana;Apartamento;1177;4422;4,69;3,76;0,04;227,65
2025;8;Comunitat Valenciana;Casa entera;45266;235319;4,65;5,2;1,38;280,26
2025;8;Comunitat Valenciana;Habitación compartida;50;203;3,38;4,06;0,0;48,7
2025;8;Comunitat Valenciana;Habitación privada;5642;12105;4,37;2,15;0,17;132,32
2025;8;Comunitat Valenciana;No aplica;0;0;;;0,0;
2025;8;Comunitat Valenciana;Otros;541;4;0,01;0,01;0,02;210,96
2025;8;Extremadura;Alternativo;65;237;3,92;3,65;0,01;164,38
2025;8;Extremadura;Apartamento;117;431;4,48;3,68;0,02;154,69
2025;8;Extremadura;Casa entera;1552;8429;4,68;5,43;0,22;208,9
2025;8;Extremadura;Habitación compartida;3;5;4,89;1,67;0,0;63,0
2025;8;Extremadura;Habitación privada;335;920;4,02;2,75;0,05;101,72
2025;8;Extremadura;No aplica;0;0;;;0,0;
2025;8;Extremadura;Otros;23;0;;0,0;0,0;131,65
2025;8;Galicia;Alternativo;383;1524;4,14;3,98;0,02;192,86
2025;8;Galicia;Apartamento;302;1077;4,63;3,57;0,02;155,14
2025;8;Galicia;Casa entera;13297;72259;4,76;5,43;0,76;212,9
2025;8;Galicia;Habitación compartida;40;259;4,52;6,48;0,0;33,2
2025;8;Galicia;Habitación privada;1832;4539;4,11;2,48;0,1;156,44
2025;8;Galicia;No aplica;0;0;;;0,0;
2025;8;Galicia;Otros;254;2;0,02;0,01;0,01;170,82
2025;8;Illes Balears;Alternativo;293;1258;4,25;4,29;0,04;621,84
2025;8;Illes Balears;Apartamento;449;1474;4,61;3,28;0,07;362,42
2025;8;Illes Balears;Casa entera;19904;121181;4,68;6,09;3,05;655,26
2025;8;Illes Balears;Habitación compartida;5;19;2,76;3,8;0,0;429,0
2025;8;Illes Balears;Habitación privada;1946;4386;4,6;2,25;0,3;313,56
2025;8;Illes Balears;No aplica;0;0;;;0,0;
2025;8;Illes Balears;Otros;138;0;;0,0;0,02;1150,12
2025;8;La Rioja;Alternativo;17;121;4,51;7,12;0,01;214,18
2025;8;La Rioja;Apartamento;54;211;4,76;3,91;0,03;159,07
2025;8;La Rioja;Casa entera;1082;6426;4,74;5,94;0,53;206,36
2025;8;La Rioja;Habitación compartida;4;27;4,52;6,75;0,0;138,0
2025;8;La Rioja;Habitación privada;123;342;4,64;2,78;0,06;110,5
2025;8;La Rioja;No aplica;0;0;;;0,0;
2025;8;La Rioja;Otros;5;0;;0,0;0,0;158,6
2025;8;Melilla;Apartamento;4;21;4,91;5,25;0,01;123,75
2025;8;Melilla;Casa entera;21;99;4,77;4,71;0,07;118,14
2025;8;Melilla;Habitación privada;3;6;3,33;2,0;0,01;35,67
2025;8;Melilla;No aplica;0;0;;;0,0;
2025;8;Melilla;Otros;1;0;;0,0;0,0;92,0
2025;8;País Vasco;Alternativo;94;465;4,43;4,95;0,01;267,19
2025;8;País Vasco;Apartamento;98;345;4,73;3,52;0,01;213,82
2025;8;País Vasco;Casa entera;4036;18882;4,73;4,68;0,38;348,08
2025;8;País Vasco;Habitación compartida;47;159;4,73;3,38;0,0;73,62
2025;8;País Vasco;Habitación privada;1695;3956;4,47;2,33;0,16;190,45
2025;8;País Vasco;No aplica;0;0;;;0,0;
2025;8;País Vasco;Otros;44;4;0,11;0,09;0,0;263,86
2025;8;Principado de Asturias;Alternativo;115;453;4,37;3,94;0,02;187,53
2025;8;Principado de Asturias;Apartamento;175;567;4,56;3,24;0,03;168,13
2025;8;Principado de Asturias;Casa entera;6903;34968;4,73;5,07;1,02;254,28
2025;8;Principado de Asturias;Habitación compartida;19;110;4,4;5,79;0,0;179,95
2025;8;Principado de Asturias;Habitación privada;733;1833;4,37;2,5;0,11;119,89
2025;8;Principado de Asturias;No aplica;0;0;;;0,0;
2025;8;Principado de Asturias;Otros;73;0;;0,0;0,01;179,38
2025;8;Región de Murcia;Alternativo;84;373;3,86;4,44;0,01;177,99
2025;8;Región de Murcia;Apartamento;61;238;4,6;3,9;0,01;184,69
2025;8;Región de Murcia;Casa entera;5500;28979;4,67;5,27;0,65;305,52
2025;8;Región de Murcia;Habitación compartida;12;93;4,45;7,75;0,0;37,17
2025;8;Región de Murcia;Habitación privada;541;1232;4,17;2,28;0,06;103,43
2025;8;Región de Murcia;No aplica;0;0;;;0,0;
2025;8;Región de Murcia;Otros;30;0;;0,0;0,0;263,9
2025;8;Total Nacional;Alternativo;5216;21973;4,32;4,21;0,02;237,24
2025;8;Total Nacional;Apartamento;8179;29221;4,66;3,57;0,03;244,22
2025;8;Total Nacional;Casa entera;304892;1572093;4,68;5,16;1,15;312,15
2025;8;Total Nacional;Habitación compartida;846;2975;4,2;3,52;0,0;77,02
2025;8;Total Nacional;Habitación privada;43558;96854;4,39;2,22;0,16;153,55
2025;8;Total Nacional;No aplica;0;0;;;0,0;
2025;8;Total Nacional;Otros;3182;102;0,05;0,03;0,01;321,13
2025;9;Andalucía;Alternativo;1267;5508;4,44;4,35;0,03;252,63
2025;9;Andalucía;Apartamento;2304;8136;4,68;3,53;0,05;176,24
2025;9;Andalucía;Casa entera;83955;421768;4,69;5,02;1,8;297,78
2025;9;Andalucía;Habitación compartida;90;289;3,89;3,21;0,0;58,96
2025;9;Andalucía;Habitación privada;7175;17094;4,43;2,38;0,15;169,17
2025;9;Andalucía;No aplica;0;0;;;0,0;
2025;9;Andalucía;Otros;1268;18;0,01;0,01;0,03;308,84
2025;9;Aragón;Alternativo;96;430;4,45;4,48;0,01;192,13
2025;9;Aragón;Apartamento;126;498;4,71;3,95;0,02;166,21
2025;9;Aragón;Casa entera;3872;22312;4,71;5,76;0,48;215,33
2025;9;Aragón;Habitación compartida;10;42;3,42;4,2;0,0;145,6
2025;9;Aragón;Habitación privada;787;2160;4,32;2,74;0,1;188,49
2025;9;Aragón;No aplica;0;0;;;0,0;
2025;9;Aragón;Otros;42;0;;0,0;0,01;165,64
2025;9;Canarias;Alternativo;748;2449;4,53;3,27;0,07;128,49
2025;9;Canarias;Apartamento;810;2473;4,68;3,05;0,07;143,14
2025;9;Canarias;Casa entera;40072;167465;4,72;4,18;3,68;241,85
2025;9;Canarias;Habitación compartida;231;608;4,52;2,63;0,02;65,54
2025;9;Canarias;Habitación privada;2975;6532;4,53;2,2;0,27;104,53
2025;9;Canarias;No aplica;0;0;;;0,0;
2025;9;Canarias;Otros;491;15;0,06;0,03;0,05;415,48
2025;9;Cantabria;Alternativo;146;734;4,57;5,03;0,04;222,34
2025;9;Cantabria;Apartamento;139;513;4,69;3,69;0,04;1054,87
2025;9;Cantabria;Casa entera;5368;29221;4,71;5,44;1,4;233,98
2025;9;Cantabria;Habitación compartida;11;80;4,28;7,27;0,0;67,45
2025;9;Cantabria;Habitación privada;778;2062;4,55;2,65;0,2;116,36
2025;9;Cantabria;No aplica;0;0;;;0,0;
2025;9;Cantabria;Otros;152;0;;0,0;0,04;200,75
2025;9;Castilla - La Mancha;Alternativo;197;974;4,31;4,94;0,02;229,9
2025;9;Castilla - La Mancha;Apartamento;123;464;4,7;3,77;0,01;152,3
2025;9;Castilla - La Mancha;Casa entera;3211;22662;4,67;7,06;0,24;277,33
2025;9;Castilla - La Mancha;Habitación compartida;14;36;3,15;2,57;0,0;76,07
2025;9;Castilla - La Mancha;Habitación privada;956;2445;4,0;2,56;0,07;218,12
2025;9;Castilla - La Mancha;No aplica;0;0;;;0,0;
2025;9;Castilla - La Mancha;Otros;60;4;0,08;0,07;0,0;175,87
2025;9;Castilla y León;Alternativo;175;844;4,46;4,82;0,01;208,2
2025;9;Castilla y León;Apartamento;185;659;4,63;3,56;0,01;123,49
2025;9;Castilla y León;Casa entera;6410;40752;4,69;6,36;0,37;251,37
2025;9;Castilla y León;Habitación compartida;24;91;3,42;3,79;0,0;107,13
2025;9;Castilla y León;Habitación privada;1431;3797;4,15;2,65;0,08;91,26
2025;9;Castilla y León;No aplica;0;0;;;0,0;
2025;9;Castilla y León;Otros;122;14;0,21;0,11;0,01;239,36
2025;9;Cataluña;Alternativo;729;3438;4,26;4,72;0,02;251,22
2025;9;Cataluña;Apartamento;1291;4948;4,66;3,83;0,03;226,71
2025;9;Cataluña;Casa entera;44673;248864;4,61;5,57;1,14;319,37
2025;9;Cataluña;Habitación compartida;132;330;4,08;2,5;0,0;79,7
2025;9;Cataluña;Habitación privada;8495;17822;4,41;2,1;0,22;155,48
2025;9;Cataluña;No aplica;0;0;;;0,0;
2025;9;Cataluña;Otros;942;8;0,01;0,01;0,02;220,1
2025;9;Ceuta;Alternativo;4;30;4,73;7,5;0,01;63,0
2025;9;Ceuta;Casa entera;19;84;4,1;4,42;0,07;119,68
2025;9;Ceuta;Habitación privada;14;35;4,58;2,5;0,05;66,36
2025;9;Ceuta;No aplica;0;0;;;0,0;
2025;9;Ceuta;Otros;1;0;;0,0;0,0;137,0
2025;9;Comunidad Foral de Navarra;Alternativo;43;220;4,4;5,12;0,01;277,37
2025;9;Comunidad Foral de Navarra;Apartamento;54;223;4,53;4,13;0,02;175,78
2025;9;Comunidad Foral de Navarra;Casa entera;1212;7964;4,73;6,57;0,37;271,14
2025;9;Comunidad Foral de Navarra;Habitación compartida;23;157;4,48;6,83;0,01;174,35
2025;9;Comunidad Foral de Navarra;Habitación privada;565;1392;4,28;2,46;0,17;162,5
2025;9;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2025;9;Comunidad Foral de Navarra;Otros;22;4;0,23;0,18;0,01;165,18
2025;9;Comunidad de Madrid;Alternativo;124;479;3,69;3,86;0,0;181,77
2025;9;Comunidad de Madrid;Apartamento;697;2477;4,64;3,55;0,02;350,92
2025;9;Comunidad de Madrid;Casa entera;14304;59919;4,58;4,19;0,48;258,78
2025;9;Comunidad de Madrid;Habitación compartida;146;436;4,25;2,99;0,0;67,22
2025;9;Comunidad de Madrid;Habitación privada;6622;12461;4,36;1,88;0,22;125,14
2025;9;Comunidad de Madrid;No aplica;0;0;;;0,0;
2025;9;Comunidad de Madrid;Otros;352;43;0,35;0,12;0,01;181,52
2025;9;Comunitat Valenciana;Alternativo;464;1882;4,04;4,06;0,01;195,72
2025;9;Comunitat Valenciana;Apartamento;1168;4396;4,68;3,76;0,04;182,42
2025;9;Comunitat Valenciana;Casa entera;44137;228690;4,65;5,18;1,34;246,71
2025;9;Comunitat Valenciana;Habitación compartida;56;180;3,74;3,21;0,0;59,55
2025;9;Comunitat Valenciana;Habitación privada;5320;11490;4,39;2,16;0,16;111,81
2025;9;Comunitat Valenciana;No aplica;0;0;;;0,0;
2025;9;Comunitat Valenciana;Otros;850;4;0,01;0,0;0,03;207,53
2025;9;Extremadura;Alternativo;66;245;3,99;3,71;0,01;173,0
2025;9;Extremadura;Apartamento;115;408;4,57;3,55;0,02;139,56
2025;9;Extremadura;Casa entera;1530;8322;4,67;5,44;0,22;212,38
2025;9;Extremadura;Habitación compartida;4;6;3,55;1,5;0,0;63,25
2025;9;Extremadura;Habitación privada;314;879;4,12;2,8;0,05;107,28
2025;9;Extremadura;No aplica;0;0;;;0,0;
2025;9;Extremadura;Otros;34;0;;0,0;0,0;116,24
2025;9;Galicia;Alternativo;360;1424;4,35;3,96;0,02;180,3
