AÑO;MES;CCAA;TIPO_VIVIENDA;VIVIENDAS_TURISTICAS;PLAZAS;VALORACIONES;PLAZAS_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;PRECIO
2023;9;Castilla y León;Otros;5;14;4,59;2,8;0,0;90,6
2023;9;Cataluña;Alternativo;786;3743;4,67;4,76;0,02;203,08
2023;9;Cataluña;Apartamento;1210;5146;4,64;4,25;0,03;171,18
2023;9;Cataluña;Casa entera;48338;280910;4,58;5,81;1,24;315,06
2023;9;Cataluña;Habitación compartida;46;133;4,44;2,89;0,0;47,76
2023;9;Cataluña;Habitación privada;6505;18029;4,62;2,77;0,17;109,16
2023;9;Cataluña;No aplica;0;0;;;0,0;
2023;9;Cataluña;Otros;5;6;4,59;1,2;0,0;226,6
2023;9;Ceuta;Alternativo;1;5;4,31;5,0;0,0;81,0
2023;9;Ceuta;Casa entera;37;150;2,91;4,05;0,13;504,43
2023;9;Ceuta;Habitación privada;9;33;3,81;3,67;0,03;59,78
2023;9;Ceuta;No aplica;0;0;;;0,0;
2023;9;Comunidad Foral de Navarra;Alternativo;27;148;4,68;5,48;0,01;212,44
2023;9;Comunidad Foral de Navarra;Apartamento;39;167;4,75;4,28;0,01;170,18
2023;9;Comunidad Foral de Navarra;Casa entera;1053;6032;4,51;5,73;0,32;250,47
2023;9;Comunidad Foral de Navarra;Habitación compartida;15;135;4,16;9,0;0,0;220,07
2023;9;Comunidad Foral de Navarra;Habitación privada;448;1285;4,62;2,87;0,14;116,04
2023;9;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2023;9;Comunidad de Madrid;Alternativo;137;526;4,67;3,84;0,0;141,79
2023;9;Comunidad de Madrid;Apartamento;722;2833;4,62;3,92;0,02;270,38
2023;9;Comunidad de Madrid;Casa entera;13739;63990;4,53;4,66;0,46;217,14
2023;9;Comunidad de Madrid;Habitación compartida;96;287;4,67;2,99;0,0;49,47
2023;9;Comunidad de Madrid;Habitación privada;5846;14755;4,61;2,52;0,2;102,44
2023;9;Comunidad de Madrid;No aplica;0;0;;;0,0;
2023;9;Comunidad de Madrid;Otros;9;17;4,67;1,89;0,0;124,0
2023;9;Comunitat Valenciana;Alternativo;565;2474;4,7;4,38;0,02;196,03
2023;9;Comunitat Valenciana;Apartamento;1398;5749;4,64;4,11;0,04;126,24
2023;9;Comunitat Valenciana;Casa entera;55409;298281;4,62;5,38;1,69;240,25
2023;9;Comunitat Valenciana;Habitación compartida;35;152;4,71;4,34;0,0;65,69
2023;9;Comunitat Valenciana;Habitación privada;5530;14572;4,62;2,64;0,17;87,33
2023;9;Comunitat Valenciana;No aplica;0;0;;;0,0;
2023;9;Comunitat Valenciana;Otros;6;5;4,67;0,83;0,0;116,5
2023;9;Extremadura;Alternativo;53;177;4,12;3,34;0,01;113,21
2023;9;Extremadura;Apartamento;138;551;4,72;3,99;0,02;119,76
2023;9;Extremadura;Casa entera;1405;7521;4,43;5,35;0,2;172,55
2023;9;Extremadura;Habitación compartida;5;16;4,67;3,2;0,0;39,2
2023;9;Extremadura;Habitación privada;241;761;4,57;3,16;0,03;138,18
2023;9;Extremadura;No aplica;0;0;;;0,0;
2023;9;Galicia;Alternativo;424;1735;4,73;4,09;0,02;161,99
2023;9;Galicia;Apartamento;397;1432;4,74;3,61;0,02;138,08
2023;9;Galicia;Casa entera;16951;92899;4,69;5,48;0,96;182,46
2023;9;Galicia;Habitación compartida;40;229;4,79;5,73;0,0;37,8
2023;9;Galicia;Habitación privada;1860;5528;4,67;2,97;0,11;136,2
2023;9;Galicia;No aplica;0;0;;;0,0;
2023;9;Galicia;Otros;3;7;4,74;2,33;0,0;56,67
2023;9;Illes Balears;Alternativo;446;1860;4,7;4,17;0,07;390,75
2023;9;Illes Balears;Apartamento;527;2114;4,68;4,01;0,08;313,77
2023;9;Illes Balears;Casa entera;24643;157264;4,69;6,38;3,78;736,98
2023;9;Illes Balears;Habitación compartida;6;16;3,2;2,67;0,0;1755,0
2023;9;Illes Balears;Habitación privada;2213;6074;4,66;2,74;0,34;305,18
2023;9;Illes Balears;No aplica;0;0;;;0,0;
2023;9;La Rioja;Alternativo;14;99;4,52;7,07;0,01;226,43
2023;9;La Rioja;Apartamento;61;268;4,77;4,39;0,03;125,62
2023;9;La Rioja;Casa entera;1193;6845;4,48;5,74;0,58;169,81
2023;9;La Rioja;Habitación privada;107;366;4,79;3,42;0,05;98,27
2023;9;La Rioja;No aplica;0;0;;;0,0;
2023;9;Melilla;Alternativo;1;1;4,9;1,0;0,0;112,0
2023;9;Melilla;Apartamento;3;17;4,82;5,67;0,01;86,67
2023;9;Melilla;Casa entera;45;207;3,5;4,6;0,15;103,96
2023;9;Melilla;Habitación privada;5;11;4,75;2,2;0,02;59,4
2023;9;Melilla;No aplica;0;0;;;0,0;
2023;9;País Vasco;Alternativo;86;399;4,75;4,64;0,01;223,01
2023;9;País Vasco;Apartamento;117;424;4,76;3,62;0,01;133,1
2023;9;País Vasco;Casa entera;4086;20053;4,58;4,91;0,38;228,13
2023;9;País Vasco;Habitación compartida;20;32;4,66;1,6;0,0;35,9
2023;9;País Vasco;Habitación privada;1221;3338;4,67;2,73;0,11;98,6
2023;9;País Vasco;No aplica;0;0;;;0,0;
2023;9;País Vasco;Otros;2;9;4,78;4,5;0,0;175,0
2023;9;Principado de Asturias;Alternativo;111;421;4,79;3,79;0,02;162,78
2023;9;Principado de Asturias;Apartamento;187;668;4,77;3,57;0,03;118,12
2023;9;Principado de Asturias;Casa entera;6842;35541;4,68;5,19;1,01;198,97
2023;9;Principado de Asturias;Habitación compartida;17;32;4,68;1,88;0,0;42,35
2023;9;Principado de Asturias;Habitación privada;633;1820;4,68;2,88;0,09;106,61
2023;9;Principado de Asturias;No aplica;0;0;;;0,0;
2023;9;Principado de Asturias;Otros;6;0;4,68;0,0;0,0;105,5
2023;9;Región de Murcia;Alternativo;84;398;4,63;4,74;0,01;311,46
2023;9;Región de Murcia;Apartamento;83;315;4,68;3,8;0,01;184,36
2023;9;Región de Murcia;Casa entera;7252;38406;4,6;5,3;0,86;295,2
2023;9;Región de Murcia;Habitación compartida;5;43;4,66;8,6;0,0;33,6
2023;9;Región de Murcia;Habitación privada;554;1627;4,6;2,94;0,07;105,14
2023;9;Región de Murcia;No aplica;0;0;;;0,0;
2023;9;Total Nacional;Alternativo;5503;22862;4,7;4,15;0,02;208,33
2023;9;Total Nacional;Apartamento;8722;33864;4,68;3,88;0,03;178,51
2023;9;Total Nacional;Casa entera;318299;1707370;4,63;5,36;1,2;298,79
2023;9;Total Nacional;Habitación compartida;563;1926;4,66;3,42;0,0;72,75
2023;9;Total Nacional;Habitación privada;37779;103398;4,64;2,74;0,14;118,1
2023;9;Total Nacional;No aplica;0;0;;;0,0;
2023;9;Total Nacional;Otros;59;104;4,68;1,76;0,0;135,63
2023;10;Andalucía;Alternativo;994;4043;4,71;4,07;0,02;315,46
2023;10;Andalucía;Apartamento;1963;7446;4,68;3,79;0,04;151,25
2023;10;Andalucía;Casa entera;68225;355675;4,65;5,21;1,46;288,97
2023;10;Andalucía;Habitación compartida;54;158;4,68;2,93;0,0;54,35
2023;10;Andalucía;Habitación privada;5688;15734;4,65;2,77;0,12;114,28
2023;10;Andalucía;No aplica;0;0;;;0,0;
2023;10;Andalucía;Otros;10;10;4,65;1,0;0,0;179,0
2023;10;Aragón;Alternativo;53;201;4,74;3,79;0,01;170,15
2023;10;Aragón;Apartamento;130;517;4,7;3,98;0,02;146,28
2023;10;Aragón;Casa entera;3783;21121;4,58;5,58;0,46;215,93
2023;10;Aragón;Habitación compartida;1;1;4,79;1,0;0,0;59,0
2023;10;Aragón;Habitación privada;529;1701;4,49;3,22;0,06;88,98
2023;10;Aragón;No aplica;0;0;;;0,0;
2023;10;Canarias;Alternativo;1085;3761;4,73;3,47;0,1;118,16
2023;10;Canarias;Apartamento;971;3227;4,72;3,32;0,09;138,26
2023;10;Canarias;Casa entera;40596;183230;4,71;4,51;3,73;251,02
2023;10;Canarias;Habitación compartida;185;538;4,73;2,91;0,02;52,17
2023;10;Canarias;Habitación privada;3040;7725;4,7;2,54;0,28;110,91
2023;10;Canarias;No aplica;0;0;;;0,0;
2023;10;Canarias;Otros;10;14;4,75;1,4;0,0;94,9
2023;10;Cantabria;Alternativo;191;909;4,76;4,76;0,05;223,93
2023;10;Cantabria;Apartamento;195;693;4,71;3,55;0,05;568,97
2023;10;Cantabria;Casa entera;6056;32456;4,68;5,36;1,58;273,66
2023;10;Cantabria;Habitación compartida;8;46;4,72;5,75;0,0;47,25
2023;10;Cantabria;Habitación privada;835;2257;4,72;2,7;0,22;125,97
2023;10;Cantabria;No aplica;0;0;;;0,0;
2023;10;Cantabria;Otros;1;13;4,85;13,0;0,0;313,0
2023;10;Castilla - La Mancha;Alternativo;167;763;4,73;4,57;0,01;198,72
2023;10;Castilla - La Mancha;Apartamento;137;524;4,73;3,82;0,01;148,69
2023;10;Castilla - La Mancha;Casa entera;3500;22910;4,42;6,55;0,27;225,47
2023;10;Castilla - La Mancha;Habitación compartida;2;8;4,82;4,0;0,0;151,5
2023;10;Castilla - La Mancha;Habitación privada;697;2322;4,49;3,33;0,05;109,98
2023;10;Castilla - La Mancha;No aplica;0;0;;;0,0;
2023;10;Castilla - La Mancha;Otros;1;4;4,76;4,0;0,0;168,0
2023;10;Castilla y León;Alternativo;113;500;4,76;4,42;0,01;177,81
2023;10;Castilla y León;Apartamento;187;702;4,74;3,75;0,01;116,79
2023;10;Castilla y León;Casa entera;5908;36672;4,51;6,21;0,34;198,65
2023;10;Castilla y León;Habitación compartida;10;30;4,74;3,0;0,0;35,4
2023;10;Castilla y León;Habitación privada;997;3121;4,66;3,13;0,06;81,48
2023;10;Castilla y León;No aplica;0;0;;;0,0;
2023;10;Castilla y León;Otros;5;13;4,62;2,6;0,0;101,6
2023;10;Cataluña;Alternativo;738;3509;4,67;4,75;0,02;207,04
2023;10;Cataluña;Apartamento;1125;4777;4,63;4,25;0,03;174,61
2023;10;Cataluña;Casa entera;45117;263610;4,58;5,84;1,15;315,0
2023;10;Cataluña;Habitación compartida;41;118;4,4;2,88;0,0;49,98
2023;10;Cataluña;Habitación privada;6082;16851;4,62;2,77;0,16;108,47
2023;10;Cataluña;No aplica;0;0;;;0,0;
2023;10;Cataluña;Otros;5;5;4,57;1,0;0,0;228,8
2023;10;Ceuta;Alternativo;1;5;4,31;5,0;0,0;81,0
2023;10;Ceuta;Casa entera;35;141;3,07;4,03;0,12;820,14
2023;10;Ceuta;Habitación privada;8;31;3,85;3,88;0,03;58,0
2023;10;Ceuta;No aplica;0;0;;;0,0;
2023;10;Comunidad Foral de Navarra;Alternativo;26;142;4,67;5,46;0,01;217,19
2023;10;Comunidad Foral de Navarra;Apartamento;39;161;4,7;4,13;0,01;169,51
2023;10;Comunidad Foral de Navarra;Casa entera;978;5588;4,5;5,71;0,3;247,52
2023;10;Comunidad Foral de Navarra;Habitación compartida;15;126;4,1;8,4;0,0;202,73
2023;10;Comunidad Foral de Navarra;Habitación privada;417;1195;4,62;2,87;0,13;113,27
2023;10;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2023;10;Comunidad de Madrid;Alternativo;123;487;4,69;3,96;0,0;145,13
2023;10;Comunidad de Madrid;Apartamento;670;2603;4,61;3,89;0,02;278,6
2023;10;Comunidad de Madrid;Casa entera;12822;59245;4,52;4,62;0,43;219,33
2023;10;Comunidad de Madrid;Habitación compartida;90;269;4,66;2,99;0,0;50,41
2023;10;Comunidad de Madrid;Habitación privada;5469;13666;4,61;2,5;0,19;105,26
2023;10;Comunidad de Madrid;No aplica;0;0;;;0,0;
2023;10;Comunidad de Madrid;Otros;9;14;4,66;1,56;0,0;126,0
2023;10;Comunitat Valenciana;Alternativo;531;2324;4,72;4,38;0,02;217,52
2023;10;Comunitat Valenciana;Apartamento;1314;5335;4,64;4,06;0,04;125,92
2023;10;Comunitat Valenciana;Casa entera;51676;279265;4,62;5,4;1,57;243,29
2023;10;Comunitat Valenciana;Habitación compartida;33;141;4,67;4,27;0,0;46,76
2023;10;Comunitat Valenciana;Habitación privada;5167;13643;4,61;2,64;0,16;86,32
2023;10;Comunitat Valenciana;No aplica;0;0;;;0,0;
2023;10;Comunitat Valenciana;Otros;6;5;4,82;0,83;0,0;110,5
2023;10;Extremadura;Alternativo;49;159;4,18;3,24;0,01;113,24
2023;10;Extremadura;Apartamento;127;507;4,69;3,99;0,02;115,41
2023;10;Extremadura;Casa entera;1311;7096;4,42;5,41;0,19;172,1
2023;10;Extremadura;Habitación compartida;5;16;4,69;3,2;0,0;39,4
2023;10;Extremadura;Habitación privada;225;707;4,5;3,14;0,03;138,72
2023;10;Extremadura;No aplica;0;0;;;0,0;
2023;10;Galicia;Alternativo;394;1632;4,73;4,14;0,02;163,54
2023;10;Galicia;Apartamento;377;1333;4,73;3,54;0,02;138,14
2023;10;Galicia;Casa entera;15824;87063;4,69;5,5;0,9;183,49
2023;10;Galicia;Habitación compartida;38;213;4,78;5,61;0,0;36,95
2023;10;Galicia;Habitación privada;1749;5169;4,67;2,96;0,1;128,61
2023;10;Galicia;No aplica;0;0;;;0,0;
2023;10;Galicia;Otros;3;7;4,74;2,33;0,0;52,67
2023;10;Illes Balears;Alternativo;412;1757;4,71;4,26;0,06;382,83
2023;10;Illes Balears;Apartamento;488;1973;4,67;4,04;0,07;314,07
2023;10;Illes Balears;Casa entera;22972;148649;4,69;6,47;3,52;725,63
2023;10;Illes Balears;Habitación compartida;6;16;3,18;2,67;0,0;1755,33
2023;10;Illes Balears;Habitación privada;2065;5724;4,64;2,77;0,32;305,7
2023;10;Illes Balears;No aplica;0;0;;;0,0;
2023;10;La Rioja;Alternativo;14;91;4,46;6,5;0,01;217,14
2023;10;La Rioja;Apartamento;58;243;4,73;4,19;0,03;124,64
2023;10;La Rioja;Casa entera;1109;6466;4,48;5,83;0,54;166,79
2023;10;La Rioja;Habitación privada;105;350;4,78;3,33;0,05;99,88
2023;10;La Rioja;No aplica;0;0;;;0,0;
2023;10;Melilla;Alternativo;1;1;4,89;1,0;0,0;93,0
2023;10;Melilla;Apartamento;3;13;4,82;4,33;0,01;85,33
2023;10;Melilla;Casa entera;43;197;3,44;4,58;0,15;102,0
2023;10;Melilla;Habitación privada;5;10;4,77;2,0;0,02;58,0
2023;10;Melilla;No aplica;0;0;;;0,0;
2023;10;País Vasco;Alternativo;77;368;4,76;4,78;0,01;218,21
2023;10;País Vasco;Apartamento;107;377;4,75;3,52;0,01;129,36
2023;10;País Vasco;Casa entera;3833;18687;4,57;4,88;0,36;229,17
2023;10;País Vasco;Habitación compartida;19;31;4,7;1,63;0,0;34,63
2023;10;País Vasco;Habitación privada;1145;3107;4,66;2,71;0,11;98,28
2023;10;País Vasco;No aplica;0;0;;;0,0;
2023;10;País Vasco;Otros;1;5;4,85;5,0;0,0;196,0
2023;10;Principado de Asturias;Alternativo;104;384;4,77;3,69;0,02;161,63
2023;10;Principado de Asturias;Apartamento;178;618;4,74;3,47;0,03;117,69
2023;10;Principado de Asturias;Casa entera;6401;33259;4,68;5,2;0,95;200,68
2023;10;Principado de Asturias;Habitación compartida;17;29;4,72;1,71;0,0;41,88
2023;10;Principado de Asturias;Habitación privada;594;1702;4,68;2,87;0,09;107,66
2023;10;Principado de Asturias;No aplica;0;0;;;0,0;
2023;10;Principado de Asturias;Otros;6;0;4,7;0,0;0,0;98,83
2023;10;Región de Murcia;Alternativo;78;372;4,67;4,77;0,01;189,9
2023;10;Región de Murcia;Apartamento;80;295;4,72;3,69;0,01;152,49
2023;10;Región de Murcia;Casa entera;6784;35984;4,59;5,3;0,8;286,42
2023;10;Región de Murcia;Habitación compartida;5;41;4,8;8,2;0,0;32,4
2023;10;Región de Murcia;Habitación privada;520;1522;4,62;2,93;0,06;107,39
2023;10;Región de Murcia;No aplica;0;0;;;0,0;
2023;10;Total Nacional;Alternativo;5151;21408;4,71;4,16;0,02;217,04
2023;10;Total Nacional;Apartamento;8149;31344;4,68;3,85;0,03;175,85
2023;10;Total Nacional;Casa entera;296973;1597314;4,63;5,38;1,12;297,34
2023;10;Total Nacional;Habitación compartida;529;1781;4,65;3,37;0,0;72,81
2023;10;Total Nacional;Habitación privada;35337;96537;4,63;2,73;0,13;117,64
2023;10;Total Nacional;No aplica;0;0;;;0,0;
2023;10;Total Nacional;Otros;57;90;4,7;1,58;0,0;133,61
2023;11;Andalucía;Alternativo;933;3775;4,71;4,05;0,02;437,84
2023;11;Andalucía;Apartamento;1834;6903;4,68;3,76;0,04;151,3
2023;11;Andalucía;Casa entera;63616;332053;4,65;5,22;1,36;293,0
2023;11;Andalucía;Habitación compartida;52;150;4,69;2,88;0,0;37,96
2023;11;Andalucía;Habitación privada;5279;14632;4,66;2,77;0,11;113,78
2023;11;Andalucía;No aplica;0;0;;;0,0;
2023;11;Andalucía;Otros;10;7;4,66;0,7;0,0;189,3
2023;11;Aragón;Alternativo;48;185;4,74;3,85;0,01;180,31
2023;11;Aragón;Apartamento;120;477;4,69;3,98;0,01;148,64
2023;11;Aragón;Casa entera;3512;19737;4,58;5,62;0,43;213,89
2023;11;Aragón;Habitación compartida;1;1;4,68;1,0;0,0;60,0
2023;11;Aragón;Habitación privada;480;1553;4,53;3,24;0,06;90,45
2023;11;Aragón;No aplica;0;0;;;0,0;
2023;11;Canarias;Alternativo;1006;3482;4,72;3,46;0,09;116,2
2023;11;Canarias;Apartamento;911;2980;4,72;3,27;0,08;137,58
2023;11;Canarias;Casa entera;37890;170063;4,71;4,49;3,48;251,9
2023;11;Canarias;Habitación compartida;170;497;4,7;2,92;0,02;51,42
2023;11;Canarias;Habitación privada;2833;7144;4,7;2,52;0,26;111,38
2023;11;Canarias;No aplica;0;0;;;0,0;
2023;11;Canarias;Otros;10;14;4,74;1,4;0,0;94,3
2023;11;Cantabria;Alternativo;179;837;4,76;4,68;0,05;224,63
2023;11;Cantabria;Apartamento;182;645;4,7;3,54;0,05;716,66
2023;11;Cantabria;Casa entera;5653;30349;4,67;5,37;1,47;284,1
2023;11;Cantabria;Habitación compartida;8;44;4,74;5,5;0,0;47,13
2023;11;Cantabria;Habitación privada;777;2108;4,71;2,71;0,2;126,28
2023;11;Cantabria;No aplica;0;0;;;0,0;
2023;11;Cantabria;Otros;1;13;4,89;13,0;0,0;329,0
2023;11;Castilla - La Mancha;Alternativo;158;722;4,73;4,57;0,01;198,99
2023;11;Castilla - La Mancha;Apartamento;129;481;4,75;3,73;0,01;145,57
2023;11;Castilla - La Mancha;Casa entera;3241;21255;4,42;6,56;0,25;224,23
2023;11;Castilla - La Mancha;Habitación compartida;1;7;4,9;7,0;0,0;85,0
2023;11;Castilla - La Mancha;Habitación privada;639;2106;4,5;3,3;0,05;112,53
2023;11;Castilla - La Mancha;No aplica;0;0;;;0,0;
2023;11;Castilla - La Mancha;Otros;1;4;4,76;4,0;0,0;168,0
2023;11;Castilla y León;Alternativo;104;457;4,77;4,39;0,01;177,35
2023;11;Castilla y León;Apartamento;172;628;4,72;3,65;0,01;118,55
2023;11;Castilla y León;Casa entera;5489;34144;4,5;6,22;0,31;197,99
2023;11;Castilla y León;Habitación compartida;10;27;4,74;2,7;0,0;35,4
2023;11;Castilla y León;Habitación privada;907;2889;4,65;3,19;0,05;82,04
2023;11;Castilla y León;No aplica;0;0;;;0,0;
2023;11;Castilla y León;Otros;5;13;4,69;2,6;0,0;89,0
2023;11;Cataluña;Alternativo;685;3267;4,67;4,77;0,02;207,7
2023;11;Cataluña;Apartamento;1051;4422;4,64;4,21;0,03;177,24
2023;11;Cataluña;Casa entera;42086;247400;4,58;5,88;1,08;317,51
2023;11;Cataluña;Habitación compartida;39;111;4,41;2,85;0,0;46,31
2023;11;Cataluña;Habitación privada;5632;15643;4,61;2,78;0,14;107,0
2023;11;Cataluña;No aplica;0;0;;;0,0;
2023;11;Cataluña;Otros;5;5;4,58;1,0;0,0;210,4
2023;11;Ceuta;Alternativo;1;5;4,31;5,0;0,0;81,0
2023;11;Ceuta;Casa entera;33;135;3,25;4,09;0,12;829,82
2023;11;Ceuta;Habitación privada;8;31;3,85;3,88;0,03;58,0
2023;11;Ceuta;No aplica;0;0;;;0,0;
2023;11;Comunidad Foral de Navarra;Alternativo;24;133;4,67;5,54;0,01;222,54
2023;11;Comunidad Foral de Navarra;Apartamento;37;147;4,75;3,97;0,01;172,62
2023;11;Comunidad Foral de Navarra;Casa entera;922;5269;4,5;5,71;0,28;253,92
2023;11;Comunidad Foral de Navarra;Habitación compartida;14;116;4,12;8,29;0,0;242,29
2023;11;Comunidad Foral de Navarra;Habitación privada;388;1099;4,63;2,83;0,12;116,73
2023;11;Comunidad Foral de Navarra;No aplica;0;0;;;0,0;
2023;11;Comunidad de Madrid;Alternativo;112;446;4,69;3,98;0,0;144,47
2023;11;Comunidad de Madrid;Apartamento;623;2355;4,63;3,78;0,02;284,44
2023;11;Comunidad de Madrid;Casa entera;11945;54632;4,52;4,57;0,4;218,57
2023;11;Comunidad de Madrid;Habitación compartida;83;241;4,61;2,9;0,0;51,43
2023;11;Comunidad de Madrid;Habitación privada;5044;12430;4,61;2,46;0,17;102,17
2023;11;Comunidad de Madrid;No aplica;0;0;;;0,0;
2023;11;Comunidad de Madrid;Otros;9;14;4,67;1,56;0,0;125,56
2023;11;Comunitat Valenciana;Alternativo;501;2183;4,71;4,36;0,02;211,15
2023;11;Comunitat Valenciana;Apartamento;1212;4882;4,65;4,03;0,04;125,43
2023;11;Comunitat Valenciana;Casa entera;48187;260741;4,62;5,41;1,47;239,02
2023;11;Comunitat Valenciana;Habitación compartida;28;126;4,69;4,5;0,0;41,25
2023;11;Comunitat Valenciana;Habitación privada;4793;12630;4,61;2,64;0,15;86,61
2023;11;Comunitat Valenciana;No aplica;0;0;;;0,0;
2023;11;Comunitat Valenciana;Otros;6;5;4,81;0,83;0,0;104,67
2023;11;Extremadura;Alternativo;45;143;4,13;3,18;0,01;110,53
2023;11;Extremadura;Apartamento;119;482;4,7;4,05;0,02;120,15
2023;11;Extremadura;Casa entera;1216;6597;4,42;5,43;0,17;165,55
2023;11;Extremadura;Habitación compartida;5;14;4,63;2,8;0,0;41,2
2023;11;Extremadura;Habitación privada;205;649;4,51;3,17;0,03;148,74
2023;11;Extremadura;No aplica;0;0;;;0,0;
2023;11;Galicia;Alternativo;371;1526;4,73;4,11;0,02;163,96
2023;11;Galicia;Apartamento;353;1245;4,76;3,53;0,02;139,94
2023;11;Galicia;Casa entera;14737;81540;4,7;5,53;0,84;180,01
2023;11;Galicia;Habitación compartida;35;188;4,76;5,37;0,0;36,54
2023;11;Galicia;Habitación privada;1625;4797;4,67;2,95;0,09;128,94
2023;11;Galicia;No aplica;0;0;;;0,0;
2023;11;Galicia;Otros;3;7;4,74;2,33;0,0;53,33
2023;11;Illes Balears;Alternativo;390;1640;4,7;4,21;0,06;399,46
2023;11;Illes Balears;Apartamento;453;1835;4,69;4,05;0,07;300,31
2023;11;Illes Balears;Casa entera;21438;139494;4,69;6,51;3,29;736,1
2023;11;Illes Balears;Habitación compartida;5;12;2,86;2,4;0,0;2093,4
2023;11;Illes Balears;Habitación privada;1916;5313;4,65;2,77;0,29;307,65
2023;11;Illes Balears;No aplica;0;0;;;0,0;
2023;11;La Rioja;Alternativo;13;88;4,46;6,77;0,01;218,85
2023;11;La Rioja;Apartamento;56;234;4,75;4,18;0,03;124,84
2023;11;La Rioja;Casa entera;1033;6079;4,46;5,88;0,5;168,52
2023;11;La Rioja;Habitación privada;98;330;4,79;3,37;0,05;99,07
2023;11;La Rioja;No aplica;0;0;;;0,0;
2023;11;Melilla;Alternativo;1;1;4,89;1,0;0,0;93,0
2023;11;Melilla;Apartamento;3;13;4,82;4,33;0,01;85,33
2023;11;Melilla;Casa entera;41;183;3,49;4,46;0,14;95,32
2023;11;Melilla;Habitación privada;4;9;4,77;2,25;0,01;52,5
2023;11;Melilla;No aplica;0;0;;;0,0;
2023;11;País Vasco;Alternativo;74;353;4,76;4,77;0,01;221,09
2023;11;País Vasco;Apartamento;100;345;4,73;3,45;0,01;132,72
2023;11;País Vasco;Casa entera;3558;17359;4,57;4,88;0,33;228,25
2023;11;País Vasco;Habitación compartida;18;29;4,72;1,61;0,0;34,89
2023;11;País Vasco;Habitación privada;1062;2911;4,67;2,74;0,1;98,3
2023;11;País Vasco;No aplica;0;0;;;0,0;
2023;11;País Vasco;Otros;1;5;4,85;5,0;0,0;196,0
2023;11;Principado de Asturias;Alternativo;96;358;4,78;3,73;0,01;169,15
2023;11;Principado de Asturias;Apartamento;164;565;4,76;3,45;0,02;117,52
2023;11;Principado de Asturias;Casa entera;5967;31025;4,68;5,2;0,88;197,37
2023;11;Principado de Asturias;Habitación compartida;14;24;4,72;1,71;0,0;45,5
2023;11;Principado de Asturias;Habitación privada;554;1569;4,67;2,83;0,08;107,66
2023;11;Principado de Asturias;No aplica;0;0;;;0,0;
2023;11;Principado de Asturias;Otros;5;0;4,74;0,0;0,0;113,0
2023;11;Región de Murcia;Alternativo;73;345;4,73;4,73;0,01;200,27
2023;11;Región de Murcia;Apartamento;74;265;4,71;3,58;0,01;168,23
2023;11;Región de Murcia;Casa entera;6327;33647;4,59;5,32;0,75;270,83
2023;11;Región de Murcia;Habitación compartida;5;39;4,76;7,8;0,0;31,0
2023;11;Región de Murcia;Habitación privada;478;1403;4,59;2,94;0,06;112,33
2023;11;Región de Murcia;No aplica;0;0;;;0,0;
2023;11;Total Nacional;Alternativo;4814;19946;4,71;4,14;0,02;242,12
2023;11;Total Nacional;Apartamento;7593;28904;4,68;3,81;0,03;179,66
2023;11;Total Nacional;Casa entera;276891;1491702;4,63;5,39;1,05;298,39
2023;11;Total Nacional;Habitación compartida;488;1626;4,63;3,33;0,0;72,92
2023;11;Total Nacional;Habitación privada;32722;89246;4,64;2,73;0,12;117,35
2023;11;Total Nacional;No aplica;0;0;;;0,0;
2023;11;Total Nacional;Otros;56;87;4,71;1,55;0,0;134,09
2023;12;Andalucía;Alternativo;938;3793;4,7;4,04;0,02;408,28
2023;12;Andalucía;Apartamento;1840;6928;4,69;3,77;0,04;147,36
2023;12;Andalucía;Casa entera;63850;333249;4,65;5,22;1,37;293,7
2023;12;Andalucía;Habitación compartida;52;151;4,68;2,9;0,0;36,08
2023;12;Andalucía;Habitación privada;5299;14676;4,66;2,77;0,11;113,83
2023;12;Andalucía;No aplica;0;0;;;0,0;
2023;12;Andalucía;Otros;10;7;4,67;0,7;0,0;188,5
2023;12;Aragón;Alternativo;48;185;4,74;3,85;0,01;180,17
2023;12;Aragón;Apartamento;120;479;4,69;3,99;0,01;148,03
2023;12;Aragón;Casa entera;3528;19828;4,58;5,62;0,43;213,03
2023;12;Aragón;Habitación compartida;1;1;4,68;1,0;0,0;60,0
2023;12;Aragón;Habitación privada;483;1555;4,53;3,22;0,06;90,89
2023;12;Aragón;No aplica;0;0;;;0,0;
2023;12;Canarias;Alternativo;1010;3495;4,72;3,46;0,09;114,53
2023;12;Canarias;Apartamento;914;2996;4,71;3,28;0,08;136,61
2023;12;Canarias;Casa entera;38031;170729;4,71;4,49;3,49;250,44
2023;12;Canarias;Habitación compartida;170;499;4,7;2,94;0,02;50,92
2023;12;Canarias;Habitación privada;2842;7165;4,69;2,52;0,26;110,57
2023;12;Canarias;No aplica;0;0;;;0,0;
2023;12;Canarias;Otros;10;14;4,8;1,4;0,0;93,0
2023;12;Cantabria;Alternativo;179;839;4,75;4,69;0,05;226,19
2023;12;Cantabria;Apartamento;183;648;4,72;3,54;0,05;689,87
2023;12;Cantabria;Casa entera;5680;30493;4,67;5,37;1,48;276,65
2023;12;Cantabria;Habitación compartida;8;45;4,74;5,63;0,0;47,13
