AÑO;MES;PAIS_ORIGEN;CIUDAD_DESTINO;TIPO_ORIGEN;PASAJEROS;VARIACION_INTERANUAL
2023;1;Albania;Barcelona;Internacional;3654;83,07
2023;1;Albania;Madrid;Internacional;1614;11,93
2023;1;Alemania;Alacant/Alicante;Internacional;15223;25,27
2023;1;Alemania;Barcelona;Internacional;99463;77,92
2023;1;Alemania;Bilbao;Internacional;17076;41,91
2023;1;Alemania;Fuerteventura;Internacional;50939;44,78
2023;1;Alemania;Ibiza;Internacional;447;-8,78
2023;1;Alemania;Jerez de la Frontera;Internacional;687;0,0
2023;1;Alemania;Lanzarote;Internacional;23749;67,02
2023;1;Alemania;Madrid;Internacional;94126;34,22
2023;1;Alemania;Mallorca;Internacional;83138;39,41
2023;1;Alemania;Málaga;Internacional;28806;19,42
2023;1;Alemania;Oviedo;Internacional;1670;0,0
2023;1;Alemania;Palmas de Gran Canaria, Las;Internacional;70509;36,64
2023;1;Alemania;Santa Cruz de la Palma;Internacional;3910;0,0
2023;1;Alemania;Santiago de Compostela;Internacional;1503;0,0
2023;1;Alemania;Sevilla;Internacional;7430;83,41
2023;1;Alemania;Tenerife;Internacional;73085;51,66
2023;1;Alemania;València;Internacional;18324;28,91
2023;1;Angola;Madrid;Internacional;2739;0,0
2023;1;Arabia Saudí;Barcelona;Internacional;1647;962,58
2023;1;Arabia Saudí;Madrid;Internacional;3773;64,19
2023;1;Argelia;Barcelona;Internacional;4173;114,44
2023;1;Argelia;Madrid;Internacional;822;78,7
2023;1;Argentina;Barcelona;Internacional;7371;77,7
2023;1;Argentina;Madrid;Internacional;33830;63,07
2023;1;Austria;Alacant/Alicante;Internacional;2321;21,65
2023;1;Austria;Barcelona;Internacional;19534;108,25
2023;1;Austria;Fuerteventura;Internacional;2182;72,49
2023;1;Austria;Lanzarote;Internacional;831;12,3
2023;1;Austria;Madrid;Internacional;17879;68,88
2023;1;Austria;Mallorca;Internacional;6907;64,77
2023;1;Austria;Málaga;Internacional;6590;19,82
2023;1;Austria;Palmas de Gran Canaria, Las;Internacional;3642;-21,76
2023;1;Austria;Santander;Internacional;1413;13,77
2023;1;Austria;Sevilla;Internacional;1446;4,03
2023;1;Austria;Tenerife;Internacional;7888;37,4
2023;1;Austria;València;Internacional;2604;-4,12
2023;1;Austria;Zaragoza;Internacional;1413;19,85
2023;1;Bolivia;Madrid;Internacional;6164;334,39
2023;1;Brasil;Barcelona;Internacional;2745;50,41
2023;1;Brasil;Madrid;Internacional;30050;69,36
2023;1;Bulgaria;Alacant/Alicante;Internacional;1601;106,58
2023;1;Bulgaria;Barcelona;Internacional;7152;46,5
2023;1;Bulgaria;Madrid;Internacional;6029;70,5
2023;1;Bulgaria;Mallorca;Internacional;434;366,67
2023;1;Bulgaria;Málaga;Internacional;1801;1683,17
2023;1;Bulgaria;València;Internacional;2289;16,55
2023;1;Bélgica;Alacant/Alicante;Internacional;27777;82,01
2023;1;Bélgica;Barcelona;Internacional;26987;52,33
2023;1;Bélgica;Bilbao;Internacional;2184;146,78
2023;1;Bélgica;Castelló de la Plana;Internacional;1485;0,0
2023;1;Bélgica;Fuerteventura;Internacional;1626;101,99
2023;1;Bélgica;Lanzarote;Internacional;4711;50,18
2023;1;Bélgica;Madrid;Internacional;40191;37,41
2023;1;Bélgica;Mallorca;Internacional;2767;51,7
2023;1;Bélgica;Murcia;Internacional;538;-30,76
2023;1;Bélgica;Málaga;Internacional;22493;27,29
2023;1;Bélgica;Oviedo;Internacional;1690;0,0
2023;1;Bélgica;Palmas de Gran Canaria, Las;Internacional;10099;24,62
2023;1;Bélgica;Santa Cruz de la Palma;Internacional;460;0,0
2023;1;Bélgica;Santander;Internacional;2172;15,78
2023;1;Bélgica;Santiago de Compostela;Internacional;1336;0,0
2023;1;Bélgica;Sevilla;Internacional;4483;57,85
2023;1;Bélgica;Tenerife;Internacional;21042;31,25
2023;1;Bélgica;València;Internacional;10890;49,34
2023;1;Bélgica;Vitoria-Gasteiz;Internacional;1336;0,0
2023;1;Bélgica;Zaragoza;Internacional;1204;-3,06
2023;1;Cabo Verde;Palmas de Gran Canaria, Las;Internacional;2887;334,79
2023;1;Canadá;Málaga;Internacional;1423;164,01
2023;1;Chile;Barcelona;Internacional;3354;0,0
2023;1;Chile;Madrid;Internacional;16209;32,96
2023;1;China;Madrid;Internacional;3156;26200,0
2023;1;Colombia;Barcelona;Internacional;5829;22,9
2023;1;Colombia;Madrid;Internacional;57236;48,75
2023;1;Corea;Barcelona;Internacional;4628;0,0
2023;1;Costa Rica;Madrid;Internacional;10520;26,32
2023;1;Croacia;Barcelona;Internacional;429;36,19
2023;1;Croacia;Málaga;Internacional;1503;-2,4
2023;1;Cuba;Madrid;Internacional;18498;177,79
2023;1;Dinamarca;Alacant/Alicante;Internacional;8638;30,58
2023;1;Dinamarca;Barcelona;Internacional;13235;87,25
2023;1;Dinamarca;Bilbao;Internacional;1823;0,0
2023;1;Dinamarca;Fuerteventura;Internacional;732;-34,58
2023;1;Dinamarca;Lanzarote;Internacional;532;-47,69
2023;1;Dinamarca;Madrid;Internacional;11035;63,94
2023;1;Dinamarca;Mallorca;Internacional;864;-38,55
2023;1;Dinamarca;Málaga;Internacional;19531;20,24
2023;1;Dinamarca;Palmas de Gran Canaria, Las;Internacional;14849;20,29
2023;1;Dinamarca;Sevilla;Internacional;1557;253,06
2023;1;Dinamarca;Tenerife;Internacional;9809;64,06
2023;1;Ecuador;Madrid;Internacional;15442;45,45
2023;1;Egipto;Badajoz;Internacional;57;0,0
2023;1;Egipto;Barcelona;Internacional;4178;444,72
2023;1;Egipto;Bilbao;Internacional;394;0,0
2023;1;Egipto;Madrid;Internacional;4255;147,53
2023;1;Egipto;Mallorca;Internacional;79;0,0
2023;1;Egipto;Murcia;Internacional;98;0,0
2023;1;Egipto;Málaga;Internacional;755;0,0
2023;1;Egipto;Palmas de Gran Canaria, Las;Internacional;118;0,0
2023;1;Egipto;Santiago de Compostela;Internacional;73;0,0
2023;1;Egipto;Sevilla;Internacional;85;0,0
2023;1;Egipto;Valladolid;Internacional;116;0,0
2023;1;Egipto;València;Internacional;695;0,0
2023;1;Egipto;Vitoria-Gasteiz;Internacional;73;0,0
2023;1;El Salvador;Madrid;Internacional;7547;64,07
2023;1;Emiratos Árabes Unidos;Barcelona;Internacional;21992;69,95
2023;1;Emiratos Árabes Unidos;Madrid;Internacional;19993;40,91
2023;1;España;Alacant/Alicante;Nacional;72540;72,6
2023;1;España;Almería;Nacional;12300;56,73
2023;1;España;Badajoz;Nacional;3443;188,12
2023;1;España;Barcelona;Nacional;515100;43,26
2023;1;España;Bilbao;Nacional;121172;59,88
2023;1;España;Castelló de la Plana;Nacional;528;0,0
2023;1;España;Coruña, A;Nacional;40791;60,78
2023;1;España;Donostia/San Sebastián;Nacional;15609;102,77
2023;1;España;Fuerteventura;Nacional;82572;23,78
2023;1;España;Girona;Nacional;39;0,0
2023;1;España;Granada;Nacional;36339;64,58
2023;1;España;Ibiza;Nacional;110125;46,48
2023;1;España;Jerez de la Frontera;Nacional;21148;87,28
2023;1;España;Lanzarote;Nacional;119802;58,49
2023;1;España;León;Nacional;1374;75,7
2023;1;España;Lleida;Nacional;798;236,71
2023;1;España;Logroño;Nacional;406;524,62
2023;1;España;Madrid;Nacional;686813;45,74
2023;1;España;Mallorca;Nacional;316474;43,64
2023;1;España;Melilla;Nacional;20791;41,55
2023;1;España;Menorca;Nacional;47958;41,94
2023;1;España;Murcia;Nacional;1399;40,46
2023;1;España;Málaga;Nacional;133517;53,92
2023;1;España;Oviedo;Nacional;46967;50,23
2023;1;España;Palmas de Gran Canaria, Las;Nacional;282369;34,56
2023;1;España;Pamplona/Iruña;Nacional;8510;62,87
2023;1;España;San Sebastián de la Gomera;Nacional;3786;96,57
2023;1;España;Santa Cruz de la Palma;Nacional;42951;51,71
2023;1;España;Santander;Nacional;20407;49,17
2023;1;España;Santiago de Compostela;Nacional;90631;41,45
2023;1;España;Seu d'Urgell, La;Nacional;414;165,38
2023;1;España;Sevilla;Nacional;151925;39,94
2023;1;España;Tenerife;Nacional;286370;38,46
2023;1;España;Valladolid;Nacional;6353;75,98
2023;1;España;Valverde;Nacional;9019;31,97
2023;1;España;València;Nacional;96690;66,05
2023;1;España;Vigo;Nacional;42139;83,54
2023;1;España;Vitoria-Gasteiz;Nacional;6752;66,39
2023;1;España;Zaragoza;Nacional;7200;98,07
2023;1;Estados Unidos de América;Barcelona;Internacional;34831;127,1
2023;1;Estados Unidos de América;Madrid;Internacional;97418;48,65
2023;1;Estonia;Barcelona;Internacional;1539;11,04
2023;1;Estonia;Tenerife;Internacional;636;0,0
2023;1;Finlandia;Alacant/Alicante;Internacional;5204;139,04
2023;1;Finlandia;Barcelona;Internacional;6068;84,05
2023;1;Finlandia;Fuerteventura;Internacional;760;26,67
2023;1;Finlandia;Lanzarote;Internacional;560;1,82
2023;1;Finlandia;Madrid;Internacional;4836;66,19
2023;1;Finlandia;Málaga;Internacional;11774;83,45
2023;1;Finlandia;Palmas de Gran Canaria, Las;Internacional;12810;50,63
2023;1;Finlandia;Tenerife;Internacional;9722;54,76
2023;1;Francia;Alacant/Alicante;Internacional;14409;88,25
2023;1;Francia;Barcelona;Internacional;109621;56,69
2023;1;Francia;Bilbao;Internacional;8288;233,39
2023;1;Francia;Coruña, A;Internacional;1602;480,43
2023;1;Francia;Fuerteventura;Internacional;9490;87,73
2023;1;Francia;Granada;Internacional;1480;8,9
2023;1;Francia;Ibiza;Internacional;855;93,88
2023;1;Francia;Lanzarote;Internacional;11041;67,85
2023;1;Francia;Madrid;Internacional;147655;41,0
2023;1;Francia;Mallorca;Internacional;6343;261,42
2023;1;Francia;Menorca;Internacional;2145;624,66
2023;1;Francia;Málaga;Internacional;25235;38,6
2023;1;Francia;Oviedo;Internacional;1692;18,24
2023;1;Francia;Palmas de Gran Canaria, Las;Internacional;10485;115,96
2023;1;Francia;Santander;Internacional;1360;-45,29
2023;1;Francia;Santiago de Compostela;Internacional;5660;530,29
2023;1;Francia;Sevilla;Internacional;27126;82,4
2023;1;Francia;Tenerife;Internacional;21425;54,45
2023;1;Francia;València;Internacional;21280;49,48
2023;1;Francia;Zaragoza;Internacional;2142;-14,49
2023;1;Gambia;Barcelona;Internacional;1910;106,49
2023;1;Georgia;Barcelona;Internacional;900;33,93
2023;1;Grecia;Barcelona;Internacional;10167;86,69
2023;1;Grecia;Madrid;Internacional;8308;117,26
2023;1;Guinea Ecuatorial;Madrid;Internacional;2771;2419,09
2023;1;Honduras;Madrid;Internacional;4128;521,69
2023;1;Hungría;Alacant/Alicante;Internacional;1860;38,7
2023;1;Hungría;Barcelona;Internacional;13211;41,9
2023;1;Hungría;Fuerteventura;Internacional;1090;14,74
2023;1;Hungría;Lanzarote;Internacional;907;0,0
2023;1;Hungría;Madrid;Internacional;11089;68,6
2023;1;Hungría;Málaga;Internacional;4594;39,09
2023;1;Hungría;Palmas de Gran Canaria, Las;Internacional;912;13,29
2023;1;Hungría;Sevilla;Internacional;1557;15,33
2023;1;Hungría;Tenerife;Internacional;2134;16,23
2023;1;Hungría;València;Internacional;1376;-2,62
2023;1;India;Teruel;Internacional;1640;0,0
2023;1;Irlanda;Alacant/Alicante;Internacional;9347;21,75
2023;1;Irlanda;Barcelona;Internacional;21691;90,34
2023;1;Irlanda;Bilbao;Internacional;324;0,0
2023;1;Irlanda;Castelló de la Plana;Internacional;1457;0,0
2023;1;Irlanda;Fuerteventura;Internacional;4644;39,0
2023;1;Irlanda;Lanzarote;Internacional;21976;53,7
2023;1;Irlanda;Madrid;Internacional;23259;89,17
2023;1;Irlanda;Murcia;Internacional;1517;0,0
2023;1;Irlanda;Málaga;Internacional;20277;40,6
2023;1;Irlanda;Oviedo;Internacional;1542;0,0
2023;1;Irlanda;Palmas de Gran Canaria, Las;Internacional;10024;73,64
2023;1;Irlanda;Santander;Internacional;2132;376,96
2023;1;Irlanda;Santiago de Compostela;Internacional;1658;0,0
2023;1;Irlanda;Sevilla;Internacional;3208;134,5
2023;1;Irlanda;Tenerife;Internacional;14379;19,91
2023;1;Irlanda;València;Internacional;6137;182,81
2023;1;Irán;Barcelona;Internacional;1404;212,0
2023;1;Islandia;Alacant/Alicante;Internacional;1386;121,76
2023;1;Islandia;Barcelona;Internacional;2371;82,1
2023;1;Islandia;Madrid;Internacional;1266;0,0
2023;1;Islandia;Palmas de Gran Canaria, Las;Internacional;1632;60,16
2023;1;Islandia;Tenerife;Internacional;7480;38,47
2023;1;Israel;Barcelona;Internacional;12632;252,85
2023;1;Israel;Madrid;Internacional;18153;204,27
2023;1;Italia;Alacant/Alicante;Internacional;6538;-31,6
2023;1;Italia;Barcelona;Internacional;163885;81,59
2023;1;Italia;Bilbao;Internacional;573;-10,61
2023;1;Italia;Fuerteventura;Internacional;10550;11,66
2023;1;Italia;Girona;Internacional;2436;45,0
2023;1;Italia;Lanzarote;Internacional;9348;24,46
2023;1;Italia;Madrid;Internacional;178376;61,84
2023;1;Italia;Mallorca;Internacional;6587;19,87
2023;1;Italia;Málaga;Internacional;26331;49,69
2023;1;Italia;Oviedo;Internacional;1539;0,0
2023;1;Italia;Palmas de Gran Canaria, Las;Internacional;11537;38,25
2023;1;Italia;Santander;Internacional;4936;12,95
2023;1;Italia;Santiago de Compostela;Internacional;3701;114,92
2023;1;Italia;Sevilla;Internacional;30954;34,28
2023;1;Italia;Tenerife;Internacional;29581;28,16
2023;1;Italia;València;Internacional;45933;37,1
2023;1;Italia;Vitoria-Gasteiz;Internacional;1526;245,25
2023;1;Italia;Zaragoza;Internacional;4086;115,51
2023;1;Jordania;Barcelona;Internacional;1551;235,71
2023;1;Jordania;Madrid;Internacional;2127;38,75
2023;1;Kuwait;Madrid;Internacional;1183;0,0
2023;1;Letonia;Barcelona;Internacional;2689;50,56
2023;1;Letonia;Madrid;Internacional;691;187,92
2023;1;Letonia;Málaga;Internacional;2480;18,83
2023;1;Letonia;Palmas de Gran Canaria, Las;Internacional;984;0,0
2023;1;Letonia;Tenerife;Internacional;3258;82,42
2023;1;Lituania;Alacant/Alicante;Internacional;1602;11,95
2023;1;Lituania;Barcelona;Internacional;2882;84,74
2023;1;Lituania;Madrid;Internacional;1400;6,54
2023;1;Lituania;Málaga;Internacional;1424;-1,73
2023;1;Lituania;Tenerife;Internacional;680;0,0
2023;1;Luxemburgo;Barcelona;Internacional;4404;50,36
2023;1;Luxemburgo;Fuerteventura;Internacional;663;78,71
2023;1;Luxemburgo;Lanzarote;Internacional;1153;197,93
2023;1;Luxemburgo;Madrid;Internacional;5366;104,81
2023;1;Luxemburgo;Mallorca;Internacional;482;1562,07
2023;1;Luxemburgo;Málaga;Internacional;1665;348,79
2023;1;Luxemburgo;Palmas de Gran Canaria, Las;Internacional;2266;81,14
2023;1;Luxemburgo;Tenerife;Internacional;2660;62,69
2023;1;Líbano;Barcelona;Internacional;748;277,78
2023;1;Líbano;Madrid;Internacional;806;1392,59
2023;1;Malta;Barcelona;Internacional;3957;163,98
2023;1;Malta;Madrid;Internacional;5395;112,07
2023;1;Marruecos;Alacant/Alicante;Internacional;4021;0,0
2023;1;Marruecos;Barcelona;Internacional;35378;1142,64
2023;1;Marruecos;Bilbao;Internacional;774;0,0
2023;1;Marruecos;Madrid;Internacional;46255;1617,6
2023;1;Marruecos;Mallorca;Internacional;570;0,0
2023;1;Marruecos;Murcia;Internacional;1701;26,09
2023;1;Marruecos;Málaga;Internacional;17018;488,25
2023;1;Marruecos;Palmas de Gran Canaria, Las;Internacional;5891;2483,77
2023;1;Marruecos;Santander;Internacional;1521;0,0
2023;1;Marruecos;Sevilla;Internacional;9504;0,0
2023;1;Marruecos;Tenerife;Internacional;1986;0,0
2023;1;Marruecos;València;Internacional;8966;59673,33
2023;1;Marruecos;Zaragoza;Internacional;1539;0,0
2023;1;Mauritania;Palmas de Gran Canaria, Las;Internacional;2691;130,0
2023;1;Moldavia;Barcelona;Internacional;1363;18,21
2023;1;Montenegro;Barcelona;Internacional;1539;15,54
2023;1;México;Barcelona;Internacional;7254;75,85
2023;1;México;Madrid;Internacional;60881;50,72
2023;1;Noruega;Alacant/Alicante;Internacional;18254;54,9
2023;1;Noruega;Barcelona;Internacional;3435;63,03
2023;1;Noruega;Lanzarote;Internacional;539;0,0
2023;1;Noruega;Madrid;Internacional;2286;116,48
2023;1;Noruega;Málaga;Internacional;12352;32,39
2023;1;Noruega;Palmas de Gran Canaria, Las;Internacional;20894;15,33
2023;1;Noruega;Tenerife;Internacional;7104;188,43
2023;1;Panamá;Madrid;Internacional;12405;52,43
2023;1;Paraguay;Madrid;Internacional;4852;44,23
2023;1;Países Bajos;Alacant/Alicante;Internacional;34366;24,24
2023;1;Países Bajos;Barcelona;Internacional;60659;30,13
2023;1;Países Bajos;Bilbao;Internacional;5887;24,09
2023;1;Países Bajos;Fuerteventura;Internacional;5532;95,13
2023;1;Países Bajos;Ibiza;Internacional;4245;57,98
2023;1;Países Bajos;Lanzarote;Internacional;6351;37,14
2023;1;Países Bajos;Madrid;Internacional;46405;32,73
2023;1;Países Bajos;Mallorca;Internacional;3246;73,86
2023;1;Países Bajos;Málaga;Internacional;40169;24,5
2023;1;Países Bajos;Oviedo;Internacional;1440;0,0
2023;1;Países Bajos;Palmas de Gran Canaria, Las;Internacional;19901;43,17
2023;1;Países Bajos;Santa Cruz de la Palma;Internacional;624;0,0
2023;1;Países Bajos;Santiago de Compostela;Internacional;1383;113,1
2023;1;Países Bajos;Sevilla;Internacional;10609;43,36
2023;1;Países Bajos;Tenerife;Internacional;18464;45,81
2023;1;Países Bajos;València;Internacional;18955;30,17
2023;1;Perú;Madrid;Internacional;24389;34,64
2023;1;Polonia;Alacant/Alicante;Internacional;15091;87,58
2023;1;Polonia;Barcelona;Internacional;24142;85,64
2023;1;Polonia;Fuerteventura;Internacional;5559;101,49
2023;1;Polonia;Girona;Internacional;1581;20,87
2023;1;Polonia;Lanzarote;Internacional;460;-27,67
2023;1;Polonia;Madrid;Internacional;11979;60,77
2023;1;Polonia;Málaga;Internacional;12487;281,4
2023;1;Polonia;Palmas de Gran Canaria, Las;Internacional;2450;0,0
2023;1;Polonia;Sevilla;Internacional;1566;20,0
2023;1;Polonia;Tenerife;Internacional;8766;15,83
2023;1;Polonia;València;Internacional;5037;20,36
2023;1;Portugal;Alacant/Alicante;Internacional;6285;99,59
2023;1;Portugal;Barcelona;Internacional;72392;51,03
2023;1;Portugal;Bilbao;Internacional;11112;309,43
2023;1;Portugal;Fuerteventura;Internacional;1871;91,31
2023;1;Portugal;Madrid;Internacional;128902;85,03
2023;1;Portugal;Málaga;Internacional;9790;46,23
2023;1;Portugal;Palmas de Gran Canaria, Las;Internacional;5819;95,86
2023;1;Portugal;Sevilla;Internacional;10752;76,03
2023;1;Portugal;Tenerife;Internacional;7869;100,79
2023;1;Portugal;València;Internacional;13588;100,47
2023;1;Portugal;Vitoria-Gasteiz;Internacional;46;0,0
2023;1;Portugal;Zaragoza;Internacional;1796;22,43
2023;1;Qatar;Barcelona;Internacional;14417;111,33
2023;1;Qatar;Madrid;Internacional;17565;55,98
2023;1;Reino Unido;Alacant/Alicante;Internacional;127573;83,86
2023;1;Reino Unido;Almería;Internacional;1093;16,52
2023;1;Reino Unido;Barcelona;Internacional;133747;142,29
2023;1;Reino Unido;Bilbao;Internacional;12493;307,6
2023;1;Reino Unido;Castelló de la Plana;Internacional;1208;235,56
2023;1;Reino Unido;Coruña, A;Internacional;2460;0,0
2023;1;Reino Unido;Fuerteventura;Internacional;56452;67,92
2023;1;Reino Unido;Girona;Internacional;1413;262,31
2023;1;Reino Unido;Granada;Internacional;973;0,0
2023;1;Reino Unido;Ibiza;Internacional;1078;-68,4
2023;1;Reino Unido;Lanzarote;Internacional;115346;50,38
2023;1;Reino Unido;Madrid;Internacional;135892;92,75
2023;1;Reino Unido;Mallorca;Internacional;23657;134,34
2023;1;Reino Unido;Menorca;Internacional;810;10,66
2023;1;Reino Unido;Murcia;Internacional;6130;51,32
2023;1;Reino Unido;Málaga;Internacional;112228;71,01
2023;1;Reino Unido;Oviedo;Internacional;4744;0,0
2023;1;Reino Unido;Palmas de Gran Canaria, Las;Internacional;68669;55,2
2023;1;Reino Unido;Santa Cruz de la Palma;Internacional;636;0,0
2023;1;Reino Unido;Santander;Internacional;7549;208,88
2023;1;Reino Unido;Santiago de Compostela;Internacional;6943;208,85
2023;1;Reino Unido;Sevilla;Internacional;20374;113,39
2023;1;Reino Unido;Tenerife;Internacional;202792;49,05
2023;1;Reino Unido;València;Internacional;25937;188,45
2023;1;Reino Unido;Zaragoza;Internacional;3630;74,94
2023;1;República Checa;Barcelona;Internacional;11394;52,24
2023;1;República Checa;Lanzarote;Internacional;158;41,07
2023;1;República Checa;Madrid;Internacional;7719;230,86
2023;1;República Checa;Mallorca;Internacional;401;100,5
2023;1;República Checa;Málaga;Internacional;2563;-41,66
2023;1;República Checa;Palmas de Gran Canaria, Las;Internacional;672;4,84
2023;1;República Checa;Tenerife;Internacional;2289;-24,36
2023;1;República Dominicana;Madrid;Internacional;31159;-1,92
2023;1;República Eslovaca;Barcelona;Internacional;548;0,0
2023;1;República Eslovaca;Lanzarote;Internacional;880;10,0
2023;1;Rumanía;Alacant/Alicante;Internacional;4055;241,62
2023;1;Rumanía;Barcelona;Internacional;17278;107,07
2023;1;Rumanía;Castelló de la Plana;Internacional;1821;131,39
2023;1;Rumanía;Madrid;Internacional;22873;64,98
2023;1;Rumanía;Málaga;Internacional;4025;25,47
2023;1;Rumanía;Palmas de Gran Canaria, Las;Internacional;892;-17,94
2023;1;Rumanía;Santander;Internacional;1829;842,78
2023;1;Rumanía;Sevilla;Internacional;1918;0,0
2023;1;Rumanía;Tenerife;Internacional;2025;1,35
2023;1;Rumanía;València;Internacional;7787;60,99
2023;1;Rumanía;Zaragoza;Internacional;4259;90,9
2023;1;Senegal;Barcelona;Internacional;2218;223,8
2023;1;Senegal;Madrid;Internacional;6318;43,79
2023;1;Senegal;Palmas de Gran Canaria, Las;Internacional;1708;228,46
2023;1;Serbia;Barcelona;Internacional;3726;184,21
2023;1;Serbia;Madrid;Internacional;792;0,0
2023;1;Serbia;Málaga;Internacional;972;0,0
2023;1;Serbia;València;Internacional;785;0,0
2023;1;Suecia;Alacant/Alicante;Internacional;12346;35,25
2023;1;Suecia;Barcelona;Internacional;10701;78,38
2023;1;Suecia;Lanzarote;Internacional;1562;36,42
2023;1;Suecia;Madrid;Internacional;3905;99,74
2023;1;Suecia;Mallorca;Internacional;1176;35,33
2023;1;Suecia;Málaga;Internacional;17630;31,47
2023;1;Suecia;Palmas de Gran Canaria, Las;Internacional;19402;13,13
2023;1;Suecia;Tenerife;Internacional;9389;51,44
2023;1;Suecia;València;Internacional;1183;0,0
2023;1;Suiza;Alacant/Alicante;Internacional;8499;85,0
2023;1;Suiza;Barcelona;Internacional;46177;100,74
2023;1;Suiza;Bilbao;Internacional;80;-60,59
2023;1;Suiza;Fuerteventura;Internacional;2503;7,42
2023;1;Suiza;Ibiza;Internacional;126;75,0
2023;1;Suiza;Lanzarote;Internacional;2172;-7,54
2023;1;Suiza;Madrid;Internacional;49205;35,36
2023;1;Suiza;Mallorca;Internacional;9873;91,34
2023;1;Suiza;Málaga;Internacional;13485;63,65
2023;1;Suiza;Palmas de Gran Canaria, Las;Internacional;7278;25,83
2023;1;Suiza;Santa Cruz de la Palma;Internacional;486;179,31
2023;1;Suiza;Santiago de Compostela;Internacional;3844;40,39
2023;1;Suiza;Sevilla;Internacional;2239;99,91
2023;1;Suiza;Tenerife;Internacional;8726;27,67
2023;1;Suiza;València;Internacional;4181;67,78
2023;1;Total;Alacant/Alicante;Internacional;326396;57,86
2023;1;Total;Alacant/Alicante;Nacional;72540;72,6
2023;1;Total;Almería;Internacional;1093;16,52
2023;1;Total;Almería;Nacional;12300;56,73
2023;1;Total;Badajoz;Internacional;57;0,0
2023;1;Total;Badajoz;Nacional;3443;188,12
2023;1;Total;Barcelona;Internacional;1091688;81,83
2023;1;Total;Barcelona;Nacional;515100;43,26
2023;1;Total;Bilbao;Internacional;62623;131,12
2023;1;Total;Bilbao;Nacional;121172;59,88
2023;1;Total;Castelló de la Plana;Internacional;5971;420,58
2023;1;Total;Castelló de la Plana;Nacional;528;0,0
2023;1;Total;Coruña, A;Internacional;4062;1371,74
2023;1;Total;Coruña, A;Nacional;40791;60,78
2023;1;Total;Donostia/San Sebastián;Nacional;15609;102,77
2023;1;Total;Fuerteventura;Internacional;154593;49,43
2023;1;Total;Fuerteventura;Nacional;82572;23,78
2023;1;Total;Girona;Internacional;5430;-11,27
2023;1;Total;Girona;Nacional;39;0,0
2023;1;Total;Granada;Internacional;2453;80,5
2023;1;Total;Granada;Nacional;36339;64,58
2023;1;Total;Ibiza;Internacional;6751;-4,93
2023;1;Total;Ibiza;Nacional;110125;46,48
2023;1;Total;Jerez de la Frontera;Internacional;687;-60,7
2023;1;Total;Jerez de la Frontera;Nacional;21148;87,28
2023;1;Total;Lanzarote;Internacional;202276;49,29
2023;1;Total;Lanzarote;Nacional;119802;58,49
2023;1;Total;León;Nacional;1374;75,7
2023;1;Total;Lleida;Nacional;798;236,71
2023;1;Total;Logroño;Nacional;406;524,62
2023;1;Total;Madrid;Internacional;1575998;61,65
2023;1;Total;Madrid;Nacional;686813;45,74
2023;1;Total;Mallorca;Internacional;146524;56,96
2023;1;Total;Mallorca;Nacional;316474;43,64
2023;1;Total;Melilla;Nacional;20791;41,55
2023;1;Total;Menorca;Internacional;2955;187,45
2023;1;Total;Menorca;Nacional;47958;41,94
2023;1;Total;Murcia;Internacional;9984;61,63
2023;1;Total;Murcia;Nacional;1399;40,46
2023;1;Total;Málaga;Internacional;428414;49,66
2023;1;Total;Málaga;Nacional;133517;53,92
2023;1;Total;Oviedo;Internacional;14317;900,49
2023;1;Total;Oviedo;Nacional;46967;50,23
2023;1;Total;Palmas de Gran Canaria, Las;Internacional;309021;44,52
2023;1;Total;Palmas de Gran Canaria, Las;Nacional;282369;34,56
2023;1;Total;Pamplona/Iruña;Nacional;8510;62,87
2023;1;Total;San Sebastián de la Gomera;Nacional;3786;96,57
2023;1;Total;Santa Cruz de la Palma;Internacional;6116;3414,94
2023;1;Total;Santa Cruz de la Palma;Nacional;42951;51,71
2023;1;Total;Santander;Internacional;22912;75,45
2023;1;Total;Santander;Nacional;20407;49,17
2023;1;Total;Santiago de Compostela;Internacional;26101;216,18
2023;1;Total;Santiago de Compostela;Nacional;90631;41,45
2023;1;Total;Seu d'Urgell, La;Nacional;414;165,38
2023;1;Total;Sevilla;Internacional;134808;78,99
2023;1;Total;Sevilla;Nacional;151925;39,94
2023;1;Total;Tenerife;Internacional;473731;45,72
2023;1;Total;Tenerife;Nacional;286370;38,46
2023;1;Total;Teruel;Internacional;1640;0,0
2023;1;Total;Valladolid;Internacional;116;0,0
2023;1;Total;Valladolid;Nacional;6353;75,98
2023;1;Total;Valverde;Nacional;9019;31,97
2023;1;Total;València;Internacional;201472;63,05
2023;1;Total;València;Nacional;96690;66,05
2023;1;Total;Vigo;Nacional;42139;83,54
2023;1;Total;Vitoria-Gasteiz;Internacional;3111;603,85
2023;1;Total;Vitoria-Gasteiz;Nacional;6752;66,39
2023;1;Total;Zaragoza;Internacional;20069;59,34
2023;1;Total;Zaragoza;Nacional;7200;98,07
2023;1;Turquía;Barcelona;Internacional;21722;83,62
2023;1;Turquía;Bilbao;Internacional;1615;0,0
2023;1;Turquía;Madrid;Internacional;23219;42,27
2023;1;Turquía;Málaga;Internacional;9013;79,76
2023;1;Turquía;València;Internacional;5525;146,87
2023;1;Turquía;Vitoria-Gasteiz;Internacional;130;0,0
