_id,mes,empresa,tipo_de_servicio,tipo_de_producto,trayecto,precio
355,2024-04,Iryo,Comercial,LD AV,Madrid-Málaga,40.40000
356,2024-04,Iryo,Comercial,LD AV,Madrid-Sevilla,46.65000
357,2024-04,Iryo,Comercial,LD AV,Madrid-Valencia,22.87000
358,2024-04,OUIGO,Comercial,LD AV,Madrid-Alicante,27.28000
359,2024-04,OUIGO,Comercial,LD AV,Madrid-Barcelona,36.98000
360,2024-04,OUIGO,Comercial,LD AV,Madrid-Valencia,22.10000
361,2024-04,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,44.12000
362,2024-04,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,62.99000
363,2024-04,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,49.14000
364,2024-04,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,58.35000
365,2024-04,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,36.06000
366,2024-04,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,26.91000
367,2024-04,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,41.13000
368,2024-04,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,42.84000
369,2024-04,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,41.38000
370,2024-04,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,21.56000
371,2024-04,Total,Comercial,LD AV,Madrid-Alicante,38.05000
372,2024-04,Total,Comercial,LD AV,Madrid-Barcelona,51.78000
373,2024-04,Total,Comercial,LD AV,Madrid-Málaga,46.33000
374,2024-04,Total,Comercial,LD AV,Madrid-Sevilla,54.20000
375,2024-04,Total,Comercial,LD AV,Madrid-Valencia,28.06000
376,2024-05,Iryo,Comercial,LD AV,Madrid-Alicante,35.68000
377,2024-05,Iryo,Comercial,LD AV,Madrid-Barcelona,45.56000
378,2024-05,Iryo,Comercial,LD AV,Madrid-Málaga,41.10000
379,2024-05,Iryo,Comercial,LD AV,Madrid-Sevilla,47.40000
380,2024-05,Iryo,Comercial,LD AV,Madrid-Valencia,24.45000
381,2024-05,OUIGO,Comercial,LD AV,Madrid-Alicante,30.76000
382,2024-05,OUIGO,Comercial,LD AV,Madrid-Barcelona,43.41000
383,2024-05,OUIGO,Comercial,LD AV,Madrid-Valencia,24.86000
384,2024-05,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,46.41000
385,2024-05,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,65.68000
386,2024-05,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,51.33000
387,2024-05,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,60.68000
388,2024-05,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,40.42000
389,2024-05,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,28.53000
390,2024-05,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,46.32000
391,2024-05,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,45.27000
392,2024-05,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,40.92000
393,2024-05,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,22.33000
394,2024-05,Total,Comercial,LD AV,Madrid-Alicante,40.43000
395,2024-05,Total,Comercial,LD AV,Madrid-Barcelona,55.01000
396,2024-05,Total,Comercial,LD AV,Madrid-Málaga,48.07000
397,2024-05,Total,Comercial,LD AV,Madrid-Sevilla,56.00000
398,2024-05,Total,Comercial,LD AV,Madrid-Valencia,31.36000
399,2024-06,Iryo,Comercial,LD AV,Madrid-Alicante,26.87000
400,2024-06,Iryo,Comercial,LD AV,Madrid-Barcelona,48.70000
401,2024-06,Iryo,Comercial,LD AV,Madrid-Málaga,43.08000
402,2024-06,Iryo,Comercial,LD AV,Madrid-Sevilla,46.61000
403,2024-06,Iryo,Comercial,LD AV,Madrid-Valencia,28.76000
404,2024-06,OUIGO,Comercial,LD AV,Madrid-Alicante,33.70000
405,2024-06,OUIGO,Comercial,LD AV,Madrid-Barcelona,46.23000
406,2024-06,OUIGO,Comercial,LD AV,Madrid-Valencia,28.11000
407,2024-06,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,48.80000
408,2024-06,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,67.44000
409,2024-06,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,53.22000
410,2024-06,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,55.31000
411,2024-06,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,44.19000
412,2024-06,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,28.91000
413,2024-06,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,48.58000
414,2024-06,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,43.02000
415,2024-06,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,40.79000
416,2024-06,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,24.47000
417,2024-06,Total,Comercial,LD AV,Madrid-Alicante,40.88000
418,2024-06,Total,Comercial,LD AV,Madrid-Barcelona,57.47000
419,2024-06,Total,Comercial,LD AV,Madrid-Málaga,49.21000
420,2024-06,Total,Comercial,LD AV,Madrid-Sevilla,52.04000
421,2024-06,Total,Comercial,LD AV,Madrid-Valencia,34.27000
422,2024-07,Iryo,Comercial,LD AV,Madrid-Alicante,29.18000
423,2024-07,Iryo,Comercial,LD AV,Madrid-Barcelona,44.19000
424,2024-07,Iryo,Comercial,LD AV,Madrid-Málaga,42.86000
425,2024-07,Iryo,Comercial,LD AV,Madrid-Sevilla,36.22000
426,2024-07,Iryo,Comercial,LD AV,Madrid-Valencia,28.06000
427,2024-07,OUIGO,Comercial,LD AV,Madrid-Alicante,36.72000
428,2024-07,OUIGO,Comercial,LD AV,Madrid-Barcelona,46.06000
429,2024-07,OUIGO,Comercial,LD AV,Madrid-Valencia,29.56000
430,2024-07,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,46.89000
431,2024-07,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,64.96000
432,2024-07,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,52.48000
433,2024-07,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,45.86000
434,2024-07,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,43.48000
435,2024-07,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,29.43000
436,2024-07,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,48.08000
437,2024-07,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,44.28000
438,2024-07,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,34.13000
439,2024-07,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,27.67000
440,2024-07,Total,Comercial,LD AV,Madrid-Alicante,41.09000
441,2024-07,Total,Comercial,LD AV,Madrid-Barcelona,54.56000
442,2024-07,Total,Comercial,LD AV,Madrid-Málaga,49.04000
443,2024-07,Total,Comercial,LD AV,Madrid-Sevilla,42.34000
444,2024-07,Total,Comercial,LD AV,Madrid-Valencia,34.50000
445,2024-08,Iryo,Comercial,LD AV,Madrid-Alicante,26.49000
446,2024-08,Iryo,Comercial,LD AV,Madrid-Barcelona,40.59000
447,2024-08,Iryo,Comercial,LD AV,Madrid-Málaga,43.78000
448,2024-08,Iryo,Comercial,LD AV,Madrid-Sevilla,33.02000
449,2024-08,Iryo,Comercial,LD AV,Madrid-Valencia,24.29000
450,2024-08,OUIGO,Comercial,LD AV,Madrid-Alicante,31.81000
451,2024-08,OUIGO,Comercial,LD AV,Madrid-Barcelona,43.16000
452,2024-08,OUIGO,Comercial,LD AV,Madrid-Valencia,26.03000
453,2024-08,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,43.20000
454,2024-08,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,57.95000
455,2024-08,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,52.59000
456,2024-08,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,39.62000
457,2024-08,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,36.86000
458,2024-08,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,29.37000
459,2024-08,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,44.71000
460,2024-08,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,44.62000
461,2024-08,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,27.48000
462,2024-08,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,23.48000
463,2024-08,Total,Comercial,LD AV,Madrid-Alicante,37.53000
464,2024-08,Total,Comercial,LD AV,Madrid-Barcelona,48.56000
465,2024-08,Total,Comercial,LD AV,Madrid-Málaga,49.65000
466,2024-08,Total,Comercial,LD AV,Madrid-Sevilla,36.77000
467,2024-08,Total,Comercial,LD AV,Madrid-Valencia,28.80000
468,2024-09,Iryo,Comercial,LD AV,Madrid-Alicante,25.31000
469,2024-09,Iryo,Comercial,LD AV,Madrid-Barcelona,40.40000
470,2024-09,Iryo,Comercial,LD AV,Madrid-Málaga,37.61000
471,2024-09,Iryo,Comercial,LD AV,Madrid-Sevilla,37.72000
472,2024-09,Iryo,Comercial,LD AV,Madrid-Valencia,22.44000
473,2024-09,OUIGO,Comercial,LD AV,Madrid-Alicante,25.66000
474,2024-09,OUIGO,Comercial,LD AV,Madrid-Barcelona,40.16000
475,2024-09,OUIGO,Comercial,LD AV,Madrid-Valencia,22.78000
476,2024-09,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,38.33000
477,2024-09,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,63.98000
478,2024-09,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,46.72000
479,2024-09,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,48.24000
480,2024-09,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,35.18000
481,2024-09,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,24.80000
482,2024-09,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,43.08000
483,2024-09,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,40.67000
484,2024-09,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,34.21000
485,2024-09,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,21.18000
486,2024-09,Total,Comercial,LD AV,Madrid-Alicante,33.44000
487,2024-09,Total,Comercial,LD AV,Madrid-Barcelona,51.29000
488,2024-09,Total,Comercial,LD AV,Madrid-Málaga,43.76000
489,2024-09,Total,Comercial,LD AV,Madrid-Sevilla,44.50000
490,2024-09,Total,Comercial,LD AV,Madrid-Valencia,27.10000
491,2024-10,Iryo,Comercial,LD AV,Madrid-Alicante,27.02000
492,2024-10,Iryo,Comercial,LD AV,Madrid-Barcelona,41.70000
493,2024-10,Iryo,Comercial,LD AV,Madrid-Málaga,38.29000
494,2024-10,Iryo,Comercial,LD AV,Madrid-Sevilla,39.46000
495,2024-10,Iryo,Comercial,LD AV,Madrid-Valencia,22.14000
496,2024-10,OUIGO,Comercial,LD AV,Madrid-Alicante,24.40000
497,2024-10,OUIGO,Comercial,LD AV,Madrid-Barcelona,41.83000
498,2024-10,OUIGO,Comercial,LD AV,Madrid-Valencia,21.22000
499,2024-10,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,38.85000
500,2024-10,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,67.80000
501,2024-10,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,47.22000
502,2024-10,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,50.88000
503,2024-10,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,35.72000
504,2024-10,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,22.23000
505,2024-10,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,45.63000
506,2024-10,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,44.80000
507,2024-10,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,35.88000
508,2024-10,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,18.85000
509,2024-10,Total,Comercial,LD AV,Madrid-Alicante,33.22000
510,2024-10,Total,Comercial,LD AV,Madrid-Barcelona,54.74000
511,2024-10,Total,Comercial,LD AV,Madrid-Málaga,44.63000
512,2024-10,Total,Comercial,LD AV,Madrid-Sevilla,46.88000
513,2024-10,Total,Comercial,LD AV,Madrid-Valencia,26.73000
514,2024-11,Iryo,Comercial,LD AV,Madrid-Alicante,29.27000
515,2024-11,Iryo,Comercial,LD AV,Madrid-Barcelona,42.55000
516,2024-11,Iryo,Comercial,LD AV,Madrid-Málaga,39.68000
517,2024-11,Iryo,Comercial,LD AV,Madrid-Sevilla,40.58000
518,2024-11,Iryo,Comercial,LD AV,Madrid-Valencia,21.83000
519,2024-11,OUIGO,Comercial,LD AV,Madrid-Alicante,25.35000
520,2024-11,OUIGO,Comercial,LD AV,Madrid-Barcelona,40.62000
521,2024-11,OUIGO,Comercial,LD AV,Madrid-Valencia,22.06000
522,2024-11,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,40.26000
523,2024-11,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,64.82000
524,2024-11,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,47.23000
525,2024-11,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,49.78000
526,2024-11,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,34.08000
527,2024-11,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,23.19000
528,2024-11,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,43.65000
529,2024-11,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,44.38000
530,2024-11,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,38.02000
531,2024-11,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,20.05000
532,2024-11,Total,Comercial,LD AV,Madrid-Alicante,34.32000
533,2024-11,Total,Comercial,LD AV,Madrid-Barcelona,53.04000
534,2024-11,Total,Comercial,LD AV,Madrid-Málaga,44.83000
535,2024-11,Total,Comercial,LD AV,Madrid-Sevilla,46.53000
536,2024-11,Total,Comercial,LD AV,Madrid-Valencia,26.66000
537,2024-12,Iryo,Comercial,LD AV,Madrid-Alicante,32.76000
538,2024-12,Iryo,Comercial,LD AV,Madrid-Barcelona,52.15000
539,2024-12,Iryo,Comercial,LD AV,Madrid-Málaga,48.57000
540,2024-12,Iryo,Comercial,LD AV,Madrid-Sevilla,46.93000
541,2024-12,Iryo,Comercial,LD AV,Madrid-Valencia,27.02000
542,2024-12,OUIGO,Comercial,LD AV,Madrid-Alicante,29.86000
543,2024-12,OUIGO,Comercial,LD AV,Madrid-Barcelona,48.23000
544,2024-12,OUIGO,Comercial,LD AV,Madrid-Valencia,23.45000
545,2024-12,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,42.85000
546,2024-12,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,71.74000
547,2024-12,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,59.49000
548,2024-12,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,56.34000
549,2024-12,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,34.61000
550,2024-12,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,28.67000
551,2024-12,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,51.46000
552,2024-12,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,47.91000
553,2024-12,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,42.67000
554,2024-12,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,22.49000
555,2024-12,Total,Comercial,LD AV,Madrid-Alicante,37.92000
556,2024-12,Total,Comercial,LD AV,Madrid-Barcelona,60.34000
557,2024-12,Total,Comercial,LD AV,Madrid-Málaga,54.62000
558,2024-12,Total,Comercial,LD AV,Madrid-Sevilla,52.14000
559,2024-12,Total,Comercial,LD AV,Madrid-Valencia,28.58000
560,2025-01,Iryo,Comercial,LD AV,Madrid-Alicante,26.41000
561,2025-01,Iryo,Comercial,LD AV,Madrid-Barcelona,40.89000
562,2025-01,Iryo,Comercial,LD AV,Madrid-Málaga,34.07000
563,2025-01,Iryo,Comercial,LD AV,Madrid-Sevilla,35.52000
564,2025-01,Iryo,Comercial,LD AV,Madrid-Valencia,21.36000
565,2025-01,OUIGO,Comercial,LD AV,Madrid-Alicante,20.19000
566,2025-01,OUIGO,Comercial,LD AV,Madrid-Barcelona,35.80000
567,2025-01,OUIGO,Comercial,LD AV,Madrid-Málaga,21.96000
568,2025-01,OUIGO,Comercial,LD AV,Madrid-Sevilla,24.40000
569,2025-01,OUIGO,Comercial,LD AV,Madrid-Valencia,16.45000
570,2025-01,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,32.06000
571,2025-01,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,61.94000
572,2025-01,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,40.20000
573,2025-01,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,41.68000
574,2025-01,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,28.52000
575,2025-01,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,22.11000
576,2025-01,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,37.55000
577,2025-01,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,31.67000
578,2025-01,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,32.05000
579,2025-01,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,16.33000
580,2025-01,Total,Comercial,LD AV,Madrid-Alicante,27.89000
581,2025-01,Total,Comercial,LD AV,Madrid-Barcelona,50.02000
582,2025-01,Total,Comercial,LD AV,Madrid-Málaga,36.78000
583,2025-01,Total,Comercial,LD AV,Madrid-Sevilla,38.16000
584,2025-01,Total,Comercial,LD AV,Madrid-Valencia,22.62000
585,2025-02,Iryo,Comercial,LD AV,Madrid-Alicante,26.27000
586,2025-02,Iryo,Comercial,LD AV,Madrid-Barcelona,39.06000
587,2025-02,Iryo,Comercial,LD AV,Madrid-Málaga,34.00000
588,2025-02,Iryo,Comercial,LD AV,Madrid-Sevilla,35.63000
589,2025-02,Iryo,Comercial,LD AV,Madrid-Valencia,20.69000
590,2025-02,OUIGO,Comercial,LD AV,Madrid-Alicante,20.35000
591,2025-02,OUIGO,Comercial,LD AV,Madrid-Barcelona,35.04000
592,2025-02,OUIGO,Comercial,LD AV,Madrid-Málaga,26.65000
593,2025-02,OUIGO,Comercial,LD AV,Madrid-Sevilla,28.72000
594,2025-02,OUIGO,Comercial,LD AV,Madrid-Valencia,17.48000
595,2025-02,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,32.57000
596,2025-02,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,62.27000
597,2025-02,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,37.87000
598,2025-02,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,42.55000
599,2025-02,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,29.86000
600,2025-02,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,21.78000
601,2025-02,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,36.34000
602,2025-02,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,31.93000
603,2025-02,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,31.96000
604,2025-02,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,16.89000
605,2025-02,Total,Comercial,LD AV,Madrid-Alicante,28.30000
606,2025-02,Total,Comercial,LD AV,Madrid-Barcelona,50.11000
607,2025-02,Total,Comercial,LD AV,Madrid-Málaga,34.83000
608,2025-02,Total,Comercial,LD AV,Madrid-Sevilla,37.58000
609,2025-02,Total,Comercial,LD AV,Madrid-Valencia,23.15000
610,2025-03,Iryo,Comercial,LD AV,Madrid-Alicante,27.71000
611,2025-03,Iryo,Comercial,LD AV,Madrid-Barcelona,41.10000
612,2025-03,Iryo,Comercial,LD AV,Madrid-Málaga,34.98000
613,2025-03,Iryo,Comercial,LD AV,Madrid-Sevilla,35.55000
614,2025-03,Iryo,Comercial,LD AV,Madrid-Valencia,22.53000
615,2025-03,OUIGO,Comercial,LD AV,Madrid-Alicante,21.81000
616,2025-03,OUIGO,Comercial,LD AV,Madrid-Barcelona,38.70000
617,2025-03,OUIGO,Comercial,LD AV,Madrid-Málaga,29.64000
618,2025-03,OUIGO,Comercial,LD AV,Madrid-Sevilla,31.86000
619,2025-03,OUIGO,Comercial,LD AV,Madrid-Valencia,22.45000
620,2025-03,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,34.92000
621,2025-03,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,61.58000
622,2025-03,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,43.35000
623,2025-03,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,48.93000
624,2025-03,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,35.19000
625,2025-03,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,23.92000
626,2025-03,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,39.35000
627,2025-03,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,34.42000
628,2025-03,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,36.17000
629,2025-03,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,22.38000
630,2025-03,Total,Comercial,LD AV,Madrid-Alicante,30.33000
631,2025-03,Total,Comercial,LD AV,Madrid-Barcelona,50.41000
632,2025-03,Total,Comercial,LD AV,Madrid-Málaga,38.69000
633,2025-03,Total,Comercial,LD AV,Madrid-Sevilla,41.99000
634,2025-03,Total,Comercial,LD AV,Madrid-Valencia,27.39000
635,2025-04,Iryo,Comercial,LD AV,Madrid-Alicante,31.63000
636,2025-04,Iryo,Comercial,LD AV,Madrid-Barcelona,55.25000
637,2025-04,Iryo,Comercial,LD AV,Madrid-Málaga,46.49000
638,2025-04,Iryo,Comercial,LD AV,Madrid-Sevilla,48.44000
639,2025-04,Iryo,Comercial,LD AV,Madrid-Valencia,24.54000
640,2025-04,OUIGO,Comercial,LD AV,Madrid-Alicante,30.41000
641,2025-04,OUIGO,Comercial,LD AV,Madrid-Barcelona,51.21000
642,2025-04,OUIGO,Comercial,LD AV,Madrid-Málaga,39.75000
643,2025-04,OUIGO,Comercial,LD AV,Madrid-Sevilla,39.90000
644,2025-04,OUIGO,Comercial,LD AV,Madrid-Valencia,23.93000
645,2025-04,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,42.08000
646,2025-04,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,72.55000
647,2025-04,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,54.63000
648,2025-04,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,56.71000
649,2025-04,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,36.71000
650,2025-04,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,30.47000
651,2025-04,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,51.12000
652,2025-04,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,43.01000
653,2025-04,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,43.66000
654,2025-04,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,24.52000
655,2025-04,Total,Comercial,LD AV,Madrid-Alicante,37.78000
656,2025-04,Total,Comercial,LD AV,Madrid-Barcelona,62.16000
657,2025-04,Total,Comercial,LD AV,Madrid-Málaga,49.37000
658,2025-04,Total,Comercial,LD AV,Madrid-Sevilla,50.95000
659,2025-04,Total,Comercial,LD AV,Madrid-Valencia,29.11000
660,2025-05,Iryo,Comercial,LD AV,Madrid-Alicante,29.16000
661,2025-05,Iryo,Comercial,LD AV,Madrid-Barcelona,54.08000
662,2025-05,Iryo,Comercial,LD AV,Madrid-Málaga,41.16000
663,2025-05,Iryo,Comercial,LD AV,Madrid-Sevilla,51.93000
664,2025-05,Iryo,Comercial,LD AV,Madrid-Valencia,23.17000
665,2025-05,OUIGO,Comercial,LD AV,Madrid-Alicante,26.30000
666,2025-05,OUIGO,Comercial,LD AV,Madrid-Barcelona,47.76000
667,2025-05,OUIGO,Comercial,LD AV,Madrid-Málaga,38.26000
668,2025-05,OUIGO,Comercial,LD AV,Madrid-Sevilla,44.81000
669,2025-05,OUIGO,Comercial,LD AV,Madrid-Valencia,22.76000
670,2025-05,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,40.37000
671,2025-05,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,73.51000
672,2025-05,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,53.45000
673,2025-05,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,62.42000
674,2025-05,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,35.56000
675,2025-05,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,27.46000
676,2025-05,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,50.62000
677,2025-05,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,41.96000
678,2025-05,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,48.18000
679,2025-05,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,23.87000
680,2025-05,Total,Comercial,LD AV,Madrid-Alicante,35.22000
681,2025-05,Total,Comercial,LD AV,Madrid-Barcelona,61.91000
682,2025-05,Total,Comercial,LD AV,Madrid-Málaga,47.20000
683,2025-05,Total,Comercial,LD AV,Madrid-Sevilla,55.70000
684,2025-05,Total,Comercial,LD AV,Madrid-Valencia,27.94000
685,2025-06,Iryo,Comercial,LD AV,Madrid-Alicante,26.01000
686,2025-06,Iryo,Comercial,LD AV,Madrid-Barcelona,58.77000
687,2025-06,Iryo,Comercial,LD AV,Madrid-Málaga,40.57000
688,2025-06,Iryo,Comercial,LD AV,Madrid-Sevilla,37.23000
689,2025-06,Iryo,Comercial,LD AV,Madrid-Valencia,25.48000
690,2025-06,OUIGO,Comercial,LD AV,Madrid-Alicante,29.26000
691,2025-06,OUIGO,Comercial,LD AV,Madrid-Barcelona,51.45000
692,2025-06,OUIGO,Comercial,LD AV,Madrid-Málaga,32.38000
693,2025-06,OUIGO,Comercial,LD AV,Madrid-Sevilla,28.68000
694,2025-06,OUIGO,Comercial,LD AV,Madrid-Valencia,24.39000
695,2025-06,Renfe-AVE,Comercial,LD AV,Madrid-Alicante,40.79000
696,2025-06,Renfe-AVE,Comercial,LD AV,Madrid-Barcelona,75.69000
697,2025-06,Renfe-AVE,Comercial,LD AV,Madrid-Málaga,51.70000
698,2025-06,Renfe-AVE,Comercial,LD AV,Madrid-Sevilla,48.40000
699,2025-06,Renfe-AVE,Comercial,LD AV,Madrid-Valencia,35.63000
700,2025-06,Renfe-AVLO,Comercial,LD AV,Madrid-Alicante,30.56000
701,2025-06,Renfe-AVLO,Comercial,LD AV,Madrid-Barcelona,54.15000
702,2025-06,Renfe-AVLO,Comercial,LD AV,Madrid-Málaga,39.47000
703,2025-06,Renfe-AVLO,Comercial,LD AV,Madrid-Sevilla,35.30000
704,2025-06,Renfe-AVLO,Comercial,LD AV,Madrid-Valencia,23.84000
705,2025-06,Total,Comercial,LD AV,Madrid-Alicante,35.99000
706,2025-06,Total,Comercial,LD AV,Madrid-Barcelona,65.39000
707,2025-06,Total,Comercial,LD AV,Madrid-Málaga,45.26000
708,2025-06,Total,Comercial,LD AV,Madrid-Sevilla,41.56000
709,2025-06,Total,Comercial,LD AV,Madrid-Valencia,28.89000
710,2025-07,Iryo,Comercial,LD AV,Madrid-Alicante,29.44000
711,2025-07,Iryo,Comercial,LD AV,Madrid-Barcelona,56.48000
