AÑO;MES;CATEGORIA_ALOJAMIENTO;CCAA;PROVINCIA;PERIODO_ANTELACION;PRECIO_CHECK-IN_ENTRE_SEMANA;PRECIO_CHECK-IN_FIN_SEMANA
2023;11;Hotel 5 Estrellas;Cataluña;Barcelona;1 Semana;338,0;324,0
2023;11;Hotel 5 Estrellas;Cataluña;Girona;1 Semana;200,0;242,0
2023;11;Hotel 5 Estrellas;Cataluña;Lleida;1 Semana;134,0;182,0
2023;11;Hotel 5 Estrellas;Cataluña;Tarragona;1 Semana;162,0;306,0
2023;11;Hotel 5 Estrellas;Comunidad Foral de Navarra;Navarra;1 Semana;251,0;313,0
2023;11;Hotel 5 Estrellas;Comunidad de Madrid;Madrid;1 Semana;386,0;375,0
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Semana;177,0;218,0
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Semana;;
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Valencia/València;1 Semana;237,0;301,0
2023;11;Hotel 5 Estrellas;Extremadura;Badajoz;1 Semana;90,0;127,0
2023;11;Hotel 5 Estrellas;Extremadura;Cáceres;1 Semana;306,0;378,0
2023;11;Hotel 5 Estrellas;Galicia;A Coruña;1 Semana;127,0;134,0
2023;11;Hotel 5 Estrellas;Galicia;Lugo;1 Semana;;
2023;11;Hotel 5 Estrellas;Galicia;Ourense;1 Semana;;
2023;11;Hotel 5 Estrellas;Galicia;Pontevedra;1 Semana;123,0;153,0
2023;11;Hotel 5 Estrellas;Illes Balears;Illes Balears;1 Semana;284,0;311,0
2023;11;Hotel 5 Estrellas;La Rioja;La Rioja;1 Semana;128,0;202,0
2023;11;Hotel 5 Estrellas;País Vasco;Araba/Álava;1 Semana;86,0;98,0
2023;11;Hotel 5 Estrellas;País Vasco;Bizkaia;1 Semana;148,0;172,0
2023;11;Hotel 5 Estrellas;País Vasco;Gipuzkoa;1 Semana;445,0;468,0
2023;11;Hotel 5 Estrellas;Principado de Asturias;Asturias;1 Semana;127,0;150,0
2023;11;Hotel 5 Estrellas;Región de Murcia;Murcia;1 Semana;198,0;211,0
2023;11;Hotel 3 Estrellas;Andalucía;Almería;2 Semanas;71,0;77,0
2023;11;Hotel 3 Estrellas;Andalucía;Cádiz;2 Semanas;71,0;79,0
2023;11;Hotel 3 Estrellas;Andalucía;Córdoba;2 Semanas;73,0;107,0
2023;11;Hotel 3 Estrellas;Andalucía;Granada;2 Semanas;70,0;97,0
2023;11;Hotel 3 Estrellas;Andalucía;Huelva;2 Semanas;74,0;84,0
2023;11;Hotel 3 Estrellas;Andalucía;Jaén;2 Semanas;62,0;79,0
2023;11;Hotel 3 Estrellas;Andalucía;Málaga;2 Semanas;88,0;99,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;110,0;135,0
2023;11;Hotel 3 Estrellas;Aragón;Huesca;2 Semanas;79,0;92,0
2023;11;Hotel 3 Estrellas;Aragón;Teruel;2 Semanas;82,0;95,0
2023;11;Hotel 3 Estrellas;Aragón;Zaragoza;2 Semanas;74,0;88,0
2023;11;Hotel 3 Estrellas;Canarias;Las Palmas;2 Semanas;134,0;138,0
2023;11;Hotel 3 Estrellas;Canarias;Santa Cruz de Tenerife;2 Semanas;101,0;102,0
2023;11;Hotel 3 Estrellas;Cantabria;Cantabria;2 Semanas;74,0;81,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Albacete;2 Semanas;70,0;85,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Ciudad Real;2 Semanas;67,0;73,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Cuenca;2 Semanas;63,0;92,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Guadalajara;2 Semanas;85,0;97,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Toledo;2 Semanas;76,0;103,0
2023;11;Hotel 3 Estrellas;Castilla y León;Burgos;2 Semanas;66,0;81,0
2023;11;Hotel 3 Estrellas;Castilla y León;León;2 Semanas;62,0;82,0
2023;11;Hotel 3 Estrellas;Castilla y León;Palencia;2 Semanas;63,0;74,0
2023;11;Hotel 3 Estrellas;Castilla y León;Salamanca;2 Semanas;71,0;90,0
2023;11;Hotel 3 Estrellas;Castilla y León;Segovia;2 Semanas;67,0;135,0
2023;11;Hotel 3 Estrellas;Castilla y León;Soria;2 Semanas;63,0;70,0
2023;11;Hotel 3 Estrellas;Castilla y León;Valladolid;2 Semanas;75,0;84,0
2023;11;Hotel 3 Estrellas;Castilla y León;Zamora;2 Semanas;86,0;73,0
2023;11;Hotel 3 Estrellas;Castilla y León;Ávila;2 Semanas;65,0;77,0
2023;11;Hotel 3 Estrellas;Cataluña;Barcelona;2 Semanas;139,0;160,0
2023;11;Hotel 3 Estrellas;Cataluña;Girona;2 Semanas;96,0;108,0
2023;11;Hotel 3 Estrellas;Cataluña;Lleida;2 Semanas;80,0;91,0
2023;11;Hotel 3 Estrellas;Cataluña;Tarragona;2 Semanas;72,0;77,0
2023;11;Hotel 3 Estrellas;Comunidad Foral de Navarra;Navarra;2 Semanas;82,0;88,0
2023;11;Hotel 3 Estrellas;Comunidad de Madrid;Madrid;2 Semanas;124,0;135,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Alicante/Alacant;2 Semanas;82,0;94,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Castellón/Castelló;2 Semanas;65,0;73,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Valencia/València;2 Semanas;99,0;120,0
2023;11;Hotel 3 Estrellas;Extremadura;Badajoz;2 Semanas;66,0;70,0
2023;11;Hotel 3 Estrellas;Extremadura;Cáceres;2 Semanas;93,0;110,0
2023;11;Hotel 3 Estrellas;Galicia;A Coruña;2 Semanas;62,0;75,0
2023;11;Hotel 3 Estrellas;Galicia;Lugo;2 Semanas;61,0;64,0
2023;11;Hotel 3 Estrellas;Galicia;Ourense;2 Semanas;;
2023;11;Hotel 3 Estrellas;Galicia;Pontevedra;2 Semanas;62,0;69,0
2023;11;Hotel 3 Estrellas;Illes Balears;Illes Balears;2 Semanas;101,0;110,0
2023;11;Hotel 3 Estrellas;La Rioja;La Rioja;2 Semanas;84,0;113,0
2023;11;Hotel 3 Estrellas;País Vasco;Araba/Álava;2 Semanas;81,0;85,0
2023;11;Hotel 3 Estrellas;País Vasco;Bizkaia;2 Semanas;86,0;114,0
2023;11;Hotel 3 Estrellas;País Vasco;Gipuzkoa;2 Semanas;88,0;123,0
2023;11;Hotel 3 Estrellas;Principado de Asturias;Asturias;2 Semanas;66,0;73,0
2023;11;Hotel 3 Estrellas;Región de Murcia;Murcia;2 Semanas;72,0;79,0
2023;11;Hotel 4 Estrellas;Andalucía;Almería;2 Semanas;74,0;80,0
2023;11;Hotel 4 Estrellas;Andalucía;Cádiz;2 Semanas;74,0;89,0
2023;11;Hotel 4 Estrellas;Andalucía;Córdoba;2 Semanas;96,0;143,0
2023;11;Hotel 4 Estrellas;Andalucía;Granada;2 Semanas;80,0;115,0
2023;11;Hotel 4 Estrellas;Andalucía;Huelva;2 Semanas;88,0;101,0
2023;11;Hotel 4 Estrellas;Andalucía;Jaén;2 Semanas;76,0;95,0
2023;11;Hotel 4 Estrellas;Andalucía;Málaga;2 Semanas;124,0;139,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;141,0;176,0
2023;11;Hotel 4 Estrellas;Aragón;Huesca;2 Semanas;92,0;113,0
2023;11;Hotel 4 Estrellas;Aragón;Teruel;2 Semanas;85,0;124,0
2023;11;Hotel 4 Estrellas;Aragón;Zaragoza;2 Semanas;91,0;103,0
2023;11;Hotel 4 Estrellas;Canarias;Las Palmas;2 Semanas;195,0;196,0
2023;11;Hotel 4 Estrellas;Canarias;Santa Cruz de Tenerife;2 Semanas;152,0;157,0
2023;11;Hotel 4 Estrellas;Cantabria;Cantabria;2 Semanas;74,0;94,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Albacete;2 Semanas;89,0;87,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Ciudad Real;2 Semanas;76,0;84,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Cuenca;2 Semanas;87,0;122,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Guadalajara;2 Semanas;99,0;160,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Toledo;2 Semanas;78,0;117,0
2023;11;Hotel 4 Estrellas;Castilla y León;Burgos;2 Semanas;88,0;101,0
2023;11;Hotel 4 Estrellas;Castilla y León;León;2 Semanas;68,0;89,0
2023;11;Hotel 4 Estrellas;Castilla y León;Palencia;2 Semanas;103,0;110,0
2023;11;Hotel 4 Estrellas;Castilla y León;Salamanca;2 Semanas;78,0;103,0
2023;11;Hotel 4 Estrellas;Castilla y León;Segovia;2 Semanas;84,0;133,0
2023;11;Hotel 4 Estrellas;Castilla y León;Soria;2 Semanas;84,0;97,0
2023;11;Hotel 4 Estrellas;Castilla y León;Valladolid;2 Semanas;102,0;128,0
2023;11;Hotel 4 Estrellas;Castilla y León;Zamora;2 Semanas;80,0;94,0
2023;11;Hotel 4 Estrellas;Castilla y León;Ávila;2 Semanas;81,0;84,0
2023;11;Hotel 4 Estrellas;Cataluña;Barcelona;2 Semanas;168,0;171,0
2023;11;Hotel 4 Estrellas;Cataluña;Girona;2 Semanas;108,0;136,0
2023;11;Hotel 4 Estrellas;Cataluña;Lleida;2 Semanas;80,0;90,0
2023;11;Hotel 4 Estrellas;Cataluña;Tarragona;2 Semanas;88,0;108,0
2023;11;Hotel 4 Estrellas;Comunidad Foral de Navarra;Navarra;2 Semanas;102,0;121,0
2023;11;Hotel 4 Estrellas;Comunidad de Madrid;Madrid;2 Semanas;180,0;185,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Alicante/Alacant;2 Semanas;109,0;126,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Castellón/Castelló;2 Semanas;83,0;95,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Valencia/València;2 Semanas;119,0;149,0
2023;11;Hotel 4 Estrellas;Extremadura;Badajoz;2 Semanas;71,0;86,0
2023;11;Hotel 4 Estrellas;Extremadura;Cáceres;2 Semanas;87,0;123,0
2023;11;Hotel 4 Estrellas;Galicia;A Coruña;2 Semanas;90,0;92,0
2023;11;Hotel 4 Estrellas;Galicia;Lugo;2 Semanas;75,0;82,0
2023;11;Hotel 4 Estrellas;Galicia;Ourense;2 Semanas;;
2023;11;Hotel 4 Estrellas;Galicia;Pontevedra;2 Semanas;79,0;96,0
2023;11;Hotel 4 Estrellas;Illes Balears;Illes Balears;2 Semanas;134,0;148,0
2023;11;Hotel 4 Estrellas;La Rioja;La Rioja;2 Semanas;114,0;143,0
2023;11;Hotel 4 Estrellas;País Vasco;Araba/Álava;2 Semanas;86,0;97,0
2023;11;Hotel 4 Estrellas;País Vasco;Bizkaia;2 Semanas;116,0;132,0
2023;11;Hotel 4 Estrellas;País Vasco;Gipuzkoa;2 Semanas;119,0;180,0
2023;11;Hotel 4 Estrellas;Principado de Asturias;Asturias;2 Semanas;74,0;84,0
2023;11;Hotel 4 Estrellas;Región de Murcia;Murcia;2 Semanas;76,0;84,0
2023;11;Hotel 5 Estrellas;Andalucía;Almería;2 Semanas;75,0;75,0
2023;11;Hotel 5 Estrellas;Andalucía;Cádiz;2 Semanas;163,0;177,0
2023;11;Hotel 5 Estrellas;Andalucía;Córdoba;2 Semanas;163,0;202,0
2023;11;Hotel 5 Estrellas;Andalucía;Granada;2 Semanas;181,0;223,0
2023;11;Hotel 5 Estrellas;Andalucía;Huelva;2 Semanas;;
2023;11;Hotel 5 Estrellas;Andalucía;Jaén;2 Semanas;120,0;201,0
2023;11;Hotel 5 Estrellas;Andalucía;Málaga;2 Semanas;245,0;275,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;311,0;368,0
2023;11;Hotel 5 Estrellas;Aragón;Huesca;2 Semanas;79,0;112,0
2023;11;Hotel 5 Estrellas;Aragón;Teruel;2 Semanas;;
2023;11;Hotel 5 Estrellas;Aragón;Zaragoza;2 Semanas;;
2023;11;Hotel 5 Estrellas;Canarias;Las Palmas;2 Semanas;301,0;315,0
2023;11;Hotel 5 Estrellas;Canarias;Santa Cruz de Tenerife;2 Semanas;326,0;365,0
2023;11;Hotel 5 Estrellas;Cantabria;Cantabria;2 Semanas;134,0;176,0
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Albacete;2 Semanas;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Ciudad Real;2 Semanas;148,0;195,0
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Cuenca;2 Semanas;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Guadalajara;2 Semanas;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Toledo;2 Semanas;112,0;174,0
2023;11;Hotel 5 Estrellas;Castilla y León;Burgos;2 Semanas;184,0;
2023;11;Hotel 5 Estrellas;Castilla y León;León;2 Semanas;209,0;304,0
2023;11;Hotel 5 Estrellas;Castilla y León;Palencia;2 Semanas;;
2023;11;Hotel 5 Estrellas;Castilla y León;Salamanca;2 Semanas;151,0;183,0
2023;11;Hotel 5 Estrellas;Castilla y León;Segovia;2 Semanas;129,0;199,0
2023;11;Hotel 5 Estrellas;Castilla y León;Soria;2 Semanas;129,0;126,0
2023;11;Hotel 5 Estrellas;Castilla y León;Valladolid;2 Semanas;294,0;366,0
2023;11;Hotel 5 Estrellas;Castilla y León;Zamora;2 Semanas;101,0;191,0
2023;11;Hotel 5 Estrellas;Castilla y León;Ávila;2 Semanas;186,0;219,0
2023;11;Hotel 5 Estrellas;Cataluña;Barcelona;2 Semanas;354,0;318,0
2023;11;Hotel 5 Estrellas;Cataluña;Girona;2 Semanas;200,0;236,0
2023;11;Hotel 5 Estrellas;Cataluña;Lleida;2 Semanas;130,0;173,0
2023;11;Hotel 5 Estrellas;Cataluña;Tarragona;2 Semanas;162,0;357,0
2023;11;Hotel 5 Estrellas;Comunidad Foral de Navarra;Navarra;2 Semanas;267,0;304,0
2023;11;Hotel 5 Estrellas;Comunidad de Madrid;Madrid;2 Semanas;367,0;362,0
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Alicante/Alacant;2 Semanas;176,0;219,0
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Castellón/Castelló;2 Semanas;;
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Valencia/València;2 Semanas;226,0;281,0
2023;11;Hotel 5 Estrellas;Extremadura;Badajoz;2 Semanas;88,0;119,0
2023;11;Hotel 5 Estrellas;Extremadura;Cáceres;2 Semanas;307,0;375,0
2023;11;Hotel 5 Estrellas;Galicia;A Coruña;2 Semanas;126,0;132,0
2023;11;Hotel 5 Estrellas;Galicia;Lugo;2 Semanas;;
2023;11;Hotel 5 Estrellas;Galicia;Ourense;2 Semanas;;
2023;11;Hotel 5 Estrellas;Galicia;Pontevedra;2 Semanas;118,0;144,0
2023;11;Hotel 5 Estrellas;Illes Balears;Illes Balears;2 Semanas;287,0;311,0
2023;11;Hotel 5 Estrellas;La Rioja;La Rioja;2 Semanas;133,0;195,0
2023;11;Hotel 5 Estrellas;País Vasco;Araba/Álava;2 Semanas;83,0;97,0
2023;11;Hotel 5 Estrellas;País Vasco;Bizkaia;2 Semanas;150,0;168,0
2023;11;Hotel 5 Estrellas;País Vasco;Gipuzkoa;2 Semanas;379,0;479,0
2023;11;Hotel 5 Estrellas;Principado de Asturias;Asturias;2 Semanas;123,0;146,0
2023;11;Hotel 5 Estrellas;Región de Murcia;Murcia;2 Semanas;184,0;191,0
2023;11;Hotel 3 Estrellas;Andalucía;Almería;3 Meses;69,0;76,0
2023;11;Hotel 3 Estrellas;Andalucía;Cádiz;3 Meses;71,0;76,0
2023;11;Hotel 3 Estrellas;Andalucía;Córdoba;3 Meses;68,0;97,0
2023;11;Hotel 3 Estrellas;Andalucía;Granada;3 Meses;68,0;88,0
2023;11;Hotel 3 Estrellas;Andalucía;Huelva;3 Meses;76,0;86,0
2023;11;Hotel 3 Estrellas;Andalucía;Jaén;3 Meses;62,0;73,0
2023;11;Hotel 3 Estrellas;Andalucía;Málaga;3 Meses;87,0;97,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;104,0;122,0
2023;11;Hotel 3 Estrellas;Aragón;Huesca;3 Meses;84,0;94,0
2023;11;Hotel 3 Estrellas;Aragón;Teruel;3 Meses;83,0;95,0
2023;11;Hotel 3 Estrellas;Aragón;Zaragoza;3 Meses;76,0;81,0
2023;11;Hotel 3 Estrellas;Canarias;Las Palmas;3 Meses;125,0;130,0
2023;11;Hotel 3 Estrellas;Canarias;Santa Cruz de Tenerife;3 Meses;100,0;102,0
2023;11;Hotel 3 Estrellas;Cantabria;Cantabria;3 Meses;73,0;79,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Albacete;3 Meses;68,0;78,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Ciudad Real;3 Meses;66,0;71,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Cuenca;3 Meses;70,0;101,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Guadalajara;3 Meses;89,0;96,0
2023;11;Hotel 3 Estrellas;Castilla - La Mancha;Toledo;3 Meses;74,0;94,0
2023;11;Hotel 3 Estrellas;Castilla y León;Burgos;3 Meses;68,0;75,0
2023;11;Hotel 3 Estrellas;Castilla y León;León;3 Meses;62,0;76,0
2023;11;Hotel 3 Estrellas;Castilla y León;Palencia;3 Meses;61,0;64,0
2023;11;Hotel 3 Estrellas;Castilla y León;Salamanca;3 Meses;72,0;87,0
2023;11;Hotel 3 Estrellas;Castilla y León;Segovia;3 Meses;64,0;113,0
2023;11;Hotel 3 Estrellas;Castilla y León;Soria;3 Meses;64,0;72,0
2023;11;Hotel 3 Estrellas;Castilla y León;Valladolid;3 Meses;71,0;78,0
2023;11;Hotel 3 Estrellas;Castilla y León;Zamora;3 Meses;95,0;99,0
2023;11;Hotel 3 Estrellas;Castilla y León;Ávila;3 Meses;63,0;73,0
2023;11;Hotel 3 Estrellas;Cataluña;Barcelona;3 Meses;126,0;137,0
2023;11;Hotel 3 Estrellas;Cataluña;Girona;3 Meses;97,0;104,0
2023;11;Hotel 3 Estrellas;Cataluña;Lleida;3 Meses;76,0;81,0
2023;11;Hotel 3 Estrellas;Cataluña;Tarragona;3 Meses;73,0;76,0
2023;11;Hotel 3 Estrellas;Comunidad Foral de Navarra;Navarra;3 Meses;81,0;87,0
2023;11;Hotel 3 Estrellas;Comunidad de Madrid;Madrid;3 Meses;107,0;125,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Alicante/Alacant;3 Meses;81,0;88,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Castellón/Castelló;3 Meses;66,0;72,0
2023;11;Hotel 3 Estrellas;Comunitat Valenciana;Valencia/València;3 Meses;100,0;116,0
2023;11;Hotel 3 Estrellas;Extremadura;Badajoz;3 Meses;67,0;69,0
2023;11;Hotel 3 Estrellas;Extremadura;Cáceres;3 Meses;97,0;106,0
2023;11;Hotel 3 Estrellas;Galicia;A Coruña;3 Meses;61,0;66,0
2023;11;Hotel 3 Estrellas;Galicia;Lugo;3 Meses;64,0;65,0
2023;11;Hotel 3 Estrellas;Galicia;Ourense;3 Meses;;
2023;11;Hotel 3 Estrellas;Galicia;Pontevedra;3 Meses;60,0;69,0
2023;11;Hotel 3 Estrellas;Illes Balears;Illes Balears;3 Meses;103,0;109,0
2023;11;Hotel 3 Estrellas;La Rioja;La Rioja;3 Meses;91,0;105,0
2023;11;Hotel 3 Estrellas;País Vasco;Araba/Álava;3 Meses;79,0;80,0
2023;11;Hotel 3 Estrellas;País Vasco;Bizkaia;3 Meses;96,0;102,0
2023;11;Hotel 3 Estrellas;País Vasco;Gipuzkoa;3 Meses;98,0;120,0
2023;11;Hotel 3 Estrellas;Principado de Asturias;Asturias;3 Meses;67,0;72,0
2023;11;Hotel 3 Estrellas;Región de Murcia;Murcia;3 Meses;71,0;78,0
2023;11;Hotel 4 Estrellas;Andalucía;Almería;3 Meses;74,0;77,0
2023;11;Hotel 4 Estrellas;Andalucía;Cádiz;3 Meses;76,0;88,0
2023;11;Hotel 4 Estrellas;Andalucía;Córdoba;3 Meses;94,0;125,0
2023;11;Hotel 4 Estrellas;Andalucía;Granada;3 Meses;79,0;103,0
2023;11;Hotel 4 Estrellas;Andalucía;Huelva;3 Meses;87,0;101,0
2023;11;Hotel 4 Estrellas;Andalucía;Jaén;3 Meses;76,0;93,0
2023;11;Hotel 4 Estrellas;Andalucía;Málaga;3 Meses;119,0;130,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;128,0;155,0
2023;11;Hotel 4 Estrellas;Aragón;Huesca;3 Meses;89,0;106,0
2023;11;Hotel 4 Estrellas;Aragón;Teruel;3 Meses;83,0;113,0
2023;11;Hotel 4 Estrellas;Aragón;Zaragoza;3 Meses;92,0;97,0
2023;11;Hotel 4 Estrellas;Canarias;Las Palmas;3 Meses;165,0;166,0
2023;11;Hotel 4 Estrellas;Canarias;Santa Cruz de Tenerife;3 Meses;148,0;144,0
2023;11;Hotel 4 Estrellas;Cantabria;Cantabria;3 Meses;75,0;83,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Albacete;3 Meses;84,0;87,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Ciudad Real;3 Meses;75,0;88,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Cuenca;3 Meses;84,0;120,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Guadalajara;3 Meses;115,0;138,0
2023;11;Hotel 4 Estrellas;Castilla - La Mancha;Toledo;3 Meses;79,0;109,0
2023;11;Hotel 4 Estrellas;Castilla y León;Burgos;3 Meses;81,0;94,0
2023;11;Hotel 4 Estrellas;Castilla y León;León;3 Meses;71,0;82,0
2023;11;Hotel 4 Estrellas;Castilla y León;Palencia;3 Meses;81,0;100,0
2023;11;Hotel 4 Estrellas;Castilla y León;Salamanca;3 Meses;81,0;106,0
2023;11;Hotel 4 Estrellas;Castilla y León;Segovia;3 Meses;82,0;107,0
2023;11;Hotel 4 Estrellas;Castilla y León;Soria;3 Meses;83,0;108,0
2023;11;Hotel 4 Estrellas;Castilla y León;Valladolid;3 Meses;93,0;112,0
2023;11;Hotel 4 Estrellas;Castilla y León;Zamora;3 Meses;80,0;88,0
2023;11;Hotel 4 Estrellas;Castilla y León;Ávila;3 Meses;73,0;83,0
2023;11;Hotel 4 Estrellas;Cataluña;Barcelona;3 Meses;154,0;152,0
2023;11;Hotel 4 Estrellas;Cataluña;Girona;3 Meses;111,0;134,0
2023;11;Hotel 4 Estrellas;Cataluña;Lleida;3 Meses;75,0;81,0
2023;11;Hotel 4 Estrellas;Cataluña;Tarragona;3 Meses;90,0;104,0
2023;11;Hotel 4 Estrellas;Comunidad Foral de Navarra;Navarra;3 Meses;105,0;119,0
2023;11;Hotel 4 Estrellas;Comunidad de Madrid;Madrid;3 Meses;151,0;157,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Alicante/Alacant;3 Meses;106,0;120,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Castellón/Castelló;3 Meses;80,0;94,0
2023;11;Hotel 4 Estrellas;Comunitat Valenciana;Valencia/València;3 Meses;113,0;128,0
2023;11;Hotel 4 Estrellas;Extremadura;Badajoz;3 Meses;74,0;86,0
2023;11;Hotel 4 Estrellas;Extremadura;Cáceres;3 Meses;89,0;112,0
2023;11;Hotel 4 Estrellas;Galicia;A Coruña;3 Meses;94,0;90,0
2023;11;Hotel 4 Estrellas;Galicia;Lugo;3 Meses;79,0;85,0
2023;11;Hotel 4 Estrellas;Galicia;Ourense;3 Meses;;
2023;11;Hotel 4 Estrellas;Galicia;Pontevedra;3 Meses;78,0;92,0
2023;11;Hotel 4 Estrellas;Illes Balears;Illes Balears;3 Meses;136,0;146,0
2023;11;Hotel 4 Estrellas;La Rioja;La Rioja;3 Meses;122,0;141,0
2023;11;Hotel 4 Estrellas;País Vasco;Araba/Álava;3 Meses;84,0;90,0
2023;11;Hotel 4 Estrellas;País Vasco;Bizkaia;3 Meses;120,0;123,0
2023;11;Hotel 4 Estrellas;País Vasco;Gipuzkoa;3 Meses;120,0;171,0
2023;11;Hotel 4 Estrellas;Principado de Asturias;Asturias;3 Meses;72,0;79,0
2023;11;Hotel 4 Estrellas;Región de Murcia;Murcia;3 Meses;74,0;80,0
2023;11;Hotel 5 Estrellas;Andalucía;Almería;3 Meses;84,0;83,0
2023;11;Hotel 5 Estrellas;Andalucía;Cádiz;3 Meses;148,0;167,0
2023;11;Hotel 5 Estrellas;Andalucía;Córdoba;3 Meses;148,0;184,0
2023;11;Hotel 5 Estrellas;Andalucía;Granada;3 Meses;179,0;203,0
2023;11;Hotel 5 Estrellas;Andalucía;Huelva;3 Meses;;
2023;11;Hotel 5 Estrellas;Andalucía;Jaén;3 Meses;120,0;171,0
2023;11;Hotel 5 Estrellas;Andalucía;Málaga;3 Meses;239,0;255,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;301,0;342,0
2023;11;Hotel 5 Estrellas;Aragón;Huesca;3 Meses;84,0;103,0
2023;11;Hotel 5 Estrellas;Aragón;Teruel;3 Meses;;
2023;11;Hotel 5 Estrellas;Aragón;Zaragoza;3 Meses;;
2023;11;Hotel 5 Estrellas;Canarias;Las Palmas;3 Meses;273,0;272,0
2023;11;Hotel 5 Estrellas;Canarias;Santa Cruz de Tenerife;3 Meses;297,0;298,0
2023;11;Hotel 5 Estrellas;Cantabria;Cantabria;3 Meses;133,0;188,0
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Albacete;3 Meses;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Ciudad Real;3 Meses;148,0;208,0
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Cuenca;3 Meses;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Guadalajara;3 Meses;;
2023;11;Hotel 5 Estrellas;Castilla - La Mancha;Toledo;3 Meses;136,0;179,0
2023;11;Hotel 5 Estrellas;Castilla y León;Burgos;3 Meses;162,0;249,0
2023;11;Hotel 5 Estrellas;Castilla y León;León;3 Meses;169,0;189,0
2023;11;Hotel 5 Estrellas;Castilla y León;Palencia;3 Meses;;
2023;11;Hotel 5 Estrellas;Castilla y León;Salamanca;3 Meses;139,0;181,0
2023;11;Hotel 5 Estrellas;Castilla y León;Segovia;3 Meses;139,0;171,0
2023;11;Hotel 5 Estrellas;Castilla y León;Soria;3 Meses;129,0;129,0
2023;11;Hotel 5 Estrellas;Castilla y León;Valladolid;3 Meses;272,0;334,0
2023;11;Hotel 5 Estrellas;Castilla y León;Zamora;3 Meses;120,0;140,0
2023;11;Hotel 5 Estrellas;Castilla y León;Ávila;3 Meses;196,0;218,0
2023;11;Hotel 5 Estrellas;Cataluña;Barcelona;3 Meses;310,0;304,0
2023;11;Hotel 5 Estrellas;Cataluña;Girona;3 Meses;223,0;243,0
2023;11;Hotel 5 Estrellas;Cataluña;Lleida;3 Meses;132,0;164,0
2023;11;Hotel 5 Estrellas;Cataluña;Tarragona;3 Meses;165,0;335,0
2023;11;Hotel 5 Estrellas;Comunidad Foral de Navarra;Navarra;3 Meses;288,0;295,0
2023;11;Hotel 5 Estrellas;Comunidad de Madrid;Madrid;3 Meses;332,0;326,0
2023;11;Hotel 5 Estrellas;Comunitat Valenciana;Alicante/Alacant;3 Meses;170,0;194,0
