AÑO;MES;CATEGORIA_ALOJAMIENTO;CCAA;PROVINCIA;PERIODO_ANTELACION;PRECIO_CHECK-IN_ENTRE_SEMANA;PRECIO_CHECK-IN_FIN_SEMANA
2023;1;Hotel 3 Estrellas;Andalucía;Almería;1 Mes;74,0;76,0
2023;1;Hotel 3 Estrellas;Andalucía;Cádiz;1 Mes;64,0;70,0
2023;1;Hotel 3 Estrellas;Andalucía;Córdoba;1 Mes;65,0;77,0
2023;1;Hotel 3 Estrellas;Andalucía;Granada;1 Mes;74,0;94,0
2023;1;Hotel 3 Estrellas;Andalucía;Huelva;1 Mes;68,0;78,0
2023;1;Hotel 3 Estrellas;Andalucía;Jaén;1 Mes;61,0;68,0
2023;1;Hotel 3 Estrellas;Andalucía;Málaga;1 Mes;78,0;85,0
2023;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;85,0;100,0
2023;1;Hotel 3 Estrellas;Aragón;Huesca;1 Mes;95,0;114,0
2023;1;Hotel 3 Estrellas;Aragón;Teruel;1 Mes;82,0;89,0
2023;1;Hotel 3 Estrellas;Aragón;Zaragoza;1 Mes;66,0;70,0
2023;1;Hotel 3 Estrellas;Canarias;Las Palmas;1 Mes;118,0;124,0
2023;1;Hotel 3 Estrellas;Canarias;Santa Cruz de Tenerife;1 Mes;98,0;97,0
2023;1;Hotel 3 Estrellas;Cantabria;Cantabria;1 Mes;68,0;74,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Albacete;1 Mes;62,0;73,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Ciudad Real;1 Mes;69,0;73,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Cuenca;1 Mes;66,0;89,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Guadalajara;1 Mes;69,0;77,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Toledo;1 Mes;73,0;85,0
2023;1;Hotel 3 Estrellas;Castilla y León;Burgos;1 Mes;61,0;64,0
2023;1;Hotel 3 Estrellas;Castilla y León;León;1 Mes;57,0;72,0
2023;1;Hotel 3 Estrellas;Castilla y León;Palencia;1 Mes;61,0;62,0
2023;1;Hotel 3 Estrellas;Castilla y León;Salamanca;1 Mes;60,0;69,0
2023;1;Hotel 3 Estrellas;Castilla y León;Segovia;1 Mes;61,0;99,0
2023;1;Hotel 3 Estrellas;Castilla y León;Soria;1 Mes;66,0;71,0
2023;1;Hotel 3 Estrellas;Castilla y León;Valladolid;1 Mes;69,0;75,0
2023;1;Hotel 3 Estrellas;Castilla y León;Zamora;1 Mes;97,0;94,0
2023;1;Hotel 3 Estrellas;Castilla y León;Ávila;1 Mes;60,0;68,0
2023;1;Hotel 3 Estrellas;Cataluña;Barcelona;1 Mes;105,0;113,0
2023;1;Hotel 3 Estrellas;Cataluña;Girona;1 Mes;100,0;110,0
2023;1;Hotel 3 Estrellas;Cataluña;Lleida;1 Mes;91,0;100,0
2023;1;Hotel 3 Estrellas;Cataluña;Tarragona;1 Mes;75,0;80,0
2023;1;Hotel 3 Estrellas;Comunidad Foral de Navarra;Navarra;1 Mes;74,0;77,0
2023;1;Hotel 3 Estrellas;Comunidad de Madrid;Madrid;1 Mes;98,0;115,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Mes;77,0;84,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Mes;66,0;71,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Valencia/València;1 Mes;81,0;96,0
2023;1;Hotel 3 Estrellas;Extremadura;Badajoz;1 Mes;65,0;67,0
2023;1;Hotel 3 Estrellas;Extremadura;Cáceres;1 Mes;91,0;96,0
2023;1;Hotel 3 Estrellas;Galicia;A Coruña;1 Mes;51,0;57,0
2023;1;Hotel 3 Estrellas;Galicia;Lugo;1 Mes;63,0;62,0
2023;1;Hotel 3 Estrellas;Galicia;Ourense;1 Mes;;
2023;1;Hotel 3 Estrellas;Galicia;Pontevedra;1 Mes;62,0;64,0
2023;1;Hotel 3 Estrellas;Illes Balears;Illes Balears;1 Mes;102,0;104,0
2023;1;Hotel 3 Estrellas;La Rioja;La Rioja;1 Mes;69,0;88,0
2023;1;Hotel 3 Estrellas;País Vasco;Araba/Álava;1 Mes;72,0;73,0
2023;1;Hotel 3 Estrellas;País Vasco;Bizkaia;1 Mes;69,0;79,0
2023;1;Hotel 3 Estrellas;País Vasco;Gipuzkoa;1 Mes;81,0;94,0
2023;1;Hotel 3 Estrellas;Principado de Asturias;Asturias;1 Mes;60,0;64,0
2023;1;Hotel 3 Estrellas;Región de Murcia;Murcia;1 Mes;64,0;67,0
2023;1;Hotel 4 Estrellas;Andalucía;Almería;1 Mes;72,0;77,0
2023;1;Hotel 4 Estrellas;Andalucía;Cádiz;1 Mes;74,0;80,0
2023;1;Hotel 4 Estrellas;Andalucía;Córdoba;1 Mes;83,0;97,0
2023;1;Hotel 4 Estrellas;Andalucía;Granada;1 Mes;102,0;117,0
2023;1;Hotel 4 Estrellas;Andalucía;Huelva;1 Mes;83,0;101,0
2023;1;Hotel 4 Estrellas;Andalucía;Jaén;1 Mes;75,0;86,0
2023;1;Hotel 4 Estrellas;Andalucía;Málaga;1 Mes;104,0;114,0
2023;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;96,0;113,0
2023;1;Hotel 4 Estrellas;Aragón;Huesca;1 Mes;103,0;111,0
2023;1;Hotel 4 Estrellas;Aragón;Teruel;1 Mes;88,0;102,0
2023;1;Hotel 4 Estrellas;Aragón;Zaragoza;1 Mes;78,0;81,0
2023;1;Hotel 4 Estrellas;Canarias;Las Palmas;1 Mes;160,0;164,0
2023;1;Hotel 4 Estrellas;Canarias;Santa Cruz de Tenerife;1 Mes;148,0;149,0
2023;1;Hotel 4 Estrellas;Cantabria;Cantabria;1 Mes;66,0;72,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Albacete;1 Mes;83,0;86,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Ciudad Real;1 Mes;76,0;87,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Cuenca;1 Mes;80,0;115,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Guadalajara;1 Mes;83,0;87,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Toledo;1 Mes;74,0;99,0
2023;1;Hotel 4 Estrellas;Castilla y León;Burgos;1 Mes;82,0;82,0
2023;1;Hotel 4 Estrellas;Castilla y León;León;1 Mes;67,0;77,0
2023;1;Hotel 4 Estrellas;Castilla y León;Palencia;1 Mes;67,0;72,0
2023;1;Hotel 4 Estrellas;Castilla y León;Salamanca;1 Mes;70,0;80,0
2023;1;Hotel 4 Estrellas;Castilla y León;Segovia;1 Mes;80,0;105,0
2023;1;Hotel 4 Estrellas;Castilla y León;Soria;1 Mes;86,0;103,0
2023;1;Hotel 4 Estrellas;Castilla y León;Valladolid;1 Mes;87,0;102,0
2023;1;Hotel 4 Estrellas;Castilla y León;Zamora;1 Mes;73,0;80,0
2023;1;Hotel 4 Estrellas;Castilla y León;Ávila;1 Mes;68,0;71,0
2023;1;Hotel 4 Estrellas;Cataluña;Barcelona;1 Mes;126,0;124,0
2023;1;Hotel 4 Estrellas;Cataluña;Girona;1 Mes;109,0;130,0
2023;1;Hotel 4 Estrellas;Cataluña;Lleida;1 Mes;119,0;134,0
2023;1;Hotel 4 Estrellas;Cataluña;Tarragona;1 Mes;86,0;89,0
2023;1;Hotel 4 Estrellas;Comunidad Foral de Navarra;Navarra;1 Mes;91,0;103,0
2023;1;Hotel 4 Estrellas;Comunidad de Madrid;Madrid;1 Mes;137,0;142,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Mes;98,0;111,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Mes;77,0;82,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Valencia/València;1 Mes;95,0;106,0
2023;1;Hotel 4 Estrellas;Extremadura;Badajoz;1 Mes;73,0;82,0
2023;1;Hotel 4 Estrellas;Extremadura;Cáceres;1 Mes;85,0;102,0
2023;1;Hotel 4 Estrellas;Galicia;A Coruña;1 Mes;65,0;67,0
2023;1;Hotel 4 Estrellas;Galicia;Lugo;1 Mes;76,0;83,0
2023;1;Hotel 4 Estrellas;Galicia;Ourense;1 Mes;;
2023;1;Hotel 4 Estrellas;Galicia;Pontevedra;1 Mes;73,0;75,0
2023;1;Hotel 4 Estrellas;Illes Balears;Illes Balears;1 Mes;122,0;128,0
2023;1;Hotel 4 Estrellas;La Rioja;La Rioja;1 Mes;96,0;117,0
2023;1;Hotel 4 Estrellas;País Vasco;Araba/Álava;1 Mes;69,0;74,0
2023;1;Hotel 4 Estrellas;País Vasco;Bizkaia;1 Mes;85,0;92,0
2023;1;Hotel 4 Estrellas;País Vasco;Gipuzkoa;1 Mes;87,0;105,0
2023;1;Hotel 4 Estrellas;Principado de Asturias;Asturias;1 Mes;69,0;73,0
2023;1;Hotel 4 Estrellas;Región de Murcia;Murcia;1 Mes;67,0;72,0
2023;1;Hotel 5 Estrellas;Andalucía;Almería;1 Mes;76,0;76,0
2023;1;Hotel 5 Estrellas;Andalucía;Cádiz;1 Mes;184,0;182,0
2023;1;Hotel 5 Estrellas;Andalucía;Córdoba;1 Mes;152,0;170,0
2023;1;Hotel 5 Estrellas;Andalucía;Granada;1 Mes;144,0;172,0
2023;1;Hotel 5 Estrellas;Andalucía;Huelva;1 Mes;;
2023;1;Hotel 5 Estrellas;Andalucía;Jaén;1 Mes;123,0;160,0
2023;1;Hotel 5 Estrellas;Andalucía;Málaga;1 Mes;231,0;236,0
2023;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;231,0;244,0
2023;1;Hotel 5 Estrellas;Aragón;Huesca;1 Mes;108,0;149,0
2023;1;Hotel 5 Estrellas;Aragón;Teruel;1 Mes;;
2023;1;Hotel 5 Estrellas;Aragón;Zaragoza;1 Mes;;
2023;1;Hotel 5 Estrellas;Canarias;Las Palmas;1 Mes;279,0;280,0
2023;1;Hotel 5 Estrellas;Canarias;Santa Cruz de Tenerife;1 Mes;313,0;312,0
2023;1;Hotel 5 Estrellas;Cantabria;Cantabria;1 Mes;112,0;140,0
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Albacete;1 Mes;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Ciudad Real;1 Mes;150,0;204,0
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Cuenca;1 Mes;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Guadalajara;1 Mes;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Toledo;1 Mes;113,0;160,0
2023;1;Hotel 5 Estrellas;Castilla y León;Burgos;1 Mes;187,0;271,0
2023;1;Hotel 5 Estrellas;Castilla y León;León;1 Mes;196,0;199,0
2023;1;Hotel 5 Estrellas;Castilla y León;Palencia;1 Mes;;
2023;1;Hotel 5 Estrellas;Castilla y León;Salamanca;1 Mes;121,0;158,0
2023;1;Hotel 5 Estrellas;Castilla y León;Segovia;1 Mes;110,0;140,0
2023;1;Hotel 5 Estrellas;Castilla y León;Soria;1 Mes;123,0;120,0
2023;1;Hotel 5 Estrellas;Castilla y León;Valladolid;1 Mes;153,0;217,0
2023;1;Hotel 5 Estrellas;Castilla y León;Zamora;1 Mes;116,0;145,0
2023;1;Hotel 5 Estrellas;Castilla y León;Ávila;1 Mes;194,0;219,0
2023;1;Hotel 5 Estrellas;Cataluña;Barcelona;1 Mes;278,0;265,0
2023;1;Hotel 5 Estrellas;Cataluña;Girona;1 Mes;173,0;216,0
2023;1;Hotel 5 Estrellas;Cataluña;Lleida;1 Mes;240,0;293,0
2023;1;Hotel 5 Estrellas;Cataluña;Tarragona;1 Mes;506,0;319,0
2023;1;Hotel 5 Estrellas;Comunidad Foral de Navarra;Navarra;1 Mes;292,0;310,0
2023;1;Hotel 5 Estrellas;Comunidad de Madrid;Madrid;1 Mes;289,0;283,0
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Mes;163,0;210,0
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Mes;;
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Valencia/València;1 Mes;177,0;179,0
2023;1;Hotel 5 Estrellas;Extremadura;Badajoz;1 Mes;83,0;98,0
2023;1;Hotel 5 Estrellas;Extremadura;Cáceres;1 Mes;273,0;310,0
2023;1;Hotel 5 Estrellas;Galicia;A Coruña;1 Mes;101,0;103,0
2023;1;Hotel 5 Estrellas;Galicia;Lugo;1 Mes;;
2023;1;Hotel 5 Estrellas;Galicia;Ourense;1 Mes;;
2023;1;Hotel 5 Estrellas;Galicia;Pontevedra;1 Mes;121,0;127,0
2023;1;Hotel 5 Estrellas;Illes Balears;Illes Balears;1 Mes;239,0;256,0
2023;1;Hotel 5 Estrellas;La Rioja;La Rioja;1 Mes;131,0;154,0
2023;1;Hotel 5 Estrellas;País Vasco;Araba/Álava;1 Mes;75,0;76,0
2023;1;Hotel 5 Estrellas;País Vasco;Bizkaia;1 Mes;118,0;130,0
2023;1;Hotel 5 Estrellas;País Vasco;Gipuzkoa;1 Mes;299,0;322,0
2023;1;Hotel 5 Estrellas;Principado de Asturias;Asturias;1 Mes;117,0;128,0
2023;1;Hotel 5 Estrellas;Región de Murcia;Murcia;1 Mes;;93,0
2023;1;Hotel 3 Estrellas;Andalucía;Almería;1 Semana;75,0;77,0
2023;1;Hotel 3 Estrellas;Andalucía;Cádiz;1 Semana;64,0;70,0
2023;1;Hotel 3 Estrellas;Andalucía;Córdoba;1 Semana;63,0;80,0
2023;1;Hotel 3 Estrellas;Andalucía;Granada;1 Semana;72,0;95,0
2023;1;Hotel 3 Estrellas;Andalucía;Huelva;1 Semana;66,0;76,0
2023;1;Hotel 3 Estrellas;Andalucía;Jaén;1 Semana;58,0;69,0
2023;1;Hotel 3 Estrellas;Andalucía;Málaga;1 Semana;76,0;85,0
2023;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;85,0;104,0
2023;1;Hotel 3 Estrellas;Aragón;Huesca;1 Semana;97,0;113,0
2023;1;Hotel 3 Estrellas;Aragón;Teruel;1 Semana;80,0;87,0
2023;1;Hotel 3 Estrellas;Aragón;Zaragoza;1 Semana;66,0;72,0
2023;1;Hotel 3 Estrellas;Canarias;Las Palmas;1 Semana;124,0;135,0
2023;1;Hotel 3 Estrellas;Canarias;Santa Cruz de Tenerife;1 Semana;104,0;108,0
2023;1;Hotel 3 Estrellas;Cantabria;Cantabria;1 Semana;67,0;74,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Albacete;1 Semana;61,0;75,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Ciudad Real;1 Semana;69,0;72,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Cuenca;1 Semana;65,0;85,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Guadalajara;1 Semana;67,0;76,0
2023;1;Hotel 3 Estrellas;Castilla - La Mancha;Toledo;1 Semana;73,0;88,0
2023;1;Hotel 3 Estrellas;Castilla y León;Burgos;1 Semana;60,0;64,0
2023;1;Hotel 3 Estrellas;Castilla y León;León;1 Semana;56,0;70,0
2023;1;Hotel 3 Estrellas;Castilla y León;Palencia;1 Semana;61,0;62,0
2023;1;Hotel 3 Estrellas;Castilla y León;Salamanca;1 Semana;62,0;71,0
2023;1;Hotel 3 Estrellas;Castilla y León;Segovia;1 Semana;62,0;101,0
2023;1;Hotel 3 Estrellas;Castilla y León;Soria;1 Semana;61,0;65,0
2023;1;Hotel 3 Estrellas;Castilla y León;Valladolid;1 Semana;69,0;73,0
2023;1;Hotel 3 Estrellas;Castilla y León;Zamora;1 Semana;68,0;76,0
2023;1;Hotel 3 Estrellas;Castilla y León;Ávila;1 Semana;59,0;66,0
2023;1;Hotel 3 Estrellas;Cataluña;Barcelona;1 Semana;100,0;116,0
2023;1;Hotel 3 Estrellas;Cataluña;Girona;1 Semana;99,0;111,0
2023;1;Hotel 3 Estrellas;Cataluña;Lleida;1 Semana;92,0;105,0
2023;1;Hotel 3 Estrellas;Cataluña;Tarragona;1 Semana;75,0;81,0
2023;1;Hotel 3 Estrellas;Comunidad Foral de Navarra;Navarra;1 Semana;72,0;75,0
2023;1;Hotel 3 Estrellas;Comunidad de Madrid;Madrid;1 Semana;96,0;117,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Semana;74,0;83,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Semana;65,0;69,0
2023;1;Hotel 3 Estrellas;Comunitat Valenciana;Valencia/València;1 Semana;80,0;100,0
2023;1;Hotel 3 Estrellas;Extremadura;Badajoz;1 Semana;67,0;69,0
2023;1;Hotel 3 Estrellas;Extremadura;Cáceres;1 Semana;88,0;90,0
2023;1;Hotel 3 Estrellas;Galicia;A Coruña;1 Semana;51,0;58,0
2023;1;Hotel 3 Estrellas;Galicia;Lugo;1 Semana;61,0;61,0
2023;1;Hotel 3 Estrellas;Galicia;Ourense;1 Semana;;
2023;1;Hotel 3 Estrellas;Galicia;Pontevedra;1 Semana;62,0;62,0
2023;1;Hotel 3 Estrellas;Illes Balears;Illes Balears;1 Semana;104,0;109,0
2023;1;Hotel 3 Estrellas;La Rioja;La Rioja;1 Semana;69,0;90,0
2023;1;Hotel 3 Estrellas;País Vasco;Araba/Álava;1 Semana;73,0;75,0
2023;1;Hotel 3 Estrellas;País Vasco;Bizkaia;1 Semana;67,0;83,0
2023;1;Hotel 3 Estrellas;País Vasco;Gipuzkoa;1 Semana;80,0;97,0
2023;1;Hotel 3 Estrellas;Principado de Asturias;Asturias;1 Semana;61,0;65,0
2023;1;Hotel 3 Estrellas;Región de Murcia;Murcia;1 Semana;64,0;67,0
2023;1;Hotel 4 Estrellas;Andalucía;Almería;1 Semana;70,0;75,0
2023;1;Hotel 4 Estrellas;Andalucía;Cádiz;1 Semana;72,0;80,0
2023;1;Hotel 4 Estrellas;Andalucía;Córdoba;1 Semana;83,0;106,0
2023;1;Hotel 4 Estrellas;Andalucía;Granada;1 Semana;105,0;130,0
2023;1;Hotel 4 Estrellas;Andalucía;Huelva;1 Semana;91,0;101,0
2023;1;Hotel 4 Estrellas;Andalucía;Jaén;1 Semana;77,0;88,0
2023;1;Hotel 4 Estrellas;Andalucía;Málaga;1 Semana;107,0;121,0
2023;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;94,0;118,0
2023;1;Hotel 4 Estrellas;Aragón;Huesca;1 Semana;101,0;110,0
2023;1;Hotel 4 Estrellas;Aragón;Teruel;1 Semana;91,0;104,0
2023;1;Hotel 4 Estrellas;Aragón;Zaragoza;1 Semana;76,0;81,0
2023;1;Hotel 4 Estrellas;Canarias;Las Palmas;1 Semana;172,0;177,0
2023;1;Hotel 4 Estrellas;Canarias;Santa Cruz de Tenerife;1 Semana;151,0;164,0
2023;1;Hotel 4 Estrellas;Cantabria;Cantabria;1 Semana;66,0;72,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Albacete;1 Semana;84,0;89,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Ciudad Real;1 Semana;76,0;85,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Cuenca;1 Semana;80,0;114,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Guadalajara;1 Semana;82,0;96,0
2023;1;Hotel 4 Estrellas;Castilla - La Mancha;Toledo;1 Semana;75,0;98,0
2023;1;Hotel 4 Estrellas;Castilla y León;Burgos;1 Semana;82,0;85,0
2023;1;Hotel 4 Estrellas;Castilla y León;León;1 Semana;69,0;78,0
2023;1;Hotel 4 Estrellas;Castilla y León;Palencia;1 Semana;67,0;81,0
2023;1;Hotel 4 Estrellas;Castilla y León;Salamanca;1 Semana;69,0;83,0
2023;1;Hotel 4 Estrellas;Castilla y León;Segovia;1 Semana;82,0;109,0
2023;1;Hotel 4 Estrellas;Castilla y León;Soria;1 Semana;89,0;110,0
2023;1;Hotel 4 Estrellas;Castilla y León;Valladolid;1 Semana;87,0;105,0
2023;1;Hotel 4 Estrellas;Castilla y León;Zamora;1 Semana;76,0;83,0
2023;1;Hotel 4 Estrellas;Castilla y León;Ávila;1 Semana;70,0;76,0
2023;1;Hotel 4 Estrellas;Cataluña;Barcelona;1 Semana;125,0;125,0
2023;1;Hotel 4 Estrellas;Cataluña;Girona;1 Semana;109,0;131,0
2023;1;Hotel 4 Estrellas;Cataluña;Lleida;1 Semana;130,0;131,0
2023;1;Hotel 4 Estrellas;Cataluña;Tarragona;1 Semana;84,0;86,0
2023;1;Hotel 4 Estrellas;Comunidad Foral de Navarra;Navarra;1 Semana;88,0;101,0
2023;1;Hotel 4 Estrellas;Comunidad de Madrid;Madrid;1 Semana;133,0;144,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Semana;95,0;109,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Semana;80,0;88,0
2023;1;Hotel 4 Estrellas;Comunitat Valenciana;Valencia/València;1 Semana;92,0;106,0
2023;1;Hotel 4 Estrellas;Extremadura;Badajoz;1 Semana;72,0;81,0
2023;1;Hotel 4 Estrellas;Extremadura;Cáceres;1 Semana;88,0;105,0
2023;1;Hotel 4 Estrellas;Galicia;A Coruña;1 Semana;65,0;68,0
2023;1;Hotel 4 Estrellas;Galicia;Lugo;1 Semana;73,0;82,0
2023;1;Hotel 4 Estrellas;Galicia;Ourense;1 Semana;;
2023;1;Hotel 4 Estrellas;Galicia;Pontevedra;1 Semana;75,0;74,0
2023;1;Hotel 4 Estrellas;Illes Balears;Illes Balears;1 Semana;123,0;131,0
2023;1;Hotel 4 Estrellas;La Rioja;La Rioja;1 Semana;92,0;118,0
2023;1;Hotel 4 Estrellas;País Vasco;Araba/Álava;1 Semana;77,0;88,0
2023;1;Hotel 4 Estrellas;País Vasco;Bizkaia;1 Semana;85,0;93,0
2023;1;Hotel 4 Estrellas;País Vasco;Gipuzkoa;1 Semana;86,0;110,0
2023;1;Hotel 4 Estrellas;Principado de Asturias;Asturias;1 Semana;68,0;73,0
2023;1;Hotel 4 Estrellas;Región de Murcia;Murcia;1 Semana;71,0;74,0
2023;1;Hotel 5 Estrellas;Andalucía;Almería;1 Semana;71,0;72,0
2023;1;Hotel 5 Estrellas;Andalucía;Cádiz;1 Semana;202,0;213,0
2023;1;Hotel 5 Estrellas;Andalucía;Córdoba;1 Semana;156,0;178,0
2023;1;Hotel 5 Estrellas;Andalucía;Granada;1 Semana;160,0;182,0
2023;1;Hotel 5 Estrellas;Andalucía;Huelva;1 Semana;;
2023;1;Hotel 5 Estrellas;Andalucía;Jaén;1 Semana;123,0;166,0
2023;1;Hotel 5 Estrellas;Andalucía;Málaga;1 Semana;246,0;247,0
2023;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;221,0;244,0
2023;1;Hotel 5 Estrellas;Aragón;Huesca;1 Semana;121,0;167,0
2023;1;Hotel 5 Estrellas;Aragón;Teruel;1 Semana;;
2023;1;Hotel 5 Estrellas;Aragón;Zaragoza;1 Semana;;
2023;1;Hotel 5 Estrellas;Canarias;Las Palmas;1 Semana;298,0;295,0
2023;1;Hotel 5 Estrellas;Canarias;Santa Cruz de Tenerife;1 Semana;340,0;338,0
2023;1;Hotel 5 Estrellas;Cantabria;Cantabria;1 Semana;108,0;133,0
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Albacete;1 Semana;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Ciudad Real;1 Semana;152,0;232,0
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Cuenca;1 Semana;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Guadalajara;1 Semana;;
2023;1;Hotel 5 Estrellas;Castilla - La Mancha;Toledo;1 Semana;113,0;164,0
2023;1;Hotel 5 Estrellas;Castilla y León;Burgos;1 Semana;203,0;242,0
2023;1;Hotel 5 Estrellas;Castilla y León;León;1 Semana;243,0;273,0
2023;1;Hotel 5 Estrellas;Castilla y León;Palencia;1 Semana;;
2023;1;Hotel 5 Estrellas;Castilla y León;Salamanca;1 Semana;122,0;167,0
2023;1;Hotel 5 Estrellas;Castilla y León;Segovia;1 Semana;112,0;169,0
2023;1;Hotel 5 Estrellas;Castilla y León;Soria;1 Semana;123,0;127,0
2023;1;Hotel 5 Estrellas;Castilla y León;Valladolid;1 Semana;150,0;217,0
2023;1;Hotel 5 Estrellas;Castilla y León;Zamora;1 Semana;114,0;159,0
2023;1;Hotel 5 Estrellas;Castilla y León;Ávila;1 Semana;210,0;223,0
2023;1;Hotel 5 Estrellas;Cataluña;Barcelona;1 Semana;279,0;269,0
2023;1;Hotel 5 Estrellas;Cataluña;Girona;1 Semana;166,0;208,0
2023;1;Hotel 5 Estrellas;Cataluña;Lleida;1 Semana;247,0;324,0
2023;1;Hotel 5 Estrellas;Cataluña;Tarragona;1 Semana;482,0;377,0
2023;1;Hotel 5 Estrellas;Comunidad Foral de Navarra;Navarra;1 Semana;272,0;298,0
2023;1;Hotel 5 Estrellas;Comunidad de Madrid;Madrid;1 Semana;288,0;285,0
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Alicante/Alacant;1 Semana;157,0;195,0
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Castellón/Castelló;1 Semana;;
2023;1;Hotel 5 Estrellas;Comunitat Valenciana;Valencia/València;1 Semana;185,0;185,0
2023;1;Hotel 5 Estrellas;Extremadura;Badajoz;1 Semana;82,0;97,0
2023;1;Hotel 5 Estrellas;Extremadura;Cáceres;1 Semana;318,0;304,0
2023;1;Hotel 5 Estrellas;Galicia;A Coruña;1 Semana;109,0;110,0
2023;1;Hotel 5 Estrellas;Galicia;Lugo;1 Semana;;
2023;1;Hotel 5 Estrellas;Galicia;Ourense;1 Semana;;
2023;1;Hotel 5 Estrellas;Galicia;Pontevedra;1 Semana;128,0;139,0
2023;1;Hotel 5 Estrellas;Illes Balears;Illes Balears;1 Semana;252,0;270,0
2023;1;Hotel 5 Estrellas;La Rioja;La Rioja;1 Semana;115,0;153,0
2023;1;Hotel 5 Estrellas;País Vasco;Araba/Álava;1 Semana;75,0;79,0
2023;1;Hotel 5 Estrellas;País Vasco;Bizkaia;1 Semana;117,0;138,0
2023;1;Hotel 5 Estrellas;País Vasco;Gipuzkoa;1 Semana;309,0;323,0
2023;1;Hotel 5 Estrellas;Principado de Asturias;Asturias;1 Semana;122,0;132,0
2023;1;Hotel 5 Estrellas;Región de Murcia;Murcia;1 Semana;;93,0
2023;1;Hotel 3 Estrellas;Andalucía;Almería;2 Semanas;74,0;77,0
2023;1;Hotel 3 Estrellas;Andalucía;Cádiz;2 Semanas;63,0;69,0
2023;1;Hotel 3 Estrellas;Andalucía;Córdoba;2 Semanas;63,0;79,0
2023;1;Hotel 3 Estrellas;Andalucía;Granada;2 Semanas;72,0;93,0
2023;1;Hotel 3 Estrellas;Andalucía;Huelva;2 Semanas;68,0;76,0
2023;1;Hotel 3 Estrellas;Andalucía;Jaén;2 Semanas;59,0;68,0
2023;1;Hotel 3 Estrellas;Andalucía;Málaga;2 Semanas;77,0;86,0
2023;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;85,0;102,0
2023;1;Hotel 3 Estrellas;Aragón;Huesca;2 Semanas;96,0;112,0
2023;1;Hotel 3 Estrellas;Aragón;Teruel;2 Semanas;80,0;86,0
2023;1;Hotel 3 Estrellas;Aragón;Zaragoza;2 Semanas;66,0;71,0
