provincia,a coruna,albacete,alicante/alacant,almeria,araba/alava,asturias,avila,badajoz,barcelona,bizkaia,burgos,caceres,cadiz,cantabria,castellon/castello,ceuta,ciudad real,cordoba,cuenca,gipuzkoa,girona,granada,guadalajara,huelva,huesca,illes balears,jaen,la rioja,las palmas,leon,lleida,lugo,madrid,malaga,murcia,navarra,ourense,palencia,pontevedra,salamanca,santa cruz de tenerife,segovia,sevilla,soria,tarragona,teruel,toledo,valencia/valencia,valladolid,zamora,zaragoza
la rioja,-0.3555259290841133,-0.213818295194518,-0.0654466227133915,-0.09485411857429495,-0.06769785682704403,0.3346144097788246,0.12272530313203063,-0.42471483474722393,-0.12569483319971156,0.20174392369961944,0.25929388830063205,-0.23692496164341154,0.31409525229423163,-0.040397295317432996,0.07526107899928153,-0.17240254534440907,0.1577975319977236,-0.09439361330875459,0.05977631062929307,-0.03044093006221908,-0.3367715716255403,-0.025877794739380802,-0.10655387374910026,-0.093168024615755,0.22080487458695275,-0.02738741342930327,0.5020198431790476,0.9999999999999999,-0.3118674967872987,0.1856885408096294,0.039480273365138506,0.14270113037852236,-0.008372495016467531,0.06298036212561597,-0.1355501223796438,0.475575791461296,0.057502588768620896,0.21829107746405463,-0.45605673519385814,-0.19675919317406715,-0.23467517126176346,0.07958759041410518,-0.13779513058202783,-0.07457251715342007,-0.13903694613228715,0.2036781337818481,0.01971078742343216,0.039683340751821373,-0.4297399298080642,0.5738283799976509,-0.1794840333380454
las palmas,0.3689828034617323,-0.0008307445270862353,0.862970256391963,-0.04135279427095228,0.3110788297957027,0.3901814769980106,-0.5615517360487577,-0.15127680872172314,0.6449496450642821,0.4313421635421516,-0.7360573379337051,-0.14244729483792967,0.4617705747255928,-0.4458056219315561,-0.7006276378620231,-0.5575864268602082,0.006186845562550997,-0.31369603658935913,-0.6606816058749178,0.04933524382883504,0.3974715850158048,0.30074543105442336,-0.5982797320677042,-0.7615835213197321,-0.15272890972164,0.7522899845483102,-0.215298960610321,-0.3118674967872987,1.0000000000000002,-0.18822114247453767,-0.1761350236131002,-0.8351155843601101,0.6929684732253413,0.7319853700877536,0.41853451857287743,-0.17207846061428786,-0.46776771989535043,-0.571973328099352,0.4408155158469231,-0.23036101095092126,0.5853237148951008,-0.2735601665575895,0.7629543811078782,-0.5451313589358926,0.6512023520551165,-0.6081456679183954,-0.6424875243897303,0.6295350332211077,0.12642603333149494,-0.5471487468037131,0.7977536650869574
leon,-0.09685625437774087,-0.06370749153165191,-0.34983929245378664,0.09472063940379356,-0.13090345829606795,0.025705692091407144,0.6603773649988478,0.3896692569495555,-0.5189073070344806,-0.4736029705090676,0.17119035566420684,0.23576021414519124,-0.12069960397206835,0.06283671162986015,0.5270633473269982,-0.07207878053575836,0.25813439581854564,0.23100103378097062,0.19773180684079467,-0.07678782460729072,-0.18655657142527207,-0.4388636033151212,0.6048075974833,0.2743072675501486,0.04141973350474589,-0.5067103919115132,0.11780916569722819,0.1856885408096294,-0.18822114247453767,1.0000000000000002,0.4823370752316423,0.09446154474935259,-0.3971401631003101,-0.312788100209156,-0.195749918666395,0.2854253273523393,0.653739830607429,0.43151425738166727,-0.10217170001603576,-0.05612848714077566,-0.237851554448353,0.3499641246314236,-0.6460074576441169,0.503877517352576,-0.47403524117614143,0.14375964206515846,-0.45134004734059047,-0.5359820438275413,-0.42200959657856857,0.25634122835450457,-0.4661529047727563
lleida,-0.511088977529319,-0.4877537440862895,-0.334040077293767,0.3646238495622105,-0.25304158036486785,0.14025064370374424,0.43643511584904354,-0.039368206796387854,-0.3375923572428054,-0.09663037832683521,0.19655516801924108,-0.2610552426606886,-0.6601624175506302,-0.13703193797119453,0.27738866279604457,0.17856587814335922,0.5735277716878482,0.6270568975443007,0.31230586458274745,-0.2109544819484978,-0.5889563118324659,-0.4298470334241889,0.07325059969254474,0.17342337277967323,0.4060448239590662,-0.25260611934997806,-0.1367234476595698,0.039480273365138506,-0.1761350236131002,0.4823370752316423,0.9999999999999999,0.07526565874781678,-0.2668028179906464,-0.3332296189895912,-0.6440410582643057,-0.2804379187888907,0.2910734498677578,0.596860408821217,0.07083275110397032,0.21516234312528215,-0.7141439259989211,0.5167868830994354,-0.34775406738257336,-0.027129798863621966,-0.1903274210701675,0.43853534649425774,-0.17360033913671363,-0.3424173676217383,0.039335956219562686,0.0916042506269759,-0.2392094210726504
lugo,-0.08698406783820489,-0.07118674418775127,-0.7173129412024704,-0.034125382761796094,-0.14814429429913745,-0.32406286645980686,0.594095473536982,0.23097707073912244,-0.7222665151647801,-0.46894552041098364,0.6817483346533899,0.435321727127003,-0.45711931428145625,0.6494709665377035,0.4810505476150105,0.41239917081770766,-0.035385235669386214,0.3242811636950327,0.6804750655032951,0.3180641606562054,-0.11781872457920976,-0.22909217821025935,0.5015126579104504,0.7266004553666686,0.051688622237585996,-0.6708605663455421,0.33420900437041595,0.14270113037852236,-0.8351155843601101,0.09446154474935259,0.07526565874781678,0.9999999999999999,-0.7304530824567799,-0.6041966525158794,-0.3459903023783621,-0.02453012129181033,0.3597724765606919,0.5551581138718914,-0.33966618832994466,0.058419200279452674,-0.37175306460048096,0.21423329391854917,-0.6706129580569269,0.38194164588452806,-0.6158176300962513,0.600611000008719,0.6733336471444505,-0.7308866698814517,-0.19830453191057484,0.11865277685584057,-0.8415295163323713
madrid,-0.0785578069904477,-0.06942237295100642,0.8565793261530578,0.11450343910732498,-0.1806657708398732,0.4481189329345485,-0.554722780188237,-0.5434306010780889,0.9439901881667837,0.728961041889491,-0.6920828293007589,-0.5516618256119096,0.362136406803506,-0.7292341690496564,-0.6431065388016507,-0.4696814382681138,0.21820906016304945,-0.32182232802102884,-0.7885140178458788,-0.26252046319557865,-0.003250731824253361,0.04223988091806363,-0.5713411882385189,-0.6583969566638722,-0.2953277012726108,0.8870582201116647,-0.3532776281036417,-0.008372495016467531,0.6929684732253413,-0.3971401631003101,-0.2668028179906464,-0.7304530824567799,1.0,0.5752115376443002,0.2323391583121702,0.0637610927889657,-0.6554889055101406,-0.5569279700860763,0.019419487401388005,-0.09109296012585208,0.1884341177714186,-0.18255910340145626,0.7158936494255195,-0.5401317960795585,0.7843880943343884,-0.4848427277655582,-0.36690445656978593,0.9440610529014757,0.32688845240207,-0.2971522871693783,0.880495282969749
malaga,0.3035141560798273,0.05013683445344288,0.7659914358314546,-0.038022594952173666,0.2444974859937802,0.44500973132425214,-0.4780871142214834,-0.32810924574181477,0.6026637877238178,0.4728164171496615,-0.5980925936759895,-0.13299822914062004,0.5743447483074974,-0.4076862951502911,-0.5954343878116816,-0.6454555775875759,-0.21129591614628465,-0.13486449786983737,-0.7194563875119905,0.22346903327145,0.33414527117365445,0.568226334543986,-0.6831559234464689,-0.7895508826581319,-0.17670552785793994,0.7498645906790858,-0.05723655945796114,0.06298036212561597,0.7319853700877536,-0.312788100209156,-0.3332296189895912,-0.6041966525158794,0.5752115376443002,1.0000000000000002,0.5622217744564215,0.22771884320838318,-0.5928252037887488,-0.3863008125730085,0.24380403695750694,-0.3230724465190401,0.5966700796792858,-0.46117088782986904,0.7277418601475437,-0.7162125208225708,0.5239226058700566,-0.42150716576474245,-0.4436145608621163,0.5715737008127536,0.01178110405206323,-0.44889597425673755,0.7360100363930128
murcia,0.7238065306612749,0.3494019571350991,0.35612541447617974,-0.25301976235255835,0.3300461491090055,-0.0948668600921396,-0.3804929840531628,-0.06054100354021848,0.30158003873095,0.10579188064809557,-0.5427912989207189,0.23127349562501898,0.7155727540219539,-0.0651898332381135,-0.4503634316689172,-0.3234976482617547,-0.5472376019299658,-0.4330111302032033,-0.32540170026856197,0.40602414570547474,0.5298190190722243,0.2532892870112037,-0.17511809664303568,-0.4789221531353428,-0.21657797455982966,0.22650205639614743,0.19191798024529427,-0.1355501223796438,0.41853451857287743,-0.195749918666395,-0.6440410582643057,-0.3459903023783621,0.2323391583121702,0.5622217744564215,1.0000000000000002,0.30939161547583466,-0.22528756443763337,-0.4429317483340435,0.45516895524172196,-0.36800927548155205,0.7205388339847343,-0.4241141732211072,0.3186983311931243,-0.052507951164453295,0.17001885782466014,-0.48149075200115615,-0.2523144965240219,0.2224162238223522,0.12437066713220091,-0.24492512209753253,0.4235142490722533
navarra,-0.036895110816201,0.0008587701571529248,-0.04428539633758327,-0.21553236237316206,-0.11568925988235468,0.2136945698536782,0.22972089263095852,-0.033976741488692584,0.06694948896255469,0.18712685448984837,-0.06564518643501313,0.11567551652921876,0.2736120448238743,-0.13953965645911967,0.34020108820755657,-0.3537658423917972,-0.03743350326387494,0.040744361191502244,-0.2825563628999067,0.03698462239043043,-0.2302555109882174,0.014947666616628701,0.2584017681248746,0.11779372908972956,-0.4829409147246933,-0.03100032221755698,0.21348416115771798,0.475575791461296,-0.17207846061428786,0.2854253273523393,-0.2804379187888907,-0.02453012129181033,0.0637610927889657,0.22771884320838318,0.30939161547583466,1.0,-0.13903607532551043,0.02094623485971472,-0.2730551425272099,-0.015298247735671934,0.04686934831452577,-0.34229534612169527,-0.21387265262141877,0.13955673406173305,-0.1381132191334712,-0.22791734854195744,-0.025896731380424604,0.08915778904833922,-0.31252867349327695,0.36337938692773397,0.020028096219577334
ourense,-0.09767399966131918,0.2558681652134798,-0.6709649839704167,0.03145608213184776,-0.2006991283435371,-0.5508304069409805,0.4983320304108432,0.3832467642585555,-0.7176997998959337,-0.8483829907224416,0.6086404263793559,0.13092133348058504,-0.15550318578817576,0.43373941884646944,0.5787304431487192,0.4825264813863248,-0.1302805984189809,0.12297176703786257,0.5764017293713911,-0.1832034612864804,-0.06983505218800468,-0.36074161915414743,0.6793646184142388,0.4028423754098556,0.5120112278286801,-0.7989660677448824,0.017065022410804542,0.057502588768620896,-0.46776771989535043,0.653739830607429,0.2910734498677578,0.3597724765606919,-0.6554889055101406,-0.5928252037887488,-0.22528756443763337,-0.13903607532551043,1.0000000000000002,0.5393075782527836,-0.027131339524351962,-0.21720361312697173,-0.2195148456292858,0.5972688753092216,-0.7449876131786156,0.7680982082419215,-0.7290983815799655,0.5553764090670577,-0.16313229645861238,-0.7447992232096643,-0.3986190776774598,0.41364396980243434,-0.7215586299779221
palencia,-0.47813558761041774,-0.22970556320869642,-0.6638065062315219,0.011098153580432717,-0.4602573562871594,-0.2067405683631812,0.7494996509825463,-0.03752540613525209,-0.6491868340944663,-0.4249312462153253,0.6371539520275986,-0.07434165359114052,-0.5402901984802504,0.2185618604130038,0.5497206669644092,0.35963844263327077,0.31446591762587633,0.6934067959683249,0.4242673105007686,-0.08385870623431375,-0.567828845477655,-0.4152952441346558,0.40531009407941665,0.4457057799151849,0.37255952639243195,-0.5808567953878021,-0.057758736760187904,0.21829107746405463,-0.571973328099352,0.43151425738166727,0.596860408821217,0.5551581138718914,-0.5569279700860763,-0.3863008125730085,-0.4429317483340435,0.02094623485971472,0.5393075782527836,1.0000000000000002,-0.0902566216023914,-0.2576354503926632,-0.6317168014170222,0.6360275430568667,-0.7013406698001847,0.25241805983683957,-0.6409369876648529,0.8629697836198815,0.047671796026925,-0.653498779757851,-0.439760010634575,0.1715299341249608,-0.6184041641716942
pontevedra,0.5748829707614243,-0.23003535615225518,0.11164788695030405,-0.3122521525126303,0.2809151524494606,-0.03975625960098629,-0.1252906270247395,-0.20432674971232423,0.11099709269762627,0.05472148614858332,-0.35726402539484886,-0.08548195801457695,0.06780489881004159,-0.030830221679711143,-0.37075159421739073,-0.048497209225108015,-0.15582338880272528,-0.00536571428193388,0.14042475723349482,0.1453579329450829,0.2226805759740773,-0.03174172073630245,-0.2846912354977414,-0.2917130887667788,0.19010948558846424,0.06218147527609108,0.06944070993017394,-0.45605673519385814,0.4408155158469231,-0.10217170001603576,0.07083275110397032,-0.33966618832994466,0.019419487401388005,0.24380403695750694,0.45516895524172196,-0.2730551425272099,-0.027131339524351962,-0.0902566216023914,0.9999999999999999,-0.34236305096969755,0.29574341118331665,-0.07205231094314193,0.1537627339587659,-0.05541750026646527,0.2086128908844483,-0.1783931530273744,-0.15669541876406826,0.011786323025318826,0.2375217367485036,-0.2884375000066905,0.27233810083624277
salamanca,-0.23139085006807772,0.0192641923078328,-0.18809130505567717,0.5117916297318446,0.030115853823536355,-0.09091777582591937,-0.1919825331712772,0.3842767993041575,0.027706384760507283,0.10142336216194871,0.005498678642456892,0.1739041440815032,-0.45294241195670387,0.08707203802007173,0.2935386036153228,0.036625125084623344,-0.029236953107302538,0.22231348623376915,0.10173548948743522,0.003427835907910173,-0.19076206463908524,0.11609732569497216,0.16345625370829933,0.35246280318570594,-0.158018140960552,-0.08729429800535166,-0.16255757027174123,-0.19675919317406715,-0.23036101095092126,-0.05612848714077566,0.21516234312528215,0.058419200279452674,-0.09109296012585208,-0.3230724465190401,-0.36800927548155205,-0.015298247735671934,-0.21720361312697173,-0.2576354503926632,-0.34236305096969755,1.0,-0.24459668813275276,-0.20911325795072272,0.038863306797734753,0.04831161452271861,-0.013198499132812241,-0.20666903686878782,0.35977319684270465,0.026963882612263512,0.5079745539108048,0.14164997225563455,-0.03208117806506003
santa cruz de tenerife,0.7890489159633368,0.461287969492383,0.506731433627953,-0.22947369453009053,0.5561903291441609,-0.038506087988013006,-0.508710727849359,0.2171851866530697,0.2614630978838885,-0.04208968667745733,-0.3936029063779151,0.3943306340291151,0.7243793162230991,0.17002367158072546,-0.4294203912236407,-0.4575966819478654,-0.6538892339115152,-0.5091907936406574,-0.3303897497723472,0.3905775665247167,0.8600072626263288,0.643511119583014,-0.25881908893183936,-0.4541801948493128,-0.18520007065754726,0.3029406511421478,0.131421461952742,-0.23467517126176346,0.5853237148951008,-0.237851554448353,-0.7141439259989211,-0.37175306460048096,0.1884341177714186,0.5966700796792858,0.7205388339847343,0.04686934831452577,-0.2195148456292858,-0.6317168014170222,0.29574341118331665,-0.24459668813275276,1.0000000000000002,-0.5112309122979675,0.5164840639350906,-0.14245410487607316,0.21968727620636808,-0.5561827093508886,-0.2275647358471137,0.23014284389231185,-0.056305747483415276,-0.3601226122149112,0.33271562757481044
segovia,-0.4501565666647749,-0.06607908357512357,-0.3905809899963858,0.3052381962406418,-0.6303256131945607,-0.37345378463951623,0.3245101634114135,-0.1329577287846374,-0.3314821870050842,-0.39221756526900453,0.40866327262173435,-0.32703337249594994,-0.39360697986133164,0.11570440965403461,0.21808744404413893,0.32613816085074354,0.2982544374499994,0.38469993538283687,0.2966994170275943,-0.24843652169160121,-0.4461013268395719,-0.5927282285142859,0.33939181012175,0.1755965510265084,0.5736547886509209,-0.4171782688343269,-0.32365320746908355,0.07958759041410518,-0.2735601665575895,0.3499641246314236,0.5167868830994354,0.21423329391854917,-0.18255910340145626,-0.46117088782986904,-0.4241141732211072,-0.34229534612169527,0.5972688753092216,0.6360275430568667,-0.07205231094314193,-0.20911325795072272,-0.5112309122979675,1.0000000000000002,-0.48150716894730533,0.34493176340109283,-0.45406361302842363,0.7506044463693669,-0.1958736997523953,-0.3510570147191851,-0.14384211348697235,0.10038774407138928,-0.39140017860128357
sevilla,0.19493543068858757,0.08959774132712296,0.8439896985903674,0.05349673059700751,0.3831658996760376,0.3754121184163742,-0.8194571533991505,-0.29183693706547187,0.7588120261018135,0.6356736200981192,-0.6294003417589635,-0.22922444372530354,0.4666137925430463,-0.40729834706374163,-0.7702624280456963,-0.46320912905681416,-0.13793314667780165,-0.3927068395858873,-0.6450461897901136,0.061593716480010774,0.37646015173012476,0.6127365774734538,-0.8172401927483512,-0.7579225713629218,-0.1121136877232686,0.8805404496747335,-0.15139722320914942,-0.13779513058202783,0.7629543811078782,-0.6460074576441169,-0.34775406738257336,-0.6706129580569269,0.7158936494255195,0.7277418601475437,0.3186983311931243,-0.21387265262141877,-0.7449876131786156,-0.7013406698001847,0.1537627339587659,0.038863306797734753,0.5164840639350906,-0.48150716894730533,1.0,-0.7653859961728244,0.7678043615756651,-0.5736432939338563,-0.21771084412097583,0.80553982909216,0.3394453480478157,-0.4349858049635873,0.8482799322233194
soria,0.030821440376853557,0.32224741019348013,-0.7068421128439907,-0.07449386934393769,-0.25056758266883356,-0.6683320043543314,0.4092918701968034,0.4402423178785456,-0.5368237733475916,-0.7049117091966438,0.5145183941257667,0.2510152325843129,-0.16061843490173608,0.48996468785938135,0.6737876590486703,0.39152711983731125,-0.22473302000075404,0.008222678181251787,0.5565135228661553,-0.17926380522606256,-0.08301420078279667,-0.41509389841316097,0.8924851053699656,0.6730628028744754,0.13687056972059605,-0.8199263425418041,0.013408509140961774,-0.07457251715342007,-0.5451313589358926,0.503877517352576,-0.027129798863621966,0.38194164588452806,-0.5401317960795585,-0.7162125208225708,-0.052507951164453295,0.13955673406173305,0.7680982082419215,0.25241805983683957,-0.05541750026646527,0.04831161452271861,-0.14245410487607316,0.34493176340109283,-0.7653859961728244,1.0000000000000004,-0.6821788001139564,0.26000667766882013,0.14151719367908497,-0.5800159372840635,-0.19739710344605604,0.5107091368314247,-0.6506083287970683
tarragona,0.14457706354361674,-0.24330367696412714,0.8410489176058087,-0.07951603749875592,0.22910475236211172,0.6830081976955077,-0.458726189356511,-0.4709108717424585,0.8391490222449393,0.7614604101015623,-0.7479147269168172,-0.39861768656327434,0.3002308580522494,-0.727408699611861,-0.742927775956483,-0.40191359633354307,0.2640446246048546,-0.45007978867331416,-0.587670136872132,-0.19977139142964126,0.2394829684800213,0.18522406187900825,-0.7577098068370737,-0.6407666408828389,-0.3786935346166751,0.901368332344008,-0.06516430763840142,-0.13903694613228715,0.6512023520551165,-0.47403524117614143,-0.1903274210701675,-0.6158176300962513,0.7843880943343884,0.5239226058700566,0.17001885782466014,-0.1381132191334712,-0.7290983815799655,-0.6409369876648529,0.2086128908844483,-0.013198499132812241,0.21968727620636808,-0.45406361302842363,0.7678043615756651,-0.6821788001139564,1.0000000000000007,-0.6253326290646974,-0.1341701865326574,0.8407697923427864,0.44816010270818535,-0.39650116125018114,0.8231988091616858
teruel,-0.492614353110868,-0.05368518038042394,-0.6337090135045367,0.20151293105513546,-0.5624387303364022,-0.4308212190588788,0.4663576370359898,-0.13401565519304634,-0.5422339093453935,-0.48865648361455855,0.7472491151335345,-0.20614186349747687,-0.5064727972364482,0.34912765804564155,0.4229614903832037,0.4598949557390771,0.07091701686482356,0.5942154082889106,0.4985167407632296,-0.10747221957799186,-0.45448872262746803,-0.30755523587290073,0.3129740439982256,0.38220245423344906,0.6032837542740198,-0.5460034351933165,-0.1707349049849566,0.2036781337818481,-0.6081456679183954,0.14375964206515846,0.43853534649425774,0.600611000008719,-0.4848427277655582,-0.42150716576474245,-0.48149075200115615,-0.22791734854195744,0.5553764090670577,0.8629697836198815,-0.1783931530273744,-0.20666903686878782,-0.5561827093508886,0.7506044463693669,-0.5736432939338563,0.26000667766882013,-0.6253326290646974,1.0000000000000002,0.1947497836852308,-0.5663273198405198,-0.2598241183121098,0.1709819757964829,-0.6098326286452899
toledo,-0.00013626692660077456,-0.18810925136373954,-0.45577516616316893,-0.15591037738496882,0.012612612517676943,-0.18307878451223336,0.11418211345361261,-0.04392144837930346,-0.21065635438158864,0.027711312637256822,0.41229618731206985,0.15998115743874664,-0.39588114730455365,0.4495896732419408,0.23196148706226294,0.322270707859005,-0.1361951192847902,0.11209084627585664,0.5375544890594377,0.16020696176688567,-0.0846754906070754,0.041431996457573284,0.11017129781551901,0.593898863827219,-0.10657046926898069,-0.29815158946730597,0.28758918154144636,0.01971078742343216,-0.6424875243897303,-0.45134004734059047,-0.17360033913671363,0.6733336471444505,-0.36690445656978593,-0.4436145608621163,-0.2523144965240219,-0.025896731380424604,-0.16313229645861238,0.047671796026925,-0.15669541876406826,0.35977319684270465,-0.2275647358471137,-0.1958736997523953,-0.21771084412097583,0.14151719367908497,-0.1341701865326574,0.1947497836852308,1.0000000000000002,-0.19397536843000132,0.22512295806647845,0.1907269519403188,-0.40983206849241843
valencia/valencia,-0.06865565347300415,-0.05825998283766822,0.8183229089250335,-0.0011654334765865322,-0.0046778653322650165,0.473187711254344,-0.6549805099566735,-0.542636959829262,0.9532417654106938,0.806840763231817,-0.646064887890446,-0.5473523321027649,0.4038390625919643,-0.6897349377929477,-0.6256658639143802,-0.4442895617741969,0.13592080165783657,-0.40910790558758636,-0.7357319128584174,-0.29709186955158046,0.02869326546034286,0.23588332889603938,-0.654506470253945,-0.6309838640181421,-0.2945781742590784,0.8981145720111128,-0.25270358331299153,0.039683340751821373,0.6295350332211077,-0.5359820438275413,-0.3424173676217383,-0.7308866698814517,0.9440610529014757,0.5715737008127536,0.2224162238223522,0.08915778904833922,-0.7447992232096643,-0.653498779757851,0.011786323025318826,0.026963882612263512,0.23014284389231185,-0.3510570147191851,0.80553982909216,-0.5800159372840635,0.8407697923427864,-0.5663273198405198,-0.19397536843000132,1.0000000000000002,0.3468150686149791,-0.16879796777218412,0.8949314761489408
valladolid,0.14093418689307435,-0.03814747316465674,0.20951776835499367,0.5296927339568985,-0.10406754224474575,-0.060714525168711835,-0.41837956882383653,-0.19395098906269528,0.5004981126517188,0.31061499996922065,-0.5031533732942642,-0.21621628565150366,-0.20421637679479118,-0.2771371208055337,-0.3797780354115619,-0.00880398492412151,-0.11852155292402126,0.0002803604618982207,-0.06250713905933436,0.047343180754119904,0.06584220163822113,-0.07183183363186646,-0.2744605350791196,-0.19834898187066685,-0.056723569995292156,0.2931523474007156,-0.2411025084294023,-0.4297399298080642,0.12642603333149494,-0.42200959657856857,0.039335956219562686,-0.19830453191057484,0.32688845240207,0.01178110405206323,0.12437066713220091,-0.31252867349327695,-0.3986190776774598,-0.439760010634575,0.2375217367485036,0.5079745539108048,-0.056305747483415276,-0.14384211348697235,0.3394453480478157,-0.19739710344605604,0.44816010270818535,-0.2598241183121098,0.22512295806647845,0.3468150686149791,1.0000000000000002,-0.29265041752066495,0.4200548908286131
zamora,-0.4085684698149354,0.02041320491195584,-0.529480441416073,-0.18465789120895149,-0.09181605362243347,-0.1911165493570144,0.1265429752075272,-0.03194330821551433,-0.30287052928780606,-0.14761621157587018,0.5201366880973785,-0.23399988068484123,0.027662414063463765,0.1242454758827475,0.5573280725947437,0.38345314995689717,-0.01882054625354388,-0.10601598627487635,0.3930603742180106,-0.42397993046170923,-0.4463326311984188,-0.14595386731374987,0.3448757222933743,0.37817209675714725,0.29750672594554645,-0.4723224730841403,0.2436901745323364,0.5738283799976509,-0.5471487468037131,0.25634122835450457,0.0916042506269759,0.11865277685584057,-0.2971522871693783,-0.44889597425673755,-0.24492512209753253,0.36337938692773397,0.41364396980243434,0.1715299341249608,-0.2884375000066905,0.14164997225563455,-0.3601226122149112,0.10038774407138928,-0.4349858049635873,0.5107091368314247,-0.39650116125018114,0.1709819757964829,0.1907269519403188,-0.16879796777218412,-0.29265041752066495,1.0,-0.37324555301199275
zaragoza,0.09158733512765566,0.008818147512377241,0.8464784099095396,0.061998301469071794,0.10357219966341621,0.4247300650804577,-0.6700398211697568,-0.4282014729220858,0.9147808323264642,0.7202093392232009,-0.7969436841909774,-0.4387806623636859,0.41000061931244425,-0.7306904646529813,-0.6974367271461734,-0.46402184972396593,0.05317549012409855,-0.30573074186420185,-0.7908853998237632,-0.16057680846390235,0.12552078246795673,0.2884761207000529,-0.6923548873532016,-0.7671097491039873,-0.25420938935098486,0.9029467245116592,-0.32138213313497493,-0.1794840333380454,0.7977536650869574,-0.4661529047727563,-0.2392094210726504,-0.8415295163323713,0.880495282969749,0.7360100363930128,0.4235142490722533,0.020028096219577334,-0.7215586299779221,-0.6184041641716942,0.27233810083624277,-0.03208117806506003,0.33271562757481044,-0.39140017860128357,0.8482799322233194,-0.6506083287970683,0.8231988091616858,-0.6098326286452899,-0.40983206849241843,0.8949314761489408,0.4200548908286131,-0.37324555301199275,1.0
