mes,categoria_alojamiento,periodo_antelacion,valoraciones_norm,tiene_valoraciones,tipo_dia,precio
4,hotel 5 estrellas,1 semana,3.618,True,semana,97.0
4,hotel 5 estrellas,2 semanas,3.618,True,semana,101.0
4,hotel 5 estrellas,3 meses,3.618,True,semana,88.0
5,hotel 3 estrellas,1 mes,3.4799999999999995,True,semana,83.0
5,hotel 3 estrellas,1 semana,3.4799999999999995,True,semana,78.0
5,hotel 3 estrellas,2 semanas,3.4799999999999995,True,semana,80.0
5,hotel 3 estrellas,3 meses,3.4799999999999995,True,semana,84.0
5,hotel 4 estrellas,1 mes,3.7425,True,semana,78.0
5,hotel 4 estrellas,1 semana,3.7425,True,semana,79.0
5,hotel 4 estrellas,2 semanas,3.7425,True,semana,80.0
5,hotel 4 estrellas,3 meses,3.7425,True,semana,79.0
5,hotel 5 estrellas,1 mes,2.6895,True,semana,146.0
5,hotel 5 estrellas,1 semana,2.6895,True,semana,139.0
5,hotel 5 estrellas,2 semanas,2.6895,True,semana,139.0
5,hotel 5 estrellas,3 meses,2.6895,True,semana,138.0
6,hotel 3 estrellas,1 mes,3.0355,True,semana,98.0
6,hotel 3 estrellas,1 semana,3.0355,True,semana,98.0
6,hotel 3 estrellas,2 semanas,3.0355,True,semana,98.0
6,hotel 3 estrellas,3 meses,3.0355,True,semana,98.0
6,hotel 4 estrellas,1 mes,3.024,True,semana,103.0
6,hotel 4 estrellas,1 semana,3.024,True,semana,105.0
6,hotel 4 estrellas,2 semanas,3.024,True,semana,105.0
6,hotel 4 estrellas,3 meses,3.024,True,semana,106.0
6,hotel 5 estrellas,1 mes,3.564,True,semana,189.0
6,hotel 5 estrellas,1 semana,3.564,True,semana,177.0
6,hotel 5 estrellas,2 semanas,3.564,True,semana,174.0
6,hotel 5 estrellas,3 meses,3.564,True,semana,175.0
7,hotel 3 estrellas,1 mes,3.407,True,semana,123.0
7,hotel 3 estrellas,1 semana,3.407,True,semana,128.0
7,hotel 3 estrellas,2 semanas,3.407,True,semana,131.0
7,hotel 3 estrellas,3 meses,3.407,True,semana,116.0
7,hotel 4 estrellas,1 mes,3.05,True,semana,162.0
7,hotel 4 estrellas,1 semana,3.05,True,semana,156.0
7,hotel 4 estrellas,2 semanas,3.05,True,semana,164.0
7,hotel 4 estrellas,3 meses,3.05,True,semana,157.0
7,hotel 5 estrellas,1 mes,2.3195,True,semana,210.0
7,hotel 5 estrellas,1 semana,2.3195,True,semana,199.0
7,hotel 5 estrellas,2 semanas,2.3195,True,semana,204.0
7,hotel 5 estrellas,3 meses,2.3195,True,semana,203.0
8,hotel 3 estrellas,1 mes,2.8215,True,semana,155.0
8,hotel 3 estrellas,1 semana,2.8215,True,semana,145.0
8,hotel 3 estrellas,2 semanas,2.8215,True,semana,147.0
8,hotel 3 estrellas,3 meses,2.8215,True,semana,125.0
8,hotel 4 estrellas,1 mes,2.834,True,semana,198.0
8,hotel 4 estrellas,1 semana,2.834,True,semana,179.0
8,hotel 4 estrellas,2 semanas,2.834,True,semana,184.0
8,hotel 4 estrellas,3 meses,2.834,True,semana,182.0
8,hotel 5 estrellas,1 mes,4.213,True,semana,249.0
