id_pais,id_provincia,provincia_nombre,mes,categoria,subcategoria,valoracion_general_promedio,total_opiniones_categoria_promedio,precio_medio_entrada_promedio,gasto_total_promedio
ES,18,granada,4,paisaje urbano,"cultura, teatro y danza",4.37,153042,633.00,267494.50
ES,23,jaén,4,paisaje urbano,"cultura, teatro y danza",4.33,16236,647.00,260568.33
ES,29,málaga,4,paisaje urbano,"cultura, teatro y danza",4.43,158253,969.57,176648.86
ES,41,sevilla,4,paisaje urbano,"cultura, teatro y danza",4.34,218279,2201.33,771355.67
ES,22,huesca,4,paisaje urbano,"cultura, teatro y danza",4.25,10916,624.50,652070.50
ES,44,teruel,4,paisaje urbano,"cultura, teatro y danza",4.28,11015,1367.00,8202.00
ES,50,zaragoza,4,paisaje urbano,"cultura, teatro y danza",4.21,41352,425.80,329668.80
ES,35,las palmas,4,paisaje urbano,"cultura, teatro y danza",4.28,51395,990.11,476360.22
ES,38,santa cruz de tenerife,4,paisaje urbano,"cultura, teatro y danza",4.26,66584,1260.31,237513.00
ES,39,cantabria,4,paisaje urbano,"cultura, teatro y danza",4.27,27507,1228.50,142531.00
ES,02,albacete,4,paisaje urbano,"cultura, teatro y danza",4.15,3663,1032.75,373014.00
ES,13,ciudad real,4,paisaje urbano,"cultura, teatro y danza",4.29,7266,951.50,48081.00
ES,16,cuenca,4,paisaje urbano,"cultura, teatro y danza",4.19,13771,713.67,29176.67
ES,45,toledo,4,paisaje urbano,"cultura, teatro y danza",4.18,55769,518.00,204615.67
ES,09,burgos,4,paisaje urbano,"cultura, teatro y danza",4.28,19776,132.00,660.00
ES,34,palencia,4,paisaje urbano,"cultura, teatro y danza",4.35,4984,1207.00,20519.00
ES,37,salamanca,4,paisaje urbano,"cultura, teatro y danza",4.17,31972,479.25,67474.88
ES,47,valladolid,4,paisaje urbano,"cultura, teatro y danza",4.06,13695,662.08,112774.23
ES,49,zamora,4,paisaje urbano,"cultura, teatro y danza",4.17,5872,260.00,5680.00
ES,08,barcelona,4,paisaje urbano,"cultura, teatro y danza",4.05,732080,755.35,559941.72
ES,17,girona,4,paisaje urbano,"cultura, teatro y danza",4.24,50915,454.22,27707.44
ES,25,lleida,4,paisaje urbano,"cultura, teatro y danza",4.27,7171,445.67,28601.67
ES,43,tarragona,4,paisaje urbano,"cultura, teatro y danza",4.20,53439,2409.18,85090.00
ES,51,ceuta,4,paisaje urbano,"cultura, teatro y danza",0.00,0,75.00,2850.00
ES,28,madrid,4,paisaje urbano,"cultura, teatro y danza",4.10,458466,721.65,1230317.35
ES,31,navarra,4,paisaje urbano,"cultura, teatro y danza",4.23,19680,6155.50,1312447.50
ES,03,alicante/alacant,4,paisaje urbano,"cultura, teatro y danza",4.28,67888,1539.77,319378.85
ES,12,castellón/castelló,4,paisaje urbano,"cultura, teatro y danza",4.20,13212,652.75,25340.50
ES,46,valencia/valència,4,paisaje urbano,"cultura, teatro y danza",4.15,114505,1120.11,2274993.11
ES,06,badajoz,4,paisaje urbano,"cultura, teatro y danza",4.29,18348,388.17,5986.00
ES,10,cáceres,4,paisaje urbano,"cultura, teatro y danza",4.33,23514,662.60,160807.60
ES,15,a coruña,4,paisaje urbano,"cultura, teatro y danza",4.21,50198,364.00,93388.00
ES,27,lugo,4,paisaje urbano,"cultura, teatro y danza",4.28,8872,1321.50,22118.00
ES,36,pontevedra,4,paisaje urbano,"cultura, teatro y danza",4.17,15892,957.50,274316.50
ES,07,illes balears,4,paisaje urbano,"cultura, teatro y danza",4.33,107418,896.17,121554.06
ES,26,la rioja,4,paisaje urbano,"cultura, teatro y danza",4.31,11493,1885.20,255317.00
ES,01,araba/álava,4,paisaje urbano,"cultura, teatro y danza",4.41,7811,315.20,89810.60
ES,48,bizkaia,4,paisaje urbano,"cultura, teatro y danza",4.31,56425,929.00,496980.56
ES,20,gipuzkoa,4,paisaje urbano,"cultura, teatro y danza",4.41,26949,513.27,59447.27
ES,33,asturias,4,paisaje urbano,"cultura, teatro y danza",4.35,40762,523.67,27825.67
ES,30,murcia,4,paisaje urbano,"cultura, teatro y danza",4.20,9308,1103.43,161479.00
ES,13,ciudad real,4,compras,ferias,4.29,147,16335.00,16335.00
ES,43,tarragona,4,compras,ferias,4.20,2200,200.00,1100.00
ES,28,madrid,4,compras,ferias,4.10,89796,5305.00,86971.33
ES,03,alicante/alacant,4,compras,ferias,4.28,12577,580.00,17400.00
ES,46,valencia/valència,4,compras,ferias,4.15,81279,1912.50,269707.50
ES,41,sevilla,4,paisaje urbano,museo y exposiciones,4.34,218279,918.00,44866.33
ES,50,zaragoza,4,paisaje urbano,museo y exposiciones,4.21,41352,349.00,122070.50
ES,02,albacete,4,paisaje urbano,museo y exposiciones,4.15,3663,1001.00,4004.00
ES,45,toledo,4,paisaje urbano,museo y exposiciones,4.18,55769,369.50,80701.50
ES,37,salamanca,4,paisaje urbano,museo y exposiciones,4.17,31972,301.00,43785.00
ES,47,valladolid,4,paisaje urbano,museo y exposiciones,4.06,13695,275.50,13831.50
ES,08,barcelona,4,paisaje urbano,museo y exposiciones,4.05,732080,1166.00,80725.00
ES,43,tarragona,4,paisaje urbano,museo y exposiciones,4.20,53439,2909.00,101815.00
ES,46,valencia/valència,4,paisaje urbano,museo y exposiciones,4.15,114505,787.00,9981.00
ES,07,illes balears,4,paisaje urbano,museo y exposiciones,4.33,107418,744.33,1847.83
ES,01,araba/álava,4,paisaje urbano,museo y exposiciones,4.41,7811,2454.00,4908.00
ES,48,bizkaia,4,paisaje urbano,museo y exposiciones,4.31,56425,974.50,1682951.00
ES,04,almería,4,vida nocturna,musica,4.19,5362,1830.80,1175782.80
ES,11,cádiz,4,vida nocturna,musica,4.26,2343,1088.08,202005.17
ES,14,córdoba,4,vida nocturna,musica,4.29,1908,818.60,152557.00
ES,18,granada,4,vida nocturna,musica,4.37,10900,1022.58,388995.95
ES,21,huelva,4,vida nocturna,musica,4.11,1623,1506.00,15813.00
ES,23,jaén,4,vida nocturna,musica,4.33,992,956.79,106346.79
ES,29,málaga,4,vida nocturna,musica,4.43,56036,1563.06,932580.29
ES,41,sevilla,4,vida nocturna,musica,4.34,39053,1483.40,424150.80
ES,22,huesca,4,vida nocturna,musica,4.25,1293,919.00,111702.57
ES,44,teruel,4,vida nocturna,musica,4.28,950,1026.67,124621.50
ES,50,zaragoza,4,vida nocturna,musica,4.21,1614,724.88,1514561.62
ES,35,las palmas,4,vida nocturna,musica,4.28,129544,1536.28,702719.56
ES,38,santa cruz de tenerife,4,vida nocturna,musica,4.26,62671,1690.44,567088.11
ES,39,cantabria,4,vida nocturna,musica,4.27,5819,1112.83,257056.17
ES,02,albacete,4,vida nocturna,musica,4.15,573,1172.38,103178.75
ES,13,ciudad real,4,vida nocturna,musica,4.29,385,1140.00,126384.88
ES,16,cuenca,4,vida nocturna,musica,4.19,760,1137.33,222891.33
ES,19,guadalajara,4,vida nocturna,musica,4.04,447,1347.00,70344.00
ES,45,toledo,4,vida nocturna,musica,4.18,434,1545.88,96788.50
ES,05,ávila,4,vida nocturna,musica,4.23,397,1029.00,31245.00
ES,09,burgos,4,vida nocturna,musica,4.28,970,2660.75,192377.75
ES,24,león,4,vida nocturna,musica,4.21,1480,987.00,189002.25
ES,34,palencia,4,vida nocturna,musica,4.35,379,1671.33,17301.00
ES,37,salamanca,4,vida nocturna,musica,4.17,3701,1227.25,364842.75
ES,40,segovia,4,vida nocturna,musica,4.07,263,1284.20,84467.80
ES,42,soria,4,vida nocturna,musica,3.97,154,1162.20,43293.60
ES,47,valladolid,4,vida nocturna,musica,4.06,1293,1193.50,307510.50
ES,49,zamora,4,vida nocturna,musica,4.17,462,1111.00,226716.00
ES,08,barcelona,4,vida nocturna,musica,4.05,119743,1087.41,1072602.23
ES,17,girona,4,vida nocturna,musica,4.24,12856,1185.00,105315.76
ES,25,lleida,4,vida nocturna,musica,4.27,1184,955.92,95944.92
ES,43,tarragona,4,vida nocturna,musica,4.20,22730,1374.55,238586.24
ES,51,ceuta,4,vida nocturna,musica,0.00,0,703.00,32338.00
ES,28,madrid,4,vida nocturna,musica,4.10,100430,1119.42,1521357.30
ES,31,navarra,4,vida nocturna,musica,4.23,2565,1526.31,729910.75
ES,03,alicante/alacant,4,vida nocturna,musica,4.28,84389,1149.32,218289.58
ES,12,castellón/castelló,4,vida nocturna,musica,4.20,2406,1010.00,81994.56
ES,46,valencia/valència,4,vida nocturna,musica,4.15,9307,1208.73,218247.23
ES,06,badajoz,4,vida nocturna,musica,4.29,2109,918.22,48150.67
ES,10,cáceres,4,vida nocturna,musica,4.33,1377,666.29,9653.57
ES,15,a coruña,4,vida nocturna,musica,4.21,5653,1150.75,376823.00
ES,27,lugo,4,vida nocturna,musica,4.28,502,1289.67,14662.67
ES,32,ourense,4,vida nocturna,musica,4.15,660,1477.50,208003.00
ES,36,pontevedra,4,vida nocturna,musica,4.17,3092,984.10,253154.60
ES,07,illes balears,4,vida nocturna,musica,4.33,122452,1523.86,494197.62
ES,26,la rioja,4,vida nocturna,musica,4.31,1866,969.00,117888.00
ES,01,araba/álava,4,vida nocturna,musica,4.41,1138,878.67,194028.67
ES,48,bizkaia,4,vida nocturna,musica,4.31,5615,1024.13,581117.67
ES,20,gipuzkoa,4,vida nocturna,musica,4.41,5503,978.35,93682.47
ES,33,asturias,4,vida nocturna,musica,4.35,9626,1046.50,304399.00
ES,30,murcia,4,vida nocturna,musica,4.20,1488,1059.88,848819.50
ES,04,almería,4,vida nocturna,musicales,4.19,5362,1306.50,62127.00
ES,11,cádiz,4,vida nocturna,musicales,4.26,2343,1286.50,222427.00
ES,18,granada,4,vida nocturna,musicales,4.37,10900,741.25,43485.25
ES,23,jaén,4,vida nocturna,musicales,4.33,992,1788.00,779568.00
ES,29,málaga,4,vida nocturna,musicales,4.43,56036,755.00,57817.50
ES,41,sevilla,4,vida nocturna,musicales,4.34,39053,1253.00,168154.00
ES,50,zaragoza,4,vida nocturna,musicales,4.21,1614,661.00,167938.50
ES,35,las palmas,4,vida nocturna,musicales,4.28,129544,1119.33,250579.67
ES,38,santa cruz de tenerife,4,vida nocturna,musicales,4.26,62671,802.00,10941.00
ES,02,albacete,4,vida nocturna,musicales,4.15,573,649.00,125763.00
ES,37,salamanca,4,vida nocturna,musicales,4.17,3701,1689.50,191288.50
ES,47,valladolid,4,vida nocturna,musicales,4.06,1293,604.67,76009.00
ES,08,barcelona,4,vida nocturna,musicales,4.05,119743,1139.89,339517.00
ES,17,girona,4,vida nocturna,musicales,4.24,12856,992.50,14914.00
ES,43,tarragona,4,vida nocturna,musicales,4.20,22730,1405.00,287222.00
ES,28,madrid,4,vida nocturna,musicales,4.10,100430,1018.29,803494.29
ES,03,alicante/alacant,4,vida nocturna,musicales,4.28,84389,929.50,49276.50
ES,12,castellón/castelló,4,vida nocturna,musicales,4.20,2406,126.00,504.00
ES,46,valencia/valència,4,vida nocturna,musicales,4.15,9307,412.40,280671.80
ES,06,badajoz,4,vida nocturna,musicales,4.29,2109,1069.50,15968.00
ES,10,cáceres,4,vida nocturna,musicales,4.33,1377,402.50,25149.50
ES,27,lugo,4,vida nocturna,musicales,4.28,502,176.00,19360.00
ES,07,illes balears,4,vida nocturna,musicales,4.33,122452,879.00,27263.50
ES,48,bizkaia,4,vida nocturna,musicales,4.31,5615,793.00,67405.00
ES,20,gipuzkoa,4,vida nocturna,musicales,4.41,5503,497.00,6958.00
ES,30,murcia,4,vida nocturna,musicales,4.20,1488,969.60,53644.80
ES,29,málaga,4,paisaje naturaleza,parques tematicos,4.43,109648,2553.00,61272.00
ES,04,almería,5,paisaje naturaleza,actividades infantiles,4.19,23376,499.33,3143.33
ES,11,cádiz,5,paisaje naturaleza,actividades infantiles,4.26,12350,849.00,55924.00
ES,14,córdoba,5,paisaje naturaleza,actividades infantiles,4.29,3767,802.00,95438.00
ES,18,granada,5,paisaje naturaleza,actividades infantiles,4.37,18492,1014.57,15817.29
ES,23,jaén,5,paisaje naturaleza,actividades infantiles,4.33,4366,2570.50,157906.50
ES,29,málaga,5,paisaje naturaleza,actividades infantiles,4.43,109648,853.00,220888.00
ES,41,sevilla,5,paisaje naturaleza,actividades infantiles,4.34,21476,2035.67,294870.67
ES,50,zaragoza,5,paisaje naturaleza,actividades infantiles,4.21,5888,884.50,338827.50
ES,17,girona,5,vida nocturna,cine,4.24,12856,45.00,310.00
ES,35,las palmas,5,paisaje naturaleza,actividades infantiles,4.28,200378,667.17,49994.83
ES,38,santa cruz de tenerife,5,paisaje naturaleza,actividades infantiles,4.26,190067,238.00,3378.00
ES,02,albacete,5,paisaje naturaleza,actividades infantiles,4.15,3169,534.00,21951.00
ES,13,ciudad real,5,paisaje naturaleza,actividades infantiles,4.29,3026,693.00,4721.00
ES,19,guadalajara,5,paisaje naturaleza,actividades infantiles,4.04,1303,98.00,588.00
ES,45,toledo,5,paisaje naturaleza,actividades infantiles,4.18,1715,2005.50,71772.00
ES,24,león,5,paisaje naturaleza,actividades infantiles,4.21,4506,548.00,36852.00
ES,37,salamanca,5,paisaje naturaleza,actividades infantiles,4.17,3319,176.00,7040.00
ES,47,valladolid,5,paisaje naturaleza,actividades infantiles,4.06,8696,703.33,18994.33
ES,49,zamora,5,paisaje naturaleza,actividades infantiles,4.17,2116,1597.00,72449.50
ES,08,barcelona,5,paisaje naturaleza,actividades infantiles,4.05,200444,1005.04,149605.16
ES,17,girona,5,paisaje naturaleza,actividades infantiles,4.24,61683,1056.25,123179.50
ES,25,lleida,5,paisaje naturaleza,actividades infantiles,4.27,9898,761.00,42478.00
ES,43,tarragona,5,paisaje naturaleza,actividades infantiles,4.20,33701,1161.80,221936.00
ES,28,madrid,5,paisaje naturaleza,actividades infantiles,4.10,121795,736.19,130798.19
ES,31,navarra,5,paisaje naturaleza,actividades infantiles,4.23,7007,1572.33,560108.67
ES,03,alicante/alacant,5,paisaje naturaleza,actividades infantiles,4.28,82424,1191.83,12173.83
ES,12,castellón/castelló,5,paisaje naturaleza,actividades infantiles,4.20,6934,1222.00,19552.00
ES,46,valencia/valència,5,paisaje naturaleza,actividades infantiles,4.15,90776,949.60,1157167.40
ES,06,badajoz,5,paisaje naturaleza,actividades infantiles,4.29,1116,500.50,40876.00
ES,10,cáceres,5,paisaje naturaleza,actividades infantiles,4.33,5814,176.00,5896.00
ES,15,a coruña,5,paisaje naturaleza,actividades infantiles,4.21,18974,631.00,45432.00
ES,27,lugo,5,paisaje naturaleza,actividades infantiles,4.28,8089,176.00,5456.00
ES,36,pontevedra,5,paisaje naturaleza,actividades infantiles,4.17,15699,578.00,2312.00
ES,07,illes balears,5,paisaje naturaleza,actividades infantiles,4.33,203636,1587.00,374561.24
ES,26,la rioja,5,paisaje naturaleza,actividades infantiles,4.31,18300,250.00,1250.00
ES,01,araba/álava,5,paisaje naturaleza,actividades infantiles,4.41,11468,333.20,3198.40
ES,48,bizkaia,5,paisaje naturaleza,actividades infantiles,4.31,7925,10382.14,980825.71
ES,20,gipuzkoa,5,paisaje naturaleza,actividades infantiles,4.41,26976,577.80,16914.40
ES,30,murcia,5,paisaje naturaleza,actividades infantiles,4.20,2633,559.50,23744.00
ES,04,almería,5,servicios,cursos,4.19,430,2505.00,268035.00
ES,11,cádiz,5,servicios,cursos,4.26,39,2683.50,13417.50
ES,29,málaga,5,servicios,cursos,4.43,51898,7005.50,190396.50
ES,41,sevilla,5,servicios,cursos,4.34,4859,1593.50,34529.00
ES,50,zaragoza,5,servicios,cursos,4.21,61,4172.00,471203.50
ES,35,las palmas,5,servicios,cursos,4.28,2863,2923.33,153802.33
ES,38,santa cruz de tenerife,5,servicios,cursos,4.26,3753,663.00,14514.00
ES,16,cuenca,5,servicios,cursos,4.19,6,7978.00,303164.00
ES,08,barcelona,5,servicios,cursos,4.05,159935,2143.64,487344.64
ES,17,girona,5,servicios,cursos,4.24,1146,175.00,525.00
ES,43,tarragona,5,servicios,cursos,4.20,9269,3437.00,10311.00
ES,28,madrid,5,servicios,cursos,4.10,42370,6063.33,734655.33
ES,31,navarra,5,servicios,cursos,4.23,108,150.00,300.00
ES,03,alicante/alacant,5,servicios,cursos,4.28,29657,30.00,450.00
ES,46,valencia/valència,5,servicios,cursos,4.15,7124,9128.50,1116074.00
ES,15,a coruña,5,servicios,cursos,4.21,605,115.00,690.00
ES,27,lugo,5,servicios,cursos,4.28,560,825.00,2475.00
ES,36,pontevedra,5,servicios,cursos,4.17,1424,1030.00,1030.00
ES,07,illes balears,5,servicios,cursos,4.33,46354,2189.00,63091.12
ES,26,la rioja,5,servicios,cursos,4.31,10,3012.00,36144.00
ES,01,araba/álava,5,servicios,cursos,4.41,18,65.00,1105.00
ES,48,bizkaia,5,servicios,cursos,4.31,13509,2669.50,158639.50
ES,20,gipuzkoa,5,servicios,cursos,4.41,140,769.25,51512.00
ES,33,asturias,5,servicios,cursos,4.35,2389,400.00,800.00
ES,30,murcia,5,servicios,cursos,4.20,6,1759.60,53917.80
ES,29,málaga,5,paisaje naturaleza,deportes y aventuras,4.43,109648,1221.60,206903.80
ES,50,zaragoza,5,paisaje naturaleza,deportes y aventuras,4.21,5888,1239.00,35740.00
ES,19,guadalajara,5,paisaje naturaleza,deportes y aventuras,4.04,1303,25.00,1250.00
ES,37,salamanca,5,paisaje naturaleza,deportes y aventuras,4.17,3319,367.00,12111.00
ES,42,soria,5,paisaje naturaleza,deportes y aventuras,3.97,2792,1793.00,103994.00
ES,47,valladolid,5,paisaje naturaleza,deportes y aventuras,4.06,8696,977.50,11454.50
ES,08,barcelona,5,paisaje naturaleza,deportes y aventuras,4.05,200444,1049.07,250181.40
ES,17,girona,5,paisaje naturaleza,deportes y aventuras,4.24,61683,2700.75,29718.75
ES,43,tarragona,5,paisaje naturaleza,deportes y aventuras,4.20,33701,283.00,15566.00
ES,28,madrid,5,paisaje naturaleza,deportes y aventuras,4.10,121795,608.11,243211.89
ES,31,navarra,5,paisaje naturaleza,deportes y aventuras,4.23,7007,2562.00,394348.00
ES,03,alicante/alacant,5,paisaje naturaleza,deportes y aventuras,4.28,82424,371.12,4086.00
ES,12,castellón/castelló,5,paisaje naturaleza,deportes y aventuras,4.20,6934,1494.00,76194.00
ES,46,valencia/valència,5,paisaje naturaleza,deportes y aventuras,4.15,90776,55.00,2030.00
ES,06,badajoz,5,paisaje naturaleza,deportes y aventuras,4.29,1116,350.50,23619.00
ES,10,cáceres,5,paisaje naturaleza,deportes y aventuras,4.33,5814,982.00,101447.00
ES,15,a coruña,5,paisaje naturaleza,deportes y aventuras,4.21,18974,962.00,4329.00
ES,36,pontevedra,5,paisaje naturaleza,deportes y aventuras,4.17,15699,250.00,500.00
ES,07,illes balears,5,paisaje naturaleza,deportes y aventuras,4.33,203636,1225.40,59095.60
ES,26,la rioja,5,paisaje naturaleza,deportes y aventuras,4.31,18300,1529.50,243731.00
ES,01,araba/álava,5,paisaje naturaleza,deportes y aventuras,4.41,11468,209.33,7061.67
ES,48,bizkaia,5,paisaje naturaleza,deportes y aventuras,4.31,7925,831.00,1877577.33
ES,20,gipuzkoa,5,paisaje naturaleza,deportes y aventuras,4.41,26976,2438.67,277835.33
ES,33,asturias,5,paisaje naturaleza,deportes y aventuras,4.35,44006,9179.67,14809.33
ES,30,murcia,5,paisaje naturaleza,deportes y aventuras,4.20,2633,155.00,620.00
ES,04,almería,5,vida nocturna,cine,4.19,5362,605.50,4352.00
ES,11,cádiz,5,vida nocturna,cine,4.26,2343,283.50,48458.00
ES,41,sevilla,5,vida nocturna,cine,4.34,39053,321.50,16134.00
ES,35,las palmas,5,vida nocturna,cine,4.28,129544,1548.00,20124.00
ES,02,albacete,5,vida nocturna,cine,4.15,573,274.00,20002.00
ES,47,valladolid,5,vida nocturna,cine,4.06,1293,615.00,2214.00
ES,08,barcelona,5,vida nocturna,cine,4.05,119743,591.00,43193.50
ES,25,lleida,5,vida nocturna,cine,4.27,1184,120.00,6240.00
ES,43,tarragona,5,vida nocturna,cine,4.20,22730,120.00,5280.00
ES,28,madrid,5,vida nocturna,cine,4.10,100430,719.50,141746.00
ES,03,alicante/alacant,5,vida nocturna,cine,4.28,84389,50.00,975.00
ES,36,pontevedra,5,vida nocturna,cine,4.17,3092,2667.00,8001.00
ES,07,illes balears,5,vida nocturna,cine,4.33,122452,734.40,36522.40
ES,20,gipuzkoa,5,vida nocturna,cine,4.41,5503,296.43,17237.29
ES,33,asturias,5,vida nocturna,cine,4.35,9626,97.00,582.00
ES,14,córdoba,5,otros,conferencias,4.29,478,55.00,18260.00
ES,29,málaga,5,otros,conferencias,4.43,1156,1016.00,306832.00
ES,41,sevilla,5,otros,conferencias,4.34,431,619.00,14856.00
ES,50,zaragoza,5,otros,conferencias,4.21,158,1901.50,59973.50
ES,35,las palmas,5,otros,conferencias,4.28,176,618.50,171142.50
ES,13,ciudad real,5,otros,conferencias,4.29,156,14659.00,381134.00
ES,08,barcelona,5,otros,conferencias,4.05,2019,2450.67,12331.00
ES,25,lleida,5,otros,conferencias,4.27,79,72.00,1440.00
ES,43,tarragona,5,otros,conferencias,4.20,1769,4366.50,11533.00
ES,28,madrid,5,otros,conferencias,4.10,1624,3251.00,652566.00
ES,46,valencia/valència,5,otros,conferencias,4.15,621,2336.67,236432.00
ES,36,pontevedra,5,otros,conferencias,4.17,119,578.00,2312.00
ES,07,illes balears,5,otros,conferencias,4.33,296,1187.50,180490.50
ES,48,bizkaia,5,otros,conferencias,4.31,794,4489.00,731707.00
ES,33,asturias,5,otros,conferencias,4.35,92,150.00,3000.00
ES,30,murcia,5,otros,conferencias,4.20,7,1005.00,5025.00
ES,04,almería,5,paisaje urbano,"cultura, teatro y danza",4.19,14318,1043.17,351393.83
ES,11,cádiz,5,paisaje urbano,"cultura, teatro y danza",4.26,8809,806.36,54456.64
ES,14,córdoba,5,paisaje urbano,"cultura, teatro y danza",4.29,93962,783.50,241096.00
ES,18,granada,5,paisaje urbano,"cultura, teatro y danza",4.37,153042,715.20,282334.80
ES,23,jaén,5,paisaje urbano,"cultura, teatro y danza",4.33,16236,1587.00,460089.50
ES,29,málaga,5,paisaje urbano,"cultura, teatro y danza",4.43,158253,1835.36,206543.45
ES,41,sevilla,5,paisaje urbano,"cultura, teatro y danza",4.34,218279,487.50,724634.50
ES,22,huesca,5,paisaje urbano,"cultura, teatro y danza",4.25,10916,619.75,426393.75
ES,44,teruel,5,paisaje urbano,"cultura, teatro y danza",4.28,11015,1601.50,30386.00
ES,50,zaragoza,5,paisaje urbano,"cultura, teatro y danza",4.21,41352,881.00,1124637.75
ES,35,las palmas,5,paisaje urbano,"cultura, teatro y danza",4.28,51395,871.88,251120.53
ES,38,santa cruz de tenerife,5,paisaje urbano,"cultura, teatro y danza",4.26,66584,1032.43,228308.07
ES,39,cantabria,5,paisaje urbano,"cultura, teatro y danza",4.27,27507,636.50,19740.00
ES,02,albacete,5,paisaje urbano,"cultura, teatro y danza",4.15,3663,1109.71,82989.29
ES,13,ciudad real,5,paisaje urbano,"cultura, teatro y danza",4.29,7266,1256.00,8792.00
ES,16,cuenca,5,paisaje urbano,"cultura, teatro y danza",4.19,13771,770.00,5390.00
ES,45,toledo,5,paisaje urbano,"cultura, teatro y danza",4.18,55769,1741.83,1109495.17
ES,24,león,5,paisaje urbano,"cultura, teatro y danza",4.21,19169,220.00,440.00
ES,34,palencia,5,paisaje urbano,"cultura, teatro y danza",4.35,4984,1265.00,4048.00
ES,37,salamanca,5,paisaje urbano,"cultura, teatro y danza",4.17,31972,470.57,166189.00
ES,40,segovia,5,paisaje urbano,"cultura, teatro y danza",4.07,27928,150.00,2850.00
ES,47,valladolid,5,paisaje urbano,"cultura, teatro y danza",4.06,13695,1744.92,128164.15
ES,49,zamora,5,paisaje urbano,"cultura, teatro y danza",4.17,5872,1394.00,121972.00
ES,08,barcelona,5,paisaje urbano,"cultura, teatro y danza",4.05,732080,766.28,749355.08
ES,17,girona,5,paisaje urbano,"cultura, teatro y danza",4.24,50915,656.22,78530.11
ES,25,lleida,5,paisaje urbano,"cultura, teatro y danza",4.27,7171,70.00,6407.50
ES,43,tarragona,5,paisaje urbano,"cultura, teatro y danza",4.20,53439,1810.23,192677.15
ES,51,ceuta,5,paisaje urbano,"cultura, teatro y danza",0.00,0,852.00,78037.00
ES,28,madrid,5,paisaje urbano,"cultura, teatro y danza",4.10,458466,679.73,1212431.33
ES,31,navarra,5,paisaje urbano,"cultura, teatro y danza",4.23,19680,1447.00,187826.50
ES,03,alicante/alacant,5,paisaje urbano,"cultura, teatro y danza",4.28,67888,914.92,206148.54
ES,12,castellón/castelló,5,paisaje urbano,"cultura, teatro y danza",4.20,13212,608.00,29888.00
ES,46,valencia/valència,5,paisaje urbano,"cultura, teatro y danza",4.15,114505,976.11,1166154.33
ES,06,badajoz,5,paisaje urbano,"cultura, teatro y danza",4.29,18348,110.25,15271.75
ES,10,cáceres,5,paisaje urbano,"cultura, teatro y danza",4.33,23514,348.00,63443.57
ES,15,a coruña,5,paisaje urbano,"cultura, teatro y danza",4.21,50198,689.50,105195.00
ES,27,lugo,5,paisaje urbano,"cultura, teatro y danza",4.28,8872,1338.00,5228.00
ES,36,pontevedra,5,paisaje urbano,"cultura, teatro y danza",4.17,15892,656.00,153081.00
ES,07,illes balears,5,paisaje urbano,"cultura, teatro y danza",4.33,107418,808.70,119801.42
ES,26,la rioja,5,paisaje urbano,"cultura, teatro y danza",4.31,11493,2428.40,164243.80
ES,01,araba/álava,5,paisaje urbano,"cultura, teatro y danza",4.41,7811,483.00,131447.00
ES,48,bizkaia,5,paisaje urbano,"cultura, teatro y danza",4.31,56425,921.00,200488.50
ES,20,gipuzkoa,5,paisaje urbano,"cultura, teatro y danza",4.41,26949,600.38,83486.69
ES,33,asturias,5,paisaje urbano,"cultura, teatro y danza",4.35,40762,1036.50,56169.00
ES,30,murcia,5,paisaje urbano,"cultura, teatro y danza",4.20,9308,1042.00,49069.57
ES,50,zaragoza,5,compras,ferias,4.21,3119,2564.00,59044.00
ES,13,ciudad real,5,compras,ferias,4.29,147,14659.00,381134.00
ES,08,barcelona,5,compras,ferias,4.05,95381,3922.00,3922.00
ES,43,tarragona,5,compras,ferias,4.20,2200,8333.00,16666.00
ES,28,madrid,5,compras,ferias,4.10,89796,2918.00,420774.00
ES,46,valencia/valència,5,compras,ferias,4.15,81279,4120.00,218127.00
ES,48,bizkaia,5,compras,ferias,4.31,694,4489.00,731707.00
ES,18,granada,5,paisaje urbano,museo y exposiciones,4.37,153042,120.00,1200.00
ES,41,sevilla,5,paisaje urbano,museo y exposiciones,4.34,218279,925.67,29177.33
ES,50,zaragoza,5,paisaje urbano,museo y exposiciones,4.21,41352,350.50,109821.50
ES,45,toledo,5,paisaje urbano,museo y exposiciones,4.18,55769,715.00,69242.50
ES,37,salamanca,5,paisaje urbano,museo y exposiciones,4.17,31972,276.00,118596.50
ES,47,valladolid,5,paisaje urbano,museo y exposiciones,4.06,13695,970.00,16102.50
ES,08,barcelona,5,paisaje urbano,museo y exposiciones,4.05,732080,893.00,57267.00
ES,43,tarragona,5,paisaje urbano,museo y exposiciones,4.20,53439,1548.00,94428.00
ES,46,valencia/valència,5,paisaje urbano,museo y exposiciones,4.15,114505,381.00,712.00
ES,07,illes balears,5,paisaje urbano,museo y exposiciones,4.33,107418,663.20,8974.80
ES,48,bizkaia,5,paisaje urbano,museo y exposiciones,4.31,56425,994.00,460610.50
ES,04,almería,5,vida nocturna,musica,4.19,5362,982.00,113942.88
ES,11,cádiz,5,vida nocturna,musica,4.26,2343,867.60,131089.40
ES,14,córdoba,5,vida nocturna,musica,4.29,1908,789.33,175813.00
ES,18,granada,5,vida nocturna,musica,4.37,10900,1279.33,216044.83
ES,21,huelva,5,vida nocturna,musica,4.11,1623,1831.00,230706.00
