id_ccaa,id_provincia,mes,temporada_cod,categoria_cod,subcategoria_cod,valoracion_general_promedio,valoracion_por_categoria_promedio,log_opiniones,log_precio
13,28,2,1,5,4,4.1,3.92,10.654219444947001,8.068246304696112
10,3,2,1,5,4,4.28,3.73,10.297487182535015,9.102810839033516
10,46,2,1,5,4,4.15,4.56,8.871365005136852,5.351858133476067
12,15,2,1,5,4,4.21,4.04,6.406879986069314,5.030437921392435
12,36,2,1,5,4,4.17,4.14,7.261927092702751,6.93828448401696
4,7,2,1,5,4,4.33,4.23,10.744084440041084,8.753319303407809
16,48,2,1,5,4,4.31,4.03,9.511185430954244,8.191463051326927
16,20,2,1,5,4,4.41,3.84,4.948759890378168,6.812345094177479
3,33,2,1,5,4,4.35,3.91,7.779048644925556,9.295646128555283
14,30,2,1,5,4,4.2,2.83,1.9459101490553132,8.437229647275853
1,11,2,1,3,5,4.26,4.27,9.421492310438014,7.3752557780097545
1,29,2,1,3,5,4.43,4.44,11.605039633877407,7.666221925662725
1,41,2,1,3,5,4.34,4.47,9.974737874064294,6.264026636551919
2,50,2,1,3,5,4.21,4.36,8.68084148294457,7.485491608030754
5,35,2,1,3,5,4.28,4.34,12.207965852282786,5.926045638543103
5,38,2,1,3,5,4.26,4.31,12.15513718185042,6.5359666972333565
8,19,2,1,3,5,4.04,4.19,7.1731917424865985,7.006242225696791
7,37,2,1,3,5,4.17,4.39,8.107720061910534,3.713572066704308
9,8,2,1,3,5,4.05,4.13,12.20829517388327,7.322569877408935
9,17,2,1,3,5,4.24,4.38,11.029779856977546,5.730099782973574
13,28,2,1,3,5,4.1,4.19,11.71010279299617,6.672349351095727
15,31,2,1,3,5,4.23,4.33,8.854807632616227,5.855071922202427
10,3,2,1,3,5,4.28,4.36,11.319644067939931,7.989017929315134
10,46,2,1,3,5,4.15,4.23,11.416161228537758,4.324132656254979
11,6,2,1,3,5,4.29,4.4,7.018401799069201,5.2390980068880655
11,10,2,1,3,5,4.33,4.5,8.668196064952765,6.974011074759202
12,15,2,1,3,5,4.21,4.39,9.85087760226383,6.9167150203536085
4,7,2,1,3,5,4.33,4.42,12.22409427602797,7.3108843272927535
16,1,2,1,3,5,4.41,4.66,9.347403022364523,3.4339872044851463
16,48,2,1,3,5,4.31,4.38,8.97790377375038,7.44716835960004
3,33,2,1,3,5,4.35,4.42,10.692103991155873,9.141311785565748
14,30,2,1,3,5,4.2,4.4,7.876258882303226,7.202661196523238
1,18,2,1,0,7,4.37,4.81,6.648984550024776,7.1204443723924875
1,23,2,1,0,7,4.33,5.0,2.302585092994046,5.017279836814924
1,29,2,1,0,7,4.43,4.84,7.241366283322318,7.032032735714223
1,41,2,1,0,7,4.34,4.76,9.008346579384707,7.085340637675651
2,50,2,1,0,7,4.21,4.03,3.58351893845611,4.709530201312334
5,35,2,1,0,7,4.28,3.71,6.095824562432225,6.463544145038838
5,38,2,1,0,7,4.26,4.31,4.290459441148391,4.700480365792417
8,2,2,1,0,7,4.15,4.88,3.5263605246161616,6.992096427415888
7,47,2,1,0,7,4.06,4.44,5.53338948872752,4.836281906951478
9,8,2,1,0,7,4.05,4.67,8.271804031154709,7.097308954182722
9,43,2,1,0,7,4.2,4.67,6.1779441140506,6.942156705699469
13,28,2,1,0,7,4.1,4.71,8.675392806089782,7.0597894348376355
10,3,2,1,0,7,4.28,4.52,6.634633357861686,5.160950054755124
10,46,2,1,0,7,4.15,4.79,5.91350300563827,6.3578422665081
11,6,2,1,0,7,0.0,0.0,0.0,3.713572066704308
11,10,2,1,0,7,4.33,4.5,1.9459101490553132,6.96979066990159
4,7,2,1,0,7,4.33,4.86,7.69484807238461,7.715199425913634
1,4,2,1,6,1,4.19,3.72,8.587278798982926,6.386879319362645
1,29,2,1,6,1,4.43,4.3,10.933767465827414,7.529406457837013
1,41,2,1,6,1,4.34,4.05,10.572700582800442,6.172743894323493
2,22,2,1,6,1,4.25,3.85,7.165493475060845,6.903747257584598
2,50,2,1,6,1,4.21,3.75,7.387090235656757,5.767539440458952
5,38,2,1,6,1,4.26,4.06,11.045670055905612,6.302618975744905
8,2,2,1,6,1,4.15,4.21,6.352629396319567,4.204692619390966
