id_ccaa,id_provincia,mes,temporada_cod,categoria_cod,subcategoria_cod,valoracion_general_promedio,valoracion_por_categoria_promedio,log_opiniones,log_precio
4,7,4,2,3,5,4.33,4.42,12.22409427602797,7.70014580339675
17,26,4,2,3,5,4.31,4.4,9.814710982145282,6.842683282238422
16,1,4,2,3,5,4.41,4.66,9.347403022364523,6.889591308354466
16,48,4,2,3,5,4.31,4.38,8.97790377375038,6.186208623900494
16,20,4,2,3,5,4.41,4.61,10.202739930102645,7.80016307039296
3,33,4,2,3,5,4.35,4.42,10.692103991155873,8.605204068738951
14,30,4,2,3,5,4.2,4.4,7.876258882303226,7.418780882750794
1,11,4,2,0,7,4.26,4.57,3.871201010907891,4.808111029984782
1,18,4,2,0,7,4.37,4.81,6.648984550024776,7.144407180321139
1,23,4,2,0,7,4.33,5.0,2.302585092994046,4.61512051684126
1,29,4,2,0,7,4.43,4.84,7.241366283322318,7.005562338985049
1,41,4,2,0,7,4.34,4.76,9.008346579384707,6.78332520060396
2,50,4,2,0,7,4.21,4.03,3.58351893845611,5.420534999272286
5,35,4,2,0,7,4.28,3.71,6.095824562432225,7.820840879907344
5,38,4,2,0,7,4.26,4.31,4.290459441148391,7.1770187659099
8,2,4,2,0,7,4.15,4.88,3.5263605246161616,6.70400986140291
7,37,4,2,0,7,4.17,4.84,4.007333185232471,7.220373836723949
9,8,4,2,0,7,4.05,4.67,8.271804031154709,7.616775808698373
9,17,4,2,0,7,4.24,4.57,5.214935757608986,6.226536669287466
9,43,4,2,0,7,4.2,4.67,6.1779441140506,7.71289096149013
13,28,4,2,0,7,4.1,4.71,8.675392806089782,7.365604086769864
10,3,4,2,0,7,4.28,4.52,6.634633357861686,7.393263094763838
10,46,4,2,0,7,4.15,4.79,5.91350300563827,7.65728279297819
11,10,4,2,0,7,4.33,4.5,1.9459101490553132,7.3914152346753585
12,15,4,2,0,7,4.21,4.21,4.330733340286331,4.663439094112067
4,7,4,2,0,7,4.33,4.86,7.69484807238461,7.6953031349635665
16,1,4,2,0,7,4.41,4.37,5.717027701406222,3.4339872044851463
1,4,4,2,6,1,4.19,3.72,8.587278798982926,6.418364935936212
1,29,4,2,6,1,4.43,4.3,10.933767465827414,7.579934153105886
1,41,4,2,6,1,4.34,4.05,10.572700582800442,3.713572066704308
2,22,4,2,6,1,4.25,3.85,7.165493475060845,3.9318256327243257
2,50,4,2,6,1,4.21,3.75,7.387090235656757,6.297716870144554
5,35,4,2,6,1,4.28,4.24,11.771783590108432,6.195425279005418
8,2,4,2,6,1,4.15,4.21,6.352629396319567,6.1872369016260595
7,37,4,2,6,1,4.17,3.66,8.216628493133443,3.4339872044851463
7,47,4,2,6,1,4.06,4.01,7.165493475060845,6.423246963533519
9,8,4,2,6,1,4.05,3.95,11.693111409633762,6.427297191832543
9,17,4,2,6,1,4.24,3.8,9.46164368908425,3.828641396489095
9,25,4,2,6,1,4.27,3.84,7.077498053569231,4.795790545596741
9,43,4,2,6,1,4.2,4.1,10.031484910599483,4.795790545596741
13,28,4,2,6,1,4.1,3.85,11.51722620352192,6.016157159698354
10,3,4,2,6,1,4.28,4.03,11.343204190152012,6.58640611012651
12,36,4,2,6,1,4.17,4.0,8.03689677268507,7.5443321080536885
4,7,4,2,6,1,4.33,4.12,11.715482561876033,5.681025487533585
16,20,4,2,6,1,4.41,4.14,8.61323037961318,5.434987577922902
1,14,4,2,2,2,4.29,4.46,6.171700597410915,6.654152520183219
1,29,4,2,2,2,4.43,4.25,7.053585727193677,7.126890808898808
2,50,4,2,2,2,4.21,3.75,5.0689042022202315,6.127960291696519
5,35,4,2,2,2,4.28,4.32,5.176149732573829,6.881411303642535
5,38,4,2,2,2,4.26,4.6,6.833031732786201,6.111467339502679
8,13,4,2,2,2,4.29,4.21,5.056245805348308,9.701126540404447
7,47,4,2,2,2,4.06,4.45,4.430816798843313,5.961005339623274
9,8,4,2,2,2,4.05,3.9,7.61085279039525,9.338293736286644
9,43,4,2,2,2,4.2,4.01,7.478734825567875,5.5897548785012345
13,28,4,2,2,2,4.1,3.97,7.393263094763838,8.572690337225376
10,3,4,2,2,2,4.28,4.26,5.973809611869261,6.364750756851911
10,46,4,2,2,2,4.15,4.49,6.432940092739179,7.874358824729881
12,36,4,2,2,2,4.17,4.43,4.787491742782046,6.045005314036012
4,7,4,2,2,2,4.33,4.21,5.6937321388027,7.6624678152002375
16,48,4,2,2,2,4.31,4.87,6.678342114654332,5.303304908059076
3,33,4,2,2,2,4.35,4.4,4.532599493153256,7.802822374404665
14,30,4,2,2,2,4.2,3.14,2.0794415416798357,6.431331081933479
1,4,4,2,4,3,4.19,4.25,9.569342605674006,7.043448084070916
1,11,4,2,4,3,4.26,4.35,9.083642718930225,7.047030146233725
1,14,4,2,4,3,4.29,4.3,11.45065636674335,6.636602508481567
1,18,4,2,4,3,4.37,4.35,11.938474206640247,6.452048954437226
1,23,4,2,4,3,4.33,4.3,9.695047867587114,6.473890696352274
1,29,4,2,4,3,4.43,4.43,11.971956616148274,6.877883527777174
1,41,4,2,4,3,4.34,4.41,12.293533921300169,7.697271169814392
2,22,4,2,4,3,4.25,4.12,9.29807648628027,6.438551329906966
2,44,4,2,4,3,4.28,4.27,9.307104040408491,7.221105098182496
2,50,4,2,4,3,4.21,4.34,10.629900249210682,6.056315519427598
5,35,4,2,4,3,4.28,4.27,10.847315627403372,6.898825527160974
5,38,4,2,4,3,4.26,4.28,11.106234605936246,7.139906142389634
6,39,4,2,4,3,4.27,4.28,10.222232150439726,7.1143628616562475
8,2,4,2,4,3,4.15,4.09,8.20631072579402,6.940948246337901
8,13,4,2,4,3,4.29,4.33,8.891098830616636,6.859090107000856
8,16,4,2,4,3,4.19,4.27,9.530392824458414,6.57182089769081
8,45,4,2,4,3,4.18,4.19,10.9289913693836,6.251903883165888
7,9,4,2,4,3,4.28,4.35,9.892274925322026,4.890349128221754
7,34,4,2,4,3,4.35,4.45,8.514188682395938,7.0967213784947605
7,37,4,2,4,3,4.17,4.24,10.37264707562448,6.174306801648666
7,47,4,2,4,3,4.06,4.14,9.524859098381523,6.496895646556665
7,49,4,2,4,3,4.17,4.19,8.67812085552252,5.564520407322694
9,8,4,2,4,3,4.05,4.07,13.503646442559258,6.628504232008209
9,17,4,2,4,3,4.24,4.24,10.837932494990325,6.120780818578038
9,25,4,2,4,3,4.27,4.29,8.877939834725023,6.101820066935569
9,43,4,2,4,3,4.2,4.23,10.886314808210527,7.787456712492312
18,51,4,2,4,3,0.0,0.0,0.0,4.330733340286331
13,28,4,2,4,3,4.1,4.15,13.035643594260717,6.582925010894851
15,31,4,2,4,3,4.23,4.25,9.887408982323437,8.725263713232927
10,3,4,2,4,3,4.28,4.28,11.125629297477385,7.340037570449326
10,12,4,2,4,3,4.2,4.14,9.488956472414216,6.482725015379133
10,46,4,2,4,3,4.15,4.25,11.648382502350232,7.022074544930667
11,6,4,2,4,3,4.29,4.26,9.817330356084954,5.964016266148753
11,10,4,2,4,3,4.33,4.31,10.065393794379148,6.49767955831629
12,15,4,2,4,3,4.21,4.26,10.823750385162683,5.8998973535824915
12,27,4,2,4,3,4.28,4.33,9.090768236835338,7.1872791637324545
12,36,4,2,4,3,4.17,4.07,9.67363403969682,6.865369562485699
4,7,4,2,4,3,4.33,4.21,11.584492354162721,6.7992453647263345
17,26,4,2,4,3,4.31,4.29,9.349580439067687,7.542319502109785
16,1,4,2,4,3,4.41,4.46,8.96341629199657,5.756374924775372
16,48,4,2,4,3,4.31,4.38,10.940685324169365,6.835184586147301
16,20,4,2,4,3,4.41,4.43,10.201738576337144,6.242748419366502
3,33,4,2,4,3,4.35,4.37,10.615530086198365,6.262769493529209
14,30,4,2,4,3,4.2,4.32,9.13873695311649,7.007084643758051
8,13,4,2,1,6,4.29,4.64,4.997212273764115,9.701126540404447
9,43,4,2,1,6,4.2,4.19,7.696667081526462,5.303304908059076
13,28,4,2,1,6,4.1,3.83,11.405306846159862,8.576593534697684
10,3,4,2,1,6,4.28,4.22,9.439704535103449,6.364750756851911
10,46,4,2,1,6,4.15,3.72,11.305655262812309,7.556689304865757
1,41,4,2,4,8,4.34,4.41,12.293533921300169,6.823286122355687
2,50,4,2,4,8,4.21,4.34,10.629900249210682,5.857933154483459
8,2,4,2,4,8,4.15,4.09,8.20631072579402,6.90975328164481
8,45,4,2,4,8,4.18,4.19,10.9289913693836,5.914853444736141
7,37,4,2,4,8,4.17,4.24,10.37264707562448,5.71042701737487
7,47,4,2,4,8,4.06,4.14,9.524859098381523,5.6222108209623896
9,8,4,2,4,8,4.05,4.07,13.503646442559258,7.062191632286556
9,43,4,2,4,8,4.2,4.23,10.886314808210527,7.975908360165538
10,46,4,2,4,8,4.15,4.25,11.648382502350232,6.669498089857879
4,7,4,2,4,8,4.33,4.21,11.584492354162721,6.613827073324965
16,1,4,2,4,8,4.41,4.46,8.96341629199657,7.805882040228621
16,48,4,2,4,8,4.31,4.38,10.940685324169365,6.8829501600631655
1,4,4,2,6,9,4.19,3.72,8.587278798982926,7.513054368968887
1,11,4,2,6,9,4.26,4.08,7.759614150696903,6.993088582126411
1,14,4,2,6,9,4.29,4.3,7.554334823725748,6.708816416364745
1,18,4,2,6,9,4.37,3.92,9.296609807128359,6.931061565212372
1,21,4,2,6,9,4.11,4.03,7.392647520721623,7.317876198626496
1,23,4,2,6,9,4.33,4.0,6.900730664045173,6.86462854726098
1,29,4,2,6,9,4.43,4.3,10.933767465827414,7.355040283540764
1,41,4,2,6,9,4.34,4.05,10.572700582800442,7.302765929186442
2,22,4,2,6,9,4.25,3.85,7.165493475060845,6.824373670043086
2,44,4,2,6,9,4.28,4.35,6.85751406254539,6.935049382806683
2,50,4,2,6,9,4.21,3.75,7.387090235656757,6.587384711906823
5,35,4,2,6,9,4.28,4.24,11.771783590108432,7.3377699000115095
5,38,4,2,6,9,4.26,4.06,11.045670055905612,7.433335516116613
6,39,4,2,6,9,4.27,4.02,8.669055540725484,7.0155598056105735
8,2,4,2,6,9,4.15,4.21,6.352629396319567,7.067643751860392
8,13,4,2,6,9,4.29,4.17,5.955837369464831,7.039660349862076
8,16,4,2,6,9,4.19,3.91,6.634633357861686,7.037317555074806
8,19,4,2,6,9,4.04,3.23,6.104793232414985,7.206377291472252
8,45,4,2,6,9,4.18,3.99,6.075346031088684,7.343995278075064
7,5,4,2,6,9,4.23,4.04,5.986452005284438,6.937314081223682
7,9,4,2,6,9,4.28,3.95,6.878326468291325,7.886739080194715
7,24,4,2,6,9,4.21,3.97,7.300472814267799,6.895682697747868
7,34,4,2,6,9,4.35,4.23,5.940171252720432,7.421973142591115
7,37,4,2,6,9,4.17,3.66,8.216628493133443,7.113345671048758
7,40,4,2,6,9,4.07,3.91,5.575949103146316,7.158669627241704
7,42,4,2,6,9,3.97,4.2,5.043425116919247,7.058930106779255
7,47,4,2,6,9,4.06,4.01,7.165493475060845,7.0854829667658645
7,49,4,2,6,9,4.17,4.27,6.137727054086234,7.013915474810528
9,8,4,2,6,9,4.05,3.95,11.693111409633762,6.992473194665487
9,17,4,2,6,9,4.24,3.8,9.46164368908425,7.078341579557671
9,25,4,2,6,9,4.27,3.84,7.077498053569231,6.863719793392381
9,43,4,2,6,9,4.2,4.1,10.031484910599483,7.226608930121999
18,51,4,2,6,9,0.0,0.0,0.0,6.556778356158042
13,28,4,2,6,9,4.1,3.85,11.51722620352192,7.021458893994214
15,31,4,2,6,9,4.23,3.72,7.850103545175582,7.3312632970570935
10,3,4,2,6,9,4.28,4.03,11.343204190152012,7.047795443519486
10,12,4,2,6,9,4.2,3.88,7.786136437783072,6.918695219020472
10,46,4,2,6,9,4.15,3.72,9.138629524422182,7.098152473195374
11,6,4,2,6,9,4.29,4.31,7.6544432264701125,6.8235254843483215
11,10,4,2,6,9,4.33,3.95,7.228388451573604,6.503224734033749
12,15,4,2,6,9,4.21,3.74,8.640118538253535,7.049037803816026
12,27,4,2,6,9,4.28,4.18,6.220590170099739,7.162916742369651
12,32,4,2,6,9,4.15,3.7,6.493753839851686,7.298783339292532
12,36,4,2,6,9,4.17,4.0,8.03689677268507,6.8927431588616335
4,7,4,2,6,9,4.33,4.12,11.715482561876033,7.329657881548645
17,26,4,2,6,9,4.31,3.69,7.532088143541722,6.877296071497429
16,1,4,2,6,9,4.41,3.82,7.037905963447182,6.779546837142169
16,48,4,2,6,9,4.31,4.21,8.633374945705647,6.932574712798649
16,20,4,2,6,9,4.41,4.14,8.61323037961318,6.886889086300752
3,33,4,2,6,9,4.35,4.18,9.172326929777967,6.9541616517962925
14,30,4,2,6,9,4.2,3.62,7.305860032684009,6.966854031369343
1,4,4,2,6,10,4.19,3.72,8.587278798982926,7.175872195939078
1,11,4,2,6,10,4.26,4.08,7.759614150696903,7.1604576325378915
1,18,4,2,6,10,4.37,3.92,9.296609807128359,6.609686113643869
1,23,4,2,6,10,4.33,4.0,6.900730664045173,7.489412083508719
1,29,4,2,6,10,4.43,4.3,10.933767465827414,6.628041376179533
1,41,4,2,6,10,4.34,4.05,10.572700582800442,7.134093721192866
2,50,4,2,6,10,4.21,3.75,7.387090235656757,6.495265555937008
5,35,4,2,6,10,4.28,4.24,11.771783590108432,7.021378563747601
5,38,4,2,6,10,4.26,4.06,11.045670055905612,6.688354713946762
8,2,4,2,6,10,4.15,4.21,6.352629396319567,6.476972362889683
7,37,4,2,6,10,4.17,3.66,8.216628493133443,7.43277962214794
7,47,4,2,6,10,4.06,4.01,7.165493475060845,6.406335283290242
9,8,4,2,6,10,4.05,3.95,11.693111409633762,7.039563938553831
9,17,4,2,6,10,4.24,3.8,9.46164368908425,6.901234061991872
9,43,4,2,6,10,4.2,4.1,10.031484910599483,7.2485040723706105
13,28,4,2,6,10,4.1,3.85,11.51722620352192,6.926861585471872
10,3,4,2,6,10,4.28,4.03,11.343204190152012,6.835722076082305
10,12,4,2,6,10,4.2,3.88,7.786136437783072,4.844187086458591
10,46,4,2,6,10,4.15,3.72,9.138629524422182,6.024415647247668
11,6,4,2,6,10,4.29,4.31,7.6544432264701125,6.975881108029737
11,10,4,2,6,10,4.33,3.95,7.228388451573604,6.000176487710004
12,27,4,2,6,10,4.28,4.18,6.220590170099739,5.176149732573829
4,7,4,2,6,10,4.33,4.12,11.715482561876033,6.779921907472252
16,48,4,2,6,10,4.31,4.21,8.633374945705647,6.677083461247136
16,20,4,2,6,10,4.41,4.14,8.61323037961318,6.210600077024653
14,30,4,2,6,10,4.2,3.62,7.305860032684009,6.877914436971116
1,29,4,2,3,11,4.43,4.44,11.605039633877407,7.845416036592485
1,4,5,2,3,0,4.19,4.32,10.059507911994038,6.215267880717977
1,11,5,2,3,0,4.26,4.27,9.421492310438014,6.745236349484363
1,14,5,2,3,0,4.29,4.32,8.234299635696253,6.688354713946762
1,18,5,2,3,0,4.37,4.52,9.825147561084876,6.923205310205576
1,23,5,2,3,0,4.33,4.44,8.381831553485561,7.852244665214971
1,29,5,2,3,0,4.43,4.44,11.605039633877407,6.74993119378857
1,41,5,2,3,0,4.34,4.47,9.974737874064294,7.619071400157403
2,50,5,2,3,0,4.21,4.36,8.68084148294457,6.786152457222888
5,35,5,2,3,0,4.28,4.34,12.207965852282786,6.504542632177263
5,38,5,2,3,0,4.26,4.31,12.15513718185042,5.476463551931511
8,2,5,2,3,0,4.15,4.38,8.061486866871327,6.282266746896006
8,13,5,2,3,0,4.29,4.36,8.01532730902172,6.542471960506805
8,19,5,2,3,0,4.04,4.19,7.1731917424865985,4.59511985013459
8,45,5,2,3,0,4.18,4.16,7.447751280047908,7.604147189706971
7,24,5,2,3,0,4.21,4.52,8.413387022690648,6.3080984415095305
7,37,5,2,3,0,4.17,4.39,8.107720061910534,5.176149732573829
7,47,5,2,3,0,4.06,4.18,9.070733417589766,6.557246996329082
7,49,5,2,3,0,4.17,4.38,7.6577552711348655,7.37650812632622
9,8,5,2,3,0,4.05,4.13,12.20829517388327,6.913777111300631
9,17,5,2,3,0,4.24,4.38,11.029779856977546,6.963426476352598
9,25,5,2,3,0,4.27,4.38,9.200189020919808,6.635946555686647
9,43,5,2,3,0,4.2,4.26,10.425312461760488,7.05858616868472
13,28,5,2,3,0,4.1,4.19,11.71010279299617,6.60284566086373
15,31,5,2,3,0,4.23,4.33,8.854807632616227,7.360949671265179
10,3,5,2,3,0,4.28,4.36,11.319644067939931,7.084083914039683
10,12,5,2,3,0,4.2,4.22,8.844336332748933,7.109062135687172
10,46,5,2,3,0,4.15,4.23,11.416161228537758,6.857093364179909
11,6,5,2,3,0,4.29,4.4,7.018401799069201,6.2176036074019905
11,10,5,2,3,0,4.33,4.5,8.668196064952765,5.176149732573829
12,15,5,2,3,0,4.21,4.39,9.85087760226383,6.448889394146858
12,27,5,2,3,0,4.28,4.57,8.998384010052538,5.176149732573829
12,36,5,2,3,0,4.17,4.29,9.6614159913364,6.361302477572996
4,7,5,2,3,0,4.33,4.42,12.22409427602797,7.370230641807081
17,26,5,2,3,0,4.31,4.4,9.814710982145282,5.5254529391317835
16,1,5,2,3,0,4.41,4.66,9.347403022364523,5.811739616161293
16,48,5,2,3,0,4.31,4.38,8.97790377375038,9.247938615791478
16,20,5,2,3,0,4.41,4.61,10.202739930102645,6.360956994757329
14,30,5,2,3,0,4.2,4.4,7.876258882303226,6.328829242512215
1,4,5,2,5,4,4.19,4.19,6.066108090103747,7.826443135456014
1,11,5,2,5,4,4.26,4.74,3.6888794541139363,7.895249769862624
1,29,5,2,5,4,4.43,4.62,10.857054801145617,8.854593568610273
1,41,5,2,5,4,4.34,4.06,8.48879371689454,7.374315486450112
2,50,5,2,5,4,4.21,4.05,4.127134385045092,8.336390480591552
5,35,5,2,5,4,4.28,3.72,7.9599745280805365,7.9808206735986875
5,38,5,2,5,4,4.26,3.86,8.230577217146454,6.498282149476434
8,16,5,2,5,4,4.19,5.0,1.9459101490553132,8.984568369308281
9,8,5,2,5,4,4.05,4.03,11.982529014194624,7.670726985108891
9,17,5,2,5,4,4.24,3.82,7.044905117129371,5.170483995038151
9,43,5,2,5,4,4.2,3.44,9.1345386585599,8.142645185942795
13,28,5,2,5,4,4.1,3.92,10.654219444947001,8.710179345366585
15,31,5,2,5,4,4.23,1.93,4.6913478822291435,5.017279836814924
10,3,5,2,5,4,4.28,3.73,10.297487182535015,3.4339872044851463
10,46,5,2,5,4,4.15,4.56,8.871365005136852,9.119266207576787
12,15,5,2,5,4,4.21,4.04,6.406879986069314,4.7535901911063645
12,27,5,2,5,4,4.28,4.19,6.329720905522696,6.716594773520978
12,36,5,2,5,4,4.17,4.14,7.261927092702751,6.93828448401696
4,7,5,2,5,4,4.33,4.23,10.744084440041084,7.691656822810547
17,26,5,2,5,4,4.31,4.81,2.3978952727983707,8.0106915391303
16,1,5,2,5,4,4.41,5.0,2.9444389791664403,4.189654742026425
16,48,5,2,5,4,4.31,4.03,9.511185430954244,7.890020999779825
16,20,5,2,5,4,4.41,3.84,4.948759890378168,6.646715137476777
3,33,5,2,5,4,4.35,3.91,7.779048644925556,5.993961427306569
14,30,5,2,5,4,4.2,2.83,1.9459101490553132,7.473409939026806
1,29,5,2,3,5,4.43,4.44,11.605039633877407,7.108735017594625
2,50,5,2,3,5,4.21,4.36,8.68084148294457,7.122866658599083
8,19,5,2,3,5,4.04,4.19,7.1731917424865985,3.258096538021482
7,37,5,2,3,5,4.17,4.39,8.107720061910534,5.908082938168931
7,42,5,2,3,5,3.97,4.14,7.934871565945177,7.492203042618741
7,47,5,2,3,5,4.06,4.18,9.070733417589766,6.886020786836131
9,8,5,2,3,5,4.05,4.13,12.20829517388327,6.956612107596112
9,17,5,2,3,5,4.24,4.38,11.029779856977546,7.901654990183275
9,43,5,2,3,5,4.2,4.26,10.425312461760488,5.648974238161206
13,28,5,2,3,5,4.1,4.19,11.71010279299617,6.4119988753730786
15,31,5,2,3,5,4.23,4.33,8.854807632616227,7.848933726364071
10,3,5,2,3,5,4.28,4.36,11.319644067939931,5.919216382900358
10,12,5,2,3,5,4.2,4.22,8.844336332748933,7.3098814858247865
10,46,5,2,3,5,4.15,4.23,11.416161228537758,4.02535169073515
11,6,5,2,3,5,4.29,4.4,7.018401799069201,5.86220971125072
11,10,5,2,3,5,4.33,4.5,8.668196064952765,6.890609120147166
12,15,5,2,3,5,4.21,4.39,9.85087760226383,6.870053411798126
12,36,5,2,3,5,4.17,4.29,9.6614159913364,5.5254529391317835
4,7,5,2,3,5,4.33,4.42,12.22409427602797,7.111838327557605
17,26,5,2,3,5,4.31,4.4,9.814710982145282,7.333349758385467
16,1,5,2,3,5,4.41,4.66,9.347403022364523,5.348677725886986
16,48,5,2,3,5,4.31,4.38,8.97790377375038,6.723832440821209
16,20,5,2,3,5,4.41,4.61,10.202739930102645,7.799618063239056
3,33,5,2,3,5,4.35,4.42,10.692103991155873,9.124855465700735
14,30,5,2,3,5,4.2,4.4,7.876258882303226,5.049856007249537
1,4,5,2,0,7,4.19,5.0,1.9459101490553132,5.081404364984463
1,11,5,2,0,7,4.26,4.57,3.871201010907891,8.30015595853379
1,18,5,2,0,7,4.37,4.81,6.648984550024776,7.121252453244542
1,29,5,2,0,7,4.43,4.84,7.241366283322318,7.00420117725039
1,41,5,2,0,7,4.34,4.76,9.008346579384707,5.757323241584231
2,50,5,2,0,7,4.21,4.03,3.58351893845611,6.836259277277067
5,35,5,2,0,7,4.28,3.71,6.095824562432225,6.848005274576363
5,38,5,2,0,7,4.26,4.31,4.290459441148391,5.043425116919247
8,2,5,2,0,7,4.15,4.88,3.5263605246161616,6.250940027669582
7,49,5,2,0,7,0.0,0.0,0.0,7.323830566202317
9,8,5,2,0,7,4.05,4.67,8.271804031154709,7.533025037138996
9,17,5,2,0,7,4.24,4.57,5.214935757608986,7.1872791637324545
9,43,5,2,0,7,4.2,4.67,6.1779441140506,5.564520407322694
13,28,5,2,0,7,4.1,4.71,8.675392806089782,6.9985096422506015
10,3,5,2,0,7,4.28,4.52,6.634633357861686,7.124478262493424
10,46,5,2,0,7,4.15,4.79,5.91350300563827,6.7336399587352815
12,15,5,2,0,7,4.21,4.21,4.330733340286331,6.98100574072173
4,7,5,2,0,7,4.33,4.86,7.69484807238461,7.891977519296701
17,26,5,2,0,7,4.31,4.62,4.709530201312334,8.0106915391303
1,4,5,2,6,1,4.19,3.72,8.587278798982926,6.407704728384105
1,11,5,2,6,1,4.26,4.08,7.759614150696903,5.6507332535663855
1,41,5,2,6,1,4.34,4.05,10.572700582800442,5.776103136235827
5,35,5,2,6,1,4.28,4.24,11.771783590108432,7.3453648404168685
8,2,5,2,6,1,4.15,4.21,6.352629396319567,5.616771097666572
7,47,5,2,6,1,4.06,4.01,7.165493475060845,6.423246963533519
9,8,5,2,6,1,4.05,3.95,11.693111409633762,6.3835066348840055
9,17,5,2,6,1,4.24,3.8,9.46164368908425,3.828641396489095
9,25,5,2,6,1,4.27,3.84,7.077498053569231,4.795790545596741
9,43,5,2,6,1,4.2,4.1,10.031484910599483,4.795790545596741
13,28,5,2,6,1,4.1,3.85,11.51722620352192,6.5799454154395765
10,3,5,2,6,1,4.28,4.03,11.343204190152012,3.9318256327243257
12,36,5,2,6,1,4.17,4.0,8.03689677268507,7.889084407035514
4,7,5,2,6,1,4.33,4.12,11.715482561876033,6.600414568867172
16,20,5,2,6,1,4.41,4.14,8.61323037961318,5.6951789031820335
3,33,5,2,6,1,4.35,4.18,9.172326929777967,4.584967478670572
1,14,5,2,2,2,4.29,4.46,6.171700597410915,4.02535169073515
1,29,5,2,2,2,4.43,4.25,7.053585727193677,6.92461239604856
1,41,5,2,2,2,4.34,3.68,6.068425588244111,6.429719478039138
2,50,5,2,2,2,4.21,3.75,5.0689042022202315,7.550924089735841
5,35,5,2,2,2,4.28,4.32,5.176149732573829,6.428912701069197
8,13,5,2,2,2,4.29,4.21,5.056245805348308,9.592877975440642
9,8,5,2,2,2,4.05,3.9,7.61085279039525,7.804524703985811
9,25,5,2,2,2,4.27,3.88,4.382026634673881,4.290459441148391
9,43,5,2,2,2,4.2,4.01,7.478734825567875,8.381946042008211
13,28,5,2,2,2,4.1,3.97,7.393263094763838,8.087025470667701
10,46,5,2,2,2,4.15,4.49,6.432940092739179,7.7569099857910695
12,36,5,2,2,2,4.17,4.43,4.787491742782046,6.361302477572996
4,7,5,2,2,2,4.33,4.21,5.6937321388027,7.080447286800249
16,48,5,2,2,2,4.31,4.87,6.678342114654332,8.4096079807363
3,33,5,2,2,2,4.35,4.4,4.532599493153256,5.017279836814924
14,30,5,2,2,2,4.2,3.14,2.0794415416798357,6.913737350659685
1,4,5,2,4,3,4.19,4.25,9.569342605674006,6.950977590435406
1,11,5,2,4,3,4.26,4.35,9.083642718930225,6.693769665452693
1,14,5,2,4,3,4.29,4.3,11.45065636674335,6.665046572173087
1,18,5,2,4,3,4.37,4.35,11.938474206640247,6.5739594575643325
1,23,5,2,4,3,4.33,4.3,9.695047867587114,7.370230641807081
1,29,5,2,4,3,4.43,4.43,11.971956616148274,7.515540630390945
1,41,5,2,4,3,4.34,4.41,12.293533921300169,6.191339471482838
2,22,5,2,4,3,4.25,4.12,9.29807648628027,6.430928424388276
2,44,5,2,4,3,4.28,4.27,9.307104040408491,7.379320188794825
2,50,5,2,4,3,4.21,4.34,10.629900249210682,6.782192056006791
5,35,5,2,4,3,4.28,4.27,10.847315627403372,6.771798089346843
5,38,5,2,4,3,4.26,4.28,11.106234605936246,6.940638645816847
6,39,5,2,4,3,4.27,4.28,10.222232150439726,6.457554277032581
8,2,5,2,4,3,4.15,4.09,8.20631072579402,7.0127547294637775
8,13,5,2,4,3,4.29,4.33,8.891098830616636,7.136483208590247
8,16,5,2,4,3,4.19,4.27,9.530392824458414,6.647688373563329
8,45,5,2,4,3,4.18,4.19,10.9289913693836,7.4632655077742704
7,24,5,2,4,3,4.21,4.22,9.86110183603969,5.3981627015177525
7,34,5,2,4,3,4.35,4.45,8.514188682395938,7.143617602704121
7,37,5,2,4,3,4.17,4.24,10.37264707562448,6.156067553408256
7,40,5,2,4,3,4.07,4.12,10.23742085450305,5.017279836814924
7,47,5,2,4,3,4.06,4.14,9.524859098381523,7.465036916334933
7,49,5,2,4,3,4.17,4.19,8.67812085552252,7.240649694255466
9,8,5,2,4,3,4.05,4.07,13.503646442559258,6.642851793419696
9,17,5,2,4,3,4.24,4.24,10.837932494990325,6.488018817836401
9,25,5,2,4,3,4.27,4.29,8.877939834725023,4.2626798770413155
9,43,5,2,4,3,4.2,4.23,10.886314808210527,7.501761451475929
18,51,5,2,4,3,0.0,0.0,0.0,6.748759547491679
13,28,5,2,4,3,4.1,4.15,13.035643594260717,6.523165751761288
15,31,5,2,4,3,4.23,4.25,9.887408982323437,7.277938572945661
10,3,5,2,4,3,4.28,4.28,11.125629297477385,6.819929024615557
10,12,5,2,4,3,4.2,4.14,9.488956472414216,6.411818267709897
10,46,5,2,4,3,4.15,4.25,11.648382502350232,6.884599235264931
11,6,5,2,4,3,4.29,4.26,9.817330356084954,4.711779921046349
11,10,5,2,4,3,4.33,4.31,10.065393794379148,5.855071922202427
12,15,5,2,4,3,4.21,4.26,10.823750385162683,6.537415972849347
12,27,5,2,4,3,4.28,4.33,9.090768236835338,7.199678345691172
12,36,5,2,4,3,4.17,4.07,9.67363403969682,6.48768401848461
4,7,5,2,4,3,4.33,4.21,11.584492354162721,6.696663808692069
17,26,5,2,4,3,4.31,4.29,9.349580439067687,7.79539959226617
16,1,5,2,4,3,4.41,4.46,8.96341629199657,6.182084906716632
16,48,5,2,4,3,4.31,4.38,10.940685324169365,6.826545223556594
16,20,5,2,4,3,4.41,4.43,10.201738576337144,6.39922701426483
3,33,5,2,4,3,4.35,4.37,10.615530086198365,6.944569252104853
14,30,5,2,4,3,4.2,4.32,9.13873695311649,6.949856455000773
