id_provincia,mes,categoria,precio_mediano_n1
21,6,paisaje naturaleza,976.0
21,6,paisaje urbano,1257.0
21,6,vida nocturna,1807.0
21,7,paisaje naturaleza,1166.915
21,7,paisaje urbano,1437.0
21,8,paisaje naturaleza,170.0
21,8,paisaje urbano,170.0
21,9,paisaje naturaleza,2013.0
21,10,paisaje naturaleza,5222.0
21,10,vida nocturna,393.33
21,11,paisaje naturaleza,582.4
21,11,paisaje urbano,523.365
21,11,vida nocturna,659.125
21,12,paisaje naturaleza,477.0
21,12,paisaje urbano,429.875
21,12,vida nocturna,704.67
22,1,paisaje urbano,520.67
22,1,vida nocturna,1252.25
22,2,vida nocturna,1008.7
22,3,paisaje urbano,959.33
22,3,vida nocturna,804.0
22,4,paisaje urbano,624.5
22,4,vida nocturna,50.0
22,5,paisaje urbano,619.75
22,5,vida nocturna,678.2
22,6,comida y bebida,505.33
22,6,paisaje naturaleza,479.0
22,6,servicios,250.0
22,6,vida nocturna,685.0
22,7,otros,2941.0
22,7,paisaje naturaleza,492.4
22,7,paisaje urbano,674.67
22,7,servicios,250.0
22,7,vida nocturna,1241.83
22,8,comida y bebida,1375.75
22,8,paisaje naturaleza,697.2
22,8,paisaje urbano,809.5
22,8,vida nocturna,1120.46
22,9,vida nocturna,50.0
22,10,servicios,90.0
22,10,vida nocturna,1019.75
22,11,otros,2220.0
22,11,paisaje naturaleza,301.5
22,11,servicios,88.0
22,11,vida nocturna,595.31
22,12,otros,1970.0
22,12,paisaje naturaleza,618.67
22,12,vida nocturna,1205.58
23,1,paisaje naturaleza,300.0
23,1,vida nocturna,754.0
23,2,paisaje naturaleza,270.0
23,2,vida nocturna,1015.17
23,3,comida y bebida,250.0
23,3,paisaje urbano,1502.5
23,3,servicios,981.0
23,3,vida nocturna,1496.075
23,4,comida y bebida,100.0
23,4,paisaje naturaleza,2103.0
23,4,paisaje urbano,647.0
23,4,servicios,150.0
23,4,vida nocturna,1788.0
23,5,paisaje naturaleza,2570.5
23,5,paisaje urbano,1587.0
23,5,vida nocturna,1402.925
23,6,paisaje urbano,350.0
23,6,vida nocturna,1657.0
23,7,paisaje naturaleza,2602.665
23,7,servicios,989.0
23,7,vida nocturna,1620.47
23,8,paisaje naturaleza,895.0
23,8,servicios,982.0
23,8,vida nocturna,1168.41
23,9,compras,50.0
23,9,otros,50.0
23,9,paisaje naturaleza,5224.5
23,9,paisaje urbano,1701.25
23,9,vida nocturna,1347.77
23,10,paisaje naturaleza,1627.0
23,10,paisaje urbano,625.33
23,10,servicios,500.0
23,10,vida nocturna,897.7
23,11,paisaje naturaleza,200.0
23,11,paisaje urbano,498.33
23,11,servicios,500.0
23,11,vida nocturna,559.0
23,12,paisaje naturaleza,1876.5
23,12,paisaje urbano,520.67
23,12,servicios,1205.0
23,12,vida nocturna,1309.69
24,1,paisaje naturaleza,160.0
24,1,paisaje urbano,275.0
24,1,vida nocturna,275.0
24,2,otros,5392.0
24,2,paisaje naturaleza,1565.0
24,2,vida nocturna,1133.67
24,3,otros,5392.0
24,3,paisaje naturaleza,562.0
24,3,vida nocturna,965.4
24,4,paisaje naturaleza,1490.0
24,5,paisaje naturaleza,548.0
24,5,vida nocturna,1365.0
24,6,comida y bebida,1092.5
24,6,paisaje naturaleza,951.25
24,6,paisaje urbano,1639.0
24,6,vida nocturna,1267.145
24,7,comida y bebida,1049.5
24,7,paisaje naturaleza,977.5
24,7,vida nocturna,1003.0
24,8,comida y bebida,1136.5
24,8,vida nocturna,1143.75
24,9,paisaje naturaleza,1167.25
24,9,vida nocturna,894.0
24,10,compras,332.0
24,10,otros,332.0
24,10,paisaje naturaleza,1189.0
24,10,paisaje urbano,250.0
24,10,vida nocturna,961.0
24,11,paisaje naturaleza,1360.5
24,11,servicios,100.0
24,11,vida nocturna,1129.29
24,12,paisaje naturaleza,1489.0
24,12,paisaje urbano,275.0
24,12,vida nocturna,716.25
25,1,paisaje urbano,492.0
25,1,vida nocturna,1002.42
25,2,otros,280.0
25,2,paisaje urbano,150.0
25,2,vida nocturna,688.835
25,3,paisaje naturaleza,2034.0
25,3,paisaje urbano,767.33
25,3,vida nocturna,735.56
25,4,paisaje naturaleza,1123.5
25,4,vida nocturna,537.96
25,5,otros,72.0
25,5,paisaje urbano,70.0
25,5,vida nocturna,120.0
25,6,otros,120.0
25,6,paisaje naturaleza,194.67
25,6,paisaje urbano,535.62
25,7,paisaje naturaleza,3116.0
25,7,paisaje urbano,569.5
25,7,vida nocturna,1338.2
25,8,paisaje urbano,759.0
25,8,vida nocturna,1591.79
25,9,paisaje naturaleza,2036.0
25,9,paisaje urbano,241.33
25,9,vida nocturna,919.13
25,10,compras,380.0
25,10,otros,380.0
25,10,paisaje naturaleza,1394.67
25,10,paisaje urbano,569.75
25,10,vida nocturna,910.53
25,11,paisaje naturaleza,1727.0
25,11,paisaje urbano,441.0
25,11,vida nocturna,903.31
25,12,paisaje naturaleza,939.0
25,12,paisaje urbano,503.0
25,12,vida nocturna,864.93
26,1,servicios,550.0
26,1,vida nocturna,1644.665
26,2,paisaje urbano,3789.5
26,2,vida nocturna,1041.0
26,3,paisaje urbano,2883.5
26,4,paisaje naturaleza,1679.5
26,4,paisaje urbano,1885.2
26,4,vida nocturna,969.0
26,5,paisaje naturaleza,889.75
26,5,servicios,3012.0
26,5,vida nocturna,1357.43
26,6,paisaje naturaleza,1043.5
26,6,paisaje urbano,5048.5
26,7,comida y bebida,1123.0
26,7,paisaje naturaleza,651.33
26,7,paisaje urbano,1477.64
26,7,vida nocturna,1081.9
26,8,comida y bebida,715.0
26,8,paisaje naturaleza,873.75
26,8,paisaje urbano,1198.0
26,8,vida nocturna,808.75
26,9,comida y bebida,30.0
26,9,compras,4688.0
26,9,otros,4688.0
26,9,paisaje naturaleza,801.0
26,9,vida nocturna,1735.0
26,10,compras,3512.33
26,10,otros,3236.33
26,10,paisaje naturaleza,165.0
26,10,paisaje urbano,2052.75
26,10,servicios,3066.0
26,10,vida nocturna,107.5
26,11,paisaje naturaleza,97.0
26,11,servicios,381.0
26,11,vida nocturna,1198.97
26,12,paisaje naturaleza,1632.0
26,12,paisaje urbano,1447.88
26,12,vida nocturna,1277.6950000000002
27,1,vida nocturna,923.0
27,2,paisaje naturaleza,890.0
27,2,vida nocturna,900.0
27,3,paisaje urbano,1031.25
27,3,vida nocturna,892.0
27,4,paisaje urbano,1321.5
27,4,servicios,1066.0
27,4,vida nocturna,1289.67
27,5,paisaje naturaleza,176.0
27,5,paisaje urbano,1338.0
27,5,servicios,825.0
27,5,vida nocturna,176.0
27,6,paisaje urbano,2500.0
27,6,vida nocturna,1092.0
27,7,paisaje urbano,1868.0
27,7,vida nocturna,794.14
27,8,paisaje naturaleza,165.0
27,8,paisaje urbano,1210.0
27,8,vida nocturna,829.6
27,9,paisaje urbano,2876.5
27,9,vida nocturna,1617.085
27,10,vida nocturna,1091.665
27,11,paisaje naturaleza,6544.0
27,11,paisaje urbano,1414.75
27,11,vida nocturna,1389.0
27,12,paisaje naturaleza,1137.0
27,12,vida nocturna,1625.0
28,1,comida y bebida,1258.0
28,1,otros,5153.33
28,1,paisaje naturaleza,695.99
28,1,paisaje urbano,781.525
28,1,vida nocturna,1164.895
28,2,comida y bebida,1163.2
28,2,otros,4479.0
28,2,paisaje naturaleza,767.735
28,2,servicios,3190.5
28,2,vida nocturna,1089.53
28,3,comida y bebida,1215.33
28,3,compras,2027.0
28,3,paisaje naturaleza,602.855
28,3,paisaje urbano,697.94
28,3,servicios,5916.83
28,3,vida nocturna,642.9
28,4,comida y bebida,1579.67
28,4,compras,5305.0
28,4,otros,5284.33
28,4,paisaje naturaleza,696.3199999999999
28,4,paisaje urbano,721.65
28,4,servicios,4202.62
28,4,vida nocturna,1018.29
28,5,comida y bebida,1094.0
28,5,compras,2918.0
28,5,otros,3251.0
28,5,paisaje naturaleza,672.1500000000001
28,5,paisaje urbano,679.73
28,5,vida nocturna,838.17
28,6,comida y bebida,1550.0
28,6,compras,293.5
28,6,otros,1349.5
28,6,paisaje naturaleza,1289.02
28,6,paisaje urbano,373.03499999999997
28,6,vida nocturna,981.675
28,7,compras,5959.5
28,7,otros,3589.2
28,7,paisaje naturaleza,1583.33
28,7,paisaje urbano,744.65
28,7,servicios,5378.12
28,7,vida nocturna,1784.3
28,8,comida y bebida,1613.0
28,8,compras,12538.5
28,8,otros,18776.0
28,8,paisaje naturaleza,2622.045
28,8,paisaje urbano,591.93
28,8,servicios,7330.25
28,8,vida nocturna,1142.67
28,9,comida y bebida,2106.2
28,9,compras,12123.5
28,9,otros,6178.8
28,9,paisaje naturaleza,1329.82
28,9,paisaje urbano,355.12
28,9,servicios,3971.57
28,9,vida nocturna,811.165
28,10,comida y bebida,1990.8
28,10,compras,6279.0
28,10,otros,7691.75
28,10,paisaje naturaleza,887.125
28,10,paisaje urbano,323.405
28,10,servicios,3751.33
28,10,vida nocturna,528.215
28,11,compras,3910.5
28,11,otros,3210.67
28,11,paisaje naturaleza,708.79
28,11,paisaje urbano,667.4
28,11,servicios,1613.0
28,11,vida nocturna,666.5
28,12,comida y bebida,1827.67
28,12,otros,13238.0
28,12,paisaje naturaleza,818.355
28,12,paisaje urbano,100.0
28,12,servicios,4693.67
28,12,vida nocturna,1042.4
29,1,comida y bebida,1671.0
29,1,otros,660.0
29,1,paisaje naturaleza,617.6
29,1,paisaje urbano,910.6
29,1,servicios,1159.5
29,1,vida nocturna,1013.335
29,2,comida y bebida,1131.33
29,2,otros,3833.0
29,2,paisaje naturaleza,1351.285
29,2,paisaje urbano,815.08
29,2,vida nocturna,908.415
29,3,comida y bebida,2048.33
29,3,paisaje naturaleza,1373.625
29,3,servicios,6930.0
29,3,vida nocturna,1838.0
29,4,comida y bebida,1101.75
29,4,otros,1244.0
29,4,paisaje naturaleza,1125.29
29,4,paisaje urbano,969.57
29,4,servicios,3486.0
29,4,vida nocturna,1563.06
29,5,comida y bebida,1100.25
29,5,otros,1016.0
29,5,paisaje naturaleza,1037.3
29,5,paisaje urbano,1835.36
29,5,servicios,7005.5
29,5,vida nocturna,78.5
29,6,otros,14500.0
29,6,paisaje urbano,1233.29
29,6,servicios,1617.5
29,6,vida nocturna,100.0
29,7,paisaje naturaleza,647.585
29,7,servicios,960.5
29,7,vida nocturna,1009.0
29,8,paisaje naturaleza,1894.625
29,8,servicios,485.0
29,8,vida nocturna,1982.7649999999999
29,9,comida y bebida,1340.67
29,9,otros,549.0
29,9,paisaje naturaleza,1469.4
29,9,paisaje urbano,400.0
29,9,servicios,1262.0
29,9,vida nocturna,1954.95
29,10,comida y bebida,1396.33
29,10,otros,650.0
29,10,paisaje naturaleza,1287.375
29,10,servicios,952.8
29,10,vida nocturna,1171.22
29,11,otros,300.0
29,11,paisaje naturaleza,900.335
29,11,paisaje urbano,936.42
29,11,servicios,1745.75
29,11,vida nocturna,1366.73
29,12,otros,300.0
29,12,paisaje naturaleza,457.33
29,12,paisaje urbano,1124.5
29,12,servicios,851.0
29,12,vida nocturna,1918.0
30,1,comida y bebida,100.0
30,1,paisaje naturaleza,750.0
30,1,vida nocturna,350.0
30,2,paisaje naturaleza,895.0
30,2,paisaje urbano,788.71
30,2,servicios,4614.75
30,2,vida nocturna,920.0
30,3,paisaje naturaleza,1042.335
30,3,paisaje urbano,610.0
30,3,vida nocturna,695.085
30,4,otros,620.0
30,4,paisaje naturaleza,983.165
30,4,servicios,11972.67
30,4,vida nocturna,1014.74
30,5,otros,1005.0
30,5,paisaje naturaleza,357.25
30,5,paisaje urbano,1042.0
30,5,servicios,1759.6
30,5,vida nocturna,1056.25
30,6,otros,100.0
30,6,paisaje naturaleza,380.75
30,6,servicios,16789.5
30,6,vida nocturna,917.0
30,7,comida y bebida,504.0
30,7,paisaje naturaleza,1329.5
30,7,paisaje urbano,902.0
30,7,vida nocturna,1344.7
30,8,comida y bebida,70.0
30,8,paisaje naturaleza,1646.25
30,8,servicios,2017.0
30,8,vida nocturna,1255.21
30,9,comida y bebida,65.0
30,9,paisaje naturaleza,1774.25
30,9,paisaje urbano,1097.33
30,9,servicios,340.0
30,9,vida nocturna,1083.0
30,10,comida y bebida,852.0
30,10,paisaje naturaleza,957.96
30,10,servicios,2152.33
30,10,vida nocturna,631.165
30,11,comida y bebida,818.0
30,11,paisaje naturaleza,1245.8
30,11,paisaje urbano,627.12
30,11,servicios,6664.0
30,11,vida nocturna,957.0
30,12,comida y bebida,100.0
30,12,paisaje naturaleza,1163.6
30,12,paisaje urbano,650.75
30,12,servicios,5037.43
30,12,vida nocturna,1030.23
31,1,paisaje naturaleza,1601.75
31,1,paisaje urbano,757.5
31,1,vida nocturna,1680.45
31,2,otros,306.0
31,2,paisaje naturaleza,348.0
31,2,paisaje urbano,760.5
31,3,paisaje naturaleza,3293.5
31,3,paisaje urbano,10842.0
31,4,paisaje naturaleza,2945.75
31,5,paisaje naturaleza,1572.33
31,5,paisaje urbano,1447.0
31,5,vida nocturna,1568.67
31,6,comida y bebida,621.5
31,6,paisaje naturaleza,2661.79
31,6,vida nocturna,1666.0
31,7,comida y bebida,1081.33
31,7,paisaje naturaleza,2026.14
31,7,paisaje urbano,7200.33
31,7,vida nocturna,1643.18
31,8,comida y bebida,572.0
31,8,paisaje naturaleza,1308.0
31,8,paisaje urbano,1829.0
31,8,vida nocturna,1394.95
31,9,comida y bebida,83.0
31,9,paisaje naturaleza,2324.71
31,9,paisaje urbano,740.33
31,10,paisaje naturaleza,558.165
31,10,paisaje urbano,1685.0
31,10,vida nocturna,1466.31
31,11,otros,3876.0
31,11,paisaje naturaleza,1230.415
31,11,servicios,104.0
31,11,vida nocturna,1376.67
31,12,paisaje naturaleza,2549.165
31,12,paisaje urbano,805.5
31,12,servicios,2467.0
31,12,vida nocturna,140.0
32,1,paisaje urbano,220.0
32,1,vida nocturna,734.5
32,2,vida nocturna,1183.0
32,3,vida nocturna,2039.67
32,4,vida nocturna,1477.5
32,5,vida nocturna,1495.25
32,6,comida y bebida,1178.0
32,6,paisaje naturaleza,1178.0
32,6,vida nocturna,456.33
32,7,comida y bebida,1078.0
32,7,paisaje naturaleza,1078.0
32,8,comida y bebida,1045.0
32,8,paisaje naturaleza,870.5
32,8,paisaje urbano,632.5
32,8,vida nocturna,165.0
32,9,paisaje naturaleza,598.0
32,9,paisaje urbano,164.0
32,9,servicios,2025.0
32,9,vida nocturna,164.0
32,10,vida nocturna,1200.0
32,11,otros,100.0
32,11,paisaje urbano,452.0
32,11,vida nocturna,1235.75
32,12,paisaje naturaleza,805.0
32,12,paisaje urbano,805.0
33,1,paisaje naturaleza,5106.0
33,1,servicios,2300.0
33,1,vida nocturna,994.5
33,2,paisaje naturaleza,5198.5
33,2,paisaje urbano,816.25
33,2,servicios,10889.5
33,2,vida nocturna,1240.75
33,3,otros,6769.0
33,3,paisaje naturaleza,5150.0
33,3,paisaje urbano,619.5
33,4,otros,2446.5
33,4,paisaje naturaleza,5459.0
33,4,vida nocturna,1046.5
33,5,paisaje urbano,1036.5
33,5,servicios,400.0
33,5,vida nocturna,2702.87
33,6,comida y bebida,716.5
33,6,paisaje naturaleza,1750.2649999999999
33,6,paisaje urbano,477.66499999999996
33,6,vida nocturna,3178.73
33,7,comida y bebida,779.67
33,7,paisaje naturaleza,2716.65
33,7,paisaje urbano,801.5
33,7,vida nocturna,1287.19
33,8,paisaje naturaleza,7084.75
33,8,paisaje urbano,849.0
33,8,vida nocturna,1439.26
33,9,compras,3582.0
33,9,otros,3582.0
33,9,paisaje naturaleza,4949.5
33,9,paisaje urbano,655.2
33,9,vida nocturna,1114.06
33,10,comida y bebida,559.0
33,10,compras,3205.0
33,10,otros,3205.0
33,10,paisaje naturaleza,803.33
33,10,paisaje urbano,474.6
33,10,vida nocturna,572.13
33,11,compras,380.0
33,11,otros,380.0
33,11,paisaje naturaleza,4911.32
33,11,paisaje urbano,687.5
33,11,servicios,241.67
33,11,vida nocturna,655.75
33,12,comida y bebida,84.0
33,12,compras,4052.0
33,12,otros,4052.0
33,12,paisaje naturaleza,5158.75
33,12,vida nocturna,1261.78
34,1,vida nocturna,1174.5
34,2,vida nocturna,1441.25
34,3,paisaje urbano,120.0
34,3,vida nocturna,1645.8
34,4,paisaje urbano,1207.0
34,4,vida nocturna,1671.33
34,5,paisaje urbano,1265.0
34,5,vida nocturna,1043.5
34,6,paisaje naturaleza,203.5
34,6,vida nocturna,650.67
34,7,paisaje naturaleza,2068.0
34,7,vida nocturna,1324.25
34,8,otros,2519.0
34,8,vida nocturna,909.0
34,9,otros,2503.0
34,9,vida nocturna,1093.75
34,10,otros,250.0
34,10,vida nocturna,970.75
34,11,paisaje urbano,785.0
34,11,vida nocturna,812.0
34,12,paisaje naturaleza,2063.0
34,12,paisaje urbano,794.5
34,12,vida nocturna,948.17
35,1,comida y bebida,1037.5
35,1,paisaje naturaleza,591.0
35,1,servicios,1000.0
35,1,vida nocturna,1551.3
35,2,comida y bebida,640.33
35,2,paisaje naturaleza,134.0
35,2,paisaje urbano,1045.06
35,2,servicios,684.33
35,2,vida nocturna,323.57
35,3,comida y bebida,629.5
35,3,otros,160.0
35,3,paisaje naturaleza,372.0
35,3,paisaje urbano,808.62
35,3,servicios,811.0
35,3,vida nocturna,324.0
35,4,otros,973.0
35,4,paisaje naturaleza,354.71
35,4,servicios,2435.25
35,4,vida nocturna,1012.89
35,5,comida y bebida,941.0
35,5,otros,618.5
35,5,paisaje naturaleza,667.17
35,5,vida nocturna,1334.24
35,6,otros,262.0
35,6,paisaje naturaleza,282.25
35,6,paisaje urbano,531.69
35,6,servicios,996.0
35,6,vida nocturna,1398.06
35,7,comida y bebida,934.0
35,7,otros,707.67
35,7,paisaje naturaleza,48.0
35,7,paisaje urbano,619.28
35,7,servicios,116.67
35,7,vida nocturna,514.735
35,8,comida y bebida,795.2
35,8,compras,469.0
35,8,otros,310.33
35,8,paisaje naturaleza,248.5
35,8,paisaje urbano,871.9
35,8,servicios,3630.75
35,8,vida nocturna,690.9449999999999
35,9,comida y bebida,2030.6
35,9,compras,504.0
35,9,otros,322.0
35,9,paisaje naturaleza,599.05
35,9,servicios,3345.25
35,9,vida nocturna,1000.04
35,10,comida y bebida,528.5
35,10,compras,343.5
35,10,otros,1423.67
35,10,paisaje naturaleza,191.785
35,10,paisaje urbano,975.25
35,10,servicios,2625.25
35,10,vida nocturna,491.4
35,11,comida y bebida,1061.67
35,11,compras,539.5
35,11,otros,1489.0
35,11,paisaje naturaleza,194.1
35,11,paisaje urbano,1066.92
35,11,servicios,482.67
35,11,vida nocturna,577.875
35,12,comida y bebida,944.0
35,12,compras,300.0
35,12,otros,300.0
35,12,paisaje naturaleza,415.65
35,12,paisaje urbano,725.33
35,12,vida nocturna,1033.4
36,1,paisaje urbano,420.5
36,1,servicios,990.0
36,1,vida nocturna,783.6
36,2,vida nocturna,568.585
36,3,comida y bebida,54.0
36,3,paisaje urbano,853.0
36,3,servicios,1030.0
36,3,vida nocturna,951.06
36,4,otros,421.0
36,4,paisaje naturaleza,644.0
36,4,vida nocturna,1436.55
36,5,otros,578.0
36,5,paisaje naturaleza,414.0
36,5,paisaje urbano,656.0
36,5,servicios,1030.0
36,5,vida nocturna,1788.41
36,6,otros,369.0
36,6,paisaje naturaleza,675.0
36,6,paisaje urbano,1043.8
36,6,servicios,590.0
36,6,vida nocturna,719.865
36,7,paisaje naturaleza,633.0
36,7,paisaje urbano,751.5
36,7,vida nocturna,1380.31
36,8,otros,548.0
36,8,paisaje naturaleza,696.75
36,8,paisaje urbano,978.6
36,8,servicios,1231.5
36,8,vida nocturna,1661.86
36,9,otros,576.0
36,9,paisaje naturaleza,302.0
36,9,paisaje urbano,838.33
36,9,servicios,681.5
36,9,vida nocturna,805.0
36,10,paisaje naturaleza,50.0
36,10,paisaje urbano,890.0
36,10,servicios,9137.0
36,10,vida nocturna,689.065
36,11,comida y bebida,756.0
36,11,otros,1255.5
36,11,paisaje urbano,637.2
36,11,servicios,7019.0
36,11,vida nocturna,727.4300000000001
36,12,comida y bebida,54.0
36,12,paisaje naturaleza,508.33
36,12,paisaje urbano,608.6
36,12,servicios,2561.0
37,1,paisaje naturaleza,784.5
37,1,vida nocturna,1415.75
37,2,compras,1536.0
37,2,otros,1536.0
37,2,paisaje naturaleza,999.5
37,2,paisaje urbano,507.0
37,2,vida nocturna,740.25
37,3,comida y bebida,1495.0
37,3,compras,1254.0
37,3,otros,1254.0
37,3,paisaje naturaleza,545.5
37,3,paisaje urbano,400.585
37,3,vida nocturna,1175.5
37,4,paisaje naturaleza,589.0
37,4,paisaje urbano,390.125
37,4,vida nocturna,1227.25
37,5,paisaje naturaleza,271.5
37,5,paisaje urbano,276.0
37,5,vida nocturna,1386.9
37,6,paisaje naturaleza,261.5
37,6,paisaje urbano,371.375
37,6,vida nocturna,766.125
37,7,paisaje naturaleza,242.25
37,7,paisaje urbano,385.11
37,7,vida nocturna,188.0
37,8,paisaje naturaleza,316.5
37,8,paisaje urbano,475.16999999999996
37,9,paisaje naturaleza,873.75
37,9,paisaje urbano,450.55
37,9,vida nocturna,728.0
37,10,paisaje naturaleza,854.25
37,10,paisaje urbano,429.71000000000004
37,10,vida nocturna,916.1949999999999
37,11,paisaje naturaleza,944.75
37,11,paisaje urbano,456.81
37,11,servicios,600.0
37,11,vida nocturna,834.67
37,12,paisaje naturaleza,1425.5
37,12,paisaje urbano,450.5
37,12,vida nocturna,1463.125
38,1,paisaje naturaleza,624.5
38,1,paisaje urbano,1024.5
38,1,vida nocturna,659.5
38,2,comida y bebida,109.0
38,2,paisaje naturaleza,506.95
38,2,servicios,3513.67
38,2,vida nocturna,467.0
38,3,comida y bebida,50.0
38,3,paisaje naturaleza,1679.0
38,3,paisaje urbano,1229.33
38,3,servicios,1224.0
38,3,vida nocturna,975.5
38,4,comida y bebida,1308.0
38,4,otros,450.0
38,4,paisaje naturaleza,530.0
38,4,paisaje urbano,1260.31
38,4,servicios,1439.5
38,4,vida nocturna,1246.22
38,5,comida y bebida,154.0
38,5,paisaje urbano,1032.43
38,5,servicios,663.0
38,5,vida nocturna,2035.81
38,6,comida y bebida,577.0
38,6,vida nocturna,120.0
38,7,comida y bebida,1559.0
38,7,paisaje naturaleza,665.665
38,7,paisaje urbano,1013.73
38,7,vida nocturna,1168.2
38,8,comida y bebida,1214.0
38,8,paisaje naturaleza,632.33
38,8,paisaje urbano,1140.955
38,8,vida nocturna,1131.6299999999999
38,9,paisaje naturaleza,675.0
38,9,paisaje urbano,942.74
38,9,servicios,1470.0
38,9,vida nocturna,893.8900000000001
38,10,comida y bebida,508.67
38,10,paisaje naturaleza,975.415
38,10,paisaje urbano,995.89
38,10,vida nocturna,769.83
38,11,comida y bebida,902.5
38,11,paisaje naturaleza,694.5699999999999
38,11,servicios,819.0
38,11,vida nocturna,765.57
38,12,comida y bebida,1091.0
38,12,paisaje naturaleza,452.4
38,12,servicios,882.0
38,12,vida nocturna,344.25
39,1,paisaje naturaleza,385.33
39,1,paisaje urbano,1139.0
39,1,vida nocturna,220.0
39,2,paisaje naturaleza,251.67
39,2,vida nocturna,1128.67
39,3,paisaje naturaleza,551.33
39,3,paisaje urbano,924.33
39,3,vida nocturna,738.17
39,4,paisaje naturaleza,614.0
39,4,paisaje urbano,1228.5
39,4,vida nocturna,1112.83
39,5,paisaje urbano,636.5
39,5,vida nocturna,1008.8
39,6,comida y bebida,1045.0
39,6,paisaje naturaleza,1045.0
39,6,paisaje urbano,1192.0
39,6,vida nocturna,1151.17
39,7,comida y bebida,748.67
39,7,paisaje naturaleza,676.6
39,7,paisaje urbano,694.0
39,7,vida nocturna,149.0
39,8,comida y bebida,1094.33
39,8,paisaje urbano,325.0
39,8,vida nocturna,731.5
39,9,servicios,10627.0
39,9,vida nocturna,740.0
39,10,paisaje naturaleza,530.165
39,10,paisaje urbano,653.25
39,10,servicios,7416.5
39,10,vida nocturna,751.29
39,11,paisaje naturaleza,572.0
39,11,paisaje urbano,845.25
39,11,servicios,650.0
39,11,vida nocturna,200.5
39,12,paisaje naturaleza,787.5
39,12,vida nocturna,1197.0
40,2,paisaje urbano,550.0
40,2,vida nocturna,2165.75
40,3,vida nocturna,1773.75
40,4,vida nocturna,1284.2
40,5,paisaje urbano,150.0
40,6,vida nocturna,1487.4
40,7,paisaje naturaleza,779.5
40,7,vida nocturna,1121.5
40,9,vida nocturna,1089.6
40,10,otros,49.0
40,10,vida nocturna,800.25
40,11,compras,496.0
40,11,otros,496.0
40,11,vida nocturna,498.855
40,12,vida nocturna,971.5
41,1,comida y bebida,665.33
41,1,paisaje naturaleza,504.33
41,1,paisaje urbano,1616.5
41,1,servicios,554.0
41,1,vida nocturna,962.0
41,2,comida y bebida,1193.33
41,2,paisaje naturaleza,999.365
41,2,paisaje urbano,737.0
41,2,servicios,125.0
41,2,vida nocturna,478.5
41,3,comida y bebida,648.0
41,3,paisaje naturaleza,556.0
41,3,paisaje urbano,1168.1
41,3,servicios,5891.0
41,3,vida nocturna,791.71
41,4,comida y bebida,882.0
41,4,paisaje naturaleza,1276.165
41,4,paisaje urbano,1559.665
41,4,servicios,4250.5
41,4,vida nocturna,1253.0
41,5,otros,619.0
41,5,paisaje naturaleza,2035.67
41,5,paisaje urbano,706.585
41,5,servicios,1593.5
41,5,vida nocturna,1330.5
41,6,otros,619.0
41,6,paisaje naturaleza,2138.0
41,6,paisaje urbano,872.335
41,6,servicios,542.0
41,6,vida nocturna,582.5
41,7,comida y bebida,1992.0
41,7,compras,689.0
41,7,otros,689.0
41,7,paisaje naturaleza,816.55
41,7,paisaje urbano,1066.95
41,7,servicios,3189.5
41,7,vida nocturna,880.32
41,8,comida y bebida,2009.0
41,8,otros,714.0
41,8,paisaje urbano,1016.35
41,8,servicios,3384.0
41,8,vida nocturna,727.5
41,9,comida y bebida,413.0
41,9,otros,474.5
41,9,paisaje naturaleza,1164.2
41,9,paisaje urbano,723.5
41,9,servicios,959.0
41,9,vida nocturna,394.67
41,10,comida y bebida,652.5
41,10,compras,1396.0
41,10,otros,983.0
41,10,paisaje naturaleza,706.775
41,10,paisaje urbano,905.215
41,10,servicios,1422.25
41,10,vida nocturna,593.025
41,11,comida y bebida,666.5
41,11,compras,401.0
41,11,otros,55.0
41,11,paisaje naturaleza,559.8
41,11,paisaje urbano,923.47
41,11,servicios,251.0
41,11,vida nocturna,1077.0
41,12,comida y bebida,434.0
41,12,paisaje naturaleza,701.4449999999999
41,12,paisaje urbano,1270.17
41,12,servicios,175.5
41,12,vida nocturna,799.33
42,1,paisaje urbano,165.0
42,1,vida nocturna,745.0
42,2,paisaje naturaleza,1391.0
42,2,vida nocturna,1201.2
42,3,paisaje urbano,176.0
42,3,vida nocturna,689.8
42,5,paisaje naturaleza,1793.0
42,6,comida y bebida,1178.0
42,6,paisaje naturaleza,1800.0
42,7,comida y bebida,1088.0
42,7,paisaje naturaleza,1009.5
42,7,vida nocturna,1100.33
42,8,comida y bebida,1048.0
42,8,paisaje naturaleza,1048.0
42,8,vida nocturna,1343.86
42,9,paisaje urbano,1515.0
42,9,servicios,1471.0
42,9,vida nocturna,906.0
42,10,paisaje urbano,160.5
42,10,vida nocturna,689.915
42,11,paisaje naturaleza,156.0
42,11,paisaje urbano,738.5
42,11,vida nocturna,696.645
42,12,vida nocturna,875.89
43,1,otros,3708.0
43,1,paisaje naturaleza,1608.2
43,1,paisaje urbano,1487.97
43,1,servicios,1000.0
43,2,comida y bebida,1034.0
43,2,otros,350.0
43,2,paisaje naturaleza,1939.75
43,2,paisaje urbano,1972.25
43,2,vida nocturna,676.5
43,3,compras,1842.5
43,3,paisaje naturaleza,309.0
43,3,paisaje urbano,1174.65
43,3,vida nocturna,351.0
43,4,comida y bebida,2236.0
43,4,compras,200.0
