mes,empresa,tipo_de_servicio,tipo_de_producto,origen,destino,precio
2024-12,ouigo,comercial,ld av,madrid,alicante/alacant,29.86
2024-12,ouigo,comercial,ld av,madrid,barcelona,48.23
2024-12,ouigo,comercial,ld av,madrid,valencia/valencia,23.45
2024-12,renfe-ave,comercial,ld av,madrid,alicante/alacant,42.85
2024-12,renfe-ave,comercial,ld av,madrid,barcelona,71.74
2024-12,renfe-ave,comercial,ld av,madrid,malaga,59.49
2024-12,renfe-ave,comercial,ld av,madrid,sevilla,56.34
2024-12,renfe-ave,comercial,ld av,madrid,valencia/valencia,34.61
2024-12,renfe-avlo,comercial,ld av,madrid,alicante/alacant,28.67
2024-12,renfe-avlo,comercial,ld av,madrid,barcelona,51.46
2024-12,renfe-avlo,comercial,ld av,madrid,malaga,47.91
2024-12,renfe-avlo,comercial,ld av,madrid,sevilla,42.67
2024-12,renfe-avlo,comercial,ld av,madrid,valencia/valencia,22.49
2025-01,iryo,comercial,ld av,madrid,alicante/alacant,26.41
2025-01,iryo,comercial,ld av,madrid,barcelona,40.89
2025-01,iryo,comercial,ld av,madrid,malaga,34.07
2025-01,iryo,comercial,ld av,madrid,sevilla,35.52
2025-01,iryo,comercial,ld av,madrid,valencia/valencia,21.36
2025-01,ouigo,comercial,ld av,madrid,alicante/alacant,20.19
2025-01,ouigo,comercial,ld av,madrid,barcelona,358.0
2025-01,ouigo,comercial,ld av,madrid,malaga,21.96
2025-01,ouigo,comercial,ld av,madrid,sevilla,244.0
2025-01,ouigo,comercial,ld av,madrid,valencia/valencia,16.45
2025-01,renfe-ave,comercial,ld av,madrid,alicante/alacant,32.06
2025-01,renfe-ave,comercial,ld av,madrid,barcelona,61.94
2025-01,renfe-ave,comercial,ld av,madrid,malaga,402.0
2025-01,renfe-ave,comercial,ld av,madrid,sevilla,41.68
2025-01,renfe-ave,comercial,ld av,madrid,valencia/valencia,28.52
2025-01,renfe-avlo,comercial,ld av,madrid,alicante/alacant,22.11
2025-01,renfe-avlo,comercial,ld av,madrid,barcelona,37.55
2025-01,renfe-avlo,comercial,ld av,madrid,malaga,31.67
2025-01,renfe-avlo,comercial,ld av,madrid,sevilla,32.05
2025-01,renfe-avlo,comercial,ld av,madrid,valencia/valencia,16.33
2025-02,iryo,comercial,ld av,madrid,alicante/alacant,26.27
2025-02,iryo,comercial,ld av,madrid,barcelona,39.06
2025-02,iryo,comercial,ld av,madrid,malaga,340.0
2025-02,iryo,comercial,ld av,madrid,sevilla,35.63
2025-02,iryo,comercial,ld av,madrid,valencia/valencia,20.69
2025-02,ouigo,comercial,ld av,madrid,alicante/alacant,20.35
2025-02,ouigo,comercial,ld av,madrid,barcelona,35.04
2025-02,ouigo,comercial,ld av,madrid,malaga,26.65
2025-02,ouigo,comercial,ld av,madrid,sevilla,28.72
2025-02,ouigo,comercial,ld av,madrid,valencia/valencia,17.48
2025-02,renfe-ave,comercial,ld av,madrid,alicante/alacant,32.57
2025-02,renfe-ave,comercial,ld av,madrid,barcelona,62.27
2025-02,renfe-ave,comercial,ld av,madrid,malaga,37.87
2025-02,renfe-ave,comercial,ld av,madrid,sevilla,42.55
2025-02,renfe-ave,comercial,ld av,madrid,valencia/valencia,29.86
2025-02,renfe-avlo,comercial,ld av,madrid,alicante/alacant,21.78
2025-02,renfe-avlo,comercial,ld av,madrid,barcelona,36.34
2025-02,renfe-avlo,comercial,ld av,madrid,malaga,31.93
2025-02,renfe-avlo,comercial,ld av,madrid,sevilla,31.96
2025-02,renfe-avlo,comercial,ld av,madrid,valencia/valencia,16.89
2025-03,iryo,comercial,ld av,madrid,alicante/alacant,27.71
2025-03,iryo,comercial,ld av,madrid,barcelona,411.0
2025-03,iryo,comercial,ld av,madrid,malaga,34.98
2025-03,iryo,comercial,ld av,madrid,sevilla,35.55
2025-03,iryo,comercial,ld av,madrid,valencia/valencia,22.53
2025-03,ouigo,comercial,ld av,madrid,alicante/alacant,21.81
2025-03,ouigo,comercial,ld av,madrid,barcelona,387.0
2025-03,ouigo,comercial,ld av,madrid,malaga,29.64
2025-03,ouigo,comercial,ld av,madrid,sevilla,31.86
2025-03,ouigo,comercial,ld av,madrid,valencia/valencia,22.45
2025-03,renfe-ave,comercial,ld av,madrid,alicante/alacant,34.92
2025-03,renfe-ave,comercial,ld av,madrid,barcelona,61.58
2025-03,renfe-ave,comercial,ld av,madrid,malaga,43.35
2025-03,renfe-ave,comercial,ld av,madrid,sevilla,48.93
2025-03,renfe-ave,comercial,ld av,madrid,valencia/valencia,35.19
2025-03,renfe-avlo,comercial,ld av,madrid,alicante/alacant,23.92
2025-03,renfe-avlo,comercial,ld av,madrid,barcelona,39.35
2025-03,renfe-avlo,comercial,ld av,madrid,malaga,34.42
2025-03,renfe-avlo,comercial,ld av,madrid,sevilla,36.17
2025-03,renfe-avlo,comercial,ld av,madrid,valencia/valencia,22.38
2025-04,iryo,comercial,ld av,madrid,alicante/alacant,31.63
2025-04,iryo,comercial,ld av,madrid,barcelona,55.25
2025-04,iryo,comercial,ld av,madrid,malaga,46.49
2025-04,iryo,comercial,ld av,madrid,sevilla,48.44
2025-04,iryo,comercial,ld av,madrid,valencia/valencia,24.54
2025-04,ouigo,comercial,ld av,madrid,alicante/alacant,30.41
2025-04,ouigo,comercial,ld av,madrid,barcelona,51.21
2025-04,ouigo,comercial,ld av,madrid,malaga,39.75
2025-04,ouigo,comercial,ld av,madrid,sevilla,399.0
2025-04,ouigo,comercial,ld av,madrid,valencia/valencia,23.93
2025-04,renfe-ave,comercial,ld av,madrid,alicante/alacant,42.08
2025-04,renfe-ave,comercial,ld av,madrid,barcelona,72.55
2025-04,renfe-ave,comercial,ld av,madrid,malaga,54.63
2025-04,renfe-ave,comercial,ld av,madrid,sevilla,56.71
2025-04,renfe-ave,comercial,ld av,madrid,valencia/valencia,36.71
2025-04,renfe-avlo,comercial,ld av,madrid,alicante/alacant,30.47
2025-04,renfe-avlo,comercial,ld av,madrid,barcelona,51.12
2025-04,renfe-avlo,comercial,ld av,madrid,malaga,43.01
2025-04,renfe-avlo,comercial,ld av,madrid,sevilla,43.66
2025-04,renfe-avlo,comercial,ld av,madrid,valencia/valencia,24.52
2025-05,iryo,comercial,ld av,madrid,alicante/alacant,29.16
2025-05,iryo,comercial,ld av,madrid,barcelona,54.08
2025-05,iryo,comercial,ld av,madrid,malaga,41.16
2025-05,iryo,comercial,ld av,madrid,sevilla,51.93
2025-05,iryo,comercial,ld av,madrid,valencia/valencia,23.17
2025-05,ouigo,comercial,ld av,madrid,alicante/alacant,263.0
2025-05,ouigo,comercial,ld av,madrid,barcelona,47.76
2025-05,ouigo,comercial,ld av,madrid,malaga,38.26
2025-05,ouigo,comercial,ld av,madrid,sevilla,44.81
2025-05,ouigo,comercial,ld av,madrid,valencia/valencia,22.76
2025-05,renfe-ave,comercial,ld av,madrid,alicante/alacant,40.37
2025-05,renfe-ave,comercial,ld av,madrid,barcelona,73.51
2025-05,renfe-ave,comercial,ld av,madrid,malaga,53.45
2025-05,renfe-ave,comercial,ld av,madrid,sevilla,62.42
2025-05,renfe-ave,comercial,ld av,madrid,valencia/valencia,35.56
2025-05,renfe-avlo,comercial,ld av,madrid,alicante/alacant,27.46
2025-05,renfe-avlo,comercial,ld av,madrid,barcelona,50.62
2025-05,renfe-avlo,comercial,ld av,madrid,malaga,41.96
2025-05,renfe-avlo,comercial,ld av,madrid,sevilla,48.18
2025-05,renfe-avlo,comercial,ld av,madrid,valencia/valencia,23.87
2025-06,iryo,comercial,ld av,madrid,alicante/alacant,26.01
2025-06,iryo,comercial,ld av,madrid,barcelona,58.77
2025-06,iryo,comercial,ld av,madrid,malaga,40.57
2025-06,iryo,comercial,ld av,madrid,sevilla,37.23
2025-06,iryo,comercial,ld av,madrid,valencia/valencia,25.48
2025-06,ouigo,comercial,ld av,madrid,alicante/alacant,29.26
2025-06,ouigo,comercial,ld av,madrid,barcelona,51.45
2025-06,ouigo,comercial,ld av,madrid,malaga,32.38
2025-06,ouigo,comercial,ld av,madrid,sevilla,28.68
2025-06,ouigo,comercial,ld av,madrid,valencia/valencia,24.39
2025-06,renfe-ave,comercial,ld av,madrid,alicante/alacant,40.79
2025-06,renfe-ave,comercial,ld av,madrid,barcelona,75.69
2025-06,renfe-ave,comercial,ld av,madrid,malaga,517.0
2025-06,renfe-ave,comercial,ld av,madrid,sevilla,484.0
2025-06,renfe-ave,comercial,ld av,madrid,valencia/valencia,35.63
2025-06,renfe-avlo,comercial,ld av,madrid,alicante/alacant,30.56
2025-06,renfe-avlo,comercial,ld av,madrid,barcelona,54.15
2025-06,renfe-avlo,comercial,ld av,madrid,malaga,39.47
2025-06,renfe-avlo,comercial,ld av,madrid,sevilla,353.0
2025-06,renfe-avlo,comercial,ld av,madrid,valencia/valencia,23.84
2025-07,iryo,comercial,ld av,madrid,alicante/alacant,29.44
2025-07,iryo,comercial,ld av,madrid,barcelona,56.48
2025-07,iryo,comercial,ld av,madrid,malaga,36.51
2025-07,iryo,comercial,ld av,madrid,sevilla,35.19
2025-07,iryo,comercial,ld av,madrid,valencia/valencia,29.16
2025-07,ouigo,comercial,ld av,madrid,alicante/alacant,316.0
2025-07,ouigo,comercial,ld av,madrid,barcelona,49.63
2025-07,ouigo,comercial,ld av,madrid,malaga,30.69
2025-07,ouigo,comercial,ld av,madrid,sevilla,27.44
2025-07,ouigo,comercial,ld av,madrid,valencia/valencia,24.72
2025-07,renfe-ave,comercial,ld av,madrid,alicante/alacant,41.45
2025-07,renfe-ave,comercial,ld av,madrid,barcelona,69.36
2025-07,renfe-ave,comercial,ld av,madrid,malaga,44.33
2025-07,renfe-ave,comercial,ld av,madrid,sevilla,41.81
2025-07,renfe-ave,comercial,ld av,madrid,valencia/valencia,36.59
2025-07,renfe-avlo,comercial,ld av,madrid,alicante/alacant,32.93
2025-07,renfe-avlo,comercial,ld av,madrid,barcelona,49.63
2025-07,renfe-avlo,comercial,ld av,madrid,malaga,354.0
2025-07,renfe-avlo,comercial,ld av,madrid,sevilla,320.0
2025-07,renfe-avlo,comercial,ld av,madrid,valencia/valencia,24.33
2025-08,iryo,comercial,ld av,madrid,alicante/alacant,373.0
2025-08,iryo,comercial,ld av,madrid,barcelona,61.19
2025-08,iryo,comercial,ld av,madrid,malaga,45.22
2025-08,iryo,comercial,ld av,madrid,sevilla,39.92
2025-08,iryo,comercial,ld av,madrid,valencia/valencia,33.72
2025-08,ouigo,comercial,ld av,madrid,alicante/alacant,35.36
2025-08,ouigo,comercial,ld av,madrid,barcelona,53.77
2025-08,ouigo,comercial,ld av,madrid,malaga,347.0
2025-08,ouigo,comercial,ld av,madrid,sevilla,27.13
2025-08,ouigo,comercial,ld av,madrid,valencia/valencia,24.39
2025-08,renfe-ave,comercial,ld av,madrid,alicante/alacant,44.85
2025-08,renfe-ave,comercial,ld av,madrid,barcelona,67.42
2025-08,renfe-ave,comercial,ld av,madrid,malaga,47.54
2025-08,renfe-ave,comercial,ld av,madrid,sevilla,42.71
2025-08,renfe-ave,comercial,ld av,madrid,valencia/valencia,37.17
2025-08,renfe-avlo,comercial,ld av,madrid,alicante/alacant,38.05
2025-08,renfe-avlo,comercial,ld av,madrid,barcelona,56.43
2025-08,renfe-avlo,comercial,ld av,madrid,malaga,36.15
2025-08,renfe-avlo,comercial,ld av,madrid,sevilla,333.0
2025-08,renfe-avlo,comercial,ld av,madrid,valencia/valencia,25.51
2025-09,iryo,comercial,ld av,madrid,alicante/alacant,34.71
2025-09,iryo,comercial,ld av,madrid,barcelona,74.13
2025-09,iryo,comercial,ld av,madrid,malaga,46.03
2025-09,iryo,comercial,ld av,madrid,sevilla,45.26
2025-09,iryo,comercial,ld av,madrid,valencia/valencia,30.36
2025-09,ouigo,comercial,ld av,madrid,alicante/alacant,25.01
2025-09,ouigo,comercial,ld av,madrid,barcelona,522.0
2025-09,ouigo,comercial,ld av,madrid,malaga,32.22
2025-09,ouigo,comercial,ld av,madrid,sevilla,32.44
2025-09,ouigo,comercial,ld av,madrid,valencia/valencia,21.47
2025-09,renfe-ave,comercial,ld av,madrid,alicante/alacant,39.31
2025-09,renfe-ave,comercial,ld av,madrid,barcelona,75.11
2025-09,renfe-ave,comercial,ld av,madrid,malaga,46.57
2025-09,renfe-ave,comercial,ld av,madrid,sevilla,50.42
2025-09,renfe-ave,comercial,ld av,madrid,valencia/valencia,34.62
2025-09,renfe-avlo,comercial,ld av,madrid,alicante/alacant,295.0
2025-09,renfe-avlo,comercial,ld av,madrid,barcelona,47.88
2025-09,renfe-avlo,comercial,ld av,madrid,malaga,383.0
2025-09,renfe-avlo,comercial,ld av,madrid,sevilla,36.71
2025-09,renfe-avlo,comercial,ld av,madrid,valencia/valencia,22.37
